Rank	Ligand	SMILES	Binding Affinity (kcal/mol)	CNNscore	CNNaffinity
8832	Z1238810081	CC=1C=CC(=CN1)CC(=O)N2CCC(CC2)C(=O)O	-7.88	0.744363	6.963540
8833	Z2632451093	CC=1C=CC=C2CCN(C(=O)C=3ON=C4CCCCC34)C12	-7.88	0.740600	7.169547
8834	Z1579202688	O=C(NCC1CCN(CC1)C=2C=CN=CC2)C=3C=CC(=NC3)NC4CC4	-7.88	0.558365	7.177984
8835	Z1277050195	COCC1CN(CCO1)C(=O)NC=2C=CC=C(C2)NC(=O)C3=CC=CS3	-7.88	0.812163	7.166783
8836	Z223329488	CC(C)C(=O)NCC1=CC=C(N=C1)N2C=CC=N2	-7.88	0.810280	6.855774
8837	Z2997958872	COC=1C=CC=C(CC2=NOC(C[C@@H]3CNC[C@H]3C)=N2)N1 |&1:13,17,r|	-7.88	0.889305	7.468914
8838	Z748569744	CC(C(=O)NC=1C=NN(C1)CC2CCCO2)N3C=NC=4C=CC=CC43	-7.88	0.974794	7.525613
8839	Z3054086409	CC1=NN=C(S1)N2CCN(CC2)C(=O)CC=3C=CC=4OCCC4C3	-7.88	0.603873	7.122206
8840	Z30518058	C=CCNC(=O)C(C)NS(=O)(=O)C=1C=CC(=CC1)NC(C)=O	-7.88	0.772152	6.826289
8841	Z1198394314	COC=1C=C(C)SC1C(=O)NC=2C=CC=C(C2)C3=NNC(C)=N3	-7.88	0.959564	7.878230
8842	Z19351911	COC=1C=CC(C)=CC1N2N=NN=C2SCC(=O)NC(=O)NCC3=CC=CO3	-7.88	0.351744	7.636157
8843	Z1576323811	O=C(C1CCCCO1)N2CCC(CC=3C=CC=NC3)CC2	-7.88	0.640834	7.007853
8844	Z2626044153	O=C(NC=1C=CC=2OCCOC2N1)N3C[C@H](O)C[C@H]3CO	-7.88	0.614966	6.527701
8845	Z27835461	COC=1C=CC(=CC1NC(=O)CC2=CNC=3C=CC=CC23)S(=O)(=O)N4CCCCC4	-7.88	0.958360	8.350525
8846	Z57907417	CCSC=1N=CC(Cl)=C(N1)C(=O)NC=2C=C(C)C=CC2C	-7.88	0.612171	7.485697
8847	Z2760965949	CCN1N=CC=C1C2CCN(CC2)C=3N=CN=C4C3N=CN4CC5(O)CCOCC5	-7.88	0.494905	8.183134
8848	Z2671041518	CC=1C(=CC=CC1N2C=NN=N2)NC(=O)[C@@H]3CC[C@H](CC3)C4CCC4	-7.88	0.972905	8.186472
8849	Z1079507720	CC=1C=CC(=O)N(CC2=CC=CC(=C2)C(=O)N3CCCCC3)N1	-7.88	0.826263	7.362988
8850	Z286003602	CC1CCCCC1NC(=O)CNC=2C=CC(=CC2)C(=O)NC(C)(C)C	-7.88	0.657813	7.197024
8851	Z1995833739	CC(O)CNC(=O)NC1=CC=C(OC(F)(F)F)C(C#N)=C1	-7.88	0.712388	6.745178
8852	Z3094888956	CC1CN(CCN1CC=2C=CC=CC2)C3=NN=C(C=4C=NC=5NN=CC5C4)N3C	-7.88	0.341480	7.754404
8853	Z2225599220	CCC1=NOC=C1CN2CCCC(C2)C3=NC(C)=NO3	-7.87	0.866694	7.537201
8854	Z1738805899	CC=1C=NC=CC1CC(=O)N2CCOC(C2)C=3C=CC(F)=CC3	-7.87	0.725705	7.219148
8855	Z1542528634	CC1CN(CCN1CC(F)(F)F)C(=O)CS(C)(=O)=O	-7.87	0.610651	6.387862
8856	Z1532752618	CC1=CN(CC2=CC(=O)N3C(C)=CSC3=N2)C(C)=N1	-7.87	0.766381	7.541403
8857	Z2767656245	CC(CNC(=O)C1=NC=C2CCCCN12)N3CCCC3	-7.87	0.832386	7.037001
8858	Z1500900217	COC=1C=CC(=C(C1)OC)N(C)C(=O)C=2C=CC=NC2O	-7.87	0.620546	6.809802
8859	Z3687016135	O=C(N[C@@H]1CC(CN2C=CC=N2)C[C@H]1O)C3(CC3)C4=NC=CC5=CC=CC=C45 |&1:3,13,r|	-7.87	0.827815	8.197369
8860	Z2353358646	CCOC1CC(NC(=O)N2CCOC(C2)C(=O)O)C1OC=3C=CC=CC3	-7.87	0.716124	6.758063
8861	Z2437616401	CC1=NOC(C)=C1C(C)CNS(=O)(=O)C=2C=CC(=CC2)C(=O)O	-7.87	0.869066	7.441141
8862	Z1534375649	CCC(CC)C(=O)N1CCC(CC1)NC(=O)NC=2C=CC(=NC2)OC=3C=CC=NC3	-7.87	0.840302	7.498981
8863	Z2762838168	NC=1C=NNC1C2CCN(C2)C(=O)C3=CC=C4COCCC4=C3	-7.87	0.828374	7.552010
8864	Z434625788	CC(C)OC=1C=CC=CC1NC(=O)NC2CCCCC2	-7.87	0.833229	7.315806
8865	Z403590032	CC1(C)NC(=O)N(CC(=O)NC2CCCN(CC=3C=CC=CC3)C2)C1=O	-7.87	0.785559	7.299134
8866	Z1269676569	CC(C)C=1N=CN=CC1C(=O)N2CCCC(C2)C=3C=C(NN3)C(N)=O	-7.87	0.843833	8.077488
8867	Z2983061088	CN1C=NC=2C(=O)N(C=NC21)CC3(O)CCCC3	-7.87	0.849605	6.998357
8868	Z1265295514	CCC=1C=C(N=C(C)N1)NC(=O)C2CCN(CC(F)(F)F)CC2	-7.87	0.932447	7.526190
8869	Z2832189660	COC=1C=C(F)C(=CC1OC)S(=O)(=O)NCCC=2C=NOC2	-7.87	0.893887	7.452479
8870	Z1643548172	O=C(C=1C=CC=CC1)N2CCCC(C2)N3C=CC(=N3)C(F)(F)F	-7.87	0.912638	7.483440
8871	Z3086634323	C[C@@H]1CN(CCC2CCN(CC2)C(=O)C=3C=CC=4N=CC(=O)NC4C3)C[C@H](C)O1	-7.87	0.657976	7.659337
8872	Z1680063456	CCN(C(=O)C=1N=C(C)N=CC1Cl)C2CCN(CC=3C=CC=CC3)C2	-7.87	0.504933	7.624866
8873	Z2878814986	C=1C=C2N=CC=C(C3=NOC(=N3)C45CCC(CC4)C5)N2N1	-7.87	0.638980	7.300117
8874	Z1883823813	O=S(=O)(NCC=1C=CC=NN1)C=2C=CC=C(Cl)C2	-7.87	0.845670	6.840741
8875	Z1271862516	O=C(O)CN1C=C(N=N1)C(=O)N2CCN(CC2)C=3C=CC(Cl)=CC3	-7.87	0.076633	6.790692
8876	Z1494182959	O=C(NCC1(CCO)CCCC1)C2OCCC=3C=CC=CC32	-7.87	0.702168	7.080274
8877	Z1144300986	O=C(NC1CCN(C1)C=2C=CC=CC2)C=3C=CC(=CC3)S(=O)(=O)C(F)F	-7.87	0.647009	7.190716
8878	Z1644062251	CC(C)C(C)NC(=O)C1CCN(CC1)C(=O)C2(C)COC2	-7.87	0.501144	6.761265
8879	Z1552335771	CN1CCOC(CNC(=O)C2=CC=C(Cl)C(F)=C2)C1	-7.87	0.854980	6.895425
8880	Z2702011489	O=S(=O)(CCC=1C(F)=CC=CC1F)N2CCOC3CCCCC32	-7.87	0.688666	7.003170
8881	Z3076758501	O=C(C=1C=CN(CCC(F)(F)F)N1)N2CC(=O)NC=3C=CC=CC32	-7.87	0.597052	7.479553
8882	Z1334317393	CCC(OC1CCCC(C)C1)C(=O)NCC2=NNC(=O)N2	-7.87	0.951807	7.429700
8883	Z1747614618	CC=1N=C(C(=O)N2CCCC(C2)OCC3CC3)C(=O)NC1C	-7.87	0.737728	7.110249
8884	Z1446788903	CCOC=1C=NC=C(N1)NCC2CCCN2C=3C=C(N=CN3)NC	-7.87	0.708408	7.469889
8885	Z2303166795	CC(C)N1CC(C1)NC(=O)C2=CN=C3C(F)=CC=C(F)C3=C2	-7.87	0.547879	7.230624
8886	Z2582964283	C[C@@H]1CCN[C@H](CNC2=NC=CC=C2[N+]([O-])=O)C1 |&1:1,5,r|	-7.87	0.841519	7.068489
8887	Z2732690769	C#CC=1C=CC(=CC1)C(=O)N[C@@H]2CC[C@H](CO)CC2	-7.87	0.668013	6.340180
8888	Z285931964	CC(=O)NC=1C=CC(=CC1)NC(=O)C=2C=NN(C2C)C=3C=CC(Br)=CC3	-7.87	0.867914	7.679820
8889	Z2690302682	C=CCCCNC(=O)C1=CN=C(C2=NC(C)(C(=O)N2)C(C)C)C(O)=C1	-7.87	0.623612	7.269129
8890	Z134659872	CC1(NC(=O)N(CC(=O)NC=2C=CC(F)=CC2)C1=O)C=3C=CC=C(C3)N4C=NN=N4	-7.87	0.755754	7.890637
8891	Z2685356955	CC(C)N(C)CC1=NC(=NO1)C2=CC=NC3=CC=NN23	-7.87	0.760923	7.383708
8892	Z1868703381	COC(=O)CC[C@H]1NC(=O)N(C1=O)C=2C=CC(=CC2)OC(F)(F)F	-7.87	0.661591	6.975390
8893	Z2953855012	CC1=NNC(CN2CCC(CC2)C3=NC(=CS3)C=4C=CN=CC4)=N1	-7.87	0.590665	7.742450
8894	Z4101871188	CC(=O)NCCNC(=O)C=1C=C(N=CC1Cl)NC2CC2	-7.87	0.878422	7.103634
8895	Z2792806611	O=C(O)C1CCC(CC1)NC(=O)CN2N=C(C=C2C3CC3)C(F)F	-7.87	0.622126	6.981210
8896	Z4605657571	CC1=NC(=NN1)[C@H]2COC[C@H]2NC(=O)C=3NC4=CC(F)=CC(F)=C4C3C |&1:6,10,r|	-7.87	0.734120	7.790763
8897	Z2335397745	CCC1=CC(=NN1C)C(=O)N[C@@H]2CCC(=O)N[C@H]2C=3C=CC=CC3 |&1:11,17,r|	-7.87	0.819604	7.429555
8898	Z2865625923	CC=1N=C(C=CC1C(=O)O)C(=O)N2CCC(C)C(C2)N3C=CN=C3	-7.87	0.372542	7.330483
8899	Z4026578143	C[C@H]1OCC[C@H]1CCNC(=O)C2=CC(=O)NC(=N2)C3CC3 |&1:1,5,r|	-7.87	0.676941	7.140871
8900	Z1407811389	CN(C(=O)C=1C=NC=C(C1)C=2C=CC=CC2)C=3C=CC(=CC3)[N+]([O-])=O	-7.87	0.614313	7.344775
8901	Z2157493263	CC1CCC(CC1)C2=NOC(=N2)C=3C=CC=CC3OCC(=O)NC=4C=CC=CC4F	-7.87	0.880716	8.152052
8902	Z1844856848	CCN(CC)S(=O)(=O)C=1C=CC2=C(C1)CCN2CC=3C=CC(C#N)=C(F)C3	-7.87	0.884184	7.920423
8903	Z807836336	COC=1C=C(C=CC1C)CNC(=O)N2CCC(CC2)N3CCNC3=O	-7.87	0.510221	6.846891
8904	Z2234921431	CC=1C(=CC=CC1[N+]([O-])=O)NC(=O)N2CC(C)C2C	-7.87	0.861728	7.019070
8905	Z3215927295	CN1N=NC(C(=O)O)=C1C2CCN(CC2)C(=O)OC3CCCCC3	-7.87	0.517086	7.102215
8906	Z4188807789	O=C(NCC(CCO)C=1C=CC(=CC1)C(F)(F)F)NC2=NN=C(S2)C3CCOCC3	-7.87	0.800740	7.562141
8907	Z3268555712	CC12CN(CC2(C)C(=O)NC1=O)C(=O)NCC=3C=CC=CC3F	-7.87	0.777935	7.442716
8908	Z2347630959	O=C(C1CCN(C1)C=2C=C(N=CN2)NC3CC3)N4CCCC4	-7.86	0.733308	7.288674
8909	Z2051924542	C[C@@H]1OCCC[C@@H]1C(=O)NCC=2C=CC=CC2CN3CCCC3=O	-7.86	0.868504	7.359903
8910	Z4018046917	O=C(NOC=1C=CC=CC1)[C@H]2C[C@@H]3CC[C@H](C2)O3	-7.86	0.731677	6.326518
8911	Z1653610277	COC=1C=CC(=CC1)C2(CNC(=O)C=3C=C(C=CC3F)NC(=O)C(C)(C)C)CCC2	-7.86	0.939189	8.217080
8912	Z3216001446	COC=1N=CC=CC1NC(=O)CC2CC(O)C2(C)C	-7.86	0.862965	6.804242
8913	Z2911262949	O=C(O)[C@@H]1[C@H](NC(=O)[C@@H]2C[C@H]2C3=CNC=N3)[C@H]4CC[C@@H]1C4 |&1:3,4,16,19,&2:8,10,r|	-7.86	0.917635	7.581773
8914	Z2766397967	NC(=O)[C@H]1CC[C@H](O1)C2CCN(CC2)C(=O)C=3C=NC=NC3C4CC4	-7.86	0.742478	7.459838
8915	Z2304533182	CCC=1OC(=CC1C)C(=O)NCC=2C=CC(C)=C(C)N2	-7.86	0.819597	7.215559
8916	Z2493051251	CC(NC(=O)NC=1C=CC(F)=CC1C#N)[C@@H]2C[C@H](C(=O)O)C2(C)C |&1:15,17,r|	-7.86	0.827019	7.263515
8917	Z1833731803	CC1=CC=CC(C)=C1NC(=O)NCC2OCCCO2	-7.86	0.766846	6.392817
8918	Z2466249402	CC1=NOC(C)=C1C=2C=CC(C)=C(C2)S(N)(=O)=O	-7.86	0.890762	7.350478
8919	Z3134046674	CC(C)C=1C=C(NC(=O)[C@@]23CNC[C@H]3CCOC2)NN1 |&1:9,13,r|	-7.86	0.741729	7.252212
8920	Z1022605266	CS(=O)(=O)C=1C=CC(=CC1)OC=2C=CC(=CC2)NC(=O)C3CCCC3	-7.86	0.593661	7.406615
8921	Z2498603843	CC1=C(OC(=O)C2=CC=CC=C12)C(=O)N3CCN4C(=O)N(CC(F)F)N=C4C3	-7.86	0.398908	7.114520
8922	Z3509550534	CCOC=1C=CC(Cl)=C(N1)C(=O)N2CCC(CF)(C2)C(=O)O	-7.86	0.815680	7.345925
8923	Z1907963088	CCC=1SC(=CC1C)C(=O)NC=2C=CC(C(=O)O)=C(C2)OC	-7.86	0.752190	6.900631
8924	Z2304300570	CC(CC=1C=CC=C(O)C1)NC(=O)N2CC(C)(C)[C@H]3COC[C@H]32 |&1:18,22,r|	-7.86	0.847559	7.408887
8925	Z1231563494	[O-][N+](=O)C=1C=CC=C(Cl)C1C(=O)NC2CC=CCC2	-7.86	0.618034	6.850603
8926	Z239537826	CCC1=NC=2C=CC=CC2N1CC(=O)NC=3C=NC4=C(C3)C(C)=NN4C	-7.86	0.898709	8.082161
8927	Z2363675902	O=C(NC1CCNC1)N2CCN(CC2)C=3C=CC=CC3O	-7.86	0.315631	6.506038
8928	Z2769518043	OC1(CNCC2=CN(CC3CCOC3)N=N2)CCCC1	-7.86	0.609438	6.967313
8929	Z1873998883	CC1=CC=C(CCNC=2C=C(N=CN2)N3CCCC3)O1	-7.86	0.904961	7.319122
8930	Z1564031347	CN1C=NC(CNC(=O)C=2C=CC(=CC2)C(C)(C)C)=N1	-7.86	0.912923	7.226372
8931	Z1095315518	CC1=NN(C)C(C)=C1CCC(=O)N2CCC(C)(C2)C(=O)O	-7.86	0.939656	7.284779
8932	Z2187630038	CC=1C=CC=C2CC(COC12)NC(=O)N3CCN(CC3)C4=CC=CC=N4	-7.86	0.713873	7.431824
8933	Z2732599826	CC(C)N1C=C(C=N1)S(=O)(=O)NC=2C=NC3=CC=NN3C2	-7.86	0.746173	7.425460
8934	Z1570549514	COC=1C=CC=CC1N2CC(CC2=O)C(=O)NCC3(C)CC=4C=CC=CC4C3	-7.86	0.709197	7.763034
8935	Z410998408	O=C(NC=1C=CC=C(Cl)C1F)N2CCCC(C2)C(F)(F)F	-7.86	0.761010	7.192162
8936	Z2911611607	O=C(O)C1CC2CCC1N2C(=O)C=3N=CSC3NC=4C=CC=CC4	-7.86	0.819809	7.666731
8937	Z2069814192	CS(=O)(=O)NC1CCCCC1CNS(=O)(=O)N2CCC3(CCCCC3)CC2	-7.86	0.608533	7.733944
8938	Z2928066486	O=C(O)C1(CNS(=O)(=O)C2=CSC=C2C(F)F)CCC1	-7.86	0.699387	7.183677
8939	Z3686894718	CC=1N=C(N=C(C1C)N2CC[C@@H](N)C2)C(=O)N3CCC4=C(C3)N=CN4C5CCC5	-7.86	0.860419	8.218801
8940	Z1183503334	COC=1C=CC(OC(F)F)=C(C1)NC(=O)C=2C=NN(C2)C3=CC=CC=C3C	-7.86	0.403484	7.682328
8941	Z4607589797	CC(C)(C(=O)N1CCN(CC1)C2=NN=C(S2)C(F)(F)F)C=3C=CC=C4C=CC=CC34	-7.86	0.503130	7.915848
8942	Z739503358	CC(C)C1=NOC(CNC=2C=CC=CC2N3C=CC=N3)=N1	-7.86	0.890285	7.480741
8943	Z2799398180	O=S(=O)(C=1C=CC=CC1F)N2CCC(CN3C=CN=C3)CC2	-7.86	0.816920	7.595129
8944	Z1361022728	CC1=CC=C(O1)C2=NC(=CS2)CC(=O)N3CCC(CC3)C4=NN=CN4	-7.86	0.738886	7.886144
8945	Z2296066541	COC=1C=CC=C(C1)C(C)(CC(=O)O)NC(=O)C2=CC=CC(=O)N2C	-7.86	0.627382	7.211406
8946	Z2610007531	CC=1C=C(F)C(C(=O)O)=C(C1)NS(=O)(=O)CC2CCCCO2	-7.86	0.760352	7.233400
8947	Z1773502506	CC=1C=C2C=CNC2=CC1NC(=O)N3CCN(CC3)C=4C=NC=CN4	-7.86	0.776560	7.500476
8948	Z102313246	CCNS(=O)(=O)C=1C=CC(=CC1)C(=O)N(CC=2C=CC(F)=CC2)C3CC3	-7.86	0.949147	7.938997
8949	Z2385726874	CCC1=NN=C(O1)[C@H]2CCCN(CC=3C=CC=NC3)[C@H]2C	-7.86	0.853964	7.604250
8950	Z31471072	CCN1CCN(CC1)C(=O)COC=2C=CC=C(C)C2C	-7.86	0.593075	6.358593
8951	Z2242862646	COC1CCCN(C1)C(=O)C2CC=3C=CC=CC3CN2	-7.86	0.681914	6.608845
8952	Z1207828872	CC(C=1C=CC=NC1)N2CCN(CC2)C=3C=C4N=CNC(=O)C4=CC3[N+]([O-])=O	-7.86	0.357988	7.839900
8953	Z2437539143	CC(C)C=1C=CC(=CC1)N(C)S(=O)(=O)C=2C=NC=C(C2)C(=O)O	-7.86	0.559815	7.026432
8954	Z2950794213	CC(C)(C)N1N=CC=C1NC(=O)NC2CCN(CC(F)F)C2	-7.86	0.759644	7.359859
8955	Z284042516	CC1=NC(=CS1)C2=CC=C(CNC(=O)C=3C=CC(=NC3)C(=O)O)O2	-7.86	0.749136	7.166260
8956	Z2057402152	COC=1C=CC=C(C1)C2=CCN(C2)C(=O)[C@@H]3C[C@@H](CN3C)OC	-7.86	0.730832	7.120029
8957	Z2054482386	CCC=1C=NC=CC1C(=O)N2CCN(C)C(C2)C3=NC(C)=NO3	-7.86	0.640753	7.440609
8958	Z15589905	O=C(CSC1=NN=C(C=2C=CC=CC2Cl)N1CC=3C=CC=CC3)NC4CCCCC4	-7.86	0.538026	8.032084
8959	Z3488493579	O=C1CCC(=O)N1CC2=CC(F)=CC=3C=CC=NC23	-7.86	0.688010	6.997066
8960	Z3524312839	O=C(O)[C@]12C[C@@H]2[C@H](C1)NC(=O)C3CCC=4N=C(N=CC4C3)C5CC5 |&1:3,5,6,r|	-7.86	0.760995	7.276369
8961	Z2698278926	CCO[C@@]1(C)C[C@H]1NCC=2C(C)=NN(C2C)C=3C=CC(F)=CC3 |&1:3,6,r|	-7.86	0.919374	7.817307
8962	Z285124816	O=C(NCCC=1C=CC=NC1)C2=CNN=C2C=3C=CC(Cl)=CC3	-7.86	0.835825	7.464557
8963	Z1835962912	CCC=1C=CC(=CC1)C(C)NC(=O)[C@H]2C[C@@H](O)CN2C(C)=O	-7.86	0.797669	7.075057
8964	Z1225314449	CC1=CC=2C=CC=CC2N1CC(=O)NC(C)CN3CCN(CC3)C=4C=CC=CN4	-7.86	0.614767	7.751035
8965	Z1715636634	CCN1N=CC=C1S(=O)(=O)NC=2C=CC=3COCC3C2	-7.86	0.825303	7.226742
8966	Z1682888813	CC1(CCCO1)C2=NC(=NO2)C=3C=CC=CC3CN4C(=O)CNC4=O	-7.86	0.852518	7.251723
8967	Z2762837972	CC(C)(C)N1C=CC(=N1)C(=O)N2CCC(C2)C=3NN=CC3N	-7.86	0.922133	7.856280
8968	Z2353047006	CN1C(=O)OC=2C=C(C=CC21)CNCC3(CCC3)C=4C(F)=CC=CC4F	-7.86	0.735886	7.767415
8969	Z2952239402	O=C(NC=1C=CC2=NC=NN2C1)N3C[C@H]4CCC[C@H]4C3	-7.86	0.639569	7.064002
8970	Z416629488	CN(CC1=CSC(=N1)C2CCCCC2)C3CCS(=O)(=O)C3	-7.85	0.505547	7.132872
8971	Z989569464	C1=NNC=C1C2CCN(CCOC=3C=CC=CC3)CC2	-7.85	0.798041	6.998730
8972	Z2161406029	CC(C)C(C)(NCC=1C=CC(Br)=C(C1)[N+]([O-])=O)C(N)=O	-7.85	0.943143	7.873730
8973	Z2058421028	C[C@@H]1CN(CC(=O)NC2CCC(C)CC2)C[C@H]1C(N)=O	-7.85	0.924079	7.169943
8974	Z4335748588	CC=1C=C(C)N(N1)C=2C=CC(=CC2F)NC(=O)C=3C=C(NN3)C=4C=CN=CC4	-7.85	0.949353	8.204505
8975	Z2011004696	CC(NC(=O)C1=COC(=N1)C2CCOCC2)(C3CC3)C(F)(F)F	-7.85	0.624079	7.294104
8976	Z1139472030	FC=1C=CC=C2NC(CN3CCCC3CN4C=NC=N4)=NC12	-7.85	0.777704	7.820921
8977	Z3710856783	CN1C(=O)NC(C)(C1=O)C=2C=CC(=CC2)NC(=O)C=3C=CC(=CC3)C=4C=CC=CC4	-7.85	0.921643	7.548938
8978	Z1921284567	CN(CCN1CCOC(C)(C)C1)C2CCN(C2=O)C=3C=CN(C)N3	-7.85	0.648325	7.281026
8979	Z2448360608	CC(C)NC(=O)NC=1C=CC=CC1NC(=O)C2CNCCO2	-7.85	0.984405	7.163657
8980	Z2595566480	O=C(O)C=1C=CC=C(C1)NC(=O)CC2(CCOCC2)N3C=NN=N3	-7.85	0.846969	7.387208
8981	Z2156153858	CC(=O)NC(C1=NC(=NO1)C2=CC=C(N=C2)N3CCOCC3)C4CCCC4	-7.85	0.663978	7.502614
8982	Z1251940140	CC(C)C=1C=CC(=CC1)C2CC2C(=O)NCCN3C=NN=C3C4CC4	-7.85	0.819077	7.889404
8983	Z3610291912	CCN(CC1=NC=CN1C)C(=O)CC2=NNC(=O)C3=CC=CC=C23	-7.85	0.799160	7.774448
8984	Z2445947702	CCC=1C=CC=CC1S(=O)(=O)NC(C)C2=NC=C(S2)C(=O)O	-7.85	0.633769	7.116908
8985	Z422607128	CSCCC(=O)NCC=1C=CC(=CC1)OCC=2C=CC=NC2	-7.85	0.769375	7.047849
8986	Z46195938	CCOC(=O)N1CCN(CC(=O)NC(=O)NC=2C=CC=3OCCOC3C2)CC1	-7.85	0.440305	6.477942
8987	Z1514944997	COC=1C=C(C=CC1C)CNC(=O)N2CCC(C2)C3CCOCC3	-7.85	0.847869	7.278251
8988	Z382852414	CN1C(=O)C=CN(CC(=O)N2CCN(CC=3C=CC=CC3)CC2)C1=O	-7.85	0.343498	6.859930
8989	Z1991892472	CC1=CC(=NN1)C(=O)NCC(C)(C(=O)O)C=2C=CC=CC2	-7.85	0.823016	7.276238
8990	Z2615285666	CC1=NC(=CC(=N1)NCC2CC(=O)N(C)C2)C=3C=CC=CN3	-7.85	0.952637	7.524938
8991	Z2176653534	CC1=CC(=C(C)S1)S(=O)(=O)N2CCN(CC3=NNC=C3C)CC2	-7.85	0.662017	7.775157
8992	Z2761740469	CC=1C=CN=CC1CN2CCC(C[C@H]3OCC[C@H]3C(N)=O)CC2	-7.85	0.926642	7.609921
8993	Z3211258038	CC1NC(=O)N(CCC2=CC=CC=N2)C(=O)C1C	-7.85	0.909809	6.996813
8994	Z959468880	CCC1=NC(C)=C(S1)C(=O)NC2=NC(=CS2)C3=C(C)NC4=CC=CC=C34	-7.85	0.912226	8.395701
8995	Z2983925375	CC1=NC(=NN1C)N2C(=O)CN(C2=O)C3CCCC3	-7.85	0.444002	6.647054
8996	Z3047280128	CC1(F)CCN(CC1)C(=O)NC2CCC3(CC3N)CC2	-7.85	0.498250	6.710887
8997	Z2772990920	CC1CCN(C1)S(=O)(=O)C=2C=CC=3C=CC=CC3N2	-7.85	0.823321	6.842597
8998	Z1883495328	CN1C=C(C=N1)[C@@H]2CN(C[C@H]2CO)C=3C=CC=C(N3)C(F)(F)F	-7.85	0.485781	7.199671
8999	Z3336666946	COC=1C=CC(=CC1NS(=O)(=O)C=2C=CC(OC)=C(C2)OC)NS(C)(=O)=O	-7.85	0.733146	7.702993
9000	Z1040531496	O=C(NCC1(CCOCC1)C=2C=CC=CC2)NC=3C=CC(=CC3)N4C=CN=N4	-7.85	0.763063	7.459578
9001	Z2951069867	CC(C)[C@H](NC(=O)NC1=NC=C(S1)C(F)(F)F)C(N)=O	-7.85	0.830549	7.048651
9002	Z2300963571	O=C(O)CCN(C1CCCC1)S(=O)(=O)C=2SC=CC2F	-7.85	0.783211	7.305617
9003	Z3140285848	O=C(CC=1C=CC=C(Cl)C1)NC[C@@]23C[C@]3(CNC2)C(F)(F)F |&1:12,14,r|	-7.85	0.972801	7.652517
9004	Z3686195757	CC(NC[C@]1(CO)COC[C@@H](C)N1C)C=2C=CC(=CC2)N3C=NN=N3	-7.85	0.747417	7.550197
9005	Z2961034318	CC=1C=CC2=C(C=NN2C1C)C(=O)N[C@@H]3CCO[C@H]3C=4C=CNN4 |&1:14,18,r|	-7.85	0.867491	7.411098
9006	Z188894426	O=C(CCN1C(=O)C=2C=CC=CC2C1=O)N3CCCC(C3)C(=O)NC=4C=CC=CC4	-7.85	0.715860	7.220634
9007	Z2951769579	CN1CCN(CC2=CC(=NO2)C=3C=CC(F)=CC3)CC1CO	-7.85	0.488230	6.745066
9008	Z1558966433	CCN1C=C(N=C1C)S(=O)(=O)N2CCN(CC2)C=3C=C(C)C=CN3	-7.85	0.481527	7.525361
9009	Z2272877240	CC(C)(NC(=O)C1=CC(=CO1)C(=O)O)C=2C=CC(=CC2)OC(F)(F)F	-7.85	0.641685	7.193275
9010	Z1923601650	COC(=O)C1(CNC(=O)N[C@@H]2C[C@H]2C3CCCCC3)CCOCC1	-7.85	0.733951	7.371277
9011	Z2710376385	CC1(C)OCC2CC21NC(=O)NC=3C=CC(F)=C(C3)C4CC4	-7.85	0.967300	7.623471
9012	Z2386503222	O=C(O)C1(CCOC1)N2CCN(CC2)C(=O)C=3C=CC4=NC=CC=C4C3	-7.85	0.309095	6.793807
9013	Z2953026174	CC=1C=NN(C1)C2CCCN(C2)C(=O)C3=CC=C(CC=4C=CC=CC4)N3	-7.85	0.955952	8.130230
9014	Z224976746	O=C(CCN1C=NC=2SC=CC2C1=O)NC=3C=C4OCCOC4=CC3Br	-7.85	0.619499	7.600678
9015	Z2952273490	CCO[C@H]1CCN(C1)C(=O)NC=2C=CC=C3OC(C)=NC23	-7.85	0.938985	7.287074
9016	Z3137894552	CC=1N=CC=CC1CCNC(=O)[C@@]23CCC[C@H]3NCC2 |&1:12,16,r|	-7.85	0.879212	7.207781
9017	Z4521690085	O=C(O)C12C3C4C1C5C2C3C45C(=O)NC=6C=NC(=NC6)C7CC7	-7.85	0.597949	7.104963
9018	Z2868549318	COCC1CN(C1)C(=O)NC=2C=CC(=CC2)OC=3C=CC(C#N)=CC3	-7.85	0.545461	6.895391
9019	Z2772795885	CC(NC1CC=2C=CC(C#N)=CC2C1)C=3C=CC(Cl)=CN3	-7.85	0.900392	7.342596
9020	Z846240926	CC(=O)NC1=NC(=CS1)C(=O)N(CCO)CC=2C=CC=CC2Br	-7.85	0.562640	7.228491
9021	Z1833280915	O=C(NC=1C=CC(=C(F)C1)N2C=CC=N2)C3CCCC4=C(O)C=CC=C43	-7.85	0.844185	7.603858
9022	Z2936901737	CC=1N=CC=CC1CNC(=O)C2C[C@H]3C[C@@H](N)[C@H]3C2 |&1:13,15,17,r|	-7.85	0.909763	7.278400
9023	Z2482882049	O=C(O)CN1C=C(CCN2CCCC2C=3C=CC=C(Cl)C3)N=N1	-7.85	0.650733	7.282310
9024	Z3305298189	CNC(=O)C=1C=CC(=CN1)C(=O)N[C@@H]2C[C@H](CN3C=CC=N3)C2	-7.85	0.753210	7.199120
9025	Z2952203054	CN1C=CC(=CC1=O)NC(=O)NC2CCN(CC(F)F)C2	-7.85	0.924751	7.081163
9026	Z3352034168	CC=1N=C2C(CCCN2N1)NC(=O)C3(CCCO3)C(F)F	-7.85	0.709559	6.846364
