Rank	Ligand	SMILES	Binding Affinity (kcal/mol)	CNNscore	CNNaffinity
9027	Z169695772	NC(=O)NC(CC(=O)NC1(CCC1)C=2C=CC=CC2)C=3C=CC=C(Br)C3	-7.85	0.786314	7.868740
9028	Z2992287801	CC(C)CC1=NC=C(S1)C2=NC(CC=3C=CC=NC3)=NO2	-7.85	0.786588	7.621596
9029	Z408465004	O=C(NCC=1C=CC(=CC1)OC(F)(F)F)C2=CC=C3C=CNC3=C2	-7.85	0.708902	6.708156
9030	Z2784260477	CCC1=NNC(=N1)NCC=2C=CC(=CC2)C(=O)OC	-7.85	0.595354	6.727734
9031	Z1335531633	CC(C)COC=1N=CC=CC1C(=O)NC2CCCN(C)C2=O	-7.85	0.902840	7.006104
9032	Z2973745112	CN(C)C(=O)CN1C2CCC1CC(C2)NC(=O)NCC3=CN(C)C=N3	-7.85	0.770576	7.318527
9033	Z1613980560	CC1=NOC=2N=C(C=C(C(=O)NC(C)C=3C=NC=C(F)C3)C12)C4CC4	-7.85	0.988774	8.346097
9034	Z3071559020	CCC=1C=CC=C(C1)S(=O)(=O)N2CCC=3C=CN=CC3C2	-7.85	0.855652	7.134576
9035	Z2965725744	O=C(C=1C=CC=C(N1)N2C=NC=N2)N3CC[C@H]4CCC[C@H]43 |&1:16,20,r|	-7.85	0.922062	7.445235
9036	Z2308854024	CCC1(CO)CCCN1C(=O)NCC2=CCCCC2	-7.85	0.839581	7.166740
9037	Z2147941602	CCN1C(C)=CC(C(=O)N2CCOCC2CC(=O)O)=C1C	-7.85	0.828789	7.093122
9038	Z1728587971	CC(C)OC=1C=CC(=CN1)C(=O)N2CCCC3(C2)OCC4=CC=CC=C43	-7.85	0.824335	7.500848
9039	Z1302524044	CC1=CC(C)=NN1C2CCCN(C2)C(=O)NCCC=3C=CC(F)=CC3	-7.84	0.792508	7.558355
9040	Z1428850977	O=C(CNCC(F)(F)F)N1CCC(C1)OC=2C=CC=NC2	-7.84	0.644329	6.755366
9041	Z2264783584	CC=1C=CC(=CC1[N+]([O-])=O)CN2CCCC(CC(C)(C)C(N)=O)C2	-7.84	0.730512	7.640177
9042	Z1126863257	CCOC=1C=CC(=CC1)CCC(=O)N2CC(CC=3C=CC=CC32)C(N)=O	-7.84	0.935416	7.859869
9043	Z2161463287	CC(CO)(NCC1CCS(=O)(=O)CC1)C=2C=CC=C(O)C2	-7.84	0.875029	7.030733
9044	Z1130346511	CC(=O)N1CCC(CNS(=O)(=O)C=2C=CC=C(F)C2F)CC1	-7.84	0.641316	7.188983
9045	Z3278087235	O=S(=O)(NC[C@@]12C[C@]2(CNC1)C(F)(F)F)C3=CNC=N3 |&1:5,7,r|	-7.84	0.856257	7.281253
9046	Z2957133797	CN1CCC(CC1)OCC(=O)N2CCOC(C2)C3CCCO3	-7.84	0.447899	6.149969
9047	Z1612345696	CC12CCCN2C(=O)N(C1=O)C3CC(=O)N(C3)C=4C=CC=CC4	-7.84	0.399629	7.030519
9048	Z3686323061	CC=1N=C(N=C(N[C@@H]2CC(CN3C=CN=C3)C[C@H]2O)C1Br)C(C)C |&1:7,17,r|	-7.84	0.987810	8.452875
9049	Z2166192565	CC1=CC=C(CNS(=O)(=O)C=2C(N)=NOC2C)S1	-7.84	0.931437	7.483611
9050	Z1333158349	CC(NC=1N=CC(Cl)=CN1)C=2C=CC=C(C2)[N+]([O-])=O	-7.84	0.942820	7.325812
9051	Z1787688366	CC1(C)NC(=O)N(CC(=O)N2CCC(CC2)C3CCCO3)C1=O	-7.84	0.661370	7.030516
9052	Z2827693764	CC1CN(CC1CN)C(=O)C2CCC=3N=CN=CC3C2	-7.84	0.923693	7.474648
9053	Z2634118879	CSCC1CCCN1C(=O)C=2N=CN=C3NC=CC23	-7.84	0.950469	7.358848
9054	Z1443608815	CC1CCC(CCC(=O)NC(CC(=O)O)C=2C=CC=CC2)O1	-7.84	0.877238	6.939817
9055	Z2606310150	C[C@@H]1CCN(C(=O)C=2C=CC=C3NCCCC23)[C@H](C)C1 |&1:1,17,r|	-7.84	0.881835	7.267390
9056	Z31570957	CC1=CC=C(CNC(=O)C=2C=CC=C(F)C2)N1C	-7.84	0.921972	6.665339
9057	Z855968890	CC=1C=C(C=CC1NC(=O)NCC2=CC=CS2)OC=3N=CC=CN3	-7.84	0.847466	6.949126
9058	Z1071033744	CN1C=NC=C1CNC2CCN(CC2)C=3C=CC=CC3	-7.84	0.722700	6.762154
9059	Z2216357922	O=C(O)CCN(C(=O)N1C[C@H]2CCCC[C@H]2C1)C3CC3	-7.84	0.858701	7.391565
9060	Z1492403161	CC(C)(CNC(=O)C1CCN2C=NC=C2C1)N3CCC4=CC=CC=C4C3	-7.84	0.611673	7.796589
9061	Z1883824114	O=S(=O)(NCC=1C=CC=NN1)C=2C=CC(Br)=CC2	-7.84	0.952843	7.277206
9062	Z2058941334	CCNC(=O)N1CCN(CC1)C(=O)NC2=CC=C3C=CNC3=C2	-7.84	0.718192	6.981003
9063	Z230875274	CCC(CC)NC(=O)NCC1=CC=C2C=C(C=CC2=C1)OC	-7.84	0.637993	6.873606
9064	Z1958577724	COC1(CNC=2N=CN=C3N=C(N)C=CC23)CCC(C)CC1	-7.84	0.956877	7.838798
9065	Z4515316799	COC=1C=CC=2C=CC=NC2C1C(=O)N3CCCC4=NNC=C43	-7.84	0.732161	7.796535
9066	Z2475980257	C[C@H](O)[C@H](NS(=O)(=O)C1=CC=CC=2SC=NC12)C(=O)O	-7.84	0.668915	6.704541
9067	Z4617219598	CN(CCC=1C=CC=CC1)C(=O)C=2N=C(O)N(C)N2	-7.84	0.645808	6.575796
9068	Z1175032442	CCN(CC)C(=O)C1CCCN1C(=O)C=2C=CC(=NC2)OCC=3C=CC=CC3	-7.84	0.654652	7.562021
9069	Z1343581949	O=C(NC=1C=CC=2OCCOC2C1)N3CCCCC3CN4C=CC=N4	-7.84	0.572309	7.302706
9070	Z2384858282	CN(CC1=NC=CS1)C2CC32CCN(CC3)C(=O)C=4N=C5NCCCN5N4	-7.84	0.479850	7.719393
9071	Z1891842389	COC(=O)CC[C@H]1NC(=O)N(C1=O)C=2C=CC(Br)=C(Cl)C2	-7.84	0.722012	7.142400
9072	Z806963414	CCOC(=O)N(C)C=1C=CC(=CC1)NC(=O)C2=CC(=C(C)S2)C=3C=CC(=CC3)OC	-7.84	0.830684	7.731066
9073	Z3105254580	CC(C)CN1CCN(CC1=O)C(=O)C2NCC=3N=CN=CC32	-7.84	0.659922	7.052696
9074	Z2752846346	COCCC1(CNC(=O)NC=2C=C(N(C)C)N3N=C(C)C=C3N2)CC1	-7.84	0.962708	7.653767
9075	Z4235703995	O=C(NC=1C=CC=C(C1)S(=O)(=O)C=2C=CC=CC2)C3=NOC=4CCCCC34	-7.84	0.737598	7.760512
9076	Z2053957755	CC=1C=COC1C(=O)N2CCN(C)C(C2)C3=NC(=NO3)C4CC4	-7.84	0.569514	6.845828
9077	Z2060914740	CC=1C=CC=2C=C(C=CC2N1)C(=O)N3C[C@@H](F)C[C@H]3CO	-7.84	0.874317	7.080740
9078	Z30996448	CCCCC=1C=CC(=CC1)NC(=O)CN2CCN(CC2)C3=CC=CC=N3	-7.84	0.795680	7.100168
9079	Z3602484829	CC(C)CC1=NSC(=N1)NC(=O)N2C[C@](C)(CO)[C@](C)(CO)C2	-7.84	0.819260	7.761630
9080	Z1479499816	CN1C=CN=C1CC2CCN(CC2)C(=O)C=3NN=C4CCCCC34	-7.84	0.610570	7.691722
9081	Z3416870372	CNC(=O)C=1N=COC1C2C3CC2N(C3)C(=O)C4=CSC(=N4)C(C)C	-7.84	0.735256	7.572836
9082	Z1376161128	CC1=NC=2C=CC=CC2C(C)=C1CC(=O)N3CCS(=O)(=O)C4(CCCCC4)C3	-7.84	0.726630	7.841903
9083	Z605613806	COC=1C=CC=C(C1)CN(C)C(=O)C2=CNN=C2C=3C=CN=CC3	-7.84	0.824336	7.550462
9084	Z2839199517	CC1=NON=C1CN2C[C@@H]3C[C@H]2CN3CC4=NON=C4C	-7.84	0.464491	7.125053
9085	Z56964437	O=C(CC=1C=CC=CC1)NC(CO)C=2C=CC=CC2	-7.84	0.668665	6.349103
9086	Z2483450839	CC=1C=NC=CC1CCN2C[C@@H](C(=O)O)[C@@H](C2)C=3C=CC(Br)=CC3	-7.84	0.819522	7.675837
9087	Z2634318993	O=C(NC1C=2C=CC=CC2CC1O)C3=CN=C4COCCN34	-7.84	0.658475	6.649048
9088	Z2407355998	COCCN1CCN(CC1=O)C(=O)CC=2C=CC(=CC2)N3C=NN=C3	-7.84	0.645435	7.031550
9089	Z2410035903	O=C(CSC1CC1)N2CCC(CC2)C3=NNC(=O)O3	-7.84	0.488578	6.616652
9090	Z1430684902	O=C(CNC(=O)C1CCC(CC1)NC(=O)CC2CCCCC2)NC=3C=CC=CN3	-7.84	0.835814	7.606800
9091	Z1258713255	O=C(O)C1CCC(CC1)NC(=O)C=2C(F)=CC(F)=CC2F	-7.84	0.809159	6.922850
9092	Z1535327357	COC=1C=CC(=CC1)C(=O)NCC=2C=NC=C(C)C2	-7.84	0.888078	6.674213
9093	Z2296027848	COC=1C=CC(=CC1F)C(NC(=O)CC2=CSC(C)=N2)C(=O)O	-7.84	0.674269	7.312395
9094	Z433553688	CCCS(=O)(=O)N1CCC(CC1)NC(=O)NC(C)C=2C=CC=CC2Br	-7.84	0.757541	7.480666
9095	Z1352745923	CN(C(=O)C=1C=CC(=CC1)NC(=O)NC2CC(C)(C)NC(C)(C)C2)C3CCOCC3	-7.84	0.587674	7.543039
9096	Z1548051074	CCC=1C=CC(=CC1)C(C)C(=O)N2CCC3(CC2)NC(=O)N(C)C3=O	-7.84	0.853814	7.640080
9097	Z27653076	CC(=O)NC=1C=CC(=CC1)NC(=O)CCCC2=CC=CS2	-7.84	0.866483	7.170369
9098	Z45291948	O=C1C=C(CSCC=2C=CC=CC2)N=C3C=CC=CN13	-7.83	0.785932	7.144769
9099	Z2641326098	CCC=1C=CC(CC(=O)NCCN2CCCC2(C)C)=NC1	-7.83	0.861190	7.355782
9100	Z2056259838	COC=1C=CC(=CC1Cl)CNC(=O)[C@@H]2CCCO[C@H]2C3=CC=NN3	-7.83	0.804694	7.535383
9101	Z2200782375	C[C@@H]1[C@@H](CCN1C(=O)NCCN2CCNC(=O)C2)N(C)CCO	-7.83	0.864577	7.061988
9102	Z4775941814	CC1(C)NC(=O)N(CCN[C@H]2CCC[C@H]2N3CCC(O)C3)C1=O |&1:10,14,r|	-7.83	0.663461	7.043595
9103	Z2826682353	COC=1C=CC=C2C(=COC12)C(=O)NC3CCNC43CCC4	-7.83	0.706185	7.113752
9104	Z2784235873	O=C(NCC=1C=CC(Cl)=C(C1)C(F)(F)F)[C@H]2CCCC(=O)N2	-7.83	0.606449	6.873523
9105	Z4090135570	CC(C)N1C=CC(=N1)C(=O)NC2(C)CCCC2(F)F	-7.83	0.952912	7.359353
9106	Z2771255501	COC=1C=CC=C(C1)C2=NOC(=N2)N3CCC[C@H]4[C@@H](O)C(C)(C)[C@H]43 |&1:17,18,23,r|	-7.83	0.550628	7.266343
9107	Z1267076734	NS(=O)(=O)N1CCC(CC1)C(=O)NCC=2C=CC(OC=3C=CC=CC3F)=C(F)C2	-7.83	0.810267	7.639696
9108	Z27695247	CC(C)COC=1C=CC(=CC1)C(=O)NCC2=CC=C3OCOC3=C2	-7.83	0.787605	6.918199
9109	Z2019419753	CC(=O)NC=1C=CC(=CC1)NC(=O)CN2C3C=C(CC2CC3)C4=CC=NN4C	-7.83	0.687593	7.687829
9110	Z2928060216	CC1(CCN(CC1)S(=O)(=O)C2=CSC=C2C(F)F)C(=O)O	-7.83	0.643821	7.222193
9111	Z3509107694	CC=1C=NC=C(C1)CCC(=O)NC2=CC(=NN2C)C(=O)O	-7.83	0.976836	7.241631
9112	Z115667722	O=C1CCCN1C=2C=CC=CC2NS(=O)(=O)C=3C=CC=C(Cl)C3	-7.83	0.746328	7.414420
9113	Z2170341542	CC=1C=NN(C1)C2CCN(C2)S(=O)(=O)C=3C=CC=4OCC(=O)NC4C3	-7.83	0.764940	7.416560
9114	Z1311884548	CC(=O)N(C)C1=CC=CC(=C1)NC(=O)N2CCC(CC2)C3=NC(C)=NO3	-7.83	0.499582	7.470899
9115	Z2755330563	O=C(O)C=1C=CC=C(C1)CNC(=O)C=2C=NN(C2)C3CC3	-7.83	0.811754	6.744141
9116	Z1870407341	CN1N=CC=C1C2CCN(CC2)C(=O)C=3C=CC=C(C3)OCC(=O)O	-7.83	0.625872	7.214239
9117	Z1252263498	CC(C)N1CCN(CC1)C=2C=CC(=CC2)C(=O)NCC3CCCCC3O	-7.83	0.443247	7.197356
9118	Z637739050	CC(=O)N(C1=NC(=CS1)C2=NC=3C(F)=CC=CC3N2C)C=4C=CC=CC4	-7.83	0.538864	7.870683
9119	Z1589496263	CCC=1C=CC=C(C)C1NC(=O)CN2N=CC=3C(=NC=NC32)NC	-7.83	0.857704	7.603846
9120	Z990826402	CCOC=1C=CC(=CC1)NC=2N=CN=C3C2C=NN3CCC#N	-7.83	0.979446	7.827473
9121	Z1238988980	CC=1SC=2N=CN=C(OC=3C=CC(=CC3)N4C=NC=N4)C2C1C	-7.83	0.963917	8.120608
9122	Z2951269438	CCN(C(C)=O)C1=NC(=CS1)CN2CCC[C@H]2C3=NC=NN3	-7.83	0.651939	7.636020
9123	Z513398738	CC(C)(C)OC(=O)N1CCC(CC1)NC(=O)NC=2C=CC(Cl)=C(Cl)C2	-7.83	0.920192	7.718925
9124	Z1569202980	O=C1CCCCN1CC2CCN(CC=3C=NN(C3)C=4C=CC(F)=CC4)CC2	-7.83	0.666328	7.575915
9125	Z3599440262	CC1(CCC(O)CC1)NC(=O)COC=2C=C(F)C=C(F)C2	-7.83	0.761468	6.842294
9126	Z2391508014	NC1CCC(C1)C(=O)NCCC2=CSC=3C=CC=CC23	-7.83	0.899938	7.215140
9127	Z2802490361	CCC1OCCCC1C(=O)N2CC=3N=C(C)N=C(O)C3C2	-7.83	0.787446	7.146113
9128	Z2322927132	CC(C)(NC(=O)C1=CN=CC(=C1)N2C=CN=N2)C(F)(F)F	-7.83	0.828704	7.415784
9129	Z3016339995	CCCC=1C=CC(=CC1)NS(=O)(=O)C2=CN(C)N=N2	-7.83	0.917393	7.194034
9130	Z2068168531	CC(C)C=1C=CC=C(C1)N(C)C(=O)C=2OC=C3CCCC23	-7.83	0.919547	7.411072
9131	Z2014060622	CCC1=CSC(CC(=O)NC(CO)C=2C=CC(F)=CC2)=N1	-7.83	0.881870	7.181447
9132	Z1434155279	C#CCCN1CCC(CC1)C2=NC=3C=CC=CC3N2	-7.83	0.813653	7.377751
9133	Z2996619010	CCNS(=O)(=O)C=1C=CC=2CCN(C[C@@H]3C[C@H]3C(=O)O)C2C1 |&1:14,16,r|	-7.83	0.941494	7.189477
9134	Z2178266502	C[C@@H]1CN(C[C@@]1(C)CNC(=O)OC(C)(C)C)C(=O)C2=CC(=O)NC=3C=CC(=CC23)[N+]([O-])=O	-7.83	0.926289	8.119114
9135	Z2832187079	CC(C)(C(=O)N1CCCC(O)C1)C=2C=C(C=CN2)C(F)(F)F	-7.83	0.852321	7.447108
9136	Z1352789794	CCN1N=C(C=C1C2CC2)NC(=O)N3CCC4=CC=CC(F)=C4C3C	-7.83	0.380174	7.582834
9137	Z2722897809	CC=1C=CC(=CC1CN)C=2C=CC(=NC2)N3CCCC3	-7.83	0.727383	6.939834
9138	Z1236782521	CCC=1N=C2CCC(CN2N1)NC(=O)N3CCCC(C3)N4C=CN=C4CC	-7.83	0.586838	7.933433
9139	Z3523696752	O=C(O)C1=CC(=NN1)C(=O)N2CCC(CC2)NC3=CC=CC=C3Cl	-7.83	0.729323	7.428161
9140	Z1366510241	CC=1C=CC(=CC1)C(=O)NCC(=O)N2CCN3C(=O)N(C)C(=O)C3C2	-7.83	0.269852	6.672765
9141	Z2791622899	CC=1C=CC=C(C1)N2C=NC=3C=C(C=CC32)C(=O)N4C[C@H]5COC[C@H]5C4	-7.83	0.779789	7.707344
9142	Z1470296710	COC=1C=CC=CC1N(C)S(=O)(=O)C=2C=CC(=CC2)C(=O)NCC=3N=CC=CN3	-7.83	0.825950	7.745172
9143	Z2974115416	CN(CC=1N=CC=CN1)C2=NC(=NS2)C3CCCCC3	-7.83	0.469968	7.317347
9144	Z3009501101	COC=1C=CC(=CC1)C(CO)N(C)C(=O)C=2C=C(C=CC2C)C(=O)O	-7.83	0.623066	6.881318
9145	Z2384627030	CN1C=CN=C1[C@@H]2NC(=O)CC[C@H]2NCC3=CC=C4N=CC=CC4=C3	-7.83	0.925746	7.610331
9146	Z1494913936	O=C(NC=1C=CC=C2C=CN=CC12)C=3C=NN4CCCCC34	-7.83	0.900286	7.459991
9147	Z2000022455	CC1=NOC=2N=CN=C(C12)N3CCN(CC3)C(=O)CC=4C=CC=CN4	-7.83	0.322389	7.357356
9148	Z3216020259	O=C1CCCN1CCC2=NC(=CS2)C=3C=CN=CC3	-7.83	0.925378	7.412025
9149	Z4664757264	OCC(CNCC1=CNN=C1C2=CC=CS2)C=3C=CC(F)=CC3	-7.83	0.930012	7.629426
9150	Z1612717618	CC(C)C[C@@H]1NC(=O)N(CC2=CC=CC=C2C=3C=NN(C)C3)C1=O	-7.83	0.941015	7.712070
9151	Z3138977171	NC1CN(CC21CCC2)C(=O)C=3C=CC=C4NCCC34	-7.83	0.961305	7.401776
9152	Z195739680	N#CC=1C=CC=C(C1)NC(=O)NC=2C=CC=NC2	-7.83	0.923590	6.889039
9153	Z2362213156	CN(C)C(=O)C=1C=CC(=CC1)NC(=O)NC2CCC(CC2)C(=O)O	-7.83	0.796462	7.007934
9154	Z4109057709	CC1=CC[C@@H](CC1)C(=O)NCCCC2=NC(=O)NN2	-7.83	0.911307	6.983341
9155	Z1159195303	O=C1C=C(CN2CCCC(C2)N3C=CC=N3)NC4=CC=NN14	-7.83	0.711483	7.555371
9156	Z1272780667	CC=1C=C(N(C)N1)N2CCCC(NC=3C=CN=C(N3)N(C)C)C2=O	-7.83	0.759054	7.600170
9157	Z3508476067	CN1N=C(C=C1CC(=O)N2CCC(C2)C(F)C(=O)O)C(F)(F)F	-7.83	0.602060	7.214861
9158	Z2060919382	O=C(C1=CC=2C=CC(Cl)=CC2N1)N3C[C@@H](F)C[C@H]3CO	-7.82	0.782310	6.837679
9159	Z2965525084	O=C(CN1CCCCC1=O)NC=2C=CC=NC2C3CC3	-7.82	0.923904	7.553558
9160	Z2376841165	COC1=CC=C2OCC(CC2=C1)C(=O)NCC3=CC=C(S3)C(=O)O	-7.82	0.691733	6.846002
9161	Z2798502936	O=C(O)C=1C=CC=C(C1)CNC(=O)N2CCC[C@H]2CN3CCOCC3	-7.82	0.524006	6.745863
9162	Z1614439532	O=C(C=1C=C(C=CC1F)N2CCNC2=O)N3CCC=C(F)C3	-7.82	0.507825	6.937140
9163	Z756893494	O=C(NCCN1C=CN=C1)C2=CSC(=N2)C3=CC(Br)=CS3	-7.82	0.693015	7.148130
9164	Z3788970922	C=CC[C@]1(NC(=O)N(C1=O)C2=CC=C3OCOC3=C2)C(C)C	-7.82	0.664931	7.229865
9165	Z2071222447	CN(C)C(CNC(=O)C=1OC=C2CCCC12)C=3C=NN(C)C3	-7.82	0.951317	7.301892
9166	Z2313234556	FC(F)OC1CN(CC2=CN=C(S2)C=3C=CC=CN3)C1	-7.82	0.588195	6.866138
9167	Z2642340953	O=C(C=1C=CC(=CC1)CO)N2CC3(CC3(F)F)C2	-7.82	0.651206	6.413986
9168	Z2304029481	CCO[C@H]1C[C@H](C1)NC(=O)C=2C=CC3=NN=C(C)N3C2	-7.82	0.955078	7.142961
9169	Z2963425596	CCN1C=NC=2CN(CCC21)C(=O)C3=NOC=4CCCCC34	-7.82	0.727757	7.618365
9170	Z19725574	CCN(C(=O)COC=1C=CC(Br)=CC1)C2CCS(=O)(=O)C2	-7.82	0.546610	6.545266
9171	Z1439696866	CC=1C=C(C=CC1Br)OC=2N=CC=CC2[N+]([O-])=O	-7.82	0.824090	6.952044
9172	Z1738536983	COC=1C=CC(=CC1S(=O)(=O)NCC(CC=2C=CC(Cl)=CC2)C(=O)O)[N+]([O-])=O	-7.82	0.546541	7.534201
9173	Z2624521776	COC=1C=C(C=C(Cl)C1OC)NC(=O)N2CC(CC=3C=CC(C)=CC3)C2	-7.82	0.753053	7.510618
9174	Z3312806239	O=C1NC=C(CN2CCC(CC2)C3(O)CC3)C=4C=CC=CC14	-7.82	0.938824	7.475368
9175	Z1746804809	CC=1C=NC(C(=O)NC2CCC(=O)N(C)C2)=C(O)C1	-7.82	0.693444	6.897635
9176	Z2762366282	CO[C@H]1C[C@@H](CN2C=CC(N)=N2)N(C1)C(=O)COC=3C=CC=C(F)C3	-7.82	0.575341	7.097623
9177	Z1940534350	COC1(C)CCCN(C1)C(=O)NC=2C=NN(C2)C=3N=CC=CN3	-7.82	0.519309	7.233269
9178	Z3008763905	O=C(O)COC=1C=CC(=CC1)S(=O)(=O)N(C2CC2)C3CC3	-7.82	0.528048	6.775491
9179	Z2383137236	CCN1C=C(C=N1)O[C@@H]2CN(C[C@H]2O)S(=O)(=O)C3=CC=CO3	-7.82	0.526096	6.821073
9180	Z2052054891	CN1CCOC2CCN(CC21)C(=O)C3=CSC(=N3)NC4CC4	-7.82	0.380435	7.025611
9181	Z1955239889	COC=1C=CC(C(=O)O)=C(C1)NS(=O)(=O)C=2C=CC=CC2CC#N	-7.82	0.891520	7.380536
9182	Z1241926744	CC1=NOC(C)=C1CC(C)NC(=O)N2CCN(CC2)C3=CC=CC=C3C#N	-7.82	0.638080	7.941553
9183	Z2483071153	CC=1SC(=CC1CN2CCC(CC2)C3=NC=4CCCCC4S3)C(=O)O	-7.82	0.636422	7.763741
9184	Z4662109007	COCCN1CCN(CC1)C(=O)C=2C=CC=C3C(=O)NC(=O)C23	-7.82	0.714447	7.040944
9185	Z2989392697	CC=1N=C(C)C(F)=C(N1)N2CCC(C)(CC2)C(=O)O	-7.82	0.594620	6.961787
9186	Z369355116	COC=1C=CC(=CN1)NC(C)C2=NC(=NO2)C(C)C	-7.82	0.721447	7.028797
9187	Z2992596946	CC(=O)N(C)C=1C=CC(=CN1)NCC2=CSC(=N2)C(F)(F)F	-7.82	0.688877	7.245418
9188	Z1458326740	Cl.CC1=C(N=NN1C2CCNCC2)C(=O)NCCOC3CCCCC3C	-7.82	0.895919	7.661106
9189	Z1552872146	COC=1C=C2C=C(NC2=CC1OC)C(=O)NCC=3C=CN(C)N3	-7.82	0.766911	7.121323
9190	Z1229730925	CC1=NOC(=N1)C=2C=CC(=CC2)C(=O)N3C(C)CC4CCCCC43	-7.82	0.773310	7.619779
9191	Z1739070723	COCC=1C=CC=C(C1)S(=O)(=O)N(C)CCC(=O)O	-7.82	0.788193	6.621543
9192	Z1994150817	CCN(C(=O)C1=CN2CCCCC2=N1)C=3C=CC(Br)=CN3	-7.82	0.407767	7.324777
9193	Z2773560967	CN(C)CCN1C=C(C=N1)C(=O)NC=2C=CC3=C(C2)CCN3C(N)=O	-7.82	0.896607	7.441991
9194	Z2279791758	CCO[C@@H]1CCCC[C@H]1NCC(=O)N2C=3C=CC=CC3CC2C |&1:3,8,r|	-7.82	0.831554	7.189587
9195	Z3685962140	CO[C@H]1CN(C[C@H]1NCC=2C=NN(C2C)C3CCC3)C=4C=CN=C(N)N4 |&1:2,6,r|	-7.82	0.797145	7.646680
9196	Z109525896	O=C(CN1CCN(CC1)C(=O)C2=CSC(=N2)C=3C=CSC3)NC4=CC=CC=C4Cl	-7.82	0.482692	7.690349
9197	Z2482868899	COC=1C=CC(=CC1OC)C2CCCN2CC3=CC(=CO3)C(=O)O	-7.82	0.704765	7.063241
9198	Z2829875879	CC(=O)NCC1CCCCN1CC=2C=C(O)C=C(C2)C(F)(F)F	-7.82	0.907841	7.485393
9199	Z1162780569	CCCC1=NC(CN2C=NC=3SC(C)=C(C)C3C2=O)=NO1	-7.82	0.681493	7.565619
9200	Z3268555963	CC=1C(=CN=C2NC=CC12)NS(=O)(=O)C=3C=NN(C3)C(C)C	-7.82	0.925451	7.870700
9201	Z1967837480	CC=1C=CC(C(=O)N2CCC(C2)C(=O)N(C)C=3C=CC=CC3)=C(Br)C1	-7.82	0.793943	7.601671
9202	Z2709959167	CN1C=NC(=N1)C=2C=CC(=CC2)NC(=O)NC3(CCC3)C=4C(F)=CC=CC4F	-7.82	0.587431	7.691596
9203	Z2608780085	O=C(C=1C=CC=2N=CNC2N1)N3CCC(CC3)C=4N=CC=C(N4)C=5C=CC(F)=CC5	-7.82	0.816339	8.296652
9204	Z3651395793	O=C(NC=1C=CC=C(C1)C2CC2)C3CC(=O)NC=4N=CC=CC43	-7.82	0.871953	7.439877
9205	Z3384889984	NC(=O)C(NC(=O)C[C@H](N)CC=1C=CC=CC1)C2CC2	-7.82	0.874278	7.000606
9206	Z2383665351	CN1C=C(C=N1)O[C@@H]2CN(C[C@H]2O)C=3C=NC=C(N3)OC4CCCCC4	-7.82	0.415839	7.425033
9207	Z2865626311	COC1CCN(C1)[C@H]2CCC[C@H]2N(C)C(=O)CC3=CC=CC(=C3)C(=O)O |&1:7,11,r|	-7.82	0.734779	7.385707
9208	Z2022324436	CN(CCC#N)C(=O)C(=O)NC=1C=C(C=CN1)C(F)(F)F	-7.82	0.817121	7.347219
9209	Z2932003128	N[C@@H]1C=2C=CC=CC2C[C@H]1NS(=O)(=O)N3CCCCC3	-7.82	0.673024	6.836509
9210	Z2974658331	COC=1C=CC=C(C1)C2=CSC(CN[C@H]3C[C@H](O)C3)=N2	-7.82	0.773466	7.024539
9211	Z2955962775	C[C@@H](NC(=O)CN1C=NN=N1)C(=O)N2CC(C2)C(F)(F)F	-7.82	0.694546	6.845806
9212	Z2193988047	O=C1CN(CC=2C=CC(Cl)=CC2)C(=O)N1C(C3CCC3)C4CCC4	-7.82	0.600063	7.502939
9213	Z1013489874	O=C(O)CC1=CSC(=N1)NC(=O)C2CCCOC2	-7.82	0.783842	6.696292
9214	Z46404303	CC=1C=CC(=CC1)C2=NOC(CN3CCN(CC3)C(=O)C=4C=CC=CC4)=N2	-7.81	0.209158	6.740034
9215	Z3027211627	CC(NC=1N=CN=C2CCCC12)C=3C=NC=CN3	-7.81	0.972425	7.791162
9216	Z2058472064	COC=1C=CC(=NN1)NC(=O)N2CCN(CC2)C(=O)CCC3CCCC3	-7.81	0.695880	7.466736
9217	Z3183406755	O=C(O)C(F)(F)F.CC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)O	-7.81	0.922904	7.180999
9218	Z1696999798	CC=1C=CC=C(C1)S(=O)(=O)CCCN2C(=O)NC(C)(C2=O)C=3C=CC(F)=C(Cl)C3	-7.81	0.616017	7.618161
9219	Z117701552	CC(=O)NC=1C=CC(=CC1)CC(=O)N2CCC=3SC=CC3C2C	-7.81	0.903048	7.260216
9220	Z4458223866	O=C(NC1CCCC21NC(=O)NC2=O)C3=CC=4C=CC=CC4N3	-7.81	0.962259	7.847668
9221	Z1655117962	CN(CC=1C=NN(C)C1)C(=O)C=2C=NNC2C=3C=CC=4OCOC4C3	-7.81	0.904514	7.826842
9222	Z1445552572	CC=1C=CC(=CC1C(=O)O)NC(=O)CN(C)S(C)(=O)=O	-7.81	0.837398	6.274097
9223	Z2722200211	COC=1C=CC=C(C1)CC2NC(=O)N(C2=O)C3CCOC3C	-7.81	0.835828	7.154185
9224	Z3027356080	CC(C)N1N=CC=C1NC(=O)C(C)NC(C(N)=O)C=2C=CC=CC2	-7.81	0.979303	7.856633
9225	Z729074766	CC=1C=C(N=C(N1)C=2C=CC=NC2)NCC=3C=CN=C(C)N3	-7.81	0.978566	7.820163
