Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)	CNN_affinity	CNN_score
9101	Z2454346762	CCC1(CC)NC(=O)N(CC(=O)NC=2C=CC3=C(C2)N=NN3C)C1=O	-8.67625	7.00011	0.84294
9102	Z1678337248	CC=1C=CC(=CN1)C(C)(C)NC(=O)C=2C=CC(=NC2)N3CCCC3	-8.67603	6.40018	0.57571
9103	Z2040064670	CNC(=O)C=1C=CC(=CC1)CNC=2C=CC(=CC2OC)CCO	-8.67587	5.45282	0.57502
9104	Z1189187469	CCN1C=C(C=N1)CN2CCCN(CC2)C(=O)NCC=3C(C)=NOC3C	-8.67583	6.60392	0.54005
9105	Z410715562	CC=1C=C(NC(=O)N2CCN(CC2)C=3C=CC=C(Cl)C3)N(C)N1	-8.67569	5.94271	0.50032
9106	Z1246405836	COC=1C=C(C=CC1OCC=2C=NN(C)C2)C(=O)N3CCC(C)CC3	-8.67562	5.98192	0.4437
9107	Z853447468	CC1=C(C=NN1C)C(C)NC(=O)C=2C=C(F)C(Cl)=CC2Cl	-8.67552	6.59291	0.60164
9108	Z2710290512	CCN1N=CC(CNC(=O)NC=2C=CC(=CC2)C3CCC3)=N1	-8.67517	6.19388	0.67793
9109	Z235590048	COC=1C=CC(=CC1)OC(C)C(=O)NC=2C=CC=CC2N3CCCCC3	-8.67517	5.85481	0.55216
9110	Z382853608	O=C(NC=1C=CC=CC1)C2=CSC(CC=3C=CC=CC3)=N2	-8.67507	5.82633	0.5327
9111	Z1465342072	Cl.O=C(O)[C@H]1CCCN1CCC(=O)NC2CCCC=3C=CC=CC32	-8.67499	6.12739	0.4236
9112	Z2512006163	O=C(C1=CN=C(O1)C2CCN(CC=3C=CC=NC3)CC2)N4CCCC4	-8.67488	6.42306	0.3874
9113	Z2020388931	O=C(NC1CCOC2(CCCC2)C1)N3CCC(F)(CO)C3	-8.67449	5.77722	0.46713
9114	Z2607194550	CC1=CSC=2N=CN=C(C12)N3C[C@H](C(=O)O)[C@H](C3)C=4C=CC=CC4 |&1:12,16,r|	-8.67429	6.25998	0.30172
9115	Z1558870643	CCC1=NC=NC(=C1F)N2CCN(C[C@H]2C)C3=NC=NC(CC)=C3F	-8.67415	6.11425	0.29636
9116	Z268782450	CC=1C=CC=CC1CN2CCN(CC3=NN=C4CCCCCN34)CC2	-8.67405	6.74285	0.30589
9117	Z2053355250	COC=1C=CC(=CC1F)C(=O)N2CCC(CC2)[C@H]3OCC[C@@H]3C(N)=O	-8.67393	5.5865	0.4674
9118	Z2051297503	CC=1C=CC=C(F)C1S(=O)(=O)N2CCCC(CC(N)=O)CC2	-8.67391	6.4647	0.46482
9119	Z2792840666	CN1CCN(CC1)C2CCN(C2)C=3N=C(NC=4C=CC=CC4)C=5NC=NC5N3	-8.67389	6.90768	0.71433
9120	Z281599504	COC=1C=C(C=CC1C)C(=O)N2CCCC2C=3C=CN=CC3	-8.67369	5.73866	0.52095
9121	Z102264446	O=C(NC=1C=CC=NC1)C2=CN(CC=3C=CC=CC3)N=C2C4=CC=CS4	-8.67361	7.26132	0.58842
9122	Z3376051916	CC=1C=CC(Cl)=CC1NC(=O)NC2=NN=C(S2)C(F)(F)F	-8.67348	6.17938	0.46803
9123	Z3060011774	CN1C=C(C=N1)[C@@H]2C[C@H]2C(=O)NC3=NN(CC(F)F)C=4C=CC=CC34 |&1:6,8,r|	-8.67343	6.61073	0.77994
9124	Z2384923357	CN1C=C(C=N1)O[C@@H]2COC[C@@H]2NCC3=CN=NN3CC=4C=CC=CC4	-8.67304	6.5723	0.57505
9125	Z369300076	O=S(=O)(NCC1CC=2C=CC=CC2O1)C=3C=CC=4OCCC4C3	-8.67277	6.75894	0.64801
9126	Z1974289449	CS(=O)(=O)C=1C=CC(=CC1)CNC(=O)[C@@H]2CC[C@H](CC2)C(=O)O	-8.67271	5.87044	0.50336
9127	Z2004608054	COC=1C=CC=C(C1)C2CC(O)CN2C(=O)C3=CC(=NO3)C4CC4	-8.67262	6.27315	0.52653
9128	Z2627886299	CCC=1C=CC=CC1C(=O)NC(C(=O)O)C2CCOCC2	-8.67247	5.94093	0.50642
9129	Z2967599871	CCNC(=O)N1CCN(CC=2C=CC=C(C2)OC=3C=CC=CN3)CC1	-8.67233	6.47734	0.45001
9130	Z2361486519	O=C(O)C1CCN(C(=O)CC2CCOCC2)C=3C=CC=CC31	-8.67214	5.58745	0.46215
9131	Z1929086515	CC1=C(OC=2C=CC(F)=CC12)C(=O)N3CCN4C(=O)N(CC(F)F)N=C4C3	-8.67208	6.44268	0.35509
9132	Z1732725468	C[C@H](NC(N)=O)C(=O)N1CCCC(C1)NC=2C=CC=CC2	-8.67187	6.14507	0.47056
9133	Z2765357246	CC=1C=CN(N1)C2=CC=CC=C2CNC(=O)[C@H]3CC[C@H](N3)C(=O)O	-8.67187	6.04257	0.1761
9134	Z730783864	COCCN1N=C(C=CC1=O)C(=O)NCC2=CC(C(=O)O)=C(C)O2	-8.67183	5.82488	0.78613
9135	Z2701912361	COC=1C=C(C=CN1)CCNC(=O)N2CCC(C)(CC2)N3CCOCC3	-8.67164	6.20877	0.37363
9136	Z1390894990	[O-][N+](=O)C=1C=C(Cl)C=CC1OCCC(=O)N2C[C@H](O)C[C@H](O)C2	-8.67145	6.04008	0.43388
9137	Z25858662	CCCN(CC(=O)NC1=CC(Cl)=CC=C1Cl)C(=O)CN2C(=O)C3CCCCC3C2=O	-8.67134	7.09907	0.49601
9138	Z818123626	O=C(CN1CCCCCCC1=O)N(CC2=CC=CO2)CC3CCCO3	-8.67129	6.78883	0.6766
9139	Z1869661224	O=C(NCC(F)(F)F)N1CC2(CCCC2)C=3C=CC=C(F)C31	-8.67118	6.34605	0.47815
9140	Z1883585533	CCC=1N=CN=C(C1F)N2CCCC(C2)C3=NC=C(N3)C(F)(F)F	-8.67111	6.37194	0.36497
9141	Z2213901960	COC=1C=CC(=CC1)CCC2CCN(CC2)C3=NC(=CS3)C(N)=O	-8.67089	6.32852	0.64533
9142	Z1139231405	C=1C=C2OCCOC2=CC1CN3CCC=4C=NC=NC4C3	-8.67089	6.23803	0.57847
9143	Z1204925845	CSC=1C=CC=CC1C(=O)NCC=2C(C)=NC3=CC(=O)NN3C2C	-8.67087	6.83185	0.64241
9144	Z422264800	O=C(NC=1C=CC(=CC1)OC=2C=NC=CN2)C=3C=CC=C(F)C3	-8.67045	5.88741	0.56987
9145	Z2960022842	O=C(CC1CCCC1(F)F)NCC2=NC=3C=C(F)C=CC3O2	-8.67041	6.19063	0.82929
9146	Z203876554	O=C(NCC=1C=CC=CC1CN2C=CN=C2)C=3C=CC=CC3CCC=4C=CC=CC4	-8.67037	6.33592	0.23341
9147	Z1486505208	CC1(NC(=O)NC1=O)C2CCN(CC2)C=3N=CN=C4CCCCCC34	-8.67033	6.30515	0.30163
9148	Z1413223083	O=C(C=1C=NN(C1)CC=2C=CC=CC2)N3CCOC4=CC=CC(F)=C43	-8.67028	6.39189	0.5179
9149	Z26615378	CC(=O)NC=1C=CC(=CC1)C(=O)NC(C)C=2C=CC(F)=CC2	-8.67022	6.06059	0.47724
9150	Z18705413	COC=1C=C2C=CC=CC2=CC1C(=O)OCC3=CSC(=N3)NC(C)=O	-8.67008	6.64707	0.59967
9151	Z1141122411	CC=1C=NN(C1)CC2CCCN2CC3=NN=C(O3)C=4OC=CC4C	-8.66975	6.56512	0.58039
9152	Z1343938610	CC=1C(C(=O)N2CCC(CC2)N3C=NC=N3)=C(O)N=C4C=CC=CC14	-8.66965	6.40008	0.53618
9153	Z2196691416	CN1C=CC(=N1)N2CCC(C2)NC(=O)C=3C=CC=C(C3)CO	-8.66954	5.77892	0.47635
9154	Z644684240	ClC=1C=CC(=CC1)C2=CN=C(CN3CCOC4CCCCC43)O2	-8.6694	6.31494	0.50462
9155	Z219398922	CC1=CSC(CNC=2N=C(CN3CCCC3)N=C4SC(C)=C(C)C24)=N1	-8.66894	6.58064	0.76473
9156	Z2357395368	CC=1C=CC=C(C1)OC(C)C(=O)N2CC(CCC2C)C(=O)O	-8.66879	5.48728	0.21857
9157	Z3137004371	N[C@@H]1C=2C=CC=CC2C[C@H]1NC(=O)C=3C=CN(CC(F)(F)F)N3	-8.66875	5.70255	0.62808
9158	Z916022966	CNC(=O)NC(=O)CCCN1CC=C(CC1)C=2C=CC(=CC2)OC	-8.66874	6.24974	0.68524
9159	Z441591134	CC=1OC(=NC1C(=O)N2CCCC=3C=CC=CC32)C4=CC=CS4	-8.66861	6.32014	0.52479
9160	Z1533814831	O=C(NC=1C=CC=2CCS(=O)(=O)C2C1)C3=CN=C(S3)C4CCCO4	-8.66845	6.31724	0.4684
9161	Z986414806	CC1=CSC(=N1)C2CN(CC=3C=CC(F)=C4C=CC=NC34)CCO2	-8.66837	6.26171	0.27996
9162	Z1609606965	CCCC(NC(=O)C1CCC(=O)N1CC=2C=CC(C)=CC2)C(=O)O	-8.66824	6.81058	0.59494
9163	Z373771010	CN1C=C(C=N1)NC(=O)C2CC(=O)N(C2)C=3C=CC=C(Cl)C3	-8.66809	6.49208	0.59675
9164	Z358325350	CN1C=NN=C1C2CCN(CC2)C(=O)CCC=3C=CC=4OCOC4C3	-8.66805	6.70792	0.60173
9165	Z67671260	O=C(NC1=NC=2C=C3OCCOC3=CC2S1)C=4C=CC=CN4	-8.66805	6.20509	0.56934
9166	Z2497060258	NC(=O)C1CCC1C(=O)NC2=NN=C(N2)C=3C=CC=CC3Cl	-8.66787	5.88709	0.57539
9167	Z2992359320	COC1(CCCC1)C2=NOC(=N2)C=3SN=NC3C=4C=CC=CC4C	-8.66785	6.91923	0.53645
9168	Z2910764863	CC1=NN(C=C1C(=O)NC=2C=CC(=CC2)CC(=O)O)CC(F)(F)F	-8.66783	6.33387	0.51605
9169	Z1590548240	CC(C)C(NCC1=NC=C(O1)C=2C=CC=CC2F)C(=O)N3CCOCC3	-8.66777	6.45359	0.39183
9170	Z1932486946	O=C(CN1CCOCC1=O)N2CCCC(C2)NC=3C=CC=CC3	-8.66774	5.37423	0.49404
9171	Z2401543750	COC=1C=C(CNC(=O)CN2CCCCC(O)C2=O)C3=CC=CC=C3N1	-8.66773	6.12556	0.36509
9172	Z146409476	CC1=NC=2C=CC=CC2N1CCNC(=O)C3=CC=4C=CC=CC4OC3	-8.66769	6.59694	0.40262
9173	Z8464880388	O=C(O)C(F)(F)F.O=C(NCC=1C=CN2C=CN=C2C1)C3CC(=O)N(C3)C4CNC4	-8.66728	3.7206	0.59881
9174	Z424820486	N#CC=1C=NN2C(O)=CC(CSC3=NN=C(NC=4C=CC=CC4)S3)=NC12	-8.66722	6.88757	0.64823
9175	Z1964907253	CCN(C(=O)C=1C=NC=CN1)C(C)CC=2C=CC=CC2C(F)(F)F	-8.66717	6.83379	0.49732
9176	Z28585249	O=C(CC1CCCC1)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3Cl	-8.66696	6.62759	0.56982
9177	Z1278950503	CC1CCC(CCC(=O)NC2=NC=3C=CC=CC3N2)O1	-8.66654	6.10743	0.63321
9178	Z1197844752	CC(=O)NC(C)(C)C1=NOC(CC2SC=3C=CC=CC3NC2=O)=N1	-8.66652	6.47596	0.49859
9179	Z1097829070	CC(C=1C=CC=C(C1)S(N)(=O)=O)N(C)C=2N=CN=C3C2C=NN3C	-8.66637	6.46059	0.42849
9180	Z438024076	NC(=O)C1CCN(C1)C(=O)CCN2C(=O)NC3(CCCC3)C2=O	-8.66632	6.17639	0.44597
9181	Z1873022350	CN(CC(=O)NC=1C=CC=2NC(=O)NC2C1)CC=3C=CC(F)=C(Cl)C3	-8.66618	6.20844	0.69922
9182	Z87798134	O=C1C=2C=C(Br)C=CC2N=CN1CCOC=3C=CC=CC3F	-8.66599	6.20116	0.39228
9183	Z978981802	CN(CC1=NN=C2C=CC=CN12)C(=O)CC=3C=CC(Br)=CC3	-8.66593	6.88479	0.5952
9184	Z407242654	N#CC=1C=CC=C(C1)COC=2C=CC=C(C2)NC(=O)C3CCCC3	-8.66566	6.2808	0.53034
9185	Z1615964698	CCC(C)N1N=C(C=C1C)C(=O)N2CCN(CC2)C=3C=CC=CC3O	-8.66566	5.63082	0.38228
9186	Z15476502	CCN1C(=NC=2C=CC=CC21)SCC3=CC(=O)N4C=C(Br)C=CC4=N3	-8.66565	6.90051	0.41931
9187	Z166681068	O=C(NC=1C=CC(Cl)=CC1)N2CCN(CC2)C(=O)C3CCS(=O)(=O)C3	-8.66549	5.75324	0.44011
9188	Z2005184284	CNC(=O)CC(=O)NC1=CC(=NN1C=2C=CC=CC2)C=3C=CSC3	-8.66508	6.61007	0.68046
9189	Z2402112851	COC1CCCCN(CC(=O)N2CCOC3(CCOCC3)C2)C1=O	-8.66507	6.00072	0.39906
9190	Z1014389508	CC=1C=CC=2C(=CNC2C1)CC(=O)N3CCN(CC3)C4=NC=CS4	-8.66502	6.21508	0.29842
9191	Z339293410	O=C(NCC=1C=CC=NC1N2CCOCC2)C3=CC=4CCCC4S3	-8.66494	5.29602	0.42899
9192	Z363725610	CC=1C=C(NC(=O)CN2C(=O)NC3(CCCCC3)C2=O)ON1	-8.66492	6.08743	0.62137
9193	Z223937748	CC1=CSC(=N1)NC(=O)CCC2=NC=C(O2)C=3C=CC(Cl)=CC3Cl	-8.66484	7.1729	0.67849
9194	Z1901750357	C[C@@H]1CN(CCN1C(=O)CC2=CC(F)=CC=C2F)C3CCOCC3	-8.6648	6.46366	0.36651
9195	Z1565296612	CN(C)C(=O)CN1C=CC=2C=C(C=CC21)NC(=O)NCC3=NC=CN3	-8.6647	6.15581	0.7223
9196	Z1995967124	CC=1C=C(C=CC1NC(=O)NC(C)C(C)C)OCCN2CCNC2=O	-8.6647	6.15378	0.39819
9197	Z1949513677	O=C(NC1CCC(CC1)C(=O)NCC2=CN3C=CSC3=N2)C4CC4	-8.66416	5.88426	0.54038
9198	Z2058329027	CC(=O)N1CCN(CC1)C=2C=CC=C(C2)NC(=O)NCC(F)(F)F	-8.6641	5.556	0.60699
9199	Z1226930226	O=C(NC=1C=NC(=NC1)C2CC2)N3CC=C(CC3)C4=CC=CS4	-8.66367	6.11916	0.47415
9200	Z1189150466	CC1CN(CC2CN(C)CCO2)CCN1C(=O)NC=3C=CC=CC3	-8.66362	5.86896	0.2842
9201	Z1354884762	CC=1N=C(OC1C(=O)N2C=3C=CC=CC3N(C)CCC2C)C=4C=CC=CC4	-8.66359	6.22622	0.20563
9202	Z1738536991	[O-][N+](=O)C=1C=CC(=C(Cl)C1)S(=O)(=O)NCC(CC=2C=CC(Cl)=CC2)C(=O)O	-8.66357	6.75022	0.28945
9203	Z4619797784	CC1(C)CCC1C(=O)NCC2CN(CC32CCOCC3)C(=O)C4CC4	-8.66351	6.7856	0.45092
9204	Z2087896567	CN(C)C1=NNC(=N1)NC(=O)C2CN(C)C(=O)C3=CC=CC=C32	-8.66348	6.38767	0.59257
9205	Z410198686	COC=1C=CC=CC1CCNC(=O)NC=2C=C(Cl)C=CC2C	-8.6634	5.92156	0.57331
9206	Z1590943554	CC1CCOCCN1C(=O)C2=CC=NC(=C2)N3C=CC=N3	-8.66339	5.30494	0.52697
9207	Z2053675902	COC=1C=CC=C2C(=CC=NC12)N3CCC(O)(CN4C=CN=N4)C3	-8.66338	6.53338	0.56908
9208	Z1229985392	CN1C=C(C=N1)CCC(=O)NC=2C=C(NN2)C3CCCCCC3	-8.66328	6.27689	0.54614
9209	Z1269639759	O=C(CC=1C=CC=2CCCCC2C1)NC3CCC(=O)NC3=O	-8.66306	5.89794	0.50975
9210	Z1083963754	CC(C)(C)N1N=CC=2C(=O)NC(=NC21)NCC3(CCOCC3)C=4C=CC=C(F)C4	-8.66291	6.45098	0.51916
9211	Z87550503	COC=1C=CC(=CC1F)C(=O)NC2CCN(CC=3C=CC=CC3)CC2	-8.66283	5.79802	0.35924
9212	Z2703912288	CC=1C=C(C=CC1F)C2CN(CCC3=CN(C)N=N3)CCO2	-8.66279	6.52332	0.55679
9213	Z1478856711	O=C(NC1CCCN(CC(F)(F)F)C1=O)C=2C=CC3=NN=CN3C2	-8.66275	6.58097	0.58828
9214	Z1330738762	CCOCC1CCN(C1)C(=O)NC2CCCN(C2)C3CCCCC3	-8.66273	6.01704	0.28693
9215	Z107307392	CC1=NN(CC=2C=C(ON2)C3=CC=CO3)C(C)=C1S(=O)(=O)N4CCOCC4	-8.66271	6.58624	0.62039
9216	Z1991653342	CC1(C)CN(CC1O)C(=O)NC=2C=C(Cl)C(Cl)=CC2F	-8.66264	5.57807	0.26872
9217	Z1999534807	CN1C(=NN=C1N2CCCCCC2)C=3C=CC=CC3	-8.6624	5.77769	0.50779
9218	Z1323995832	CCOC1CC(O)C21CCN(CC2)C=3C=CC(C)=CC3[N+]([O-])=O	-8.66171	5.57966	0.52313
9219	Z164834572	CC1=NC(=CS1)COC=2C=CC=C(C2)C(=O)NC3=NC(C)=C(C)S3	-8.66167	6.09873	0.86216
9220	Z2015056465	CC1=NC(=NN1)C2CCCCN2C(=O)CC=3C=CN=CC3C	-8.6616	6.42547	0.52381
9221	Z145652910	CCC=1C=CC(=CC1)C2=NC(=CS2)C(=O)NC=3C=C(C)ON3	-8.66154	6.40148	0.5277
9222	Z363474088	CSC=1C=CC(=CC1)NC(=O)C2=C(C)ON=C2C=3C=CC(F)=CC3	-8.66154	6.30664	0.50375
9223	Z45647783	O=C(NC1CC1)C=2C=CC=CC2NS(=O)(=O)C=3C=CC=C(C3)C(F)(F)F	-8.66145	6.64175	0.39089
9224	Z2404522328	CN1N=CC=C1[C@@H]2[C@H](CCC(=O)N2C)C(=O)NC=3C=CC=4CCCC4N3	-8.66106	6.62573	0.38597
9225	Z1527391782	CCN1C(=NC=2C=C(C#N)C=CC21)C=3C=CC(=CC3)OCCC(=O)O	-8.66106	6.3122	0.5125
9226	Z1868649344	C[C@]12CCCN2C(=O)N(C1=O)C3CCN(CC=4C=CN=CC4)CC3	-8.66101	6.69852	0.39145
9227	Z96036548	CC(C)C(NC(=O)CCC1=NC=2C=CC=CC2C(=O)N1)C3=CC=CS3	-8.66088	6.81966	0.32797
9228	Z2465866159	CC=1C=CC(=CC1)S(=O)(=O)NC(C)C2=NC=C(S2)C(=O)O	-8.66083	6.16062	0.45912
9229	Z1756020495	CCC=1N=CC(=CN1)NC(=O)N2CCOCC2C3=NN=C(O3)C(C)C	-8.66068	6.85846	0.74653
9230	Z48957826	CC=1C=C(C)C=C(C1)N2N=CC=3C=CC=CC3C2=O	-8.66065	5.5973	0.54645
9231	Z79633107	CCC1=NOC(C)=C1C(=O)NC=2C=CC=CC2C=3C=CC=CC3	-8.66063	6.00189	0.4229
9232	Z197487834	CC=1C=CC(C)=C(C1)OCC(O)CN2C=NC=3C=CC(Cl)=CC3C2=O	-8.66023	6.55312	0.44914
9233	Z1738938963	O=C(O)C1CCCCN1S(=O)(=O)C2CN(C2)C(=O)C3CCCC3	-8.66022	6.07831	0.32886
9234	Z1730011729	CN1CC=2C=C(C=CC2NC1=O)NS(=O)(=O)C3=CC=C(C#N)C=C3F	-8.66015	6.29341	0.56041
9235	Z18567361	O=C(CC=1C=CC=CC1F)OCC(=O)N2CC(=O)NC=3C=CC=CC32	-8.65992	6.22148	0.46106
9236	Z373983146	CN(C)C=1C=C(C=CN1)CNC(=O)C2COC=3C=CC(Cl)=CC3C2	-8.65964	6.16626	0.45903
9237	Z2710519191	CN1C=C(NC(=O)N[C@@H]2CCCC=3C=CC(Cl)=CC32)C(=N1)C4CC4	-8.65956	6.65017	0.44631
9238	Z2407620854	CC1(CNC(=O)[C@@H]2[C@H](C3CCC2CC3)C(F)(F)F)CCC(=O)N1 |&1:6,7,r|	-8.65952	6.55287	0.30518
9239	Z4327622893	CCC=1C=CC(F)=CC1C(=O)N[C@@H]2CCCN(C2)C(=O)OC(C)(C)C	-8.65922	6.62614	0.5707
9240	Z185401620	COCC1=C(SC=2C=CC=C(F)C12)C(=O)NC=3N=CC=CC3O	-8.65894	6.29597	0.58868
9241	Z27678870	COC1=CC=C2N=C(NC(=O)C=3C=CC=C(C3)NC(C)=O)SC2=C1	-8.65864	6.34805	0.72534
9242	Z1365775773	CC=1C=CC(=CC1[N+]([O-])=O)C(C)NC=2N=CC=C(N2)C(F)(F)F	-8.65837	6.92267	0.75727
9243	Z1589679268	CCC=1C=CC(=CC1F)NC(=O)N2CCC(O)(CC2)C(F)(F)F	-8.6581	5.72756	0.48856
9244	Z1779513705	CC(C)CC1C(=O)NCCN1CC=2C=C(F)C=C3C=CC=NC23	-8.65793	6.68871	0.38165
9245	Z1626177495	CN1CCCN(CC1)C(=O)NC=2C=C(C=CC2F)N3C=NN=N3	-8.65779	6.05798	0.61024
9246	Z2482977362	CC1=NC(C)=C(S1)C(C)N(C)CC2=C(OC=3C=CC=CC23)C(=O)O	-8.65774	6.61957	0.5738
9247	Z369299842	O=S(=O)(NCC1CC=2C=CC=CC2O1)C3=CC=C4C=CC=CC4=C3	-8.65765	6.71973	0.4583
9248	Z45507724	N#CC=1C=CC(=CC1)S(=O)(=O)N2CCC=3C=CC=CC3C2	-8.65761	6.14174	0.40186
9249	Z2437409634	O=C(O)C1CCN(CC1)S(=O)(=O)NCCCC2=CC=CC(F)=C2	-8.65758	5.94287	0.70134
9250	Z2714794869	CNC(=O)C1(COC)CCCN1C(=O)CC2=COC=3C=CC(C)=CC23	-8.65747	6.15917	0.42387
9251	Z1649495021	CC1=C(N=NN1C2=CC=CC(C)=C2)C(=O)N3CCC=C(F)C3	-8.65716	6.50669	0.47682
9252	Z2768784735	CS(=O)(=O)C=1C=CC(=CC1)C2=NN=C3CCCCCCN23	-8.65697	6.28623	0.67013
9253	Z1276026265	CN1CCN(C(=O)C=2C=CN=C(C2)N3C=NC=N3)C=4C=CC(F)=CC41	-8.65683	7.13323	0.67727
9254	Z1139208437	CCC1=NOC(=N1)C(C)N2CCN(CC2)C=3N=CN=C4CCCC34	-8.65681	6.44348	0.43719
9255	Z2792830057	O=C(O)C1CCCN1C(=O)CN2N=C(C=C2C3CC3)C(F)F	-8.65681	5.30112	0.39786
9256	Z367534014	CN1C=C(C=N1)NC(=O)CCN2C(=O)OC=3C=C(Cl)C=CC32	-8.65679	6.0848	0.67342
9257	Z1409378210	O=C(NCC=1C=CC=CC1OC2CCC2)C3CCCC=4NN=CC43	-8.65657	6.69866	0.48255
9258	Z857749068	CC(=O)N(C)C1CCN(CC1)C(C)C(=O)NC2CCCCC2	-8.65655	6.14399	0.43678
9259	Z2761514803	CN1C=NN=C1[C@@H]2C[C@@H](O)[C@@H](CNC3=NC=4C=CC=CC4O3)C2	-8.65646	6.00015	0.55426
9260	Z108985758	CC=1C=CC(=CC1)CNC(=O)C2CCCN(C2)C(=O)NC=3C=CC=CC3	-8.65617	5.93104	0.44706
9261	Z827254520	COC=1C=CC=C(C1)CC(=O)N[C@@H]2C=3C=CC=CC3C[C@@H]2O	-8.6561	5.70361	0.55231
9262	Z65159217	CCCN(CC(=O)N1CCN(CC1)C=2C=CC=CC2)CC3=NN=C(O3)C4=CC=CO4	-8.65604	6.65976	0.34183
9263	Z1131076138	O=C(NC1CCCOC=2C=CC(F)=CC21)C(C=3C=CC=CC3)N4CCC(O)CC4	-8.65603	6.45211	0.20317
9264	Z1445442830	CC1=NC(COC2=CC=CC=C2C(=O)N3CCOC(CC(=O)O)C3)=NO1	-8.65601	6.448	0.52465
9265	Z1927548016	CC1=C(N=NN1CC2CCCC2)C(=O)N3CCCCC3C=4N=CNN4	-8.65589	6.89587	0.65596
9266	Z106367144	COC=1C=CC(=CC1)CN(CC(=O)NC=2C(Cl)=CC=C(C)C2Cl)C3CC3	-8.6558	7.34934	0.69371
9267	Z1903580665	COC1=CC(C)=CC(NC(=O)N2CCC[C@@H]2C3=CSC(C)=N3)=C1C	-8.65576	6.42627	0.43554
9268	Z2965415487	CC=1C=CC=2OC(=CC2C1)C(=O)NC3=CC=NN3C4CC4	-8.65571	5.65795	0.6041
9269	Z2965424503	CC1=NNC(CNC(=O)C2(C)CCCN(C2)C(=O)C=3C=CC=CC3)=N1	-8.65532	6.35504	0.68966
9270	Z2910793516	CN1C(=O)C[C@H](C(=O)NOCC=2C=CC=CN2)[C@H]1C3=CC=CN=C3 |&1:5,17,r|	-8.65519	6.57448	0.48211
9271	Z2683064768	CSC1=NC=2C=CC=CC2C(C)=C1NC(=O)NC3CNC(=O)C3	-8.65516	6.47143	0.77758
9272	Z19450059	CC=1C=CC(=CC1)NC(=O)C(SC2=NN=C(N2)C3=CC=CS3)C=4C=CC=CC4	-8.65509	6.59601	0.55079
9273	Z2076887064	CC=1C=CC=C(C1)C(=O)N(C)CC2=NC(=NO2)C3=CC=CS3	-8.65495	6.12163	0.59503
9274	Z65523148	CC=1ON=C(C1C2=NN=C(COC(=O)C3=CC=CO3)O2)C=4C=CC=CC4	-8.65483	5.96196	0.68121
9275	Z1677757755	O=C(NC=1C=CN=CC1F)N2CCCC2C=3C=CN=CC3	-8.65468	6.25419	0.46602
9276	Z2055506500	CO[C@@H]1C[C@@H](CO)N(C1)C(=O)C=2C=CC(=CC2)OC3=CC=CN=C3	-8.65463	6.04132	0.57786
9277	Z31129825	COC=1C=CC=C(C1)CN(C)C2=NN=NN2C=3C=CC=CC3	-8.65456	6.56578	0.58212
9278	Z109833218	CCN(CC)CC=1C=CC(=CC1)CNC(=O)C=2C=C(F)C=C(F)C2	-8.65442	6.13061	0.35711
9279	Z2156357995	CC1CC(CO1)C2=NC(=NO2)C=3C=CC(=CC3)CN4C=CC=N4	-8.6544	6.35629	0.60131
9280	Z2608339131	CC1(C)CN(C=2C=NC(F)=CN2)C1C3=NC=CN3C4=CC=CC(F)=C4	-8.65439	6.54929	0.30744
9281	Z1348447259	C=1C=CC(=CC1)C=2N=CC=C(N2)N3CCC(CC3)OCC4CCCCO4	-8.65398	6.82398	0.5536
9282	Z23117369	COC1=CC=C(NC(=O)CN2C(=O)C3CC=CCC3C2=O)C(=C1)OC	-8.65388	5.48216	0.52503
9283	Z1845872967	CC(C)(C)N1N=CC=C1NC(=O)NC=2C=CC(=CC2)CN3CCOC3=O	-8.6537	5.84862	0.39201
9284	Z1612552821	CC(NC=1C=CC(=CC1)C2=CN3CCCCC3=N2)C4=CC=CN=C4	-8.65369	6.41777	0.42136
9285	Z1921554657	O=C(CN1CCCC2(C1)NC(=O)NC2=O)NC3CCOC=4C=CC=CC43	-8.65368	6.30641	0.39116
9286	Z2673120202	CC(C)(C)N1N=NC(=N1)C(=O)N2CC3(CCCC3)C=4C=CC=C(Cl)C42	-8.65327	6.11494	0.44444
9287	Z1498809560	NC(=O)C1CCCN(C1)C=2N=CC=CC2CNCC3CC=CCC3	-8.65312	6.97481	0.47884
9288	Z119820242	CC(C)C1=NN=C(NC(=O)C2=CC(Cl)=C3OCCOC3=C2)S1	-8.6531	5.99252	0.76444
9289	Z45310907	O=C1C=C(CSCC=2C=CC=CC2C(F)(F)F)N=C3C=CC=CN13	-8.65299	6.4424	0.33843
9290	Z196853154	CC1=C(SC=2N=CN=C(C12)N3CCNC(=O)CC3)C=4C=CC=CC4	-8.65295	7.32164	0.87222
9291	Z26325047	NC(=O)C=1C=C(Cl)C=CC1OCC2=CN3C=C(Cl)C=CC3=N2	-8.65284	6.65483	0.75256
9292	Z407410634	CS(=O)(=O)C=1C=CC(=CC1[N+]([O-])=O)C(=O)NC(C=2C=CC=CC2)C3CCCCC3	-8.65239	6.54378	0.4645
9293	Z90254168	CC(C=1C=CC(=CC1)N2C=NC=N2)N(C)CC3=CC(=O)N4C=CSC4=N3	-8.65238	6.72205	0.47901
