Rank	Ligand	SMILES	Binding_Affinity(kcal/mol)	CNN_affinity	CNN_score
15186	Z1823364722	CCCN1CCCN(CC1=O)C(=O)NC=2C=CC=C(C2C)N(C)C	-7.90097	6.16127	0.37294
15187	Z29080844	N#CC=1C=CSC1NC(=O)CC2=CSC(=N2)C=3C=CC=CC3	-7.90054	6.20681	0.67192
15188	Z2615515634	CC1=CSC=2C(=NC=NC12)N3CCC(O)C3(C)C	-7.9005	6.03187	0.72882
15189	Z3000103367	CC1(CCNC(=O)C1)C(=O)NC=2C=CC=C3OCC(=O)NC23	-7.90031	5.23633	0.48001
15190	Z2752923898	C[C@H](NCC=1C=CC(CN(C)C)=C2OC(F)(F)OC12)C(=O)N(C)C	-7.9003	6.11919	0.40884
15191	Z1738434215	CCC=1C=CC=C(C1)S(=O)(=O)N[C@H](CO)C(=O)O	-7.90014	5.38093	0.44798
15192	Z992053708	CC(C)CN1C(=NC2=C1C(=O)NC(=O)N2C)N3CCN(CC3)C=4C=CC(F)=CC4	-7.90004	6.80992	0.20824
15193	Z1239379619	CC(C)C(NC(=O)C1=CC=CS1)C(=O)N2CCCN(C)C=3C=CC=CC32	-7.89973	6.53244	0.19495
15194	Z1419638054	CC=1N=C(C=CC1[N+]([O-])=O)N2CCCC(C2)C(F)(F)F	-7.89967	6.09256	0.71094
15195	Z57988914	Cl.NCC(C1=CNC=2C=CC=CC12)C=3C=CC=CC3Cl	-7.89953	6.23944	0.3873
15196	Z2225116575	O=C(C(F)C(F)(F)F)N1CCCN(CC1)C=2N=CN=C3NC=NC23	-7.89951	6.1385	0.42932
15197	Z1198659741	CC1=CC(=NN1C)C(=O)NC2=CC=C(Cl)C=C2OCC(F)(F)F	-7.89948	6.28282	0.59859
15198	Z2766128908	CCN1C=C(C=N1)O[C@@H]2CCC[C@@H]2NC(=O)C3=CN4N=CC=C4N=C3C	-7.89924	6.55984	0.23284
15199	Z2164053938	COCCN1C=C(C=N1)CN2CCCC(O)(CC2)C(F)(F)F	-7.89917	5.78627	0.59505
15200	Z1798670994	CC(C1CC1)N2C=C(C=N2)NC(=O)NC=3C=CC(O)=CC3	-7.89914	5.59668	0.64902
15201	Z1766674433	CC1=NN(C(C)=C1C2COCCN2C(=O)CN3C=NNC3=O)C=4C=CC=CC4	-7.89898	6.77622	0.55477
15202	Z1129899617	OCC(CC=1C=CC=CC1)NC=2N=CN=C3NC=CC23	-7.89882	6.03142	0.34675
15203	Z432788450	O=C(NCC1=CC=CO1)C2=CC=3C(Cl)=C(Cl)C=CC3N2	-7.89882	5.99159	0.58968
15204	Z644264790	COCC=1C=CC=C(C1)NC2=NC=3C=CC=CC3O2	-7.89879	5.91489	0.65796
15205	Z2372655532	COC1(CCOCC1)C(C)NC(=O)CC=2C=CC=C(C2)OC(C)C	-7.8987	6.41196	0.55276
15206	Z29693240	CC1=NN(CC(C)C)C=2SC(=CC12)C(=O)NCC3=CC=CS3	-7.89858	6.36981	0.73778
15207	Z2483064816	CC=1C=CC(F)=C(C1)CN(C)CC2=CC(=CO2)C(=O)O	-7.89848	5.57571	0.42096
15208	Z2334871743	O=C(C1CCN(CC1)C2=CN=CC=N2)N3CCOC(C3)C4CCC4	-7.89845	6.19173	0.42246
15209	Z1728452660	CCC1=NC(CS(=O)(=O)C=2C=CC(C)=CN2)=NN1	-7.89838	6.40332	0.86578
15210	Z1689453158	CCC1CN(CCN1C(=O)NC2=CC(C)=NO2)C=3C=CC=CC3	-7.8983	6.17754	0.47093
15211	Z90750233	O=C(NC1CCCCCC1)C2=CC(=CC=N2)N3CCCC3	-7.89823	5.6776	0.57714
15212	Z406664074	CN(C)C=1N=CC=CC1C(=O)NC=2C=CC(=NC2)N3C=NC=N3	-7.89822	6.30181	0.65565
15213	Z2771545946	CC=1C=CC(=CN1)NC(=O)N2C[C@H]3CC[C@]3(C2)C(F)(F)F |&1:12,15,r|	-7.89822	6.00885	0.51537
15214	Z646052984	CC=1N=NC(NC2CCCN(C2)C=3N=CC=CN3)=C(C#N)C1C	-7.89806	6.52442	0.43626
15215	Z423083668	CCN1C=NN=C1CNC(=O)C=2C=CC=3NC(=O)COC3C2	-7.89801	6.17882	0.66862
15216	Z240700942	[O-][N+](=O)C=1C=C(C=CC1N2CCOCC2)C(=O)NC(C3CC3)C4CC4	-7.89785	6.56936	0.49991
15217	Z2761531016	CCC1=NN=C(C[C@@H]2CC[C@@H](C2)NCC3=C(C=NN3C)C4CC4)O1	-7.89781	6.70942	0.49069
15218	Z1919568429	COC=1C=C(C=CC1Cl)NC(=O)N2CCCC(C)(O)C2	-7.89774	5.30235	0.45556
15219	Z3582749914	CN1C=C(N=N1)C2=CC(=NO2)C(=O)N3CC(CC=4C=COC4)C3	-7.89768	6.14103	0.48405
15220	Z435357862	C=CCNC(=O)NC=1C=CC=C(C1)OCC=2C=CC=C(C#N)C2	-7.89759	6.28973	0.41184
15221	Z2145225872	CC=1C=CC(=CC1)CS(=O)(=O)NCC=2C=CC(C)=NC2N3CCCC3	-7.89756	6.45347	0.32065
15222	Z1874330774	CC=1N=C(NCC2(CC2)N3CCOCC3)C=4CCCCC4N1	-7.89755	6.11088	0.31208
15223	Z2358663375	CC1=CSC(=N1)C(NC(=O)C2=CC(=CC=N2)C(=O)O)C3CC3	-7.89741	6.10087	0.4551
15224	Z1139202070	CCN1C=CN=C1CN2CCN(CC2)C=3N=CN=C4CCCC34	-7.89733	6.56077	0.43391
15225	Z871858286	NCC1CCCCN1C(=O)C2=CC=CC=3OCCOC23	-7.8973	5.89159	0.5062
15226	Z2164468701	CCCNC(=O)OCC1CCCCN1CC=2C=NN3C=CC=CC23	-7.89723	6.81806	0.61446
15227	Z237897164	NC=1N=CC=NC1C(=O)NCC(C2=CC=CS2)N3CCOCC3	-7.89708	6.41215	0.63711
15228	Z2379497709	CNS(=O)(=O)C=1C=CC(=CN1)C(=O)NCC=2C=NN=C(C)C2C	-7.89708	6.33043	0.64533
15229	Z815667314	CC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC(=O)N(C)C2	-7.89708	6.02562	0.45534
15230	Z1984586388	COCCN1CCCN(CC1=O)C(=O)C=2C(F)=CC=CC2SC	-7.89696	5.86985	0.2789
15231	Z2392496810	CNC(=O)C1(COC)CCCN1C(=O)C=2C=C(NN2)C3CC3	-7.8969	6.4201	0.72713
15232	Z2496081512	CCC(C)(C)N1CCN(CC1)C(=O)NCCC2=CC(C)=NO2	-7.8969	5.88459	0.58774
15233	Z1762069142	CN(C[C@@H]1C[C@H](F)CN1CC2=CC=NN2C)C(=O)C3CCCOC3	-7.89687	6.33106	0.22444
15234	Z1929374752	O=C(NCC1CCCN(C1)C=2C=CC=CC2)C3=CN=NS3	-7.89682	6.30451	0.42685
15235	Z73486146	CC=1SC(=NC1C=2C=CC(=CC2)NC(=O)C(C)(C)C)NC3CC3	-7.89678	6.37619	0.61453
15236	Z647877274	CC(C)CNC(=O)C1CCCN(CC2=CC(=O)N3C=CSC3=N2)C1	-7.89673	5.4513	0.40746
15237	Z1733730989	C#CCOC=1C=CC=CC1NC(=O)N2CCC(CC2)C3=CC=NN3	-7.89663	6.37801	0.36549
15238	Z26351714	CC1=CC=CN2C=C(COC=3C=CC(C#N)=CC3)N=C12	-7.8964	5.77657	0.61459
15239	Z1352936307	COC=1C=CC=C(C1)CC(C)NC(=O)N2CCCC2C3=NOC(C)=N3	-7.89639	6.77557	0.48764
15240	Z1203333873	NC(=O)C=1C=CN(N1)C=2C=CC=CC2NC(=O)CNC(=O)CC=3C=CC=CC3	-7.89628	6.69426	0.48479
15241	Z1213736696	CCC1=NC(C#N)=C(O1)N2CCN(CC2)C=3C=CC=C(Cl)C3	-7.89625	6.3234	0.50972
15242	Z1342834061	COC=1C=CC(=CN1)CNC2(CCCC2)C3=NOC(C)=N3	-7.89595	6.49782	0.75748
15243	Z2952203324	CN1C=CC(=CC1=O)NC(=O)NCC2CCCN2CC(F)F	-7.89584	6.15758	0.57841
15244	Z17107307	N#CC=1C=CC(=CC1)CN2C(=O)NC3(CCSC3)C2=O	-7.89565	5.94425	0.55727
15245	Z2370683022	COC1CC(NS(=O)(=O)C=2C=CC=C3CCOC23)C41CCC4	-7.89562	6.23743	0.3371
15246	Z2057154400	O=C([C@@H]1C[C@@H](F)CN1CC2=NC(=NO2)C3CC3)N4CCOCC4	-7.89515	6.36344	0.49955
15247	Z2294202541	CCC1=CC=C(O1)C2CCCN2C(=O)NCC3(CF)CCOCC3	-7.89514	6.37706	0.43152
15248	Z2699808114	COCC=1C=C(C=CC1OC)C(C)NC[C@@H]2CCCO[C@H]2C=3C=NNC3 |&1:15,20,r|	-7.89504	6.30131	0.33799
15249	Z1437943474	COC=1C=CC(=CC1)OC=2C=C(C=CN2)CNC(C)C3(C)CC3	-7.89479	5.0439	0.25761
15250	Z224241360	CCOC=1C=C(C=CC1OC)C(=O)NC(CC(=O)O)C2=CC=CS2	-7.89478	4.88801	0.48821
15251	Z2949523645	CC(C)(C)C1=CSC(=N1)C2CCN(CC2)C(=O)NC3=CC=CN=N3	-7.89447	5.93281	0.72835
15252	Z3026367248	C#CCCC1(CCC(=O)NCC=2C=CC=CC2N3CCCCC3)N=N1	-7.8944	6.70236	0.34169
15253	Z1444344358	COC=1C=CC(=CC1)C(C)C(=O)N2CC=3C=CC=CC3CC2C(=O)O	-7.89404	6.39814	0.51204
15254	Z2220177200	COC=1C=CC=CC1C2CCCN2C(=O)COCC3=NN=CN3C	-7.89398	6.22592	0.35837
15255	Z2177107137	CC1=CNN=C1CN2CCCC2C=3C=CC=NC3	-7.89394	6.11888	0.72541
15256	Z728990674	COC=1C=C(C=CN1)CNC=2N=CN=C3C=CC(F)=CC23	-7.89393	5.17299	0.55895
15257	Z1685155348	CCC1CC(CC2=NC(=NO2)C3CC(=O)N(C3)C=4C=CC=CC4)CCO1	-7.89383	6.42154	0.55871
15258	Z1949821408	O=C(CC1CCCOC1)N2CCN(CC2)C3=NC4=CC=CC=C4S3	-7.89376	5.90637	0.36256
15259	Z1470702725	Cl.CC=1C=CC=C(C1)CC(=O)N2CCC(N)CC2C	-7.89362	5.5815	0.23477
15260	Z411699676	CN1C=C(C=N1)NC(=O)NC2CCC=3C=CC=CC32	-7.89353	5.58645	0.43333
15261	Z3410093089	O=C(NCC1(CCC1)C2CCCCO2)C3=CC(Br)=CS3	-7.8935	5.36683	0.59184
15262	Z284630164	C#CCNS(=O)(=O)C=1C=CC(=CC1)C(=O)N(C)CC=2C=CC(F)=CC2F	-7.89347	6.48698	0.50296
15263	Z2454402552	CC1CC(CC(C)(C)C1)C(=O)N2CCOC3(CCS(=O)(=O)C3)C2	-7.89334	5.91863	0.35302
15264	Z1888521246	COCCC1=NSC(=N1)N2CC=3C=CC=CC3OCC2C	-7.89328	6.37117	0.57638
15265	Z1636243906	CCOC=1N=CC=CC1CNC(=O)N2CCCCCC2C=3C(C)=NNC3C	-7.89328	5.68841	0.67525
15266	Z2974207704	CNS(=O)(=O)C=1C=C(C=CC1F)NCC=2C=NN(C)C2C3CC3	-7.89318	6.37267	0.35153
15267	Z1465332532	CC(C)(NCC=1C=CC=NC1)C(=O)NCC2CCCC2	-7.89316	6.20724	0.49912
15268	Z2969204638	NC=1C=C(C(Cl)=CN1)N2CCOC(C2)C=3C=CC=CC3Cl	-7.89313	6.25451	0.34432
15269	Z605298392	CC1CN(CC(C)O1)C(=O)C2CN(C(=O)C3=CC=CO3)C=4C=CC=CC4O2	-7.89307	6.15048	0.26299
15270	Z3138955846	NC1CN(CC21CCC2)C(=O)C3(CCOCC3)C(F)(F)F	-7.89305	6.03503	0.36373
15271	Z856090506	CC1=NN(C(C)=C1CC(=O)N2CCSC=3C=CC(Cl)=CC32)C(F)F	-7.89282	6.7889	0.40499
15272	Z26413606	COC=1C=CC(=CN1)NC(=O)C2=CC=3C(F)=CC=CC3S2	-7.89282	5.55228	0.47456
15273	Z1930024761	COC=1C=CC=CC1N2CCC(C2=O)N3CCC(C)C3CO	-7.89247	5.8906	0.43899
15274	Z1899163188	CN1CC(=CC=2SC=NC2C3CC3)C=4N=C5C=CC=CC5=C(C(=O)O)C4C1	-7.89245	6.3982	0.21475
15275	Z52596195	CC=1SC2=NC(CN3CCCC3)=NC(OC=4C=CC=CC4C(N)=O)=C2C1C	-7.8924	6.91654	0.46528
15276	Z3009407099	CC=1OC(=CC1C(=O)N2CCC[C@@H]2C(=O)O)C(C)(C)C	-7.89234	5.28166	0.3023
15277	Z2764093017	CC=1C=C(ON1)C(=O)N2CCC(C[C@H]3OCC[C@H]3C(N)=O)CC2	-7.89232	6.20347	0.45779
15278	Z2093470899	CC=1C=C(N=C(N1)C(C)C)N2CCC3(CCOCC3)CC2	-7.8923	5.51356	0.56021
15279	Z3074710098	C#CC(C)NS(=O)(=O)C1=CC=C(C#N)C=C1N2CCC(C2)C(C)O	-7.892	5.50929	0.26939
15280	Z2826598549	CC1(C)CCC(C)(C)N(C1)C(=O)COC2CCNCC2	-7.89189	5.81073	0.27827
15281	Z2757859566	CC1(C)CC(C1)C(=O)N[C@H]2CCC[C@H]2CN3C=C(CCCO)N=N3 |&1:9,13,r|	-7.89189	5.58111	0.2367
15282	Z30427769	CCN(CC)S(=O)(=O)C=1C=CC(=C(C1)NC(=O)CC2=CC=CC=C2F)N(C)C	-7.89156	6.50629	0.32879
15283	Z1684008453	CN(C)S(=O)(=O)C=1C=CC(=CC1)C2=NOC(=N2)C3CCCC3	-7.8915	6.2702	0.58693
15284	Z1366478961	CCC=1C=C(NN1)C(=O)N2CCN3C(=O)N(CC)C(=O)C3C2	-7.89149	6.01996	0.51147
15285	Z3141421750	COC=1N=C(C)N=CC1C(=O)N2C[C@@H]3CC[C@]3(N)C2 |&1:13,16,r|	-7.89112	5.62911	0.40923
15286	Z2865626312	COC1CCN(C1)[C@H]2CCC[C@H]2N(C)C(=O)C=3C=CC=C(C3)C(=O)O |&1:7,11,r|	-7.8911	6.17892	0.30602
15287	Z2254606299	CC(C1=CC=CO1)N(C)C(=O)C=2C=NC(=NC2)C3CC3	-7.89094	5.92596	0.66885
15288	Z1595638555	CCN1N=CC=C1NC(=O)N2CCN(CC2)C=3N=CC=CC3F	-7.89087	6.68482	0.68741
15289	Z28173625	O=C(CC=1C=CC=C2C=CC=CC12)NC3=NC=CS3	-7.89059	6.30929	0.586
15290	Z194464432	COC=1C=CC(=CC1F)CN2C=NC=3C=CSC3C2=O	-7.89052	5.78922	0.49733
15291	Z1192399170	O=C1CN(C(=O)N1CC2=CC=CC=C2F)C3CCCC3	-7.89018	6.14731	0.55241
15292	Z445711146	CC(=O)N1CCC(CC1)NCC=2C=C(F)C=CC2F	-7.88997	6.04087	0.57844
15293	Z1993625696	Cl.CNCC(=O)NC(C=1C=CC(=CC1)OC)C=2C=CC=CC2OC	-7.88973	6.47203	0.52887
15294	Z14475687	CC1(C)NC(=O)N(CCCOC=2C=CC(F)=CC2)C1=O	-7.88968	6.41471	0.89342
15295	Z15570670	CCNC(=O)CSC1=NN=C(C=2C=CC=CC2Br)N1CC=3C=CC=CC3	-7.8896	7.13685	0.40027
15296	Z1285878707	CC1=NSC(=N1)NC(=O)C2CCCN2C=3N=CN=C4SC=CC34	-7.88947	6.75839	0.48075
15297	Z2656861634	O=C(NC(C1=NN=NN1)C=2C=CC=CC2)[C@H]3OCC[C@H]3CN4C=CN=C4 |&1:15,19,r|	-7.88937	6.92636	0.46231
15298	Z118587454	CC(C)CN1C(=O)N(C)C(=O)C(C2=CSC(=N2)N3CCOCC3)=C1N	-7.88937	6.36238	0.48474
15299	Z3687023897	O=C(CN1CCCNC1=O)N[C@@H]2CC(CN3C=CC=N3)C[C@H]2O |&1:11,21,r|	-7.88916	6.30443	0.44983
15300	Z3077926310	CCC1=CC=2C(=NC=NC2S1)N3CCN(CC3)C4=NN=C(C)S4	-7.88905	6.49979	0.47171
15301	Z2286763204	CC=1C=CC=C(C1)CN(C)C2=NN=C(C3CCCCO3)N2C	-7.88846	6.402	0.38765
15302	Z352205404	CC=1C=CSC1CNC(=O)C2CCN(CC2)C=3C=NC=CN3	-7.88839	6.5649	0.44711
15303	Z2866906464	C#CCCC1(CCC(=O)N2CCCC2C=3C=CN=CC3)N=N1	-7.88819	6.04117	0.72531
15304	Z1265306723	O=C(C1CCC(=O)NC1)N2CCCC3CCCC32	-7.88809	5.6557	0.51079
15305	Z1492889310	O=C(CN1CCOCC21CCC2)NC=3C=CC(Cl)=CN3	-7.88801	6.24113	0.61994
15306	Z2951176758	O[C@@H]1C[C@H]2CN(CCOC3CCOC3)CC=4C=CC=NC4N2C1	-7.88781	5.89278	0.25374
15307	Z1917849884	CC(C)C(C)S(=O)(=O)CC1=NN=C2CCCCCN12	-7.88771	6.44347	0.78419
15308	Z424822060	FC=1C=CC=C(C1)C=2N=NN(CC=3C=CN=CC3)N2	-7.88763	6.13116	0.64316
15309	Z303144012	CC(C)C(CNC1=NC=NC2=CC=CC=C12)N3CCN(C)CC3	-7.88745	6.54951	0.37144
15310	Z247186594	CCOC=1C=CC(=CC1OC)CN(C)C(=O)C=2SC=CC2N3C=CC=C3	-7.88734	5.86816	0.33037
15311	Z2608247503	CN1CCN(C(=O)C=2C=CC=3NC(=O)COC3C2)C(CO)C1	-7.88719	5.26374	0.36071
15312	Z1646291010	C=1C=CC(=NC1)NCC2CCN(CC3=NN=C(C4CC4)N3C5CC5)C2	-7.88688	6.83219	0.42047
15313	Z2184057962	CC=1C(=CC=CC1S(=O)(=O)NC2=CN(C)N=C2C3CC3)C(=O)O	-7.88677	6.22398	0.31403
15314	Z2057092840	CCOCC=1C=CC=CC1CNC(=O)CN2C[C@H](F)C[C@H]2C(N)=O	-7.88671	6.2807	0.52063
15315	Z2384093822	CO[C@@H]1CN(CC2=CC=NC=C2F)C[C@H]1C3=CNN=N3	-7.88636	6.00337	0.47815
15316	Z2441480159	CN(C(=O)C1=CSC(=N1)C=2C=CC=3OCOC3C2)C4CC(N)C4	-7.88636	5.84164	0.60156
15317	Z46248950	O=S(=O)(C=1C=CC=CC1)N2CCN(CCC=3C=CC=CN3)CC2	-7.88626	6.37965	0.52718
15318	Z2435854667	C[C@@H](N)C(=O)NCC1CCCOC1C=2C=CC=CC2	-7.88613	6.25232	0.68829
15319	Z2995212540	CC=1N=C2CCC(CN2N1)C(=O)N(CC(C)(C)C)CC(F)(F)F	-7.88596	6.58577	0.68051
15320	Z436530538	CC(NC(=O)NCCCN1C=NC=N1)C=2C=CC=3OCC(=O)NC3C2	-7.8857	6.14197	0.69599
15321	Z340000198	COC=1C=CC=C(C1)C(=O)N2CCCN(CC2)S(C)(=O)=O	-7.88547	5.94769	0.55006
15322	Z443244178	CC1=NN(C=2N=C(C=C(C(=O)N(CC3=CC=CO3)C4CC4)C12)C5CC5)C(C)(C)C	-7.88532	6.68143	0.35311
15323	Z1732650288	COC=1C=CC=C(F)C1NC(=O)N2CCC(CC2)C3=CC=NN3C	-7.88504	6.48522	0.40111
15324	Z2997888582	O=C(NC=1C=NN(C1)C2CCC2)NC3CCNC43CCC4	-7.885	5.48755	0.67788
15325	Z16406388	O=C(CN1C=C(C=CC1=O)C(F)(F)F)N2CCNC2=O	-7.88475	5.86454	0.52009
15326	Z1157482506	CN1N=C(C=C1NS(=O)(=O)C=2C=CC=CC2)CC(C)(C)C	-7.88474	6.54107	0.62437
15327	Z299659606	O=C(NCCC=1C=CC(F)=CC1)NC2CCC(O)CC2	-7.88458	5.48792	0.62791
15328	Z1228445917	CC=1C=C(Cl)C(=CC1OC=2N=CN=C3C=CSC23)[N+]([O-])=O	-7.88452	6.3377	0.64108
15329	Z365289596	COC=1C=CC2=C(C1)C(C(=O)N(C)CC3=CC=CS3)=C(C)N2C4CC4	-7.88435	6.74812	0.49519
15330	Z30840706	O=C(NC1CC1)C=2C=CC=CC2COC=3C=CC=CC3	-7.88422	6.06495	0.45206
15331	Z2054556671	CO[C@H]1C[C@@H](CN(C)C(=O)C=2C=CC(=CC2)C=3N=CN(C)N3)N(C)C1	-7.88417	6.04747	0.33447
15332	Z2254650178	CCNC(=O)CN1CCCN(CC1)C(=O)C2CC=3C(C)=CC=CC3O2	-7.88396	5.94496	0.23125
15333	Z2740585348	CN1CC2CCC(C1)C2NCC(CCO)C=3C=CC=CC3	-7.88392	5.60302	0.39195
15334	Z3396769913	CC=1C=C(N=C(N1)C=2C=CC=CN2)SCC=3C=CC=CC3N(C)C	-7.88384	6.49939	0.39561
15335	Z741449136	CC1=NC(=CS1)CNS(=O)(=O)C=2C=CC=3OCCCOC3C2	-7.88374	6.3312	0.55081
15336	Z48863335	CCOC(=O)C=1SC(CC(=O)NC=2C=CC=CC2C)=NC1C	-7.88346	6.54336	0.67551
15337	Z1389445483	CC1=NC(CC(C)C)=C(S1)C(=O)N2CCN(CC2)C=3C=NC=CN3	-7.88341	6.07501	0.19768
15338	Z916058226	N#CC=1C=CC=C(C1)S(=O)(=O)N2CCCCC2C(=O)N3CCCC3	-7.88333	6.45338	0.26042
15339	Z1332772870	CC(C)(C)C1=NOC(CCCC(=O)N2CC[C@H](O)C2)=N1	-7.8833	6.14463	0.78666
15340	Z1834174741	CCOC1CC(O)(CNC(=O)C=2C(C)=NOC2C)C1(C)C	-7.88312	6.02453	0.85747
15341	Z240535052	CN(CC=1C=NN(C)C1)C(=O)C2=CC=C(NC(=O)C3=CC=CO3)S2	-7.88308	5.97349	0.40064
15342	Z2232364176	CCC1CN(C)CCN1C(=O)CC=2C=CC=C(C2)OCC(=O)NC	-7.88293	5.70094	0.43975
15343	Z30819086	CC1=CSC(=N1)NC(=O)CC2=COC=3C=C(C)C=CC23	-7.88279	6.25516	0.67769
15344	Z976803110	CC=1OC(=NC1CN2CCCC(CCO)C2)C3=CC=CS3	-7.8825	5.96903	0.64401
15345	Z1738107960	O=C(O)C(NS(=O)(=O)CC1CC1)C=2C=CC(Cl)=CC2	-7.88249	5.94437	0.58757
15346	Z1238995285	CCN1C=NC=2C(=NC=NC21)NC(C3=CC=CS3)C4=CC=CS4	-7.88232	6.42213	0.52432
15347	Z152504104	NC1=NN=C(N1)SCC2=CC(F)=CC=3COCOC23	-7.88228	6.09753	0.68568
15348	Z1324825452	CCC1=CN=C(CN(C)C(=O)C=2C=CC=3OCC(=O)NC3C2)S1	-7.88224	6.45975	0.57639
15349	Z336485882	COC(=O)C1=CC=C(CC2=NC=3SC(C)=C(C)C3C(=O)N2)O1	-7.88215	6.3294	0.66748
15350	Z2381480673	CCN1C(=O)CC[C@H](CNC2=NC=CN(C)C2=O)[C@H]1C3=NC=CN3C	-7.88214	6.53053	0.28462
15351	Z826851580	CCN(CC)CC1=NC(=NO1)C2(CCCC2)NC(=O)C3=CC=CO3	-7.88184	6.37714	0.62648
15352	Z2723099703	CC=1N=NC(=NC1C)NCC(C(=O)O)C2CCOCC2	-7.88167	6.15268	0.67008
15353	Z333673998	CCOC=1N=CC=CC1CNC(=O)C=2C=C(NN2)C3CC3	-7.88158	5.43331	0.48003
15354	Z1996527995	COC=1C=CC=CC1C(CC(C)C)NC(=O)N2CCC(CC2C)OC	-7.8814	6.67045	0.43632
15355	Z1373865197	CC=1C=NN(C1NC(=O)C2COC=3C=CC=CC3C2)C=4C=CC=CC4	-7.88128	6.55781	0.37813
15356	Z2214056895	CC=1N=CC=C(CCC(=O)NCC(CC=2C=CC=CC2)N(C)C)N1	-7.881	6.56218	0.54495
15357	Z2866905520	C#CCCC1(CCC(=O)N2CC(C)(C)OC3(CCOC3)C2)N=N1	-7.88095	6.51759	0.40252
15358	Z1311010736	CC(C)N1C(=NC=2C=CC=CC21)C3CCCN3C(=O)C=4C=CC=C(Cl)C4	-7.88084	5.64961	0.30057
15359	Z1934925973	COC=1C=CC=CC1CN(C)C(=O)C(=O)NC2=NC=3CCN(C)CC3S2	-7.88078	5.51956	0.2818
15360	Z1560824601	CN1C=NN=C1C2CCCN2C(=O)CC3(CCCC3)N4CCOCC4	-7.88074	6.35031	0.38678
15361	Z2690979326	CC(NC(=O)C1CCN2C=CN=C2C1)(C(=O)O)C=3C=CC=CC3	-7.88057	6.37679	0.51437
15362	Z2397465744	CC(=O)NC(C(=O)N1CC(C1)OCC2=NN=C(C)O2)C3CCCC3	-7.88055	6.28761	0.43938
15363	Z512820412	O=C(COCC(F)(F)F)NCC=1C=CC=CC1OC2CCCC2	-7.88054	5.59598	0.8815
15364	Z1612163601	CC1(C)NC(=O)N(C=2C=NN(C2)CC3CCCO3)C1=O	-7.88039	5.95203	0.59864
15365	Z339309638	COCCN(CC1=NC=2C=CC=CC2C(=O)N1)C(=O)CCN3C=CC=N3	-7.88026	6.82163	0.5075
15366	Z1721505819	CNS(=O)(=O)C=1C=CC(=CN1)C(=O)NC2=CC(=NN2)C(C)C	-7.8798	5.8555	0.73039
15367	Z1637285627	O=C(COCC1CCOC1)NC2=NNC(CC3=CC=CC(F)=C3)=N2	-7.87978	6.39473	0.4589
15368	Z1196486535	CCS(=O)(=O)CC(C)NC(=O)NC(C)C1=NC=2C=CC=CC2N1	-7.87901	6.56406	0.7211
15369	Z1675209514	O=C(O)C1=COC(=C1)C(=O)N2CCCC(C2)C(=O)NC=3C=CC=CC3	-7.87886	6.17768	0.37466
15370	Z989449216	COC=1N=CN=C2CCN(CC12)C(C)C3=NC(=NO3)C4CC4	-7.87886	5.74513	0.67938
15371	Z1610994319	FC(F)(F)C=1C=CC(=CC1)CNC2=NN=C(O2)C3CC3	-7.87884	6.2742	0.69754
15372	Z812528416	O=C(C=1C=CC=C(F)C1)N2CCN(CCCN3CCOCC3)CC2	-7.87864	6.24871	0.42684
15373	Z1664914538	CC=1C=CC(=CC1S(=O)(=O)N2CC(CO)C2)S(C)(=O)=O	-7.87855	6.01947	0.48263
15374	Z408171014	CC=1C=C(Cl)C=CC1S(=O)(=O)N(C)CC=2C=NN(C)C2	-7.87854	6.60993	0.69326
15375	Z80108790	CC(=O)N1CC(OC=2C=CC=CC21)C(=O)NC=3C=CC(=CC3)S(C)(=O)=O	-7.87833	6.18966	0.42903
15376	Z2602272366	CC[C@H]1CC[C@H](C)N(C1)C(=O)NCC2CCCCN2S(C)(=O)=O |&1:2,5,r|	-7.87831	6.44769	0.48228
15377	Z240124134	CCCCN1C(=O)N(C)C(=O)C=2C=C(C=NC21)C(=O)O	-7.8783	5.80205	0.53918
15378	Z1498806627	OC1CC(C=2C=C(F)C=CC2F)N(CCN3C=NC=N3)C1	-7.87825	6.43619	0.59918
15379	Z1617052491	CC(C)C1CN(CCO1)C(=O)[C@H](C)NS(=O)(=O)C2=CC=CC=C2F	-7.87789	6.3853	0.51463
15380	Z1455012788	CC=1C(=CC=CC1N2CCNC2=O)C(=O)NCC(=O)O	-7.87786	5.62508	0.58956
15381	Z46163694	CC=1C=CC=CC1NC(=O)CN2CC(C)OC(C)C2	-7.87773	5.61191	0.40447
15382	Z735557352	FC=1C=CC=CC1C2=CSC(=N2)C=3C=NC=CN3	-7.87766	5.49909	0.44977
15383	Z99384138	CC=1N=C(SC1C(=O)NC(C)C=2C=CC=C(F)C2)C=3C=CC=CN3	-7.87732	6.10756	0.6676
15384	Z2072384996	CC=1OC(=CC1C(=O)NC2=CN=CC(C)=C2)C(C)C	-7.87718	5.10927	0.68907
15385	Z2387290415	CC=1N=C(CN2CCN(CC2)C3(CCOC3)C(=O)O)OC1C	-7.87695	4.7159	0.42526
15386	Z1258598289	CCN1C(=NC=2C=C(C#N)C=CC21)C=3C=CC=C(F)C3	-7.87644	6.31553	0.48824
15387	Z237502836	COC(=O)CN1C(=O)C2=C(N=C3N(CC(C)C)C(C)=CN32)N(C)C1=O	-7.87638	5.46758	0.47138
