Rank	Ligand	SMILES	gnina_affinity_min	CNNpose_score_max	CNNaffinity_min
13031	Z68572791	O=C(CN1CCN(CC1)C(=O)NC=2C=CC=CC2)NC=3C=CC=C(F)C3	-5.551950	0.221070	5.705360
13032	Z3045988940	CC=1C=NC(CCNC(=O)N2CC(N)C3(CCC3)C2)=C(C)C1	-5.638880	0.221050	5.832070
13033	Z2026735222	COC(=O)C1(CCOC1)N(CC=2C=CC=CC2)C(=O)CC=3N=C(OC3C)C=4C=CSC4	-6.418200	0.221050	6.219650
13034	Z3686114274	NC=1C=C(N=CN1)N2C[C@H](O)C[C@@H]2CNC(CC3=CC=C(F)C=C3F)C4CC4	-5.515350	0.220970	6.540650
13035	Z3353230084	O=C(NOCC1CCOC1)C2CCCC3=CC=NN32	-5.998920	0.220930	5.163440
13036	Z1786071172	CC(NC(=O)N1CCC(CC1)C2CCCO2)C3COC4=CC=CC=C43	-5.556740	0.220880	5.726280
13037	Z16382965	O=C(CSC=1N=CN=C2C1C=NN2C=3C=CC=CC3)NC4CCCC4	-6.069410	0.220870	5.881410
13038	Z220424312	COC=1C=CC=CC1C(NC=2C=CC3=NN=NN3N2)C4=NC=CN4C	-5.929900	0.220870	5.963570
13039	Z2863831506	CC1CCN(C(=O)NC=2C=CC=C(C2)C(N)=O)C1C=3C=CC=CC3	-7.506900	0.220870	5.998370
13040	Z962475610	O=C(NC=1C=CC=C(C1)CO)C=2C=CN(N2)C=3C=CC=CC3Cl	-5.604700	0.220830	5.399380
13041	Z1993941127	CN1N=NC(CN2CCCC(C2)OC=3C=CC(Cl)=C(Cl)C3)=N1	-6.375310	0.220790	5.633060
13042	Z1021961284	COC=1C=CC=CC1C2CC2C(=O)NC=3C=CC(=NC3)N4C=NC=N4	-5.155340	0.220780	5.401500
13043	Z1619867817	CCC1=NC(=NN1C=2C=CC=CC2Cl)C(=O)N3CCCC4=CC=CC(O)=C43	-8.208610	0.220750	6.530070
13044	Z2951526956	CN1N=NC=C1NC(=O)N2CCC(C)(C)C(C2)C=3C=CC=CC3	-6.013160	0.220730	5.672930
13045	Z29561144	COC=1C=CC(=CC1NC(=O)CC2=CNC=3C=CC=CC23)S(=O)(=O)N(C)C	-4.001730	0.220710	5.032690
13046	Z1739698385	N#CC=1C(=CN2C=CC=CC12)CN3CCC(C3)N4C=NC=N4	-6.476970	0.220660	5.716040
13047	Z109718210	CC1=CC(C)=C(CNC(=O)C2=CC=3C=C(Cl)C=CC3O2)C(=O)N1	-8.554160	0.220610	6.131900
13048	Z424817416	COC=1C=CC=CC1NC2=NN=C(SCC=3C=C(O)N4N=CC(C#N)=C4N3)S2	-5.093340	0.220600	6.303350
13049	Z1838606958	CC1OCCCC1C(=O)NCCC=2C=NN(C)C2	-4.486030	0.220580	4.994090
13050	Z2379564290	CC=1N=CC=C(N1)N2CCCN(CC3CCC3)CC2	-3.469100	0.220570	4.986960
13051	Z3839909934	COC(=O)C(NC(=O)C1=CC=CC(C)=C1C)C2CC(C2)C(=O)O	-6.465190	0.220560	4.673290
13052	Z2912646852	CC=1C=C(C=C2NN=CC12)NC(=O)C3(CC4(CCC4)C3)C(=O)O	-3.346450	0.220560	4.823070
13053	Z352548194	O=C(NC1=NN=CN1)C2CC(=O)N(C2)C=3C=CC=4OCCOC4C3	-4.981290	0.220560	5.170460
13054	Z28463747	CCOC=1C=CC=CC1C(=O)N(CC2=NC=3C=CC=CC3C(=O)N2)C(C)C	-7.222320	0.220560	5.448910
13055	Z1170070032	CN1C=C(C=N1)C2=NOC(=N2)C3CC3C=4C=CC=NC4	-6.123680	0.220530	5.239970
13056	Z1907203101	O=C(C=1C=CN=NC1)N2CCCC(C2)OC=3N=CC=CC3F	-4.219750	0.220480	5.591220
13057	Z2622729702	COC=1C=CC(=CC1)OC2CCN(CC2)C(=O)C3CCC4(CC4)CC3	-5.493580	0.220450	5.754640
13058	Z2965075975	O=C(NC(CCO)C1CCCC1)C=2C=C(F)C=CC2N3C=CC=N3	-6.161860	0.220410	5.295190
13059	Z2228713907	O=C(C1CC(=O)N(C1)C2=CC=CC=3C=CC=CC23)N4C[C@H]5[C@H](CO)[C@H]5C4	-6.478950	0.220350	5.969180
13060	Z2360499977	CC1=CC=2C=C(C=CC2N1)NC(=O)N3CC4(CCOCC4)C3C(C)C	-7.774680	0.220330	5.892710
13061	Z88349212	C=CCSC1=NN=C(NC(=O)C2=CC(=O)C=3C=C(C)C=CC3O2)S1	-5.511720	0.220320	6.102000
13062	Z1919041163	CC=1C(C#N)=CC=CC1NC(=O)N(C)CCN2C[C@H](C)O[C@H](C)C2	-5.440210	0.220300	5.174600
13063	Z31155842	NC(=O)C1CC(O)CN1C=2N=C(C=CC=3C=CC=CC3)N=C4SC=5CCCCC5C24	-5.969230	0.220270	6.379160
13064	Z185584074	CC(=O)N1CCC(CC1)NCC=2C=CC(C)=C(F)C2	-7.304890	0.220260	5.230000
13065	Z56793604	N#CC1=C(NC(=O)C2=CC=CS2)N(CCCO)C3=NC=4C=CC=CC4N=C13	-4.465960	0.220250	5.886500
13066	Z2960766922	O=C(NC(CO)C1CCC1)C=2C=C(C=CN2)C=3C=CC=CC3	-7.594450	0.220180	5.340050
13067	Z4636550400	CCN1CCC(NC(=O)CC2=CC=C(N=C2)C(N)=O)C(C)C1	-4.216870	0.220100	4.321390
13068	Z1101651534	CCOC1=CN(N=C1C(=O)NC2=NN=C3C=CC=CN23)C=4C=CC=CC4	-6.503600	0.220070	5.885630
13069	Z212746308	O=C(NC1CCN(CC1)C(=O)C2=CNN=C2C=3C=CC=CC3)C=4C=CC=CC4	-7.284800	0.220030	6.157600
13070	Z1412908579	O=C(NC=1C=CC=CC1SC=2C=CC=CC2)C(=O)NC3CCC=4C=NNC4C3	-4.472680	0.220010	5.728690
13071	Z1528260976	CN1C=NC(=C1)C(=O)NC2CCCN(CC=3C(F)=CC=CC3F)C2	-6.190540	0.219970	5.344440
13072	Z1839190543	COC(=O)C=1C=C(NC(=O)NCC=C(C)C)C(F)=CC1F	-5.486410	0.219930	5.386810
13073	Z1459295068	Cl.O=C(CC1CCNCC1)NC=2C=NN(C2)CC3CC3	-5.354160	0.219920	4.578620
13074	Z2353379083	CN(CC(=O)O)C1CCCN(CC1)C(=O)NCC2CCCCCC2	-3.715350	0.219920	5.128430
13075	Z2446781419	CNC1CCN(CC1)C(=O)C2=CC(=CC=C2Cl)N3CCNC3=O	-6.900570	0.219890	6.418240
13076	Z3063426945	O=C(C1=CN=C(S1)C=2C=CN=CC2)N3[C@H](C[C@H]4OCC[C@H]43)C(=O)N5CCCC5	-6.274030	0.219880	6.228910
13077	Z1684526346	CC1=CC(=NN1)C2=NC(=NO2)C=3C=CC(=NC3)OCC4CC4	-6.795530	0.219860	5.445400
13078	Z646614702	CC1=CC(C)=NC(=N1)N2CCCN(CC2)C=3C=CC(F)=CC3	-3.515550	0.219840	5.081330
13079	Z1932810458	CN1C=C(NC(=O)CC2=CC=CC(Cl)=C2Cl)C(=O)N(C)C1=O	-5.451320	0.219810	5.921670
13080	Z731735266	CC1=NC=C(O1)C=2C=CC(=CC2)NC(=O)C=3C=CC(=CC3)C4=CN=CO4	-7.096750	0.219790	5.632370
13081	Z1118828095	CC=1C=C(C=CC1C(N)=O)NC(=O)C2=CC=C(O2)C3=CC=CC=C3Cl	-7.643350	0.219790	5.819530
13082	Z368220628	O=C(C=1C=C(NN1)C=2C=CC(F)=CC2)N3CCCC3C4=NN=C5C=CC=CN45	-8.869100	0.219790	6.541860
13083	Z1443748421	O=C(O)CC(NC(=O)C1=CC(=CC=C1Cl)N2CCNC2=O)C3=CC=CS3	-4.917180	0.219780	4.937560
13084	Z1886313698	CC=1C=CC(=CN1)OC2CCN(C2)C(=O)CN(C)C	-4.959720	0.219760	4.795110
13085	Z370868782	COC=1C=CC(=CC1)C(NC(=O)CCC=2C(=O)NC3=C(C(C)=NN3C)C2C)C4CC4	-4.765330	0.219720	6.238490
13086	Z1508732275	O=C(C=1C=COC1)N2CC(O)CC2C=3C=CC=C(C3)C(F)(F)F	-6.995800	0.219710	5.392930
13087	Z908076900	CC1=NC=CN1CCCNC(=O)C2=CC=C(NC2=O)C3=CC=CO3	-5.580500	0.219710	5.808570
13088	Z4335748666	CC=1C=C(C)N(N1)C=2C=CC(=CC2)NC(=O)C3=NN4C=CC=NC4=C3Cl	-8.805000	0.219680	5.976600
13089	Z384168110	CC=1C=CC=C(C(=O)NCC=2C=CC(=CC2)C(=O)N3CCCCC3C)C1O	-8.829990	0.219660	5.926420
13090	Z1180111082	O=C(NC=1C=C(Cl)C=CC1N2CCCCC2)N3CCN4CCCC4C3	-7.118060	0.219640	5.214930
13091	Z1567460529	CC1=C(NC(=O)N2CCCC2C(C)(C)O)C(=O)N(C=3C=CC=CC3)N1C	-8.385250	0.219620	5.360900
13092	Z2792909956	O=C(O)COC=1C=CC(=CC1)C(=O)N2CCOC(CC2)C(F)(F)F	-4.439960	0.219610	4.160150
13093	Z1170081910	CN(C)C(=O)CN1C=C(N=N1)C2=NC(CC=3C=CC=CC3Cl)=NO2	-6.066100	0.219590	5.865550
13094	Z2358916962	CC1=CC(=CC(C)=C1S(=O)(=O)NCC2CCN(C)C2)[N+]([O-])=O	-6.097940	0.219570	5.279690
13095	Z1082133578	CNS(=O)(=O)C=1C=CC=CC1N2CCN(CC2)C(=O)C3CCC3	-4.845650	0.219560	5.101270
13096	Z641636286	[O-][N+](=O)C=1C=CC=C(C1)N2CCN(CC2)S(=O)(=O)C=3C=CC(F)=C(F)C3	-6.951340	0.219550	5.660600
13097	Z2158054068	CCNC(=O)CN(CC)S(=O)(=O)CC1CCCC(F)(F)C1	-6.058740	0.219480	5.652510
13098	Z2755642559	CC1=NN(CCC(=O)O)C(C)=C1NC(=O)C(C)C2CC2	-4.558720	0.219470	5.616330
13099	Z1011229770	COC=1C=CC=2N=C(NC(=O)N3CCN(CC3)C=4C=CC=NN4)SC2C1	-5.923070	0.219470	6.201390
13100	Z1563983786	CCS(=O)C1CCCCC1NC=2C=C(N=C(C)N2)C=3C=CC=CN3	-4.523550	0.219470	6.314640
13101	Z802700300	CN(CC1=NC2=C(C=NN2C)C(=O)N1)C3CCCC3	-6.399360	0.219440	5.273320
13102	Z2010422187	CN(C)S(=O)(=O)NC1=CC=2CCCCC2C=C1C(=O)O	-7.613200	0.219400	5.597770
13103	Z3714956241	CC(O)(CCO)CNC(=O)C=1C=CC=CC1C=2C=CC=CC2	-7.035630	0.219390	5.186150
13104	Z1143264313	O=C(NC=1C=NC=CC1N2C=CC=N2)C3CCCC3	-5.419870	0.219380	5.338430
13105	Z68776667	CC1=CC(Br)=C(C)C=C1SCC(=O)N(C)CC2=NC=3C=CC=CC3C(=O)N2	-6.302960	0.219380	5.654660
13106	Z95737413	O=C(CN1C(=O)CCOC=2C=CC=CC21)N3CCC(CC3)C4=NC=5C=CC=CC5S4	-5.804810	0.219320	5.717370
13107	Z2256270517	CC=1N=C(C=CC1C(=O)O)C(=O)N(CC2=CC=CO2)CC(F)(F)F	-5.108840	0.219300	5.649870
13108	Z4597491606	CCC=1NC=CC1C(=O)NCC2=NN=C(N2)C3COCCN3C	-5.991090	0.219270	5.785380
13109	Z1644523971	CCN(CC)C(=O)CCC1CCN(CC1)C(=O)C=2C=CN=CC2	-6.034670	0.219270	5.978170
13110	Z1985419610	O=C(NC=1C=C(Cl)C(Cl)=CC1F)C2CCOCC2	-5.690520	0.219260	4.928710
13111	Z992946450	COC=1C=CC(=CC1)C(=O)NC2=C(C=3C=CC=CC3)C(=O)C=4C=CC=CC4N2C	-6.588680	0.219260	6.305680
13112	Z872299308	O=S(=O)(C=1C=NN(C1)C=2C=CC=CC2)N3CCOC4=CC=CC=C43	-5.139730	0.219250	5.684680
13113	Z466836610	O=C(CCNC=1N=CC=CN1)NC2=NC=C(CC3=CC=CC(Cl)=C3)S2	-5.235550	0.219230	6.247840
13114	Z193049454	COC=1C=C(C=CC1C)CC(=O)NC(C2=NC=CN2C)C=3C=CC(F)=CC3	-5.422810	0.219200	5.112090
13115	Z1833140113	CCCN1CCN(C(=O)CN2CCCC2=O)C3=CC(F)=CC=C31	-5.262620	0.219180	5.666470
13116	Z1493125096	COC=1C=C(C=CC1C)C2=NOC(CS(=O)(=O)CC3CCCCO3)=N2	-6.707910	0.219170	5.744760
13117	Z1657325668	CC=1C=CC(=CC1)OCC(=O)N2CCC(CC2)C3CCOC3	-6.559370	0.219130	5.099370
13118	Z1627056025	CCNC(=O)N1CCCC1C=CC=2C=CC=CC2	-5.654270	0.219090	4.657470
13119	Z1845611161	CC1=CC(Cl)=CC(C)=C1NC(=O)N[C@@H](C)C(=O)N(C)C	-4.822870	0.219060	4.891750
13120	Z410351656	CC1=NC=2C=CC(=CC2S1)NC(=O)NCC(=O)N(C)C	-4.033050	0.218990	4.706420
13121	Z4486522158	CC1=NNC(=N1)C(C)N2CCN(CC2)C(=O)CCC3CCCCCC3	-4.591720	0.218980	5.701230
13122	Z1318899513	COCC(NC(=O)CC1OCCC=2C=CC=CC21)C3=CC=C(C)O3	-4.314160	0.218970	4.119860
13123	Z1939211888	COC=1C=CC(=CC1)C(CNCC2(C)COC2)N3CCOCC3	-6.331860	0.218890	5.018790
13124	Z2212494125	CC1(C)CN(C=2C=CC3=NN=C(C=4C=C(Cl)C=C(Cl)C4)N3N2)C1C=5C=CN=CC5	-9.159520	0.218880	6.643250
13125	Z2017131605	CCCCS(=O)(=O)N1CCC(CNC=2N=CC=CN2)C1	-4.196390	0.218830	5.212220
13126	Z3007454590	CN1C=C(C=N1)[C@H]2CCO[C@H]2C(=O)NOCC3CC3	-5.194960	0.218820	5.232230
13127	Z1558497652	CC1=NN(C)C(C)=C1CC(C)C(=O)N2CCCC3=CC=CC(O)=C32	-6.396650	0.218780	5.883040
13128	Z27167286	O=C(NC1=NN=C(S1)C2CC2)C=3C=CC=4NC=NC4C3	-4.247770	0.218770	5.457310
13129	Z274749014	CCC=1C=CC(=CC1)NC(=O)C(=O)NCC(C=2C=CC=CC2)C=3C=CC=CC3	-6.365530	0.218760	6.135270
13130	Z1213700189	CC1CCC2=NOC(NC(=O)C3=CC(=O)C=4C=CC(Br)=CC4O3)=C2C1	-7.973210	0.218740	5.540660
13131	Z1188646680	CC1=CC=C(CC(=O)N2CCN(CC2)C3CCN(C3=O)C=4C=CC=CC4)S1	-6.230510	0.218700	5.708110
13132	Z4743806565	CNC(=O)NCC1CCCCN1C(=O)NCCC2=CC=CC=C2C(F)(F)F	-6.121340	0.218640	5.230920
13133	Z2272819291	N#CC=1C=CC=C(N1)NC2CCCN(CC(F)(F)F)C2	-5.678740	0.218620	5.151820
13134	Z1570999974	CC=1C=CC(C)=C(C1)NC(=O)N2CCN(C(C)C2)C3CCN(C)CC3	-8.140150	0.218620	5.911880
13135	Z27665254	O=C(CN1C(=O)NC2(CCCC2)C1=O)NC3=NC4=CC=CC=C4N3	-7.057830	0.218540	5.838800
13136	Z285778244	CC1CN(CC(C)O1)C2=CC=C(C=N2)C(=O)N3CCCC3	-4.676400	0.218520	4.452010
13137	Z1952237805	CCOC(=O)NCC(=O)N1CCCN(CC=2C=CC=CC2)C=3C=CC=CC31	-6.546430	0.218520	5.692240
13138	Z3016338171	CC(C)CS(=O)(=O)N1CCC(CC2=NC=C(S2)C(=O)O)CC1	-5.443430	0.218520	5.735600
13139	Z2699892343	CC1(CNC=2N=C(N=C3SC=CC23)C=4C=CC=CN4)CCC(=O)N1	-7.583860	0.218420	6.478820
13140	Z30958734	O=C(CN1CCN(CC1)C=2C=CC=CC2)NC=3C=CC=C(F)C3	-7.869720	0.218400	5.176520
13141	Z29459188	O=C(NC1=NC(=CS1)C=2C=CC=NC2)C=3C=CC=C(C3)S(=O)(=O)N4CCOCC4	-8.819360	0.218370	6.466830
13142	Z1264868450	CCOC=1C=CC(NC(=O)C2CC=3C=CC=C(F)C3O2)=C(C1)C(N)=O	-4.424850	0.218330	4.871820
13143	Z2037048366	CC(C)(C)C(O)CN1CC(O)CC1C=2C=CC=C(C2)C(F)(F)F	-7.457670	0.218290	5.213600
13144	Z225725444	CCC1=C(C)SC=2N=C(SCCC(N)=O)N(C=3C=CC(=CC3)OC)C(=O)C12	-4.340060	0.218290	6.391810
13145	Z1651572650	CN(C(=O)C1=CC=CN=C1C2CC2)C=3C=NN(C)C3	-4.816660	0.218280	5.386040
13146	Z218823868	O=C(NC=1C=CC(=CC1)C(=O)NC2CC2)C=3C=CC=C(Cl)C3	-6.547450	0.218240	4.957480
13147	Z2381836595	CN1C=CN=C1[C@@H]2OCCC[C@H]2CNC=3N=C4CCCCC4=CC3C#N	-5.655410	0.218200	6.148370
13148	Z1722957478	CN1C=NC(=N1)C=2C=CC(=CC2)NC(=O)N3CCN(CC3)C4CCOCC4	-8.233430	0.218150	6.127320
13149	Z2074079726	CC(C)OCC1CN(CCO1)C(=O)C=2C=CNC2C3CC3	-5.367480	0.218120	5.431130
13150	Z2045714917	CNC(=O)NC(=O)CN1CCN(CC1C2=NC=CN2C)C(=O)OC(C)(C)C	-3.609750	0.218110	5.199710
13151	Z1890985566	CC1=NN(C)C(C)=C1CC2=NC(=NO2)C3=COC=N3	-6.048480	0.218040	5.211400
13152	Z28183443	COC=1C=CC(Cl)=CC1NC(=O)C=2C=CC=3N=CC=NC3C2	-6.683960	0.218010	5.722930
13153	Z4669239992	CC1=CC=C(O1)C=2C=C(NN2)C(=O)N(C)C3CCN(C3)C(=O)C=4C=C(C)OC4C	-5.884210	0.217970	6.210510
13154	Z1587667604	CCN1C=NN=C1C2CCCN(C2)C3=C(C#N)C=NC4=C(C)C=C(F)C=C34	-6.026040	0.217970	6.390450
13155	Z16318455	CCN(CC)C(=O)COC=1C=CC(=CC1)N(C)S(=O)(=O)C=2C=CC(F)=CC2	-6.554360	0.217950	5.789120
13156	Z1575682952	NC(=O)C=1C=CC(=CC1Cl)NC(=O)N2CCCCC3CCCCC32	-4.507790	0.217900	4.613660
13157	Z2190243038	CC1CCCC(C)N(C1)C(=O)C(=O)NC2=NC=C(S2)C(F)(F)F	-4.897140	0.217880	5.406770
13158	Z228169642	CC(C)C1=NN=C(NC(=O)CN2C(=O)N(C)C=3C=CC=CC32)S1	-7.231930	0.217840	5.688980
13159	Z167075466	CC=1C=CC=NC1NC(=O)C=2C=CC=C(C2)OCC3=CSC=N3	-5.501070	0.217840	5.914140
13160	Z1941857602	CC1=NC=2C=CC(=CC2O1)C(=O)N3CCOC(CN4CCN(C)CC4)C3	-4.632770	0.217830	5.094170
13161	Z54688331	CC1CCC=2C(C#N)=C(NC(=O)CN3N=NC(=N3)C=4C=CC(F)=CC4)SC2C1	-8.052970	0.217780	6.085730
13162	Z91713562	CC=1N=C2C=CC=CC2=NC1CN3C(=O)NC(C)(C3=O)C=4C=C(F)C=CC4F	-8.226700	0.217750	6.404050
13163	Z412996868	CC1=NC=2C=CC(=CC2O1)NC(=O)N3CCC(CC3)C4=NN=CN4C	-6.866510	0.217740	6.124300
13164	Z1423819142	CCCOC=1C=CC=CC1NC(=O)N2CCOC(C2)C3=CC=CS3	-6.954650	0.217660	5.650200
13165	Z402940990	CC(=O)NC1=NC(=CS1)C(=O)N2CCCC(C2)C(N)=O	-3.788170	0.217640	3.407100
13166	Z27336604	CCOC(=O)C=1SC(=CC1C)NC(=O)C=2C=CC(=CC2)S(=O)(=O)N3CCCC3	-6.754090	0.217640	5.432720
13167	Z91798149	NC(=O)C=1C=CC=CC1NC(=O)C=2C=CC=3N=CSC3C2	-3.747450	0.217580	4.707320
13168	Z32015134	CN(C)C(=O)C=1C=CC=C(C1)S(=O)(=O)NC=2C=CC(Br)=CC2	-6.634060	0.217570	5.602930
13169	Z109829112	CNC(=O)C1CN(C(=O)C2=CC=C(O2)C=3C=CC=CC3Cl)C=4C=CC=CC4O1	-6.952220	0.217550	4.477280
13170	Z1357396252	COC=1C=CC(=CC1S(=O)(=O)NC2=CN(C)C(=O)C=C2C)CC(=O)O	-6.833330	0.217550	5.420850
13171	Z1591031113	CCC1=CC=C(CNC(=O)NC2CCCS(=O)(=O)C2)S1	-5.764680	0.217530	5.677290
13172	Z1530433818	CC=1C=CC(=CN1)C(=O)NC2=NNC=3C=CC(=CC23)[N+]([O-])=O	-4.460300	0.217500	5.309460
13173	Z372503886	O=C(CN1C(=O)COC=2C=CC(Cl)=CC21)NC=3C=NNC3	-5.608430	0.217480	4.198270
13174	Z203182064	CC1CC(=O)NC=2C=CC=CC2N1C(=O)CN(C)C(=O)C=3C=CC(=CC3)N(C)C	-6.001870	0.217470	5.558300
13175	Z90855099	O=C(NC=1C=CC(=CC1)C(=O)NC2=NC(=CS2)C=3C=CC=CN3)C4=CC=CO4	-6.617520	0.217440	6.353210
13176	Z1232315352	CC(C)N1C(CCNC(=O)C2=NNC=3CCCC23)=NC=4C=CC=CC41	-7.169740	0.217410	6.254190
13177	Z2006779103	CC(NC(=O)NCC1=NC=2C=CC=CC2N1C3CC3)C(=O)NCCF	-3.805470	0.217330	4.550670
13178	Z2582964208	COCC=1N=C(C)C=C(N1)N2CCC(O)(CC3=NC(C)=CS3)CC2	-5.626410	0.217330	5.507270
13179	Z151969338	CCNC=1N=C(N=C2C=CC=CC12)SC(C)C(=O)NC(=O)NC	-6.237250	0.217320	4.600150
13180	Z2851756389	CN1C=C(C=N1)[C@H]2[C@H](CNC3=CC(=CN=N3)C(F)(F)F)CC(=O)N2C(C)(C)C	-7.168180	0.217280	6.315840
13181	Z1682289068	FC=1C=CC=CC1CC2=NOC(=N2)C3=CN(CC4=CC=CS4)N=N3	-6.040250	0.217180	5.450570
13182	Z16503701	CC(=O)NC=1SC(C)=C(C)C1C(=O)OCC(=O)NC=2C=CC(C)=C(F)C2	-5.004910	0.217090	5.453710
13183	Z33546913	NC(=O)C=1C=CC=C(C1)S(=O)(=O)NC=2C=C(C=CC2Cl)C(F)(F)F	-5.978900	0.217020	4.855850
13184	Z2386667752	COCC1(CCCN1C(=O)CC(C)(C)C=2C=CC=CC2)C(=O)O	-5.270930	0.216980	5.107430
13185	Z32884307	O=C(NCCC=1C=CC(F)=CC1)C=2C=C(C=CC2Cl)S(=O)(=O)NC=3C=CC(F)=CC3	-5.950090	0.216960	5.614680
13186	Z284282834	CC=1C=CC(=CC1)OCC2=CC=C(O2)C(=O)NC3=CN=C4C(C=NN4C(C)C)=C3	-5.487010	0.216950	4.871760
13187	Z279098812	CC=1C=CC=CC1CC(=O)NC=2C=CC(=CC2)C(=O)N3CCCC3	-5.843790	0.216950	5.140560
13188	Z859624180	CCN1C=C(C=CC1=O)NC(=O)NC2(CCC2)C=3C=CC(F)=CC3	-3.577650	0.216950	5.544650
13189	Z1023345822	CC=1OC(=NC1CCNC(=O)C=2C=CC=C(F)C2F)C=3C=CC=CC3	-7.513010	0.216920	6.106270
13190	Z2160720403	CCN1C=CN=C1[C@@H]2OCC[C@H]2C(=O)N3CCCCC4=C(C=CC=C43)OC	-4.975950	0.216910	5.819150
13191	Z225165090	COC=1C=CC(=CC1)NC(=O)N2CCC=3SC=CC3C2	-6.250350	0.216900	5.024940
13192	Z62901881	O=C(CN1CCN(CC1)C(=O)C2CCCC2)NC=3C=CC(F)=CC3	-4.159030	0.216890	5.612300
13193	Z3299537586	CC(C)(C)C#CC(=O)NC1(CC1)C2CCN(CC2)C(=O)C(C)(C)C3CC3	-6.457580	0.216890	6.110600
13194	Z2625221256	CC=1C=NN(C)C1NC(=O)N2CCC(CC2)C3=NC(=NN3)C=4C=CC=CC4	-7.888520	0.216890	6.183910
13195	Z905305216	NC1=NN2C(=O)C=C(CSC=3C=CC(=CC3)C=4C=CC=CC4)N=C2N1	-7.360960	0.216890	6.394650
13196	Z452323022	O=C(NC=1C=CC=C(C1)OC(F)F)C=2C=CC(=NC2)N3C=CC=N3	-4.741130	0.216880	5.258770
13197	Z27010910	CCCN1N=C(C(=O)N(C)CC=2C=CC(F)=CC2)C=3C=CC=CC3C1=O	-6.602940	0.216880	5.294380
13198	Z106120568	O=C1C=C(CN(CC2=CC=CO2)CC=3C=CC=CC3)N=C4C=CC=CN14	-6.753400	0.216830	5.523130
13199	Z1587676615	CCC1CN2CCCC2CN1CC3=CN4C=CC=NC4=N3	-6.916510	0.216820	5.448200
13200	Z226175990	CC1CCCN(CC2=CSC(=N2)NC(=O)C=3N=CC=NC3N)C1	-4.962710	0.216800	5.764150
13201	Z30927903	COC=1C=C2C(=CC1NC(=O)C(C)C)OC=3C=CC=CC23	-8.062340	0.216750	5.430990
13202	Z1518827397	CCC=1C=CC(CC)=C(C1)NC(=O)N2CCCN(CC2)C(N)=O	-4.136320	0.216730	4.467920
13203	Z1696586323	CC=1C=CC(=C(C)C1NC(=O)C(=O)NC2CCN(CC=3C=CC=CC3)C2)[N+]([O-])=O	-7.896840	0.216660	5.979260
13204	Z28487397	O=C(NC1=CC=CC2=CC=CN=C12)C3CCCC3	-6.292500	0.216640	5.052830
13205	Z915433166	O=C(COC=1C=CC(Cl)=CC1Cl)NC=2C=CC=NC2N3C=NC=N3	-5.231520	0.216550	4.563120
13206	Z1486494531	CC(C)N1C(=O)NC2(CCN(C2)C(=O)NC=3C=CC=C(Cl)C3)C1=O	-4.364360	0.216540	4.422180
13207	Z1983103072	O=C(NC1CCS(=O)(=O)C=2C=CC=CC21)N3CC[C@H]4CCCC[C@H]43	-7.022020	0.216540	5.274810
13208	Z220519664	COC=1C=CC(=CC1NC(C)=O)S(=O)(=O)N2CC=C(CC2)C3=CNC=4C=CC=CC34	-6.750060	0.216510	6.314080
13209	Z3091624637	CN1C(CO)=NN=C1C2CCCN(C2)C3=NC=4C=CC(F)=CC4S3	-6.159030	0.216430	5.845120
13210	Z1991883061	CCOC1CC(NC(=O)C2=CC=3C=CC=CC3S2)(C(=O)O)C1(C)C	-7.255680	0.216390	5.994140
13211	Z1759250900	CC(=O)N(CC=1C=CSC1)C2CC32CCN(CC4=CC=C(C#N)S4)CC3	-4.541960	0.216320	5.365400
13212	Z1686418271	CC(C)(CC1=NC(=NO1)C=2C=CC=NC2OCC(F)F)C=3C=CC=CC3	-7.117580	0.216270	5.986100
13213	Z15400101	CC(C(=O)NC=1C=CC(=CC1)OCC=2C=CC=CC2)N3C(=O)OC4=CC=CC=C43	-7.169860	0.216190	5.625180
13214	Z3026367300	C#CCCC1(CCC(=O)N(C)CC2CN(CC)C3=CC=CC=C3O2)N=N1	-5.247040	0.216150	5.328380
13215	Z873184300	CC(NS(=O)(=O)C=1C=NN(C1)C=2C=CC=CC2)C=3C=CC=NC3	-6.087300	0.216130	5.943550
13216	Z1652394750	CC1OCCC1(C)NC2=NC=C(Cl)C=C2[N+]([O-])=O	-4.965950	0.216060	5.595150
13217	Z1998478504	CNS(=O)(=O)C=1C=CC=CC1S(=O)(=O)NCC=2C=CC=NN2	-5.660270	0.216050	4.841470
13218	Z1951273250	COC1=C(CNCC2(CCC(C)CC2)OC)C(C)=NN1C	-5.358150	0.216020	5.198910
13219	Z1343272820	CS(=O)CC=1C=CC(Cl)=C(C1)NCC2=CC(=NO2)C=3C=CC(Cl)=CC3	-9.020940	0.216020	6.012080
13220	Z2054899926	CO[C@H]1C[C@@H](CO)N(CCC(=O)NCC=2C=CC=CC2Cl)C1	-2.529000	0.215880	3.585560
13221	Z413303858	CC1=CC(C)=NN1C=2C=CC=CC2NC(=O)N3CCN(CC3)C4=CC=CC=C4O	-9.556070	0.215870	6.480140
13222	Z734995888	NC(=O)C=1C=CC=C(C1)CN2N=C(C=C(C2=O)C(F)(F)F)C3CC3	-5.443740	0.215850	3.856870
13223	Z2384005290	COCC1(CCCN1CC2=NNC=C2C)C(N)=O	-3.713800	0.215770	5.166240
