Rank	Ligand	SMILES	gnina_affinity_min	CNNpose_score_max	CNNaffinity_min
6435	Z1458546614	Cl.COC=1C=CC=C(C1)OC=2C=CC(=CC2)NC(=O)C3CCNC3	-3.267440	0.472600	5.360900
6436	Z4425091322	O=C(N[C@@H]1CCCN(CC=2C=CC(Cl)=CC2)C1)[C@H]3CCCC(=O)N3	-5.169210	0.472510	5.733440
6437	Z2386311411	COC=1C(F)=CC=C(F)C1C(=O)N2C[C@@H](C)O[C@H](C2)C3=NC(C)=NO3	-6.036420	0.472430	4.884400
6438	Z221510004	COC=1C=CC(Cl)=CC1C(=O)NCCC=2C=CC(=CC2)N3C=CC=N3	-7.061050	0.472390	6.293120
6439	Z959990928	COC1=CC=C2OCC(CC2=C1)C(=O)NCC3=CSC=N3	-6.042010	0.472370	5.856020
6440	Z19699583	CCCC(=O)OCC1=CC(=O)N2C(=N1)SC=3C=CC=CC32	-5.430700	0.472340	5.739540
6441	Z2963619731	COCC1COCCN1C(=O)C=2C=CN=C(C2)N3C=CC=N3	-6.311690	0.472280	5.376030
6442	Z815282122	CC=1C=C(ON1)C2CCCN2C(=O)NC=3C=NNC3	-3.432480	0.472250	5.986190
6443	Z2962762367	CC(=O)N1CCC(CC1)C(=O)N[C@@H]2C[C@H](OC=3C=CC=CC32)C=4C=CC=CC4	-5.783860	0.472240	6.576380
6444	Z2732440247	O=C(NC1(COC1)C2=NC=3C=CC=CC3S2)C4COCCO4	-6.671440	0.472190	5.465580
6445	Z167565546	CC=1C=CC(=CC1)C(=O)NC(C2=NC=CN2C)C3=CC=CC(F)=C3	-6.955250	0.472160	6.311290
6446	Z645851252	NC(=O)C1CCN(C1)C=2N=C(N=C3C=CC=CC23)C=4C=CC=CC4	-7.728750	0.472150	6.241720
6447	Z1865731673	CN(CC1=CN2CCCCC2=N1)C(=O)C3CSC4(C)CCC(=O)N34	-6.043170	0.472030	5.766500
6448	Z2982496814	CC=1C=NC(=C(C)C1)S(=O)(=O)CC=2C=NN(C2)CCF	-6.406100	0.471940	5.277760
6449	Z1942075494	CC1CC(=O)NCCN1C(=O)C=2C=C(F)C=CC2C=3C=COC3	-3.951660	0.471920	5.863380
6450	Z494702788	COCC=1C=CC=C(C1)CNC(=O)NC2CCN(CC2)S(C)(=O)=O	-4.900080	0.471880	5.749340
6451	Z1445036612	O=C(NC=1C=NN(C1)CC=2C=CC=CC2)NC3CCC=4NN=CC4C3	-5.635880	0.471880	6.021440
6452	Z1847965687	CCOC=1N=C(C)C=CC1C(=O)NC=2C=CC=CC2C(=O)NCC=3C=CC=NC3	-6.172120	0.471810	6.674810
6453	Z279685678	CC=1C=CC(Cl)=CC1NC(=O)COC=2C=CC(=CC2)OC3=CC=CC=N3	-5.459570	0.471790	6.182910
6454	Z1152263479	O=C(NC=1C=C(F)C=CC1OCC2CCCO2)N3CCCC3	-7.303990	0.471770	5.900280
6455	Z1765558194	CC1CN(CCN1CC(C)(C)O)C=2N=CC=CN2	-5.539960	0.471760	4.413630
6456	Z2505002423	COC=1C=CC=C2CCN(CC12)C(=O)NC(C)[C@@H]3C[C@H](C(=O)O)C3(C)C	-5.126190	0.471730	5.797530
6457	Z255745162	COC=1C=CC=2N=C(NC(=O)C=3C=CC=C(C3)S(=O)(=O)NCC4CCCO4)SC2C1	-5.367340	0.471610	6.570960
6458	Z2476371474	CC1(C)CC(C2=NC(=NO2)C=3C=CC=4NN=NC4C3)C=5C=CC=CC5O1	-7.752480	0.471570	6.361340
6459	Z2383842546	CNC(=O)CC1(O)CCCN(CC=2C=CC=3OC=CC3C2)C1	-5.689150	0.471550	5.594610
6460	Z2810213473	CCC1=NC=CN1C[C@H]2CCCN2C(=O)NC3CCC4=NC=NN4C3	-6.582920	0.471550	6.136680
6461	Z223194232	CCN1CCN(CC1)C=2C=CC=CC2NS(=O)(=O)C=3C=CC=4CCCC4C3	-6.006170	0.471540	6.127020
6462	Z1089877434	CCOC(=O)N1CCN(CC1)S(=O)(=O)C=2C=CC3=CC(=CC=C3C2)OCC	-6.980460	0.471530	6.158670
6463	Z808419124	CN(CC1=CSC(=N1)C=2C=CC(=CC2)C(N)=O)C3=CC=C(F)C(F)=C3	-5.715420	0.471530	6.376730
6464	Z229763582	CN(CC1=NC=2C=CSC2C(=O)N1)C(=O)C3=CC=C4CCCC4=C3	-7.761070	0.471470	6.282550
6465	Z2975254881	CCOC=1C=C(N=C(C)N1)N2CCN(CC2)C=3C=CN=NC3	-5.555220	0.471460	5.313410
6466	Z32968136	CC1CCCCN1C(=O)C=2C=CC(Cl)=C(C2)S(=O)(=O)NCC=3C=CC=CC3	-5.852890	0.471460	6.245130
6467	Z2170185221	CC(C)C1=NOC(CN2CC3(CCC3)C2C4CCCO4)=N1	-5.206030	0.471450	5.784050
6468	Z3081432658	COC=1N=CC=CC1N(C)C(=O)CN2CCCC3(CC3)S2(=O)=O	-6.769130	0.471420	5.703440
6469	Z2143078735	CC=1C=CC(C(=O)NCCC2=NC(=NN2)C=3C=CC(Cl)=CC3)=C(C)C1	-7.184610	0.471420	6.514360
6470	Z4561738280	COCCN1C(=O)N[C@H]2CN(CC[C@H]21)C(=O)[C@H]3CC3(C)C	-6.332130	0.471390	5.571200
6471	Z1637318210	CC1=NC(CN(C)C(=O)C=2C=CC3=C(C2)CCC(=O)N3C)=NO1	-5.068760	0.471380	6.222110
6472	Z80339149	C=CCN(C(=O)C1CN(C(C)=O)C=2C=CC=CC2O1)C3=NC=4CCCCC4S3	-6.185340	0.471350	6.169030
6473	Z369176474	CCN(CC=1C=CC=CC1)S(=O)(=O)C2=CC=3OCC(=O)NC3C=C2Br	-7.525590	0.471300	6.027630
6474	Z1863715632	CCC1OCCCC1C(=O)N(CC)CC2=NC=3C=CC=CC3C(=O)N2	-7.927620	0.471240	6.158310
6475	Z324757370	CC1=CC(=CC(C)=C1S(=O)(=O)NC=2C=CC(=NC2)N3C=NC=N3)C(C)(C)C	-8.231750	0.471190	6.430560
6476	Z989575978	CN1C=C(C=N1)C2CCN(CC3=CC(=O)N(C)C(=O)N3C)CC2	-5.083410	0.471150	5.749000
6477	Z1633490208	CC1CC(CC(=O)N1)C(=O)NC2=NN=C(S2)C(F)F	-4.329500	0.471120	5.330200
6478	Z1213669408	COC=1C=CC(=CC1OC)CCNC(=O)CC2=COC=3C=CC(C)=CC23	-5.278460	0.470970	5.534480
6479	Z905903258	CC1CC1C(=O)NC=2C=CC=C(C2)C(=O)NC3CCN(CC=4C=CC=CC4)C3=O	-5.933730	0.470870	6.127430
6480	Z2312400431	CN1C(=O)NC(=O)C2=C1N=C(N)N2C/C=C/C=3C=CC=CC3	-6.616660	0.470850	5.942000
6481	Z1675757482	CC1=NC(C(=O)NC2CCC(CC2)S(C)(=O)=O)=C(O1)C=3C=CC=CC3	-6.630110	0.470830	6.709860
6482	Z1118689737	O=C(NC=1C=CC(=CC1)CN2CCCC2=O)C3=CN=C(S3)C4=CC=CO4	-6.446420	0.470800	5.861570
6483	Z2385712037	CC1=NN=C(O1)[C@H]2CCCN(CC=3C=CC=C4NC=CC34)[C@H]2C	-6.231910	0.470780	6.281860
6484	Z2052854752	CC=1C=C(C#N)N=C(N1)N[C@H]2CCO[C@@H]2C3=CC=NN3C(C)C	-5.821170	0.470720	6.189720
6485	Z1754604514	CCC=1OC=2C=CC=CC2C1CNC[C@H]3CC[C@H](O3)C4=NC(C)=NO4	-5.853260	0.470680	5.946170
6486	Z2412616868	COCC1(CCNCC1)C2=NC(=NO2)C=3C=CN=CC3	-6.286550	0.470610	5.534710
6487	Z1453157697	CCOC1CCCN(C1)C(=O)NC=2C=CC=3N=C(OC3C2)N(C)C	-6.412040	0.470570	5.615570
6488	Z1987317394	O=C(C1=CC=CN1C=2C(Cl)=CC=CC2Cl)N3CC(CO)C3	-5.648510	0.470560	5.481240
6489	Z168756130	NC=1N=CN=C2SC=3CN(CCC3C12)C(=O)CCCC4=CC=CS4	-6.202470	0.470450	6.507400
6490	Z443922140	CC1=NN(C=2N=C(C=C(C(=O)NC=3C=CC(C(N)=O)=C(Cl)C3)C12)C4CC4)C(C)(C)C	-5.849430	0.470420	7.211820
6491	Z1625491660	COCC(NC(=O)C=1C=CC(O)=C(C)C1)C(C)C	-5.858050	0.470390	4.868930
6492	Z735542380	COC=1C=CC=CC1C2=CSC(=N2)C=3C=CC=C(C3)C(=O)O	-7.789260	0.470390	5.444170
6493	Z2607841517	CC1(C)CN(C(=O)C=2C=CC(=CC2)OCC(=O)O)C1C=3C=CN=CC3	-6.368190	0.470380	5.963570
6494	Z2053209110	COC[C@@H]1C[C@H](CN1CC2=CC=C(O2)C3=CC=NN3)OC	-4.698970	0.470370	5.317650
6495	Z1161084257	CC1=NN(C=C1C(=O)NC=2C=CC(=CC2)C3=NN=C4CCCCN34)C=5C=CC=CC5	-8.433070	0.470250	6.813120
6496	Z1348592408	O=C1C(CCN1C2=CC=CC(Cl)=C2)N3CCC4(C3)CCOCC4	-7.831340	0.470240	6.280430
6497	Z2866905260	C#CCCC1(CCC(=O)NCC=2C=CC=NC2N3CCCC3)N=N1	-6.955720	0.470170	6.121150
6498	Z3359688720	CC(=O)N1CC[C@H](C1)NC(=O)C=2C=CC(O)=CN2	-3.396260	0.470110	4.987230
6499	Z3009545391	CC(NC(=O)C=1C=CN2C=C(N=C2C1)C(F)(F)F)C3(CCOCC3)C(=O)O	-4.899980	0.470030	5.184200
6500	Z1905594527	CC1=NOC(=N1)C2COCCN2CC3=CC(Cl)=CS3	-5.030170	0.469990	5.954170
6501	Z2107478943	O=C(NCC(C1=CC=CS1)N2CCOCC2)N3CCCC4CC43	-5.245680	0.469980	6.051230
6502	Z1506861414	CC=1OC(=NC1CCNC(=O)C=2C=CN=NC2C)C=3C=CC=CC3	-6.333490	0.469980	6.273260
6503	Z165106022	CC(=O)NCC1=CC=C(O1)C2=CSC(=N2)NC(=O)C3CCCO3	-3.741980	0.469960	4.772700
6504	Z1070548362	CC1=NN=C(O1)C(C)N2CCC(CC2)C3=NC(=NN3)C=4C=CC=CC4	-6.303590	0.469920	6.677170
6505	Z2000123563	CC=1C=CC=CC1CNC(=O)CN2C(=O)NC(C)(C2=O)C=3C=NC=CN3	-4.454180	0.469840	6.004030
6506	Z29213942	CC(C)C(NC(=O)NC=1C=CC=CC1)C(=O)NC=2C=CC=3OCC(=O)NC3C2	-8.280410	0.469820	6.514540
6507	Z2277410223	CC=1N=CSC1CCS(=O)(=O)N2CCN(CC(C)C)C(=O)C2	-4.574140	0.469810	5.743180
6508	Z2198988590	CS(=O)(=O)[C@@H]1CCCC[C@H]1NC(=O)NCC=2C=CC=CC2F	-5.783760	0.469810	6.098300
6509	Z1745578690	O=C(NC=1C=CC(F)=C(F)C1)N2CCC3CCCC32	-5.997110	0.469800	5.325970
6510	Z2961638148	CC=1N=C(NC1C)C2CCN(CC2)C(=O)C3CCCN3C(C)C	-6.607470	0.469800	6.115600
6511	Z511739530	CCOC=1C=C(F)C=CC1NC(=O)C2=CSC(=N2)C=3C=NN(C)C3	-5.119740	0.469790	6.111130
6512	Z646271966	CCN(CC=1C=CC=2OCOC2C1)CC=3C=NC4=C(C3)C(C)=NN4C	-6.215430	0.469730	6.433290
6513	Z2266835048	COC=1C=CC(=CC1)NS(=O)(=O)CCCS(=O)(=O)N2CCCC2	-4.107700	0.469710	5.785290
6514	Z2168992122	CC=1C=CC=C(N1)NC(=O)C=2C=CC(=CN2)C(C)C	-5.762560	0.469600	5.243690
6515	Z2215357879	O=C(NC=1C=CC=C(F)C1F)NC2(CCC2)C3=NOC(=N3)C(F)F	-7.204710	0.469570	6.156350
6516	Z432792680	CC1=NN=NN1C(CC=2C=CC(F)=CC2)C(=O)N3CCN(C)CC3	-6.691690	0.469570	6.157450
6517	Z2390782531	NC(=O)CC1(O)CCCN(C1)C(=O)CC2=CC=C3OCCC3=C2	-6.444940	0.469550	5.348420
6518	Z2160633187	COC=1C=CC=C(C1)C2(CCC2)C3=NOC(=N3)C=4C=CN(C)C(=O)C4	-6.180960	0.469510	5.897290
6519	Z2446041797	O=C(O)C=1C=CC=C(C1)CN2C=NC=3CCCC3C2=O	-7.651210	0.469490	4.949940
6520	Z3289701568	CN1C(=O)C(CC=2C=CC=CC21)NC(=O)C3=CC=4C=C(F)C=CC4N3	-8.015860	0.469450	6.208790
6521	Z1452019254	O=C(NC=1C=CC=C(C1)N2C=CN=N2)NC3CCN(C3)C=4C(F)=CC=CC4F	-10.361970	0.469420	6.871690
6522	Z227078742	O=C(NC=1C=CC(=CC1)NC(=O)C2CC2)C=3C=CC(Br)=CC3	-6.400690	0.469410	5.853300
6523	Z813121624	CC=1C=CC=CC1NC(=O)N2CCC(CC2)NC(=O)C=3C=CSC3	-6.071780	0.469410	6.439660
6524	Z1723472950	CCOC=1C=CC(=CN1)NC(=O)NCC(F)(F)F	-5.567390	0.469390	5.189790
6525	Z18740326	COC=1C=C2C(=CC1NC(=O)CSC3=NN=CN3)OC=4C=CC=CC24	-5.367070	0.469220	5.942980
6526	Z3606530119	COC1=NN(C)C=C1C(=O)NCC(C)(C)C2=COC(=N2)C=3C=CC=CC3	-5.851240	0.469150	6.145580
6527	Z1874159372	CC(C)CN1C=CN=C1CNC=2C=C(N=CN2)N3CCOCC3	-7.273780	0.469130	6.267960
6528	Z1514287852	CC=1C=CC=C(C(=O)N(C)C(C)C=2C=CC=CN2)C1Cl	-6.190540	0.469110	5.388120
6529	Z1892055672	CC1=CC(C)=C(C(C)=C1)N2C(=O)C3CCCCN3C2=O	-6.210620	0.469030	5.552780
6530	Z2051234149	CC=1C=CC(=CC1F)CS(=O)(=O)N[C@H]2CCO[C@@H]2C3=CC=NN3C	-7.266790	0.468980	6.384580
6531	Z230768112	CN(C)C=1C=CC(=CN1)NC(=O)C=2C=CC(F)=CC2	-5.594370	0.468890	5.031790
6532	Z271691142	CC(C)C=1C=CC(=CC1)C2=NOC(CN3CCN(CC3)C4=CN=CC=N4)=N2	-5.962330	0.468860	6.004320
6533	Z398826246	CC1=CC=2C=CC=CC2N1CC(=O)NCC(=O)O	-5.614610	0.468850	5.255850
6534	Z1929753110	COC=1C=CC=C(C1[N+]([O-])=O)N2CC(O)C(C)(C)C2	-5.976120	0.468830	5.533040
6535	Z1365518543	CC(C(=O)NCC1=CC=C(O1)C(=O)O)N2C=CC=N2	-4.099150	0.468800	4.767750
6536	Z2098716488	CC1=CC(C)=CC(=C1)C(=O)N2CCCC(C2)C(=O)NCC=3C=NN(C)N3	-7.368600	0.468780	6.080040
6537	Z3083617768	CCC=1N=COC1C(=O)NC2(CCC=3C=CC=CC32)C(F)(F)F	-6.440810	0.468750	6.041960
6538	Z225870032	CC1=NC(=CS1)C2=CC=C(CNC(=O)C=3C=CC=C4N=CC=CC34)O2	-5.155030	0.468700	5.774920
6539	Z736738070	O=C1CCC=2C=C(C(F)=CC2N1)S(=O)(=O)N3CCCC3CC=4C=CC(F)=CC4	-7.526260	0.468580	6.462400
6540	Z1265364059	O=C(C1=CN=NS1)N(CC2CCCO2)C3CCCC3	-5.267020	0.468550	5.607200
6541	Z2352043460	CC1=NC(C)=C(S1)S(=O)(=O)N2CCOC=3C(F)=C(F)C=CC32	-6.014280	0.468550	6.096130
6542	Z1579204140	CC(C(=O)NCC1CCN(CC1)C=2C=CN=CC2)C=3C=CC(F)=CC3F	-3.876980	0.468540	5.988150
6543	Z2998882168	CC1=NC=CC(C)=C1NC(=O)COC=2C=CC(Br)=C(C)C2	-5.393280	0.468530	6.333140
6544	Z1575422676	O=C1NC2(CCCCC2)C(=O)N1CC=3N=CN(N3)C=4C=CC=CC4	-7.551910	0.468530	6.439240
6545	Z1602614205	CSC=1C=CC(=CC1)CNC2CCOC3(CCS(=O)(=O)C3)C2	-5.534470	0.468410	5.925690
6546	Z1655828735	COC=1C=CC=C(C1)CC2CCN(CC2)C(=O)CNC(C)=O	-4.939610	0.468380	5.826010
6547	Z1611851032	CCOC(=O)N1CCC(CC1)N2C(=O)C3CCCN3C2=O	-5.668300	0.468340	5.326740
6548	Z3389586429	CC(CC(=O)O)CC(=O)N1CCC(CC1)NC=2N=CC=CC2Cl	-6.147690	0.468320	5.854620
6549	Z646262196	CC(NC=1N=CC=CN1)C=2C=CC=C(C2)[N+]([O-])=O	-4.356170	0.468270	4.982800
6550	Z3024747623	CN(C)C=1C=CC(=NC1)C(=O)NCC2(NC(=O)NC2=O)C3=NC=CN3C	-4.592990	0.468250	6.522740
6551	Z4119255241	CN1C=C(C(=N1)C(=O)NCCC2=NC(=CS2)C=3C=CC=CN3)C(F)(F)F	-6.917290	0.468100	6.802030
6552	Z2717956466	CC(C)(NC(=O)C=1C=CC(=CC1)N2CCNC2=O)C3=NC4=CC=CC=C4S3	-6.743300	0.467930	6.328530
6553	Z18424209	O=C(COC(=O)C(C=1C=CC=CC1)C=2C=CC=CC2)NC3=CC=C4OCOC4=C3	-8.170220	0.467910	6.422960
6554	Z1276763603	CCC(C=1C=CC(F)=CC1F)N2CCN(CC2)C(=O)NC3=NN=CS3	-7.567660	0.467910	6.743420
6555	Z813146680	CC=1C=C(C=CC1NC(=O)NCCCN2C=CN=C2)OC=3C=CC(C#N)=CC3	-5.902300	0.467860	6.610930
6556	Z1126823650	CC1=CC=CC(C)=C1NC(=O)C=2C=CC(=CC2)CN3CCNC(=O)C3	-6.848830	0.467810	5.856860
6557	Z2047190857	CC1=CC=2OC=C(CC(=O)N3CCOCC3C=4N=CNN4)C2C=C1C(C)C	-6.684570	0.467720	6.041190
6558	Z1096972605	CC(CNC=1C=NN(C(=O)C1Cl)C=2C=CC(=CN2)C(F)(F)F)CN3C=CN=C3	-8.170360	0.467710	6.709780
6559	Z1271184145	COC=1C=CC(C)=CC1NC(=O)C2CCCN2S(=O)(=O)C3CC3	-6.650420	0.467590	5.904410
6560	Z2304002659	CC(C)O[C@H]1C[C@H](C1)NC(=O)C2=CN=C(S2)C=3C=NN(C)C3	-5.901510	0.467530	5.792770
6561	Z127947352	COC=1C=CC(=CC1)C2=CC=3N=CN=C(C3S2)N4CCN(CCN5CCCC5)CC4	-7.583890	0.467480	6.723010
6562	Z1779066413	COC=1C=C(F)C=CC1N2CCN(CC2)S(=O)(=O)C3=CC=CO3	-4.847440	0.467420	5.965100
6563	Z3647305102	O=C1C=C(SC2=NN=NN2C3CCOCC3)C=4C=CC=CC4O1	-6.256900	0.467350	5.778640
6564	Z373470756	CC=1C=CC(=CC1C(=O)NCC2CC=3C=CC=CC3O2)S(N)(=O)=O	-8.822230	0.467340	5.813330
6565	Z1892448696	CC(C)C1OCCCC1C(=O)NCC2=CC=CN2C	-6.010080	0.467260	5.670210
6566	Z3524243361	O=C(O)C1=CC(=NN1)C(=O)N2CCCOC(C2)C3=CC=CC=C3Cl	-5.731310	0.467260	5.865170
6567	Z1609473714	CC(C)COC=1C=CC=CC1NC(=O)C2=CC=C(O2)C(=O)O	-6.277380	0.467250	5.750660
6568	Z4617175212	COC(=O)C1(CC1S(C)(=O)=O)C(=O)NC=2C=CC=C(F)C2	-4.365660	0.467230	5.495610
6569	Z839789814	O=C1C=C(CNC=2C=CC=CC2OCC3CCCCO3)N=C4SC=CN14	-6.376220	0.467100	6.318390
6570	Z1996004460	CC=1C=CC(OCC=2C=CC=CC2)=C(C1)NC(=O)N3CCC(CO)C3	-6.920680	0.467060	5.956450
6571	Z1650874431	Cl.O=C(O)CCCN1CCOC(C1)C=2C=CC=C(C2)C(F)(F)F	-6.882090	0.467010	5.507570
6572	Z3349774075	COC=1C=CC(=NN1)N2C(=O)NC3(CCC(C)C3)C2=O	-5.420680	0.466960	5.881990
6573	Z3303900787	CC(CC1CCOC1)(C(=O)O)N2C=C(C=N2)C=3C=CC=CC3F	-7.153470	0.466910	6.179700
6574	Z432166690	O=C1C=CC(=NN1CC=2C=CC=C(Cl)C2)N3C=NC=N3	-7.238290	0.466830	5.698810
6575	Z317185966	CC1CCCN(C1)S(=O)(=O)N(C)CC=2C=NN(C2)C=3C=CC=CC3	-6.319110	0.466770	6.250960
6576	Z641912962	CC1=CC=2N=CN(CC(O)CN3C(=O)NC(C)(C)C3=O)C2C=C1C	-6.645980	0.466730	5.497570
6577	Z395889792	O=C(CN1C=2C=CC=C3C=CC=C(C23)S1(=O)=O)NC4=CC=CC(=C4)C5=CC=NN5	-6.749500	0.466700	5.886430
6578	Z2055626087	N#CC=1C=CC(=CC1F)CN2C[C@@H](C(N)=O)[C@@H](C2)C(F)(F)F	-4.774390	0.466660	5.719350
6579	Z1556851002	CCC=1C=CC=NC1C(=O)NC(C)C(=O)N2CCS(=O)(=O)CC2	-5.283260	0.466500	5.018550
6580	Z223676298	CC(=O)NC1=CC=C(NS(=O)(=O)C=2C=CC=3C=CC=CC3C2)C(=C1)C(F)(F)F	-8.353630	0.466470	6.404160
6581	Z437404202	CCC(C)NC(=O)C=1C=CC=C(C1)CNC(=O)C=2C=CC(=CC2)S(C)(=O)=O	-6.506250	0.466440	6.363660
6582	Z30831354	CN(C)S(=O)(=O)C=1C=CC(=CC1)C(=O)NCC=2C=CC=C(Cl)C2	-5.739450	0.466430	5.676290
6583	Z19743989	O=C(COC=1C=CC(Cl)=CC1Cl)N2CCOCC2	-6.252780	0.466310	5.146020
6584	Z666069886	COC=1C=CC=C(C1)CN2C=NC=3N=C(SC)SC3C2=O	-5.545210	0.466270	6.076360
6585	Z2755265091	O=C(O)C=1C=NC=C(C1)C(=O)N2CCC(CC2)C(=O)NC3=CC=C4OCOC4=C3	-8.745120	0.466180	6.415370
6586	Z3024746846	CN1C=CN=C1C2(CNC(=O)C=3C=CC(=CC3Cl)OC4CCC4)NC(=O)NC2=O	-5.625060	0.465910	6.839430
6587	Z2033616905	[O-][N+](=O)C=1C=CC(=NC1)N2CCCC(C2)C3=NC(=O)NN3	-4.972210	0.465900	5.887840
6588	Z2111794453	CC=1C=C(C)C=C(C1)N(CCC#N)C(=O)CN2C(=O)NC(C2=O)C(C)(C)C	-5.472670	0.465880	5.271500
6589	Z1458977882	Cl.CNCC(=O)NC=1C=CC(=CC1)OC=2C=CC=C(C2)C(N)=O	-5.608980	0.465820	5.562390
6590	Z1393215437	CCC1=NN2CCCC(NC(=O)NC=3C=CC=CC3OC=4C=CC=CC4)C2=N1	-9.508150	0.465560	6.865390
6591	Z409510162	CC=1C=CC=CC1CN2CCCN(CC2)C(=O)NC3=NN=CS3	-4.756710	0.465500	6.365290
6592	Z4327152879	C=CC(O)C(=O)N1CCC(CN2C=C(N=N2)C3CCCC3)CC1	-7.324210	0.465500	6.631600
6593	Z24171308	O=C(CSC1=NC=2SC=CC2C(=O)N1C=3C=CC=CC3)NC4CCCC4	-5.484370	0.465490	6.535250
6594	Z198688036	O=C(NC1=NC=2C=CC=CC2S1)C=3C=CC=4NN=NC4C3	-5.418440	0.465450	5.646010
6595	Z1528732127	Cl.COCCN1CC(CC1=O)C(=O)N2CCC(C2)C(=O)O	-5.055750	0.465410	5.282070
6596	Z2056785582	CN1C=CN=C1[C@@H]2OCC[C@H]2C(=O)NC=3C=CC=C4C=NNC34	-7.122650	0.465410	6.317320
6597	Z1268950649	CC(C)C1=NNC(=N1)C2CN(CC3=NC=CN3C)CCO2	-5.643150	0.465400	5.813360
6598	Z927284646	CCC1(CC)NC(=O)N(CC(=O)N2CCNCC2)C1=O	-6.206890	0.465340	5.020700
6599	Z146504068	CC(OC=1C=CC(F)=CC1)C(=O)N2CCC(CC2)C(=O)NC=3C=CC=CC3O	-7.152220	0.465180	6.090130
6600	Z2622924668	COC=1C=CC=C(C1)C2(CCC2)NC(=O)NC=3C=C(F)C(=CC3C)OC	-7.771350	0.465120	6.229320
6601	Z1957954942	CC1=NN(CCN(C)C)C(C)=C1S(=O)(=O)N2CC(C)OC=3C=C(F)C=CC32	-6.677020	0.465090	6.497450
6602	Z1603645645	O=C(O)C1(CCSCC1)NC(=O)CC=2C=CC(Cl)=CC2	-5.464400	0.465070	5.524410
6603	Z2007133237	COC=1C=C2N=C(NC(=O)C2=CC1OC)C3=NC=CS3	-4.499040	0.465060	5.116690
6604	Z2482977332	CC1=NC(C)=C(S1)C(C)N(C)CC=2C=CC=CC2CC(=O)O	-5.684830	0.464980	5.965030
6605	Z2234949398	CCN(CC(=O)N1CCCCCC1)C(=O)NC2=CC(F)=CC=C2OC	-5.509860	0.464930	5.837060
6606	Z167739322	COC=1C=CC(=CC1)C2=NN=C(COC(=O)C3=CC=4CCCC4S3)O2	-6.594430	0.464910	5.563870
6607	Z1939156569	CC1=NOC=2N=CN=C(C12)N(CC=3C=CC=CN3)C4CC4	-7.054660	0.464860	6.303430
6608	Z3403410594	COCCN(C1CCCC1)S(=O)(=O)C2=CNC=3N=CN=CC23	-6.518190	0.464850	5.946690
6609	Z4560504870	COC=1C=NC=C(C1)CN(C)C=2N=C(C)C=C(N2)OC=3C=CC=CC3	-6.103430	0.464840	6.403710
6610	Z2000667821	CN(C=1C=CC=NN1)S(=O)(=O)C=2C=CC=C3CC(C)(C)OC23	-5.936010	0.464830	5.708380
6611	Z86417309	O=C(CC=1C=CC=2OCCOC2C1)NC3=NN=CS3	-4.035930	0.464820	5.424020
6612	Z1918253440	CCN1C=C(C=N1)OCC2=NN=NN2CC3CCOCC3	-5.596570	0.464730	6.039110
6613	Z299685002	O=C(O)C=1C=C(C=CC1F)NS(=O)(=O)C=2C=CC=CC2	-5.267610	0.464620	5.654640
6614	Z46307486	CC=1C=CC=C(C1NC(=O)CN2CCSC=3C=CC=CC32)C(C)C	-5.125490	0.464590	5.874450
6615	Z410225156	O=C(NC1=NN=C(S1)C2CC2)N3CCN(CC3)C=4C=CC=CC4	-6.180490	0.464560	6.008800
6616	Z1883521513	CCOC1CC(CNC2=NC=CN=C2C#N)(C1)N3CCOCC3	-4.919290	0.464450	5.612990
6617	Z408266064	CC1CC1CNS(=O)(=O)CCN2C=NC=3C=CC=CC32	-6.235850	0.464330	5.736890
6618	Z2256314881	CC1(CCCN1C(=O)CNC(=O)NC2CCCCC2)C(=O)O	-7.084360	0.464200	5.946580
6619	Z2106829020	CC(C)N1N=CC2=CC=C(C=C21)NC(=O)N3CC(C3)C4CCC4	-6.027410	0.464160	5.688850
6620	Z1232171542	O=C(CCNS(=O)(=O)C1=CC=C(F)C(F)=C1)NC=2C=C(NN2)C3CCCC3	-6.990170	0.464120	6.495380
6621	Z2710508249	CN(C(=O)NC=1C=CC(=CC1)OC=2C=CC(Cl)=CC2)[C@H]3C[C@H](C3)C(N)=O	-7.350480	0.464070	6.537060
6622	Z239689136	CCC1=NN=C(N1)SCC2=CC(=O)N3C=CC=C(C)C3=N2	-5.350290	0.464000	5.933750
6623	Z730750516	CC=1C=C(C=CC1F)CNC(=O)C=2C=CN=C(C2)N3C=NC=N3	-7.274680	0.463980	6.121470
6624	Z827426718	CC(C)N(C)CC(=O)N1CCC(CC1)NC(=O)C=2C=CC=CC2	-6.523410	0.463940	5.600630
6625	Z85969627	CCOC=1C=CC=CC1C(=O)NC(CC(=O)O)C=2C=CC(=CC2)OC	-5.391790	0.463910	5.705700
6626	Z2312409292	CC[C@@H]1OCC[C@H]1NC(=O)NC=2C=CC(=CC2)OC3=CC=CC=C3C(N)=O	-8.098870	0.463910	6.477740
6627	Z2595864423	CC(C)C(NC(=O)C1=CN(CCN)N=N1)C2=NC(=NO2)C3CC3	-3.878590	0.463880	5.526100
6628	Z2983833114	CC1(CN2C=CC=N2)NC(=O)N(C1=O)C=3C=CC=C(C3)C4CCC4	-7.160710	0.463850	6.164900
6629	Z3686722684	CN1C(=O)NN=C1C2C(CCN2C(=O)CC=3C=COC3)C4CC4	-7.049290	0.463790	5.754150
