Rank	Ligand	SMILES	VinaAffinity	CNNscore	CNNaffinity
10060	Z2363647892	CC=1C=CC=C(CN(C)C(=O)NCCC2CCNC2)C1C	-7.65416	0.25751	5.99295
10061	Z167642428	CC=1C=C(CN2CCN(CC2)C(=O)C3=CN(CC=4C=CC=CC4)N=C3C5=CC=CS5)ON1	-7.65401	0.36824	7.12719
10062	Z234515644	O=C(NCCC=1C=NN(C1)C=2C=CC=CC2)C3=CC=4C=C(Cl)C=CC4O3	-7.6539	0.58899	5.76409
10063	Z1320952294	CC1=NNC(C)=C1CC(=O)N2CCC(C2)C3=CN(C)C=4C=CC=CC34	-7.65374	0.72375	7.15779
10064	Z56833295	CCCC1=CC(=O)NC(=N1)SCC(=O)NC(C=2C=CC=CC2)C=3C=CC=CC3	-7.65362	0.37505	6.82211
10065	Z1470651602	C[C@H](NC(=O)C1CCCCN1CC=2C=CC(F)=CC2)C(=O)O	-7.65351	0.29185	5.93725
10066	Z1781809925	CSCC=1C=CC=C(C1)CNC(=O)N2CCC(C)(O)CC2	-7.65348	0.67303	5.92203
10067	Z2768785717	CN1C=CC=C1C2=NN=C3CC(C)(C)N(CCN23)C(=O)OC(C)(C)C	-7.65299	0.48692	6.54273
10068	Z54312995	CC=1C=CC(=CC1)C(=O)OCC2=NC=3C=CSC3C(=O)N2	-7.65267	0.5935	6.52407
10069	Z2402075027	CC1=C(C=NN1C)NC(=O)[C@@H]2CCCO[C@H]2C3=NC=CN3C	-7.65265	0.56171	6.27299
10070	Z223586480	O=C(NCC=1C=CC(Cl)=CC1)C2=CC=C(NC2=O)C(F)(F)F	-7.65262	0.55789	6.13099
10071	Z1139314676	O=C(C=1C=CC(=CC1)N2C=NN=C2)N3CCCCC3CN4C=CC=N4	-7.6524	0.43054	6.86396
10072	Z1868947899	C[C@]12CCCN2C(=O)N(CC3=CC=C(C(F)=C3)N4C=CN=C4)C1=O	-7.65201	0.29192	6.11637
10073	Z99394963	O=C(CC1=CSC(=N1)C=2C=CSC2)NC=3C=CC=C4C=CC=NC34	-7.65183	0.6245	6.49694
10074	Z1471439174	CC(C)C=1C=CC(=CN1)C(=O)NC(C)(C)C2=NC=CS2	-7.65178	0.6099	6.13885
10075	Z644684060	C1=CC(=CS1)C2=NOC(CN3CCOC4CCCCC43)=N2	-7.65169	0.51639	6.38923
10076	Z2362285898	CC=1C=CC=C(F)C1NC(=O)N2C[C@@H](C(=O)O)[C@@H](C2)C(F)(F)F	-7.65167	0.47837	5.9843
10077	Z1609472158	O=C(O)C1=CC=C(O1)C(=O)NC2CCN(CC2)C(=O)C=3C=COC3	-7.65155	0.47045	5.79975
10078	Z1157892566	CC1=C(N=NN1C=2C=CC=C3C=NC=CC23)C(=O)NCC4=CC=CS4	-7.65131	0.55264	6.85388
10079	Z1782340075	OC1(CNC(C2=NC=CN2)C=3C=CC(F)=CC3)CCSC1	-7.65111	0.33216	6.03611
10080	Z729154468	CC=1C=CC=C2SC(=NC12)NC(=O)CCCN3C=NC=N3	-7.65108	0.59416	6.62453
10081	Z1563796215	CC1=NN=C(CN2N=NC(CC=3C=CC=C(Br)C3)=N2)O1	-7.65107	0.7688	6.33083
10082	Z117234126	COC=1C=CC(=CC1OC)C2=NC(=CS2)C(=O)NC=3C=C(C)ON3	-7.65066	0.57987	6.295
10083	Z1991862749	CC(=O)NC=1C=CC(F)=C(C1)C(=O)NC=2C=NN(C2)C(C)(C)C(=O)O	-7.65053	0.61141	6.29698
10084	Z1171554624	O=C(NCCC1=NC(=CS1)C=2C=CC=CN2)C=3C=CC=CC3Cl	-7.65027	0.59186	6.46731
10085	Z368984450	CC1=NOC(CN2CCCC3=CC(F)=C(F)C=C32)=N1	-7.65011	0.64328	6.07213
10086	Z2004345490	COC(=O)C=1C=CC(O)=C(C1)NC(=O)C2(C)CCC2	-7.65006	0.62691	5.67495
10087	Z424471358	CC(CC=1C=CC(Cl)=CC1)NC(=O)CCC2=NC=3C=CC=CC3C(=O)N2	-7.65003	0.88674	6.69205
10088	Z854091990	CCOC=1C=CC=CC1CCC(=O)N2CCOC(C2)C(=O)O	-7.64987	0.26543	5.4652
10089	Z1082250426	N#CC1=CN(CC=2C=CC(Cl)=CC2)C=3C=CC=CC3C1=O	-7.6498	0.48763	6.49283
10090	Z27917573	CC1=CC=NC2=NC(=NN12)C(=O)NC3=NN=C(CC(C)C)S3	-7.64976	0.85255	6.78796
10091	Z108565156	O=C1OC(=NC=2C=C3OCOC3=CC12)C=4C=CC=CC4OC(F)F	-7.64952	0.50423	5.55896
10092	Z90754253	COC=1C=CC=CC1CNC(=O)C2=CSC(=N2)C=3C=CC=CC3	-7.64951	0.7078	6.61569
10093	Z2242914904	CC1CN(CC(C)N1)C(=O)CCC=2C=CC(Cl)=CC2	-7.6495	0.44484	5.98567
10094	Z729198610	CC(C)OC=1C=CC=C(C1)CN2N=CC=3C=CC=CC3C2=O	-7.64928	0.4296	6.15052
10095	Z196682824	CC1=CC=C(O1)C(CNC(=O)C=2C=NC(C)=CN2)N3CCOCC3	-7.64923	0.53542	6.36049
10096	Z1784244916	COC(=O)C1C(O)CCCN1CC=2C=CC=C(Cl)C2F	-7.64921	0.48632	5.93816
10097	Z2155394593	CCC(OC1CCCCC1)C2=NC(CC(=O)NC=3C=CC(C)=CC3)=NO2	-7.64884	0.50118	6.54287
10098	Z2390906175	CC1=NOC(CC2(O)CCCN(C2)C(=O)CN3C=CC=N3)=N1	-7.6487	0.5783	6.25992
10099	Z1840622245	CC1OCCCC1C(=O)NCC=2C=CC=CC2N3C=CN=C3	-7.64862	0.57905	6.64489
10100	Z2385604777	CCN1C(CN2CCCC2(COC)C(N)=O)=NC=3C(F)=CC=CC31	-7.64804	0.43675	6.74049
10101	Z2677391751	CN(C)C=1C=NN(C1)C2CCN(CC2)S(=O)(=O)N3CCCCC3	-7.64803	0.52071	6.04155
10102	Z1408370614	CN(CCC1CCOCC1)C(=O)CC=2C=CC=CC2[N+]([O-])=O	-7.64799	0.55788	6.36022
10103	Z86230769	CN(CCO)C=1N=C(N=C2SC(=CC12)C=3C=CC=CC3)C4=CC=CC=N4	-7.64774	0.73245	6.7445
10104	Z1671467975	CC1=NC(CC(C)C)=C(NC(=O)N2CCCCC2C=3N=CNN3)S1	-7.6477	0.453	6.73555
10105	Z1414172868	CSC=1C=CC(=CC1C)CNC=2N=CN=C3C=CC=CC23	-7.64763	0.62925	6.71965
10106	Z363131414	COC=1C=CC(=CN1)NC(=O)C2=CN(N=N2)C=3C=CC=C(Br)C3	-7.64735	0.86167	6.51534
10107	Z2190194638	COC(C)(CNC(=O)NC=1C=NN(C1C2CC2)C(C)C)C3CC3	-7.64734	0.5514	6.31033
10108	Z1587607710	CC1=NNC(C)=C1C2CCCN2C(=O)NCC=3C=CC=NC3N(C)C	-7.64733	0.26653	6.34824
10109	Z44541449	CC=1C=CC(=CC1)NC(=O)CN(C)CC2=NC=3C=CSC3C(=O)N2	-7.6472	0.66456	7.07027
10110	Z1728537950	CC1=C(N=NN1C)C(=O)N2C(CC3CCCCC32)C(=O)O	-7.64707	0.59815	6.13855
10111	Z253266922	CC(C)(C)C=1C=C(NC(=O)CN2C(=O)NC(C)(C)C2=O)ON1	-7.64693	0.66169	5.72711
10112	Z2784314294	CCOC1CC(N)(C(=O)NC2CCCN3N=CC=C23)C1(C)C	-7.6468	0.61254	6.48124
10113	Z1455709460	Cl.CNCC1CCCN(C1)C(=O)C=2C=CC(Cl)=CC2Br	-7.64677	0.42344	6.09271
10114	Z73539044	O=C(O)CCCC(=CC1=CC=CS1)C2=NC=3C=CC=CC3S2	-7.64677	0.71273	6.72818
10115	Z596224014	COCCN1C=C(C=N1)NC(=O)N2CCCC2C3=CC(C)=NO3	-7.64668	0.56949	6.33972
10116	Z2002840391	CC=1C=C(OC1C)C(C)NCC=2C=CN=C(C2)N3CCCC3	-7.64658	0.43251	6.13824
10117	Z2683051468	CC=1C=CC=C(C1)NC(=O)N2CCSCC2C3CC3	-7.64617	0.62667	6.33057
10118	Z2732684114	CCC(NC(=O)C1(CC1)NC=2C=CC=CC2)C(O)C(C)C	-7.64569	0.72238	6.27944
10119	Z240209512	CC=1OC(=NC1CC(=O)NC=2C=CC=CC2CC=3C=CC=CC3)C4=CC=CS4	-7.64553	0.52241	7.03719
10120	Z26638492	CCCN1CCN(CC1)C(=O)C2=CN(CC=3C=CC=CC3)N=C2C=4C=CC=NC4	-7.64552	0.2883	6.9452
10121	Z990852544	CC=1C=C(CN2CCN(CC2)C=3N=CN=C4C3C=NN4CCO)ON1	-7.64542	0.51494	6.4461
10122	Z2078098962	C[C@@H]1CCO[C@@H]1C(=O)N2CCC(CC2)OC3=CC=C(C#N)C=C3F	-7.64537	0.5026	6.39041
10123	Z17905409	COC=1C=CC=C(C1)NC2=NN=C(SCC(=O)N3CC(C)OC(C)C3)S2	-7.64534	0.40597	6.76405
10124	Z316736990	CCC=1N=NSC1C(=O)NC2=CC=CC(=C2)NC(=O)C3CC3	-7.64525	0.73837	6.33655
10125	Z1786044851	COCC1CN(CC(C)O1)C(=O)NCC(C)OC2=CC=CC(C)=C2	-7.64512	0.49183	6.22615
10126	Z2784477233	CCN1C(CC2=CC(C)=NN2)=NN=C1N3CCC(C)(C3)C(=O)NC	-7.64499	0.61528	6.55869
10127	Z2732592765	CC(C)N1C=C(C=N1)S(=O)(=O)NC=2C=NC(=NC2)C(F)(F)F	-7.64475	0.68174	6.30761
10128	Z1438747764	CCN1C(=NN=C1C=2C=NC=CN2)SCC=3C=C(F)C=C(Br)C3	-7.64468	0.35855	6.6632
10129	Z30450769	COC=1C=CC=CC1OCCNC(=O)C=2C=CC=3NC=NC3C2	-7.64449	0.52089	6.52194
10130	Z1839775496	CC(C)(C#N)NS(=O)(=O)C=1C=CC(=CC1)CC(F)(F)F	-7.64441	0.62577	6.57267
10131	Z1549639940	CCC1=NN=C(CS(=O)(=O)C2=CC=C(C=N2)C(F)(F)F)N1C	-7.64436	0.57567	6.59442
10132	Z169762768	COC1=CC(=CC(=C1)C(NC(=O)C=2C=CC(=CC2)[N+]([O-])=O)C3=NC=CN3C)OC	-7.64423	0.48113	6.80081
10133	Z1683653022	CCN1C=C(C=N1)C2=NC(=NO2)C=3C=CC(C)=C(C3)OC	-7.64373	0.72142	5.96769
10134	Z19554099	O=C(CSC1=NN=C(C=2C=CN=CC2)N1C=3C=CC(Cl)=C(Cl)C3)N4CCCC4=O	-7.64364	0.38603	6.95558
10135	Z2034499008	CCC=1N=C(C)C=C(N1)N2CCCC2CN3CCCCC3	-7.64352	0.39649	6.24103
10136	Z221515372	CC1=CC(=C(C)S1)C=2C=C(C(=O)NC3CC3)C=4C=NN(C4N2)C(C)C	-7.64321	0.61314	7.14285
10137	Z2762990275	CN(C)CC=1C=NN2CCN(CC12)C(=O)[C@@H](O)CC=3C=CC=CC3	-7.64272	0.47713	6.45078
10138	Z1513977891	O=C1C=CC(=NN1CC2=NC=C(O2)C=3C=CC=CC3)C(F)(F)F	-7.64268	0.56133	6.47211
10139	Z909892284	CC(C=1C=CC=C(Cl)C1)N2CCC(CC2)NC(=O)C3CCCCC3	-7.64254	0.36405	6.33604
10140	Z1277293631	CCN(CC)C1CCN(C1)C(=O)NC=2C=CC=CC2C3=NOC(C)=N3	-7.64248	0.58406	6.74052
10141	Z2263943408	FC=1C=CC=C2C1CCCC2NCC=3C=NC=NC3	-7.64237	0.40347	6.07857
10142	Z1268666922	CN1C=C(C=N1)CCCNS(=O)(=O)N2CCCC2C3=CC=CO3	-7.64228	0.53137	6.69267
10143	Z29405522	CCN1N=NC=2C=C(C=CC21)C(=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4	-7.64223	0.78233	6.64393
10144	Z1268342613	CCOC=1N=CC=CC1C(=O)NC=2C=CC=C(C2)OC3=CC=CN=N3	-7.64155	0.63436	6.12396
10145	Z406942974	CC=1C=CC(=CC1)N2C=C(N=N2)C(=O)NC(C(N)=O)C=3C=CC=CC3	-7.64138	0.48526	6.16506
10146	Z317437072	CN1C=C(C=C1C(N)=O)S(=O)(=O)NC=2C=CC=CC2Br	-7.64054	0.53537	6.23069
10147	Z2762364356	CNC(=O)[C@]12CN(C[C@@H]2COCC1)C(=O)C3=CN(N=N3)C4CCC4	-7.64048	0.69784	6.06777
10148	Z44476243	COC(=O)C=1C=CC=2C(=O)NC(CNC(C)C=3C=CC=C(C3)C(F)(F)F)=NC2C1	-7.64033	0.49007	6.50642
10149	Z426873464	CC1CCCCC21NC(=O)N(CC=3C=NN(N3)C=4C=CC=CC4)C2=O	-7.64008	0.63645	6.75539
10150	Z1444933859	CC1=NN(C(C)=C1C(=O)NCC=2C=CC=C(C2)C(=O)O)C=3C=CC=CC3	-7.64006	0.4895	5.77133
10151	Z1418029663	CC(NC(=O)CC=1C=CC(O)=CC1)C(C)OC=2C=CC=CC2	-7.6396	0.62589	5.75902
10152	Z2983947036	CCN1N=C(C)N=C1N2C(=O)NC(C)(C2=O)C3CC3	-7.63954	0.83367	6.23821
10153	Z2000397925	NC=1N=CC=C(N1)C2CCCN(C2)C(=O)NC=3C=C(F)C=C(F)C3	-7.63938	0.50065	6.10426
10154	Z2051824577	CN1C=CN=C1[C@@H]2OCC[C@H]2C(=O)NC3=NC=4C=CC=CC4N3	-7.63917	0.85077	6.16618
10155	Z1699724129	COC=1C=CC=CC1CC2CCCN2CC3=CC(=NO3)C=4C=NN(C)C4C	-7.63894	0.44599	6.37625
10156	Z1444335716	O=C(O)CN(C(=O)C=1C=C(C=CC1Cl)N2CCNC2=O)C3CC3	-7.63893	0.49498	6.42316
10157	Z900042438	CC(=O)NC1=NC(=CS1)C(=O)NCC2CCCN(CC=3C=CC=CC3)C2	-7.63891	0.51605	6.26258
10158	Z1397034446	CCC1CN(C)C=2C=CC=CC2CN1S(=O)(=O)C3=CNC4=NC=CC=C34	-7.6389	0.40041	6.32483
10159	Z2052854314	CC(C)N1N=CC=C1[C@H]2OCC[C@@H]2NC=3N=CC(F)=CN3	-7.63867	0.64545	6.35385
10160	Z240200966	COC=1C=CC(=CN1)NC(=O)CC=2N=C(OC2C)C=3C=CC=CC3	-7.63838	0.66276	6.16431
10161	Z2752846397	CCOC(=O)C=1C(=CSC1NC(=O)NC(C)CO)C(F)(F)F	-7.63829	0.78962	6.04404
10162	Z364552532	O=C(NC=1C=CC=C(C1)CN2C=CC=N2)C=3C=C(F)C=C(F)C3	-7.63796	0.41674	6.04413
10163	Z169764558	COC1=CC(=CC(=C1)C(NC(=O)C2=CC=C(C)O2)C3=NC=CN3C)OC	-7.63788	0.78701	6.89721
10164	Z1415411799	CC(C)COC1CCN(C1)C(=O)NC=2C=CC(=CC2)S(C)=O	-7.63784	0.57486	5.72644
10165	Z62789418	CC=1C=CC=CC1CN2CCN(CC2)C(=O)C3=CC=CC4=CC=CN=C34	-7.63734	0.17925	6.03258
10166	Z119679774	O=C(C=1C=CC=C(C1)OC(F)F)N2CC(OC=3C=CC=CC32)C(=O)N4CCOCC4	-7.63732	0.46361	6.30069
10167	Z30932250	NS(=O)(=O)C=1C=CC(=CC1)CNC(=O)C=2C=CC(=CC2)C(F)(F)F	-7.63718	0.55285	6.56357
10168	Z1646766731	COC1CCCN(CC1)C(=O)NC=2C=CC=CC2OCCC=3C=CC=CC3	-7.637	0.55488	6.60445
10169	Z1941105545	COC(=O)CCC(=O)NC1CCC(C1)C=2C=CC(F)=CC2	-7.6369	0.55228	6.0019
10170	Z119816762	CC(C)C1=NN=C(NC(=O)C2=NN(C=3C=CC=CC3)C(=O)C=4C=CC=CC24)S1	-7.6369	0.71006	7.29375
10171	Z1198524176	CCOC=1C=C(C=CC1Cl)S(=O)(=O)N2C=C(C)N=C2CC	-7.63668	0.58302	6.49085
10172	Z108939130	CC=1C=CC(=CC1C)C2=CSC(=N2)NC(=O)C3CCS(=O)(=O)C3	-7.63642	0.65674	6.27782
10173	Z90313915	CC1CCC(CC1)NC(=O)C2CC=CCC2C(=O)O	-7.63641	0.44611	5.74178
10174	Z2390093230	O=C(CC=1C(F)=CC=CC1F)NC=2C=CC(=NN2)C3CCCN3	-7.63625	0.54157	6.37528
10175	Z275022550	COC=1C=CC(=CC1OC)C(=O)NC2=NSC(=N2)C=3C=CC=CC3	-7.63584	0.91499	6.52197
10176	Z19315449	NC(=O)NC(=O)CSC=1N=CN=C2C=CC=CC12	-7.6358	0.79987	6.26838
10177	Z31132622	NC(=O)C1CCCN1C=2N=CN=C3C=C(SC23)C=4C=CC(Cl)=CC4	-7.63576	0.63763	7.05273
10178	Z1268775542	CC(C)C1=NNC(=N1)C2CN(CCO2)C(=O)C(C)N3C=CN=C3	-7.63566	0.41145	6.37974
10179	Z902903626	CCN(CC1CCOC1)C(=O)NC=2C=CC(F)=C(C2)C(F)(F)F	-7.63558	0.46544	6.55028
10180	Z785638698	O=C1NC=2C=CC(=CC2N1)C3=CSC(CCC=4C=CC=CC4)=N3	-7.6355	0.66338	6.43614
10181	Z2386624187	CN1C=C(C=N1)O[C@@H]2CN(CCC=3C=CC=CN3)C[C@H]2O	-7.63549	0.41673	5.50931
10182	Z2719838447	C[C@@]1(CO)CN(C[C@]1(C)CO)C(=O)C2COCC2C=3C=CC=CC3	-7.63538	0.57089	6.17502
10183	Z2174809697	COC(=O)C=1C(F)=CC=C(NC(=O)CCC=2C=NN(C)C2)C1C	-7.63528	0.70729	5.6785
10184	Z1840282144	Cl.CO[C@@H]1CN[C@H](C1)C(=O)NCCCC2=NC(=CS2)C=3C=CN=CC3	-7.63508	0.69853	6.16971
10185	Z238425036	CC=1OC(=NC1CN2C=NC=3C=CC=CC32)C4=CC=CS4	-7.63493	0.68052	6.363
10186	Z127976392	[O-][N+](=O)C1=C(N=C2SC=CN12)SC=3C=CC(F)=C(F)C3	-7.6349	0.48087	6.0844
10187	Z46442841	CC=1C=CC=CC1NC(=O)CN2CCCCC2C(N)=O	-7.6348	0.57532	6.20608
10188	Z2384455954	CC=1C(Cl)=CN=C(NCC2=NN=C(O2)C3CCCOC3)C1C#N	-7.63479	0.78803	7.05081
10189	Z2837542176	CC=1C=CC=CC1OCC(O)CN2CCCC2C=3N=CC=CN3	-7.63475	0.45712	6.24064
10190	Z358246428	CCC=1C=CC(=CC1)NC(=O)C2CCCN2C3=NC=CS3	-7.63468	0.58765	6.44082
10191	Z27336798	CCOC(=O)C=1SC(=CC1C)NC(=O)COC2=CC=CC(F)=C2	-7.63464	0.72932	6.46271
10192	Z225727360	O=C(C=1C=CC=2OCCCOC2C1)N3CCC4(CC3)NC(=O)NC4=O	-7.63464	0.46897	6.01772
10193	Z1041114724	Cl.CC1=NNC=C1CNCCC2=CNC=3C=CC=CC23	-7.63461	0.5872	6.24399
10194	Z2616917243	COC=1C=C2C(=CC1F)CCC2NC(=O)N3CC4COCC4(C)C3	-7.63456	0.45764	5.88018
10195	Z1415160620	CCOC=1C=C(Cl)C=CC1NC(=O)CC=2C(C)=NNC2C	-7.63453	0.76501	6.27315
10196	Z940122558	O=C(NC=1C=CC=C(C1)OCCC=2C=CC=CC2)N3CCCOCC3	-7.63404	0.83856	6.32816
10197	Z2055350241	COC[C@@H]1C[C@@H](CN1C(=O)C=2C=NC(=NC2)C=3C=CC=CC3)OC	-7.6337	0.45283	6.1292
10198	Z976192958	CC=1C=CC=C(C1)CCNC(=O)C2CCCN(C2)C=3N=CC=CN3	-7.63351	0.46127	6.24248
10199	Z2389077000	CNC(=O)C1(COC)CCCN1C(=O)CCC=2C=CC(C#N)=CC2	-7.63336	0.46257	6.68753
10200	Z2037029200	CC(O)C(=O)OCCCN1CCN(CC1)C=2N=CN=C3C=CSC23	-7.63316	0.57542	6.03699
10201	Z27664777	CC1=C(OC=2C=CC=CC12)C(=O)NC3=NC=4C=CC=CC4N3	-7.63299	0.83067	6.17692
10202	Z146300164	COC=1C=CC(=CC1)N2C=CN=C2SCC(=O)NC3=CC=CC=C3N4CCCC4=O	-7.63282	0.74374	6.69522
10203	Z1601699081	CC1=CC(=C(C)O1)S(=O)(=O)NC=2C=CC(=CN2)N3CCCC3=O	-7.63271	0.55996	5.87401
10204	Z1727266345	C=C(C)C(NC(=O)N[C@H](CC)CO)C=1C=CC(F)=C(F)C1	-7.63264	0.57956	6.37535
10205	Z1274628411	CC1=NSC(=N1)N2CCCN(CC2)C(=O)NC=3C=CC=CC3	-7.63261	0.80321	6.40562
10206	Z1987148471	CCC(C(=O)NC1(CC1)C(N)=O)C=2C=CC(=CC2)OC	-7.63238	0.72696	6.34547
10207	Z106809748	CC1C=2C=CSC2CCN1CC(=O)NC=3SC=CC3C(N)=O	-7.6323	0.48814	6.27887
10208	Z1870243929	CCCC(=O)N1CCCC1C(=O)NC2=CC(=CS2)C(=O)O	-7.63228	0.86038	6.43653
10209	Z2379556744	C1=NSN=C1CN2CCC(C2)OC=3C=CC=NC3N4CCCC4	-7.63228	0.38297	6.23428
10210	Z2489747959	CC(=O)N1CCC=2C=C(C=CC21)C(=O)NC3CC(C(=O)O)C4=CC=CC=C43	-7.63201	0.50975	5.80563
10211	Z2379518574	CCC1=NNC(NC(=O)C=2C=CC(=NC2)S(=O)(=O)NC)=C1C	-7.63172	0.63816	6.39078
10212	Z1866205485	CCC1OCCCC1C(=O)N2CCC(CC2)N3C=NC=N3	-7.63171	0.68146	6.6395
10213	Z409678252	O=C(NC=1C=CC=C2C=NC=CC12)N3CCC4CCCCC4C3	-7.63168	0.38373	5.93201
10214	Z2387923180	COC=1C=C(C(F)=CN1)C(C)NC[C@@H]2CCCO[C@H]2C=3C=NN(C)C3	-7.63156	0.33249	5.98811
10215	Z15808284	C=CCN1C(=NN=C1C=2C=CC=CC2)SCC3=CC(=O)N4C=CSC4=N3	-7.6313	0.4964	7.08472
10216	Z2285375054	Cl.CO[C@H]1C[C@@H](CN2CCCC2)N(C1)C=3C=NC(C#N)=CN3	-7.63092	0.52243	6.0364
10217	Z89752380	COC=1C=CC=CC1N2N=NN=C2SCC=3C=C(C)ON3	-7.63069	0.68417	6.58147
10218	Z1571751154	CC=1C=CN2C=C(N=C2C1)C(=O)N3CC(O)CC3C=4C=CC(F)=CC4	-7.63062	0.45157	6.37413
10219	Z31254272	CCCNC=1N=C(CN2CCCC2)N=C3SC(C)=C(C)C13	-7.6305	0.80029	6.78875
10220	Z92305044	CCCCN1N=NN=C1CN2C(=O)NC(C)(C2=O)C=3C=CC=4CCCC4C3	-7.63038	0.46056	7.09071
10221	Z1150578046	CC1(C)CN(CCO1)C(=O)NC=2C=CC=C(C2)OCC3=CSC=N3	-7.62991	0.54098	5.68198
10222	Z91016520	O=C(N=C1SC=CN1CC=2C=CC=CC2F)C=3C=CC=CN3	-7.62949	0.58667	6.75022
10223	Z1130749046	CC=1C=C(C=CN1)NC(=O)C=2C=CC=C3NC(=O)C(C)OC23	-7.62932	0.64073	5.78996
10224	Z396116190	CC=1NC=2C=CC=CC2C1C(=O)NC=3C=NN(C)C3	-7.62927	0.50357	5.72059
10225	Z27665068	CC(C)CN1N=C(C(=O)NC2=NC3=CC=CC=C3N2)C=4C=CC=CC4C1=O	-7.62924	0.63551	6.5594
10226	Z1696311671	CC(C)CCN1C(=NC=2C=CC=CC21)NCC3=CN=NN3C	-7.62922	0.65881	6.85769
10227	Z2626209573	O=C(NC=1C=CC=CC1N2CCCCC2=O)N3CCCC3CCO	-7.62896	0.34728	6.25132
10228	Z1274091001	CC1=NN(CCNS(=O)(=O)C2=CC=C(C)C=C2C)C(C)=C1Cl	-7.62884	0.69725	7.05437
10229	Z2677391307	COC=1C=CC(=C(C)C1)S(=O)(=O)NC[C@@H]2C[C@H]2C=3C=CC=NC3 |&1:14,16,r|	-7.62884	0.36257	6.4268
10230	Z111969990	CC=1C=CC=2NC(=NC2C1)SC(C)C(=O)NC(=O)NC3CCCC3	-7.62882	0.21587	6.32203
10231	Z24682065	NC(=O)CSC=1N=C(NC=2C=CC=CC2)C=3C=CC=CC3N1	-7.62868	0.62597	6.86294
10232	Z437391548	CCC(C)C(=O)NC=1C=CC=C(C1)CNC(=O)CC=2C(C)=NOC2C	-7.62859	0.50762	6.40653
10233	Z1142723436	CC(C)C=1N=CC=2CCN(CC2N1)C=3C=CN=C(N3)C=4C=CC=CC4	-7.62854	0.33789	6.57569
10234	Z2638510998	CCC1=NC(=NO1)C(C)(C)NC(=O)CC2=NC=CN2	-7.62822	0.79458	6.33857
10235	Z406756986	COC=1C=CC(=CN1)NC(=O)C2=CN(N=N2)C=3C=CC(C)=CC3	-7.62805	0.81395	6.66382
10236	Z1316756472	CC=1C=C(N(C)N1)N2CCC(SC3=NN=C(S3)C4CC4)C2=O	-7.62804	0.84417	7.05668
10237	Z991109166	C1=CSC(=N1)C2CN(CC3=CC(=NO3)C=4C=CC=CC4)CCO2	-7.628	0.65271	6.60277
10238	Z1657397459	CC=1C=C(C=CC1NC(=O)N2CCCC2CO)C3=NC(=NO3)C4CC4	-7.62764	0.57115	6.29749
10239	Z826181394	O=C(NCC=1C=CC(OC=2C=CC=NC2)=C(F)C1)C3CCCN3	-7.62762	0.60907	6.33053
10240	Z2051297748	CC=1C=C(C=CC1F)S(=O)(=O)N2CCCC(CC(N)=O)CC2	-7.62743	0.71219	6.38863
10241	Z944425668	CN1CCN(CC1)C=2C=CC(=CN2)CNC(=O)N3CCC4=CC=C(Cl)C=C43	-7.62729	0.4497	6.55715
10242	Z135235180	CC=1C=CC=C(C1)NC(=O)NCC(=O)NC(C)(C)C	-7.62729	0.82986	5.61868
10243	Z3063621347	CS(=O)(=O)N(CC1=NN=C2CCOCCN12)CC3=CC=CC(Cl)=C3	-7.62712	0.62603	6.83677
10244	Z651212966	CC1=NN=C(SCCOC=2C=CC=C(C#N)C2)N1C3=CC=CC=C3C	-7.62706	0.59076	6.6029
10245	Z2734746798	COC=1C=CC(=CC1)C2=NOC(=N2)C(C)(C)N3C=C(C=N3)[N+]([O-])=O	-7.62698	0.73498	6.29443
10246	Z2052657440	CO[C@@H]1C[C@@H](COC=2C=CC=NC2)N(C1)C=3C=CC=C(F)C3C#N	-7.62693	0.27558	6.46737
10247	Z25640371	CC(C)NC(=O)COC=1C=CC(=CC1)S(=O)(=O)N2CCOCC2	-7.62686	0.75529	6.13719
10248	Z1272289783	CC=1C=NN(C1)CCCNC2=NC3=C(C=NN3C=4C=CC=CC4)C(=O)N2	-7.62683	0.56309	7.01106
10249	Z99085484	CCOC=1C=CC=CC1C(=O)N[C@H](C(=O)NC=2C=CC(=CC2)OC)C(C)C	-7.62657	0.44283	6.76901
10250	Z2381494224	CN1C=CN=C1[C@@H]2[C@@H](CNC3=CC(C#N)=CC=N3)CCC(=O)N2C4CC4	-7.6263	0.32076	6.81655
10251	Z200997834	COCCN1C(=NN=C1C=2C=CC=CC2)SCC(=O)NC3=CC=C(Br)C=C3Cl	-7.62629	0.33311	7.15653
10252	Z1213128817	CCN(CC)C(=O)C1CCCN1C(=O)NC2=CC(C)=NO2	-7.62613	0.7066	6.50637
10253	Z1589580943	CN(CC(C)(CO)CO)C(=O)NC=1C=CC=2C=CN(C)C2C1	-7.62606	0.3783	5.88385
10254	Z2691942694	COC=1C=C(ON1)C(=O)N2CCCC2C(F)(F)F	-7.62595	0.72855	5.46868
10255	Z769827804	CC(C)(C)C1=NOC(CCCC(=O)N(CC(N)=O)C2CCCC2)=N1	-7.62595	0.6993	6.80491
10256	Z972639202	CN(CC(=O)NC=1C=CN(CC2=CC=CN=C2)N1)CC=3C=CC=CC3	-7.6259	0.75621	6.61577
10257	Z2159680511	CC=1C=C(F)C=CC1CC2=NOC(=N2)C3CC43CCOCC4	-7.62573	0.55277	6.04142
