Rank	Ligand	SMILES	Binding Affinity (kcal/mol)	CNNscore	CNNaffinity
9031	Z2054907037	COC[C@@H]1CN(C[C@H]1C=2C=NN(C)C2)C(=O)C=3C=COC3C4CC4	-4.59	0.847058	7.594374
9032	Z1021955096	CC=1C=C(C)C(NC(=O)C2=CSC(=N2)C(C)(C)C)=C(C)N1	-4.58	0.842100	7.657945
9033	Z1231451928	CC(=O)NC(C1=NOC(C)=N1)C=2C=CC=3OCCOC3C2	-4.58	0.831667	6.582891
9034	Z2199077406	CCOC1(C)CCN(CC1)C(=O)NC2CCS(=O)(=O)C3=CC=CC=C32	-4.57	0.472811	6.921462
9035	Z2231467874	CCC1=NOC(C)=C1CNC(=O)C=2C=C(N=C3C2C(=O)NC(=O)N3CC)C4CC4	-4.57	0.754041	7.528645
9036	Z1982715403	COC=1C=CC(=CC1OCCO)C(=O)NC2(CCC2)C=3C=CC=CC3	-4.56	0.755398	7.140407
9037	Z1679795461	COC=1N=C(C)C=C(N1)SC2=NN=C(C3CCNCC3)N2C4CC4	-4.56	0.619093	6.976134
9038	Z1601625564	CNC(=O)C1CCCC1NC2=CC(C)=NC=3C(=CC=CC23)[N+]([O-])=O	-4.56	0.965510	7.531227
9039	Z3137730857	O=C(NC1CC2(CCNC2)OC=3C=CC=CC31)C4CNC(=O)CC4C(F)(F)F	-4.56	0.473722	7.303413
9040	Z1696229130	C=1C=CC(=CC1)COC2CC(C2)NCC3=CC=4C=CC=CC4N=C3N5CCOCC5	-4.55	0.342355	7.179717
9041	Z14365385	CCN1C(=NN=C1C2=CC=CO2)SC(C(=O)NC=3C=CC(F)=CC3)C=4C=CC=CC4	-4.54	0.548472	7.755226
9042	Z1247529075	CC(CO)(NC(=O)NC1=CC=C2OCOC2=C1)C3CCCCC3	-4.54	0.870973	6.536609
9043	Z1184486872	COC=1C=C(C)C=CC1NC(=O)N2CCCC2C3CCCN3C	-4.53	0.667486	6.944305
9044	Z1652223015	COC=1C=CC=2CC(CCC2C1)NC(=O)C=3C=CC(C)=C(F)C3	-4.53	0.733268	6.435149
9045	Z1950781611	COC1(CNC(=O)N2CCS(=O)(=O)CC2)CCC(C)CC1	-4.53	0.505462	6.449816
9046	Z1765090403	COC=1C=CC=C2C(=CC=NC12)N3CCC4(CNC(=O)C4)CC3	-4.53	0.588545	7.030178
9047	Z1603554608	O=C(O)C1(O)CCN(CC1)C(=O)C2CC32CCCC=4C=CC=CC43	-4.53	0.715956	6.487953
9048	Z3055745839	CN1C=NC=C1[C@@H]2CN(C)C[C@H]2NC(=O)C3=CC=CN4N=CC=C34 |&1:6,11,r|	-4.52	0.718921	7.119274
9049	Z2012187064	CC=1C=C(NN1)C2CCCN(C2)C(=O)NC3CCOC4=CC=C(F)C=C43	-4.52	0.752965	7.689790
9050	Z1688695715	CN(C)C=1C=CC(Cl)=CC1NC(=O)N2CCC(CC2)N3C=CN=N3	-4.52	0.269475	7.035276
9051	Z2063298566	CC1=NOC(=N1)[C@@H]2[C@@H](C)OCCN2C(=O)C=3OC=CC3C(C)C	-4.52	0.540095	6.630508
9052	Z1212732264	NC(=O)C1(CCN(CC1)C=2N=CC=CN2)C=3C=CC=CC3	-4.52	0.470390	6.860421
9053	Z3300463722	O=C1C=C(CN2CC3(CCOCC3)C2C=4C=CC=CC4)NC5=CC=NN15	-4.52	0.781119	7.693253
9054	Z1869585710	O=C(O)C=1C=CC(=NC1)C(=O)N2CCNC(=O)C2C=3C=CC=CC3	-4.51	0.519022	6.225900
9055	Z1609707142	CC=1OC=CC1C(=O)N2CC(CC(C2)C=3C=CC=CC3)C(=O)O	-4.50	0.765573	7.148970
9056	Z1551730767	O=C(C=1C=CC=NC1C(F)(F)F)N2CCN(CC2)C=3C=NC=CN3	-4.50	0.209772	6.732151
9057	Z3339714736	CN1C=C(C(=O)N(CC(=O)N2CCOC(C)(C)C2)C1=O)C(F)(F)F	-4.50	0.304757	5.873356
9058	Z167658054	CN(C)C=1C=CC(=CC1)C(=O)N2CCC3=C(C2)SC4=NC=NC(N)=C43	-4.50	0.380253	7.173953
9059	Z2270882961	CCC1=NC=2CCCC(C2S1)N(C)C(=O)C3=NN(C)C=4CCCCC34	-4.49	0.616791	7.913770
9060	Z165035902	NC(=O)C=1C=CC(=C(C1)NC(=O)C=2C=C(F)C=CC2Br)N3CCCC3	-4.49	0.718783	7.048828
9061	Z1675664507	O=C(NCC1(CCOCC1)N2CCCC2)C=3SC=NC3C4CCCC4	-4.48	0.601396	7.397740
9062	Z1675255432	CN(C(=O)C=1SC=NC1C2CCCC2)C=3C=CC(=CC3)[N+]([O-])=O	-4.48	0.525121	7.331325
9063	Z1585476718	CCC1=NN(C)C=C1NC(=O)NC(C=2C=CC=CC2)C3CCCO3	-4.48	0.761063	7.120940
9064	Z2172265387	COCC1(CCCCC1)C2=NOC(=N2)C3CCCN(C3)C(=O)C4CC4	-4.48	0.492749	7.180544
9065	Z1729651433	O=S(=O)(NC=1C=CN=CC1)C=2C=CC=CC2S(=O)(=O)N3CCCC3	-4.47	0.826427	6.670779
9066	Z3105842846	CC(C)(C)N1C=NC=C1C2CCCN(C2)C(=O)NCC=3N=CC=CN3	-4.47	0.425957	7.479347
9067	Z1069323052	CC(C)(C)C=1C=C(NC(=O)C2=NNC(=O)C=3C=CC=CC23)N(N1)C(C)(C)C	-4.47	0.840329	7.519903
9068	Z1359474281	O=S(=O)(C=1C=CC=C2C=NC=CC12)N3CC4(CCCC4)C5=CC=CC=C53	-4.47	0.690854	7.546169
9069	Z2017076410	CC=1C=C(Cl)C=2N=CC(C#N)=C(C2C1)N3CCCC(C3)C4=NN=CN4C(C)C	-4.47	0.741638	8.442621
9070	Z2214069004	CS(=O)(=O)C1=CC=C(CNC(=O)N2CC3(CCC3)C2C=4C=CC=CC4)S1	-4.47	0.728725	7.475090
9071	Z3290692303	CC(C)(C)OC(=O)N1CCC(NCC2(CO)CCC2)C3=CC=CC=C31	-4.47	0.945377	6.968052
9072	Z1579639100	CC=1C=CC=NC1CN2CCCCC2C(=O)N3CCOCC3	-4.46	0.464259	6.608459
9073	Z1318833773	CCC1(CC)NC(=O)N(CC(=O)N2CCCCC2C3=CC=CN3C)C1=O	-4.46	0.463820	7.491153
9074	Z3173693046	COC1=CC(=NC(=C1)C(=O)O)C(=O)N(CC=2C=CC=CC2)C3CCC3	-4.46	0.628337	7.162391
9075	Z2054868266	CCN(C)C(=O)CN1C[C@H](C[C@H]1C2=NNC(=O)N2CC)OC	-4.46	0.275471	6.772599
9076	Z15931505	O=C(CN1C(=O)C(=O)N(CC=2C=CC=CC2)C=3C=CC(Cl)=CC31)NC(=O)NC4CCCCC4	-4.45	0.672896	7.897691
9077	Z319590320	CN(C1CCCCC1)S(=O)(=O)NC(C2=NC=CN2C)C=3C=CC(Cl)=CC3	-4.45	0.511398	7.369207
9078	Z117922628	CSCC=1C=CC(=CC1)C(=O)NC(CN2CCOCC2)C=3C=CC(C)=CC3	-4.45	0.453810	6.871557
9079	Z1905260461	COC=1C=CC(=CC1)C2(CNC(=O)C3CN(C)C(=O)C=4C=CC=CC43)CCCCC2	-4.45	0.608683	7.679408
9080	Z1478679288	CCC(=O)N1CCC(C1)C(=O)N2CCCCC2C3=NC=CS3	-4.45	0.546570	7.099533
9081	Z1735309709	CN1C=C(C=N1)C(NC(=O)N2C[C@@H](O)C[C@H]2CO)C=3C=CC(F)=CC3	-4.44	0.851372	6.737066
9082	Z1192085044	CCC=1C=C(N=CN1)NCC2(CCOCC2)C=3C=CC=C(Br)C3	-4.44	0.752054	7.249971
9083	Z2051950294	CN(C)C(=O)COCC1CN(CC(C)(C)O1)C=2C=CN=C3C=CC=CC23	-4.42	0.551921	6.828067
9084	Z1250506073	CC=1N=C(SC1C(=O)N(C=2C=CC(C#N)=CC2C)C3CC3)C=4C=CC=CC4	-4.42	0.642298	7.830378
9085	Z1217927671	CC=1C=C(N=C(N1)C2CC2)NC(CN3CCOCC3)C=4C=CC=CC4	-4.42	0.866914	7.643703
9086	Z2173075378	CC(C)C=1C=CC(=NC1)C(=O)N2CCN(CC2)C3=NC=4C=CC=CC4O3	-4.42	0.221276	7.022525
9087	Z2012986261	CCC1=CSC(CC(=O)NC(CN2CCOCC2)C=3C=CC(C)=CC3)=N1	-4.41	0.796682	7.346961
9088	Z2060040819	COC=1C(=CC(Cl)=CC1C(=O)N(C)C)NC(=O)N2CCC(O)C2	-4.41	0.811249	7.118324
9089	Z1548179009	O=C(NC1CCOC2(CCCC2)C1)N3CCCCC3C4CNC(=O)C4	-4.41	0.706522	7.124208
9090	Z1576545574	CCC(=O)N(C1=NN=C(SC2=NN3C(=NN=C3C(C)=C2C)C(F)(F)F)S1)C4CC4	-4.41	0.298209	7.889754
9091	Z1444790935	CC(C(=O)O)C(NC(=O)C=1N=C(N=CC1Cl)N2CCCC2)C=3C=CC=CC3	-4.41	0.750536	7.538625
9092	Z2277028061	O=S(=O)(CC1CCCS(=O)(=O)C1)N2CCCC2CCC3CCCCC3	-4.40	0.866547	7.077791
9093	Z2062065215	CC1=CC=CN(CC(=O)N[C@@H]2CCC(=O)N(C)[C@H]2C3=CC=NN3C)C1=O	-4.40	0.569286	6.818662
9094	Z2013883388	CC1=NN(C)C(C)=C1C(=O)N2CCCC2C=3C=CC=C(C)N3	-4.40	0.782624	7.431127
9095	Z2148795514	COC=1C=CC(=CC1)C2(CNC(C3=NN=CN3)C=4C=CC=CC4)CCOCC2	-4.40	0.746632	7.334444
9096	Z1733469959	CC1=NNC=2N=CC(=CC12)CN3CCN(C=4C=CC(F)=CC43)C5CC5	-4.40	0.537657	7.427467
9097	Z2094243024	CO[C@H]1C[C@H](C1)N(C)C=2N=C3C=CC=CC3=NC2NS(=O)(=O)C=4C=CC=CC4	-4.40	0.593772	7.281623
9098	Z1780496312	Cl.CC1=CC=C(CN(CCC=2C=CC=CC2)C(=O)C=3NN=C4CCNCC34)S1	-4.39	0.877035	7.468166
9099	Z164885060	COC=1C=CC(=C(C1)OC)C2CCCN2C(=O)C=3C=CC=4NC(=O)CCC4C3	-4.38	0.886159	7.802731
9100	Z218701778	COC=1C=CC(=CC1)C2CCCN2C(=O)C=3C=CC(=CC3)N4CCNC4=O	-4.38	0.569407	6.888008
9101	Z1590090516	CC(NC(=O)N1CCC2(CC1)NC(=O)N(C)C2=O)C=3C=CC(F)=C(Cl)C3	-4.37	0.378483	7.207824
9102	Z8756207600	O=C(O)C(F)(F)F.CN1CC(NC=2C=CC(=CC2[N+]([O-])=O)S(N)(=O)=O)C(C)(C)C1	-4.37	0.482279	7.107687
9103	Z1647877076	CC=1NC2=NC=NC(NC(=O)C3(CCOCC3)C4=CC=CC(Cl)=C4)=C2C1C	-4.36	0.811073	7.499566
9104	Z2066488754	N#CC=1C=CC(Cl)=C(C1)C(=O)N2CCC3(CC2)NC(=O)NC3=O	-4.35	0.853288	7.477831
9105	Z1891808891	CSC1=NC=2C=CC(=CC2S1)N3C(=O)C(C=4C=CC=CC4)N(C)C3=O	-4.35	0.543253	7.053657
9106	Z1888265565	CCS(=O)(=O)C1CCN(CC1)C(=O)N2CCC=3C=CC=CC32	-4.35	0.444338	6.620332
9107	Z3190790350	O=C(NC(C1=NC2=CC=CC=C2N1)C3CCCCC3)NC4CC5(C4)CNC(=O)C5	-4.34	0.887483	7.870633
9108	Z1802786010	COC=1C=CC=CC1C(NC(=O)N2CC(C2)NC(C)=O)C3=CC=CO3	-4.34	0.535826	6.495862
9109	Z1974038078	CC=1C=CC(=C(C1)C(=O)N2CCC(CC2)OCC3CC3)N4C=NN=C4	-4.34	0.672367	7.561692
9110	Z2275245328	CC1=NN(C=2N=CC(=CC12)S(=O)(=O)NC3(C#N)CC3(C)C)C4CCOCC4	-4.34	0.788392	7.526727
9111	Z1333155267	COC=1C=CC=C(C1)C2CCCN2C=3N=CC(Cl)=CN3	-4.34	0.490835	6.816923
9112	Z3134549053	O=C(NCCC1CNCCS1(=O)=O)C=2C=3CCCC3N=C4C=CC=CC24	-4.33	0.911530	7.221149
9113	Z2112532667	C[C@@H](C(=O)O)N(C)S(=O)(=O)C1=CC=CC=C1S(C)(=O)=O	-4.33	0.691576	6.385402
9114	Z1095064266	CC1CCN(CC2=CSC(=N2)NC(=O)C(C=3C=CC=CC3)N4CCCCC4=O)CC1	-4.33	0.698749	7.811165
9115	Z212617956	CCOC=1C=CC(=CC1)C(C)NC(=O)C=2C=CC3=C(C2)CCCN3S(C)(=O)=O	-4.33	0.493150	7.241874
9116	Z1462130771	FC=1C=CC(=C(F)C1)C2CCCCN2C=3C=CC4=NN=NN4N3	-4.32	0.568453	7.265400
9117	Z1315767548	CC1(C)C(=O)NC(=O)N1CC(=O)N2CCOCC2C=3C=CC=CC3	-4.32	0.620895	6.527187
9118	Z1697117782	CNC(=O)C=1C=CC(=C(C1)[N+]([O-])=O)N2CCOCC2CC(C)O	-4.31	0.432999	6.467261
9119	Z1993942884	CCC1(NC(=O)N(CC2=NC=NN2CCF)C1=O)C=3C=NN(C)C3	-4.31	0.664948	7.262140
9120	Z1352806185	CC1=CN=C(S1)C(C)NC(=O)NCC2(CCCCC2)N3CCOCC3	-4.31	0.507205	6.916044
9121	Z1172023457	CC1=NNC(C)=C1C(C)C(=O)NCC(C2=CNC=3C=CC=CC23)C=4C=CC=CC4	-4.31	0.909521	8.307172
9122	Z1823384373	CC(C1CC1)N2N=CC=C2NC(=O)NC3CCN(C)C3C=4C=CC=CC4	-4.31	0.429340	6.876970
9123	Z2069798859	O=C1C=C(CN2CC=3C=CC=CC3C4(CCC4)C2)C=5C=CC(O)=CC5O1	-4.30	0.680648	7.495324
9124	Z1297159036	CC(C)N1N=CC=2C=C(C=NC21)C(=O)N3C=4C=CC=CC4OCC3C	-4.30	0.554800	7.523405
9125	Z1973509591	CC1=NC=2C(=CC=NC2N1)C(=O)N3CC=4C=CC=CC4C[C@H]3C(N)=O	-4.30	0.679134	7.717049
9126	Z117924046	CC=1C=CC(=CC1)C(CN2CCOCC2)NC(=O)CN3C=NC=4SC=CC4C3=O	-4.29	0.420540	7.075244
9127	Z1663680434	CC1(CCN(CC=2C=CC=CC2)CC1)C(=O)N3CCC(CN4CCOCC4)CC3	-4.29	0.404506	7.215562
9128	Z1305776185	CC(CNC(=O)N1CCC(C)CC1C2=CC=CO2)CN3C=CC=N3	-4.29	0.675788	6.829980
9129	Z1852290360	COC=1C=C(C)C=NC1C(=O)NC(C2=NOC(C)=N2)C=3C=CC=4OCCOC4C3	-4.28	0.541147	7.297143
9130	Z3333528032	CC1=NNC=2N=C(C)C=C(C(=O)N3CCN(CC3)C(=O)COC=4C=CC(Br)=CC4)C12	-4.28	0.702600	7.696682
9131	Z1440003064	O=C1NC=2C=CC=CC2C31CCC(CC3)NCC4(O)CCOCC4	-4.28	0.794920	7.457744
9132	Z1868664533	CCC1(NC(=O)N(C1=O)C=2C=CC(F)=CC2)C=3C=CC=CC3	-4.28	0.687912	7.068604
9133	Z1022115714	CC(C(=O)NCC1=CC=C(C(F)=C1)N2C=CN=C2)N3C(=O)NC4(CCCC4)C3=O	-4.28	0.376090	7.361955
9134	Z1330965203	CC(=O)NC1=NC(=CS1)CN2CC(C)OC=3C=CC(C)=CC32	-4.28	0.642717	6.710614
9135	Z1067625312	CC1(C)COC(CN1C(=O)CCN2C=CN=N2)C=3C=CC=CC3	-4.27	0.467879	6.658458
9136	Z1548109999	CCOC1CC(NC(=O)N2CCCCC2C3CNC(=O)C3)C41CCCC4	-4.27	0.830108	7.355261
9137	Z1587812489	CC=1C=CC2=C(N1)OCCN2S(=O)(=O)C=3C=NN(C)C3	-4.27	0.533153	6.798768
9138	Z1250541828	O=C(C1=CC=2C=CC=CC2O1)N(C=3C=CC=C(F)C3)C4CCOCC4	-4.26	0.764767	6.799284
9139	Z1952901210	CC(=O)N1C[C@H](O)C[C@@H]1C(=O)NC=2C=CC(OC(F)F)=C3C=CC=NC23	-4.26	0.807151	7.208336
9140	Z1341632621	[O-][N+](=O)C=1C(=CC=C2N=CC=CC12)N3CCCC(C3)C4=NN=CN4	-4.26	0.600249	7.609775
9141	Z3068704742	O=C(N[C@@H]1C[C@H](CO)C1)C(C=2C=CC=CC2)N3SC4=CC=CC=C4C3=O	-4.26	0.741112	7.318224
9142	Z1663352686	CCC1=NC(=CO1)C(=O)NC2(CCOCC2)C3=CC=CC(F)=C3	-4.26	0.775817	6.567482
9143	Z1192155233	CN(CC(F)F)C1=C(C#N)C(=O)N(C)C(=O)N1C	-4.26	0.265965	6.355756
9144	Z1218117327	C=C1CCN(CC1)S(=O)(=O)C=2C=CC(=CC2)CS(C)(=O)=O	-4.25	0.812520	6.751556
9145	Z1692915816	COC=1C=C(C)C=C2C1OCCC2NC(=O)C(=O)O	-4.25	0.366970	5.989988
9146	Z2032735752	CC=1C=C(C(=O)NC=2C=CC=NC2N3C=NC=N3)C=4N=CC=C(C)C4C1	-4.25	0.910037	7.746254
9147	Z2278768152	CC1(C)[C@H](C[C@H]1OC=2C=CC=CC2)NC(=O)C=3C=C4CCCN4N3	-4.24	0.478586	6.936292
9148	Z1443957328	NC(=O)C=1C=CC(=C(C1)NC(=O)C=2C=CC(=CC2)C(=O)O)N3CCCCC3	-4.24	0.783248	7.312172
9149	Z3076930197	CC1CN(CC2(CCOCC2)O1)C=3C=C(N)N=CN3	-4.24	0.243679	6.350870
9150	Z2066368619	CN1C(=O)C=2C=CC=CC2C=C1C(=O)N3CCN(CCC=4C=CC=CC4)CC3	-4.23	0.393605	6.995427
9151	Z1753094379	CC1=NC(C)=C(NC(=O)[C@H]2CCO[C@@H]2C=3C(C)=NN(C)C3C)S1	-4.23	0.755939	6.983347
9152	Z2052752333	CCN1C(=O)NN=C1[C@@H]2C[C@@H](CN2C=3C=CC(C#N)=C(Cl)C3)OC	-4.23	0.726182	7.114077
9153	Z2043936781	CNS(=O)(=O)C=1C=CC=C2CN(CCC12)C(=O)NC3CCOC3	-4.23	0.698139	6.440732
9154	Z1740187672	COC=1C=C(ON1)C(=O)N2CCN(C=3C=C(Cl)C=CC32)C4CC4	-4.23	0.765364	6.876858
9155	Z1264497626	CC=1C=CN=CC1C(=O)N2CCCCC2C(=O)N3CCOCC3	-4.23	0.536528	6.645753
9156	Z2093266063	COC=1C=CC(CN(CC2CC2)C=3N=C(C)C=C(C#N)N3)=C(C1)OC	-4.23	0.584582	7.296796
9157	Z106143904	CCC=1SC(=CC1C)C2=NN=C(CNC(C=3C=CC=CC3)C=4C=CC(C)=CC4)O2	-4.22	0.819038	8.097990
9158	Z223369938	CCOC=1C=CC=CC1C(=O)N2CCN(CC2)C(=O)N3CCOCC3	-4.22	0.217169	6.436405
9159	Z1416901717	O=C(C=1C=CC2=NN=C(C(F)F)N2C1)N(CC=3C=CC=C(F)C3)C4CCCC4	-4.22	0.547896	7.486471
9160	Z1665455288	O=C1CN(C=2C=CC=C(F)C2N1)S(=O)(=O)C=3C=CC(=CC3)OCC(F)F	-4.22	0.671878	7.434557
9161	Z1453305174	NC(=O)C[C@@H](NC(=O)C1=CNN=C1C=2C(F)=CC=CC2F)C=3C=CC=C(Cl)C3	-4.21	0.739742	8.400835
9162	Z2212427455	CN1N=CC=C1C2C(CC(=O)N2C)C(=O)NC=3C=CC=C(C3)C(N)=O	-4.21	0.616839	7.341470
9163	Z1306370427	O=C(NCC=1C=C(F)C=C2COCOC12)N3CCCCC3CN4CCOCC4	-4.21	0.470035	7.195406
9164	Z1392082335	O=C(CC(NC(=O)C=1C=CC=CC1)C=2C=CC=CC2)N3CCOC=4C=CC(F)=CC43	-4.20	0.735966	7.109882
9165	Z1400406687	N#CC=1C=C(F)C=CC1S(=O)(=O)N2CCC(CC2)(C(=O)O)C=3C=CC=CC3	-4.20	0.480790	7.241496
9166	Z3173554539	O=C(O)C=1C=CC(C(=O)N2CCC3(CCCO3)CC2)=C(Cl)C1	-4.20	0.483992	6.604335
9167	Z3063133808	CCN1C=CN=C1[C@@H]2[C@H](CC(=O)N2CC)C(=O)NC=3C=NN(C3)C4CCC4	-4.20	0.597313	7.671392
9168	Z1067852450	CNC(=O)C1CN(C=2C=CC=CC2O1)S(=O)(=O)C3CC3	-4.20	0.687666	5.962884
9169	Z119966734	CN1C=CN=C1C(NS(=O)(=O)C=2C=CC(F)=C(Cl)C2)C=3C=CC(F)=CC3	-4.19	0.539853	7.800272
9170	Z2200064192	CNC(=O)C=1C=CC=NC1N2CCCC(CSC)C2	-4.18	0.839573	6.481542
9171	Z146454382	O=C(C1=CC(Br)=CN1)N2CCCC2C3=NN=C4C=CC=CN34	-4.18	0.386226	7.410872
9172	Z1315883270	CC(NC(=O)C1CCN(CC=2C=CC=CC2)CC1)C=3C=CC(=CC3)C=4C=CN=CC4	-4.18	0.650976	7.013220
9173	Z1787549704	C=1C=CC(=CC1)C2(CNC3=NN=C(O3)C4CC4)CCOCC2	-4.18	0.759740	7.448114
9174	Z1848305665	CC1=NC(C)=C(S1)C(=O)NC=2C(=C(C)N=C3C=CC=CC23)C(C)C	-4.18	0.959792	8.128540
9175	Z1417554936	CC1=CC(=O)N(C)C=C1NC(=O)NC(CC(C)(C)C)C=2C=CC=CC2	-4.17	0.954958	7.210240
9176	Z1137341257	CCN(CC)C(CNC(=O)[C@H]1CCC(=O)N1)C=2C=CC=CC2Cl	-4.16	0.648795	6.550758
9177	Z1444088421	COC=1C=CC=CC1CC(C)N(CC=2C=CC=CC2)C(=O)C=3C=CN=C(C3)C(=O)O	-4.16	0.874463	7.212207
9178	Z1544974665	O=C1NC(=O)C=2C=C(C=CC2N1)S(=O)(=O)N(CC=3C=CC=CC3)CC4(O)CCCC4	-4.16	0.741449	7.702928
9179	Z1343409710	CC=1C=CC=2OC(=NC2C1)N3CCN(C)CC43CCCCC4	-4.16	0.439282	6.739411
9180	Z2217007936	CC(C)CNS(=O)(=O)C1=CC=CC=C1S(=O)(=O)N(C)CC#N	-4.14	0.791987	6.970951
9181	Z19549488	COC(=O)CSC1=NN=C(C=2C=CC=CC2F)N1C=3C=CC(C)=CC3	-4.14	0.664856	7.237184
9182	Z1567994497	O=C(NC1=NC(=C(O1)C=2C=CC=CC2)C=3C=CC=CC3)C4=CN=CS4	-4.14	0.663325	7.217213
9183	Z2140977619	COC=1C=CC2=C(C1)C(C(=O)N(C)CC3=NN=CN3C)=C(C)N2C4CCCC4	-4.14	0.779503	7.763188
9184	Z1464460528	CCNC1=NC=C(S1)C(=O)N2CCC(CC2)N3CCCCC3=O	-4.13	0.361841	6.754895
9185	Z2286541225	FC=1C=CC(=CC1)C(CC2CCOC2)NCC=3C(F)=CC=CC3N4C=CC=N4	-4.13	0.908508	7.625657
9186	Z3173349138	CCCC1=C(C=NN1C2=CC=CC=C2C)NC(=O)[C@H]3C[C@H](C3)C(=O)O	-4.13	0.453582	7.104794
9187	Z1892272484	CC=1C=C(C)N(N1)C=2C=CC=CC2NC(=O)NC3=CNN=C3C4=NC=CS4	-4.12	0.480562	7.612349
9188	Z2212355437	C1=NC=2C(=NC=NC2N1C3CC3)N4CCCC4C5=NC=6C=CC=CC6N5	-4.12	0.211663	7.193539
9189	Z194566580	COC(=O)CSC1=NC=2C=CSC2C(=O)N1C=3C=CC=CC3	-4.12	0.704344	6.747424
9190	Z1733413389	CC1=NNC=2N=CC(=CC12)CN3CCN(C=4C=C(F)C=CC43)C5CC5	-4.12	0.489778	7.359220
9191	Z2277213438	CC1(C)CN(CC2(CCOC2)O1)C(=O)C=3C=CN=C(C3)OC(F)F	-4.12	0.458918	6.269500
9192	Z2272755973	C1=CC(=NN1)C2CCCCN2C3=NC(=NS3)C4CC4	-4.12	0.883838	7.252581
9193	Z2060690468	CC=1C=CC(C(=O)N2C[C@@H](CO)[C@@H](C2)C=3C=NN(C3)C(C)C)=C(C)C1	-4.11	0.797988	6.870873
9194	Z2293325092	CC=1N=NC=CC1NC(=O)N2CC3(CCC3)C2C=4C=CC=CC4	-4.11	0.753148	7.166253
9195	Z2275492007	O=S(=O)(C=1C=CC(=NC1)C(F)(F)F)N2CCS(=O)(=O)CC2C3CC3	-4.11	0.603685	7.001289
9196	Z3268542077	CC=1C=CC=CC1C(NC(=O)C=2C=CC=C(C2)S(C)(=N)=O)C(C)C	-4.11	0.841162	6.975392
9197	Z1696974229	CC1=NN(C)C(SC=2C=CC=CC2)=C1C(=O)NC=3C=CN=CC3	-4.11	0.704130	7.251992
9198	Z1443636727	CS(=O)C=1C=CC(=CC1)C(=O)N2C(CC3CCCCC32)C(=O)O	-4.10	0.787924	7.244054
9199	Z1986431407	CC1=C(C(=NN1C)C(=O)NCC(C=2C=CC=CC2)N3CCC(C)CC3)[N+]([O-])=O	-4.10	0.878062	7.486012
9200	Z1730189506	C#CC(NC(=O)C1CCCN(C1)S(=O)(=O)C=2C=CC=CC2)C3CCCO3	-4.10	0.736262	7.054502
9201	Z1299734674	CC1CCC(CC1)N(CC2=CC(=O)N3N=CC=C3N2)CC4CCCO4	-4.10	0.622069	7.452579
9202	Z3247236924	O=C(O)C=1C=CC=CC1C=2C=CC=CC2C(=O)NC3=NN=CS3	-4.10	0.713024	6.917510
9203	Z2044053531	CC(C)C=1C=COC1C(=O)N2CCCCC2C3=NC4=CC=CC=C4O3	-4.10	0.605040	7.063920
9204	Z8757211927	O=C(O)C(F)(F)F.COC=1C=CC(=CC1N2CCNC2=O)C(=O)N3CCNCC3	-4.10	0.655150	6.624706
9205	Z1321203091	CN1C=C(C=N1)N2CCN(CC2)C(=O)NC=3C=CC=CC3N4CCCC4=O	-4.10	0.265793	7.078517
9206	Z1625621912	COC=1C=CC(=CC1)C(CN2CCCC2)NC(=O)C3=C4CCCCC4=NN3C	-4.09	0.572035	7.559637
9207	Z2052582479	CO[C@H]1C[C@@H](C(N)=O)N(C1)C2=CC(C)=NC=3C=CC(F)=CC23	-4.09	0.835849	7.197281
9208	Z1583729047	CC=1C=C(C)C=C(C1)C(=O)N2CCCCC2C(=O)N3CCC(CC3)N(C)C	-4.09	0.609975	7.110546
9209	Z1531936486	CC1=CC(=C(C)C(=C1)S(C)(=O)=O)S(=O)(=O)N(C)CC(=O)O	-4.09	0.957921	7.116529
9210	Z1637938856	CC=1C=C2OCOC2=CC1NC(=O)N3CCCC3C4=CC=CC(=C4)N(C)C	-4.09	0.826956	7.383409
9211	Z19576298	COC=1C=CC(=CC1)N2C(=NC=3C=CC=CC32)SCC(=O)NC4CCS(=O)(=O)C4	-4.08	0.505120	6.822684
9212	Z2274848894	CC(C)C1N(CC21CCCC2)C=3N=CC(=CN3)[N+]([O-])=O	-4.08	0.829467	6.720014
9213	Z1731732944	CN(C)C=1C=CC(Cl)=CC1NC(=O)N2CCCC(CC(N)=O)C2	-4.08	0.660312	7.244242
9214	Z1090433770	O=C(NC=1SC=NC1C=2C=CC=CC2)C=3C=CC(Cl)=CC3Cl	-4.08	0.769221	7.315429
9215	Z2052585857	CCOC=1C=NC=C(N1)N2C[C@H](C[C@H]2C(=O)N3CCCC3)OC	-4.08	0.618014	6.482099
9216	Z1930095436	CC1CN(CCN2C(=O)NC(C)(C)C2=O)CC3(CCOCC3)O1	-4.08	0.507082	6.863943
9217	Z1412376103	O=C(NC1CCC=2C=NNC2C1)N3CCNC(=O)C3C=4C=CC=CC4	-4.07	0.436138	7.274757
9218	Z2052761497	CO[C@H]1C[C@@H](CO)N(C1)C=2C=C(C)N=C3C(F)=CC=CC23	-4.07	0.597457	6.686428
9219	Z1141173005	CC=1C=NN(C1)CC2CN(CC3=C(N=C4SC=CN34)C=5C=CC(Cl)=CC5)CCO2	-4.07	0.515035	7.489092
