Rank  Ligand               SMILES                                                                           Binding Affinity (kcal/mol) CNNscore   CNNaffinity
7241  Z3687013937          O=C(CCN1CCCC2=CC=CC=C21)N[C@@H]3CC(CN4C=CC=N4)C[C@H]3O |&1:15,25,r|              -5.79      0.01       2.47      
7242  Z2060539254          CC=1C=CC=2C=C(C=CC2N1)C(=O)N3C[C@H](F)C[C@H]3C(N)=O                              -5.79      0.00       2.23      
7243  Z2883783051          CC=1C=CC=C(CN2C=C(CN3CCOC[C@H]3C)N=N2)N1                                         -5.79      0.00       1.92      
7244  Z2307617385          CCC(C)N1CCN(CC1)C(=O)NCC(=O)N2CC=3C=CC=CC3C2                                     -5.79      0.18       3.43      
7245  Z449746608           O=C(O)CCN1C(=O)C=2C=CC=CC2N=C1C=CC3=CSN=N3                                       -5.79      0.04       3.11      
7246  Z1690505429          O=C(NC=1C=NN(C1)CC=2C=CN=CC2)C3CC43CCOC4                                         -5.79      0.00       2.07      
7247  Z74573632            CC1=NN(C(C)=C1NC(=O)CSC2=NN=C(NC3CC3)S2)C=4C=CC(C)=CC4                           -5.79      0.00       2.10      
7248  Z2755062079          COCC1=NOC(=N1)C(CCSC)NS(=O)(=O)C=2C=CC=CC2                                       -5.79      0.00       1.90      
7249  Z2057973372          COC=1C=C(C)C(=CC1F)NC(=O)N2CCC(CC2)C3=NC(=O)NN3                                  -5.79      0.00       2.60      
7250  Z1652254236          CCN1C=NN=C1C2CCCN(C2)C=3C(C)=C(C)N=C4C=CC=CC34                                   -5.79      0.00       2.30      
7251  Z45650948            CC1=NNC(C)=C1S(=O)(=O)NC=2C=CC(=CC2N3CCOCC3)N4CCOCC4                             -5.79      0.00       3.19      
7252  Z16394549            O=C(CN1C(=O)NC2(CCCCC2)C1=O)NC3CCS(=O)(=O)C3                                     -5.79      0.00       2.05      
7253  Z2438651990          CCCC1=NN=C(NC(=O)N2CC3(CC=CC3)C2C(C)C)S1                                         -5.79      0.12       3.64      
7254  Z223897796           CC=1C=C(C)C=2N=C(NC(=O)CCN3C=NC4=C(C=NN4C)C3=O)SC2C1                             -5.79      0.01       3.81      
7255  Z1725974069          CC(C)N1C(=NC=2C=CC=CC21)C3CCCN(C3)C(=O)CC=4C=COC4                                -5.79      0.01       3.00      
7256  Z30827093            CSC=1C=CC(=CC1[N+]([O-])=O)C(=O)NCC=2C=CC=CC2Cl                                  -5.79      0.00       2.61      
7257  Z3063427039          O=C(CC1CCC1)N2[C@H](C[C@H]3OCC[C@H]32)C(=O)N4CCCC4 |&1:8,10,14,r|                -5.79      0.00       1.50      
7258  Z2397133275          CC=1C=NN(C1)[C@H]2[C@H](O)C[C@@H]2NC(=O)CCN3C=CN=N3                              -5.79      0.05       2.38      
7259  Z98357213            CC1=CC=C(S1)C2=CSC=3N=CN(CC=4C=C(Cl)C=C5COCOC45)C(=O)C23                         -5.79      0.00       2.65      
7260  Z1546634906          CC(OC=1C=CC=C(C1)CO)C(=O)N2CCC(CC2)NC3=CC=CN=C3                                  -5.79      0.00       1.39      
7261  Z1754426438          NC(=O)CN1C=C(CC2NC(=O)N(CC=3C=CC(F)=CC3Cl)C2=O)N=N1                              -5.79      0.01       2.70      
7262  Z1563980836          CC1=NC(=CC(=N1)NCC2(CCSC2)N(C)C)C=3C=CC=CN3                                      -5.79      0.00       2.88      
7263  Z1506213812          CC(C(=O)NC1=NC=CS1)N2CCC(CN3C=CN=N3)CC2                                          -5.79      0.00       2.19      
7264  Z810201348           CC1=NC(=CS1)C2=CC(=CS2)C(=O)N(CC(N)=O)C3CCCC3                                    -5.79      0.04       3.89      
7265  Z1787018400          CC(CNC(=O)C=1C=C(C=CN1)N2CCOCC2)CC3=CC=CS3                                       -5.79      0.00       2.22      
7266  Z1445259002          O=C(O)C=1SC=2C=CC=CC2C1CNC(=O)C3CCOC3                                            -5.79      0.01       2.11      
7267  Z29467098            CC=1SC=2N=CN(CC(=O)NC3=NC(=CS3)C=4C=CC=CN4)C(=O)C2C1C                            -5.79      0.01       3.80      
7268  Z2737475633          CC=1C=CC=CC1C2CCN(CC(O)CC3(O)CCOCC3)CC2                                          -5.79      0.00       2.22      
7269  Z408816484           CC(=O)NC=1C=CC(C)=C(C1)NC(=O)C=2C=CC(=CC2)N3CCNC3=O                              -5.79      0.01       3.35      
7270  Z1755811892          CCN1C=CN=C1[C@H]2OCCC[C@@H]2NC(=O)NC=3C=CC=4OCCCC4C3                             -5.79      0.00       2.77      
7271  Z46307516            CC(=O)NC=1C=CC(=CC1)NC(=O)CN2CCSC3=CC=CC=C32                                     -5.79      0.04       3.13      
7272  Z26551197            O=C(CN1C(=NC=2C=CC=CC21)C(F)(F)F)NC=3C=CC(=CC3)N4C=NN=N4                         -5.79      0.00       2.67      
7273  Z646436336           BrC=1C=CC=C(C1)C2(CNC=3N=CC=CN3)CCOCC2                                           -5.79      0.01       2.74      
7274  Z2961254701          CC1=CSC(=N1)C2CCCN2C(=O)C3=CC=4C=NC=CC4N3                                        -5.79      0.00       2.43      
7275  Z1895242627          CC1=NOC(C)=C1CN2CCC(CC2)OC=3N=CC=CC3F                                            -5.79      0.00       1.64      
7276  Z27759537            CC1=NC(=C(CC(=O)NC2CCCCC2)S1)C=3C=CC(F)=CC3                                      -5.79      0.00       1.95      
7277  Z52019319            CC1=CSC(=N1)NC(=O)C2CC(=O)N(C2)C3CCCC3                                           -5.79      0.00       2.19      
7278  Z2966543855          CC1(C)CN(C(=O)C=2C=CC3=NN=CN3C2)[C@H]4CCC[C@H]41 |&1:16,20,r|                    -5.79      0.00       1.90      
7279  Z1436061240          CC(C)(C)N1N=C(C=C1C2CC2)C(=O)N3CCCC(C3)NC=4C=CC=CC4                              -5.79      0.00       2.35      
7280  Z1268776319          CC=1C=CC=CC1CC2=NOC(=N2)C3=CN(CCN)N=N3                                           -5.79      0.00       1.41      
7281  Z30225782            CC=1C=NC(=CN1)C(=O)NC=2C=CC=C(C2)S(=O)(=O)N3CCCC3                                -5.79      0.00       3.22      
7282  Z271498764           CCC1=NC(=CS1)CN2CC3=CC=CC=C3C[C@H]2C(N)=O                                        -5.79      0.14       3.26      
7283  Z2205485563          CC1=CC(C)=NN1CC(=O)N2C[C@H](C(=O)O)[C@H](C2)C=3C=CC(F)=CC3F                      -5.79      0.00       2.01      
7284  Z2607670139          CCC1=NOC(CC)=C1CNC(=O)C(C(=O)O)C2CCCC2                                           -5.79      0.01       2.56      
7285  Z216466254           COC(=O)C=1C=CC(=CC1)S(=O)(=O)NC(C2=CC=CS2)C3CC3                                  -5.79      0.01       2.54      
7286  Z3404169004          CC1=NC(CS(=O)(=O)N(C)C(C)C=2C=CC(C)=CC2C)=NO1                                    -5.79      0.00       1.52      
7287  Z1704432086          CC1=NC(=NN1)C=2C=CC=C(C2)NC(C)CN3C=CC=N3                                         -5.79      0.00       2.48      
7288  Z1612594630          CC1CC(C1)N2C(=O)NC3(CC=4C=CC=CC4C3)C2=O                                          -5.79      0.01       2.49      
7289  Z2057644228          CC=1N=NC=CC1NC(=O)N2CCN(C)C(C2)C3=NC(=NO3)C4CC4                                  -5.79      0.00       2.73      
7290  Z27869168            O=C(NC1=NC=2C=CC(=CC2S1)OC=3C=CC=CC3)C=4C=CN=CC4                                 -5.79      0.02       2.47      
7291  Z183307864           O=C(NCC=1C=CC(Cl)=CC1)N2CCC=3C=CC=CC3C2                                          -5.79      0.00       1.69      
7292  Z3141427243          COCC1(CCNCC1)C(=O)N2C[C@@H]3CC[C@]3(N)C2 |&1:13,16,r|                            -5.79      0.01       2.14      
7293  Z2710523145          CC=1C(=CC=CC1C2=NC=CO2)NC(=O)NCC3CCCC43CC4                                       -5.79      0.00       2.50      
7294  Z2051818805          CN1C=CN=C1C(NS(=O)(=O)CC2CCCC2)C3CCOCC3                                          -5.79      0.00       1.95      
7295  Z2349322326          O=C(N[C@@H]1CCC(=O)N[C@H]1C=2C=CC=CC2)N3CC4=CC=CC=C4C3 |&1:3,9,r|                -5.79      0.00       2.26      
7296  Z2388925480          CCC1=NN=C(O1)[C@H]2CCCN(CC3CC(F)(F)C3)[C@H]2C                                    -5.79      0.00       2.97      
7297  Z1611071909          CCC1=NN(C)C=C1CNC2=NN=C(CC=3C=CC=C(F)C3)O2                                       -5.79      0.00       2.17      
7298  Z2054591559          CO[C@@H]1C[C@@H](COC2=CC=CN=C2)N(CC3=NOC=4CCCCC34)C1                             -5.79      0.00       2.44      
7299  Z2866904595          C#CCCC1(CCC(=O)NC2=CC=CC=C2N3CC4CCC3C4)N=N1                                      -5.79      0.17       3.41      
7300  Z19158815            CC(OC(=O)C(C)N1C(=O)C=2C=CC=CC2C1=O)C(=O)NC=3C=CC=C(Cl)C3                        -5.79      0.00       2.68      
7301  Z2762344807          CC1=C(OC=2C=CC(F)=CC12)C(=O)N3C[C@@H]4COCC[C@@]4(C3)C(N)=O                       -5.79      0.00       1.84      
7302  Z2310449155          CC(C)COC1CCN(CC1)C(=O)NCC2=NC(=NN2)C=3C=CC=CN3                                   -5.79      0.00       3.22      
7303  Z1699740096          CC1=C(C=NN1C)C=2C=C(CN3CCC(CC3)NC=4C=CC=NN4)ON2                                  -5.78      0.00       3.59      
7304  Z1139493942          CC=1C=CC(=CC1)C2=NC(=CO2)CN3CCOC(CN4C=CC=N4)C3                                   -5.78      0.00       3.10      
7305  Z89704704            COC=1C=CC=CC1NC2=NN=C(SCC=3C=C(C)ON3)S2                                          -5.78      0.00       1.33      
7306  Z2762780495          O=C(O)[C@H]1CC[C@H](O1)C2CCN(CC2)C=3N=CN=C4CCCC34                                -5.78      0.01       3.22      
7307  Z1870195621          CN1C(=O)N(C(=O)C1CC=2C=CC=CC2)C3CCC4(CCOCC4)CC3                                  -5.78      0.00       1.93      
7308  Z2608567299          CC1=NN=C(O1)C2(C)CN(C2)C(=O)C3OC(C)CC3C                                          -5.78      0.00       2.29      
7309  Z124240612           O=S(=O)(C=1C=C(Cl)C=CC1Cl)N2CCN(CC=3C=C(F)C=C4COCOC34)CC2                        -5.78      0.00       1.45      
7310  Z108983500           CC=1NC=2C=CC=CC2C1C3=CSC(=N3)NC(=O)C=4C=NN(C)C4                                  -5.78      0.00       3.28      
7311  Z3103153635          COC=1C=CC2=C(C1)CCCC2CNC(=O)NCC=3C=NC=CN3                                        -5.78      0.00       2.51      
7312  Z2089182757          CC=1C=C(N=C(CO)N1)NC=2C=CC=C(C2)OCC=3C=CC=CN3                                    -5.78      0.00       2.27      
7313  Z2392366968          COC(C)(C)CC(=O)N1CCC[C@H](C2=NN=C(C)O2)[C@@H]1C                                  -5.78      0.00       1.71      
7314  Z118407910           O=C(NC1=NC(=CS1)C2=CC=CS2)C=3C=CC(=O)N(CCOC=4C=CC=CC4)N3                         -5.78      0.00       1.40      
7315  Z300098688           O=S(=O)(C=1C=CC=CC1C=2C=CC=CC2)N3CCCC3                                           -5.78      0.00       1.41      
7316  Z30620206            CS(=O)(=O)C=1C=CC(=CC1)C(=O)N2CCN(CC2)C=3C=CC(F)=CC3                             -5.78      0.04       2.77      
7317  Z3138315934          CC=1C=CC(C(=O)NC2CC(N)C32CCC3)=C(N1)C(C)C                                        -5.78      0.01       3.65      
7318  Z31216579            CC=1N=C(NCC=2C=CC=NC2)C=3C=C(SC3N1)C=4C=CC=CC4                                   -5.78      0.02       2.91      
7319  Z1116668415          CCN(C)S(=O)(=O)C=1C(C)=NN(CCOC=2C=CC=CC2)C1C                                     -5.78      0.01       2.59      
7320  Z2278849121          CC1=CSC(=C1)C(=O)N2CCCCC2C3=NN=C(O3)[C@H]4CCCO4                                  -5.78      0.00       2.78      
7321  Z739482024           COC=1C=CC=2C=3SC(=CC3CCC2C1)C(=O)NCC4COCCO4                                      -5.78      0.02       3.09      
7322  Z641509730           CC(C1=NC(=NO1)C2CC2)N3CCN(CC3)C=4C=CC(O)=CC4                                     -5.78      0.00       2.07      
7323  Z1005694776          O=C(CCC1=CSC=N1)N2CCC(CC=3C=CC=C(F)C3)CC2                                        -5.78      0.00       2.33      
7324  Z2067238121          CS(=O)(=O)CC=1C=CC=CC1OCC2=NC=C(O2)C=3C=CC(Cl)=CC3                               -5.78      0.00       2.49      
7325  Z1695772385          CC=1C=C(C)N(N1)C=2C=CC(=CC2F)NC(=O)C=3C=NN4N=CC=CC34                             -5.78      0.02       3.91      
7326  Z2395444574          O=C(NCC1CNCCO1)C2=CN=CC(=C2)N3C=CN=N3                                            -5.78      0.00       1.94      
7327  Z1505864472          O=C(NCCC1=CCCC1)NC2CC(=O)N(C2)C3CC3                                              -5.78      0.00       1.81      
7328  Z27969879            CC(=O)NC=1C=CC(=CC1)C(=O)NC2=NC=3C=CC(F)=CC3S2                                   -5.78      0.08       3.98      
7329  Z3055741584          CCC1=NOC(=N1)[C@@]23CN(C[C@H]3CN(C)CC2)C(=O)C(C)(C)C |&1:7,11,r|                 -5.78      0.00       1.24      
7330  Z45657777            CCOC=1C=CC(=CC1S(=O)(=O)NC2=NC=3C(C)=CC(C)=CC3S2)NC(C)=O                         -5.78      0.00       2.56      
7331  Z1153688994          CNS(=O)(=O)CCCS(=O)(=O)CC=1C=CC=CC1                                              -5.78      0.07       2.78      
7332  Z3071580469          CC=1C=NC(=NC1)N2CCN(CC2)C=3C=CC=C4NC=NC34                                        -5.78      0.00       1.98      
7333  Z364699472           CC=1C=CC=CC1C(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CN=C3                                  -5.78      0.00       1.46      
7334  Z1919695747          CN(CC=1C=CC=CC1NC(=O)N2CCCC2)C=3C=CC=CC3                                         -5.78      0.00       2.81      
7335  Z2155348096          CCCS(=O)(=O)C=1C=CC(=CC1)S(=O)(=O)N[C@@H](C)C(=O)O                               -5.78      0.00       1.71      
7336  Z1765123741          O=C(C1=CNN=C1C=2C=CSC2)N3CCC(CC3)C4=NC=CS4                                       -5.78      0.00       1.80      
7337  Z46356808            COC=1C=CC=C(C1)N2CCN(CC(=O)NC=3C=CC=C(Cl)C3Cl)CC2                                -5.78      0.01       3.48      
7338  Z910644830           CCN(C(=O)C=1C=CC=C(C1)OC)C=2C=CC=CC2C(=O)O                                       -5.78      0.00       2.01      
7339  Z1217192169          CS(=O)(=O)C=1C=CC(=CC1)S(=O)(=O)N2CC(C2)C(=O)O                                   -5.78      0.00       1.64      
7340  Z1352558803          CCN1C=NN=C1C=2C=CC=CC2NC(=O)N[C@@H](C)C=3C=CC=CC3                                -5.78      0.00       2.30      
7341  Z3416870454          CNC(=O)C=1N=COC1C2C3CC2N(C3)C(=O)C4=CSC(CC(C)C)=N4                               -5.78      0.00       1.41      
7342  Z982160452           CS(=O)(=O)C=1C=CC(=CC1)C2=NN=C3CCCCN23                                           -5.78      0.00       1.29      
7343  Z2396503083          COCCN1C=C(C=N1)CN2CCN(CC2)C3(CCOC3)C(=O)O                                        -5.78      0.03       3.16      
7344  Z20229438            CC=1SC=2N=CN=C(SCC3=CC(=O)N4C=C(C)C=CC4=N3)C2C1C                                 -5.78      0.00       3.08      
7345  Z1689862935          CN(C(=O)CC1=CC=C2OCOC2=C1)C3=NC=4C=CC=CC4N3C                                     -5.78      0.02       2.60      
7346  Z2362387631          O=C(C1CC2CCC1NC2)N3CCCC(C3)N4CCNCC4=O                                            -5.78      0.00       2.34      
7347  Z2295182172          O=C(O)C=1C=CC(=CC1)CN2CCN(CC2)C3=NC4=CC=CC=C4S3                                  -5.78      0.00       2.12      
7348  Z2739990843          CN1C=NC=C1[C@@H]2C[C@H]2C(=O)N3CCC=4C=CC=CC4C3C(=O)O |&1:6,8,r|                  -5.78      0.00       1.91      
7349  Z2973481244          CC1(C)CNC(=O)C1NC=2N=CN=C3C2C=NN3C4=CC=CC=C4F                                    -5.78      0.00       0.99      
7350  Z1755395953          CC1=C(C=NN1C)[C@H]2OCC[C@@H]2NCCC3=NC=4C=CC=CC4N3C                               -5.78      0.00       2.11      
7351  Z1699516075          O=C(CNC(=O)C=1C=CC=2OCOC2C1)NC3CCCC=4SC=CC43                                     -5.78      0.00       2.69      
7352  Z25398010            CC=1C=CC2=NC(=CN2C1)CSC3=NN=C(N3)C=4C=CC=CC4                                     -5.78      0.01       3.37      
7353  Z24682342            O=C(CSC=1N=C(NC=2C=CC=CC2)C=3C=CC=CC3N1)N4CCCC4                                  -5.78      0.00       0.93      
7354  Z2147443682          CC1COC=2C=CC=CC2N1C(=O)C=3C=CN=C(C3)NC(=O)C4CC4                                  -5.78      0.00       2.22      
7355  Z1759942625          CC1=NOC(C)=C1CN2C[C@@H](F)C[C@H]2CNC(=O)NCC=3C=CC=CC3                            -5.78      0.00       2.16      
7356  Z2467007355          O=C(O)C=1C=CC(=NC1)C(=O)N(CC=2C=CC=C(O)C2)CC3CC3                                 -5.78      0.17       3.41      
7357  Z73730267            N#CC=1C=CC=CC1OCC(=O)N2CCN(CC(=O)N3CCCC3)CC2                                     -5.78      0.00       2.86      
7358  Z1321325438          COCC(NC(=O)NC=1C=NN(C1)CC2CCCO2)C3=CC=C(C)O3                                     -5.78      0.01       2.16      
7359  Z2482959047          CC=1N=C(SC1C)C2CCCN(C2)C(C(=O)O)C=3C=CC(F)=CC3                                   -5.78      0.00       3.21      
7360  Z3141923440          NC1CC21CC(C2)NC(=O)C=3C=CC(=CC3)C=4C=NNC4                                        -5.78      0.00       1.82      
7361  Z1440248489          O=C(C1=CSC(=N1)C=2C=CN=CC2)N(CC3CCC3)C=4C=CC=CC4                                 -5.78      0.00       2.17      
7362  Z2753739993          CC=1C=CN=C(N1)N2CCCC3C(NC(=O)C4CCC4)C(C)(C)C32                                   -5.78      0.00       1.56      
7363  Z2358900381          COC1CC=2C=CC=CC2N(C1C)S(=O)(=O)C=3C=NN4CCCOC34                                   -5.78      0.00       1.40      
7364  Z2983220754          C[C@@H]1CN(C[C@H]1CO)C(=O)C2=CC=C3NCCCC3=N2 |&1:1,5,r|                           -5.78      0.01       2.67      
7365  Z18846405            CC=1C=CN2C(=O)C=C(CSC3=NN=CN3C=4C=CC=CC4)N=C2C1                                  -5.78      0.02       3.43      
7366  Z3268554207          CCC1=NOC(=N1)C2CCC(CC2)NCC3=NC(=NN3)C(F)(F)F                                     -5.78      0.00       3.46      
7367  Z212719900           CC1=NC2=NC(N)=NN2C(C)=C1CC(=O)NC3=NC(=CS3)C(C)C                                  -5.78      0.00       1.76      
7368  Z1450413820          Cl.COC=1C=CC(=CC1)C2CC(C)N(C2)C(=O)C3CSCN3                                       -5.78      0.00       1.32      
7369  Z651512548           CSC1=NC=CN1C=2C=CC(=CC2)C(=O)NCC=3C=CC(=NC3)N4C=NC=N4                            -5.78      0.06       3.94      
7370  Z2052360481          CCN1C(=O)C[C@@H](CNCC=CC=2C=CC(F)=CC2)[C@@H]1C3=CC=CN=C3                         -5.78      0.00       2.13      
7371  Z3278075804          CN(CC1CC1)S(=O)(=O)N2C[C@H](N)[C@H](C2)C3=CN(C)C=N3 |&1:11,13,r|                 -5.78      0.00       1.75      
7372  Z2768794633          CN1N=C2CCCCC2=C1C=CC=3C=C(N=CN3)C(=O)O                                           -5.78      0.00       1.60      
7373  Z2482989750          CCN(CC1=NC(=CS1)C(=O)O)C2CCN(C2=O)C=3C=CC=CC3                                    -5.78      0.00       1.67      
7374  Z2707487249          COC1CCN(C1)[C@H]2CCC[C@H]2NCC3=NN=CN3C=4C=CC=CC4 |&1:7,11,r|                     -5.78      0.03       3.45      
7375  Z2379556728          CC1CN(CC(O1)C2CC2)C3=CC=C(C(=C3)[N+]([O-])=O)S(N)(=O)=O                          -5.78      0.00       2.37      
7376  Z1447093815          O=C(CC=1C=C(F)C(F)=CC1F)N2CCN(CC2)C(=O)CN3C=NN=N3                                -5.78      0.00       2.02      
7377  Z1401314792          COC=1C=CC=CC1N2CCC(NC=3C=CC(=CN3)C(N)=O)C2=O                                     -5.78      0.02       2.92      
7378  Z2950528480          CC=1N=NC=CC1NC(=O)N2CC3(CCOCC3)C2C=4C=CC=CC4                                     -5.78      0.00       3.27      
7379  Z1738540064          CN1C=C(C=N1)S(=O)(=O)NCC(CC=2C=CC=CC2Cl)C(=O)O                                   -5.78      0.03       3.08      
7380  Z1127035334          CC=1NC(=NC(=O)C1CC(=O)NC2CCC(C)CC2)C=3N=CC=CN3                                   -5.78      0.00       1.99      
7381  Z1866736519          O=C(C1=CC=2SC=CC2N1)N3CCC(CC3)NC4=NC=CS4                                         -5.78      0.01       2.27      
7382  Z1728584932          CC1=CSC(CNC2=NN=C3C=C(C)C=CN23)=N1                                               -5.78      0.00       1.64      
7383  Z4644054630          O=C(NCC1C(CCN1C(=O)C2=CN=C3CCCN23)C4CC4)C5(O)CC5                                 -5.78      0.00       1.20      
7384  Z192954294           O=C(NC1=NC=C(CC=2C=CC(F)=CC2)S1)C3=CN=C4SC=CN4C3=O                               -5.78      0.00       2.03      
7385  Z223456340           ClC=1C=CC(=CC1)C2(CC2)C3=NN=C(C4CC4)N3C5CC5                                      -5.78      0.00       2.90      
7386  Z54829396            CC(=O)N(C1=NC(=CS1)COC=2C=CC=CC2C(N)=O)C3=CC=CC(C)=C3                            -5.78      0.00       2.11      
7387  Z146475426           CCN1C=C(C(=O)NC(C)C2=NN=C3C=CC=CN23)C=4C=CC=CC41                                 -5.78      0.02       3.64      
7388  Z2298410726          CC(NC(=O)C1CC(=O)NC=2C=C(F)C=CC21)C(=O)N3C4=CC=CC=C4CC3C                         -5.78      0.00       2.41      
7389  Z3687254366          CC=1N=C(N=C(C1C)N2CC[C@H](C2)N(C)C)C(=O)N3CCC=4N=CC=NC4C3                        -5.78      0.00       2.33      
7390  Z495501330           CN1CCN(CC1)C=2C=CC(=CN2)CNC(=O)NC=3C=NNC3                                        -5.78      0.51       4.60      
7391  Z2056540390          CC=1C=CC(=CC1)C2=CN=C(CN3CCOCC3C4CCCC4O)O2                                       -5.78      0.02       3.55      
7392  Z1983201588          N#CC1(CCCN2C(=O)CC3(CCCC3)C2=O)CCOCC1                                            -5.78      0.04       3.04      
7393  Z232511294           CC1=CC(=NO1)NC(=O)CNC=2C=CC=CC2C(N)=O                                            -5.78      0.00       3.46      
7394  Z19650413            [O-][N+](=O)C=1C=CC(=CC1)CSC2=NC=3C=CC=CC3N2                                     -5.78      0.02       2.59      
7395  Z416890174           CCN(C(=O)CS(=O)(=O)CC=1C=CC=C(C1)S(=O)(=O)N(C)C)C=2C=CC=CC2                      -5.78      0.00       2.33      
7396  Z737344096           O=C(NC=1C=CC=C(C1)OCCN2C=CN=C2)C=3C=NC4=CC=CC=C4N3                               -5.78      0.00       1.93      
7397  Z140306392           COC=1C=CC=C(C1)N2CCN(CC(=O)NC3=NC(C)=CS3)CC2                                     -5.78      0.18       4.02      
7398  Z26381436            CC=1C=CC=CC1C2=NOC(COC=3C=CC=CC3C(=O)NC=4C=CC=CC4)=N2                            -5.78      0.00       1.99      
7399  Z1389812370          CC1=CC(CC(=O)NC2CC(=O)N(C2)C=3C=CC(=CC3)OC=4C=CC=CC4)=NN1                        -5.78      0.00       1.79      
7400  Z749763404           CC1=CC=C(O1)C(=O)N2CCC(CC2)C3=NN=C4CCCN34                                        -5.78      0.00       1.90      
7401  Z2213632864          CCC=1C=CC(=CC1)C2CCN(C2)C(=O)C=3C=CC(C)=NC3                                      -5.78      0.04       3.36      
7402  Z164750262           CC1=NC(=CS1)COC=2C=CC=C(C2)C(=O)NC3=CC=C(C)C(F)=C3                               -5.78      0.01       3.23      
7403  Z1479609141          CC1=NN=C(C=2C=CC=C(C2)NC(=O)C=3N=CC=NC3N)N1C                                     -5.78      0.00       3.05      
7404  Z2275338692          O=S(=O)(NC=1C=NC(CC2CC2)=NC1)C=3C=CC=C(Cl)C3O                                    -5.78      0.00       1.20      
7405  Z2017910165          COC=1C=CC(C(=O)N2C3C=C(CC2CC3)C4=CC=NN4C)=C(O)C1                                 -5.78      0.00       1.64      
7406  Z2766526642          CNC(=O)[C@]12CN(C[C@@H]2COCC1)C(=O)C3=CC(=CN3)CC(C)C                             -5.78      0.01       2.48      
7407  Z422515406           CC(NS(=O)(=O)C=1C=CC=CC1F)C(=O)NC2=NC3=CC=CC=C3N2                                -5.78      0.00       1.90      
7408  Z85500861            O=C(NC1=NC=2C=CC=CC2S1)C3=NNC=4C=CC=CC34                                         -5.78      0.01       2.23      
7409  Z902296392           CS(=O)(=O)NCC1CCCN(CC=2C=CC=CC2F)C1                                              -5.78      0.03       2.38      
7410  Z86243770            CC1=C(SC=2N=CN=C(C12)N3CCN(CC3)C(=O)C4=CC=CO4)C=5C=CC=CC5                        -5.78      0.00       2.05      
7411  Z2604723978          O=C(NCC=1C=CC=CC1OC=2C=CC(F)=CC2)N3CC4CCC3C(CO)C4                                -5.78      0.00       2.54      
7412  Z57396859            COC=1C=CC=2C(Cl)=C(SC2C1)C(=O)NCCC=3C=CC=CC3                                     -5.78      0.02       3.02      
7413  Z1516944610          CCN(C(=O)C=1C=CC=C(C1)N2C=CC=N2)C=3C=CC(C#N)=C(Cl)C3                             -5.78      0.00       2.48      
7414  Z3882191054          O[C@H]1CN(CC=2C=CC=CC2Cl)C3(CCCC3)C[C@H]1O |&1:1,18,r|                           -5.78      0.00       1.38      
7415  Z2755524060          C[C@@H]1CN(C[C@H](O1)C(=O)O)C(=O)C=2C=CC=C(C2)C3(C)NC(=O)NC3=O |&1:1,5,r|        -5.78      0.00       2.49      
7416  Z2041386020          COC(=O)C=1C=CC=C(C1)OCC2=NOC(=N2)C3CCOC3C(C)C                                    -5.78      0.10       4.00      
7417  Z115103716           CC1=NC(=CS1)C2=CNC(=C2)C(=O)NC=3C=CC=C(C3)C(C)C                                  -5.78      0.00       2.56      
7418  Z51757751            CC=1C=CC=C(C1C)N2CCN(CC2)C(=O)C3CC4=CC=CC=C4C(=O)O3                              -5.78      0.00       2.15      
7419  Z968052790           CC(NC(=O)NC=1C=C(F)C=C(C1)N2CCOCC2)C=3C=NC=CC3                                   -5.77      0.08       3.53      
7420  Z1034435262          CCN1C=C(C=CC1=O)NC(=O)NC(C(N)=O)C=2C=CC=CC2                                      -5.77      0.00       2.05      
7421  Z1524124198          O=C(NC=1C=CC=C2CN(CC12)C=3C=CC=CN3)N4CC5CCCC5C4                                  -5.77      0.00       2.79      
7422  Z90672265            COC=1C=CC(=CC1OC)CNC(=O)[C@H](CC=2C=CC=CC2)N3C(=O)C=4C=CC=CC4C3=O                -5.77      0.00       1.80      
7423  Z30414123            O=C(NC=1C=CC=C(C1)C2=NN=C3CCCCCN23)C=4C=CC=C(C4)N5C=NN=N5                        -5.77      0.00       1.85      
7424  Z31213710            O=C1CCCN1CCCNC=2C=C(C=3C=CC=CC3)C=4C=CC=CC4N2                                    -5.77      0.01       3.17      
7425  Z994299508           CN(C)S(=O)(=O)C=1C=CC(=CC1)NC(=O)NC2CCCCC2O                                      -5.77      0.01       2.74      
7426  Z74699676            CC=1C=CC(NC(=O)CSC2=NN=NN2C=3C=CC(=CC3)OC(F)(F)F)=C(Cl)C1                        -5.77      0.00       2.48      
7427  Z2770382337          CC=1C=CC(=C(C1F)N2C[C@H]3CN(C)C[C@H]3C2)S(N)(=O)=O                               -5.77      0.01       3.05      
7428  Z2372331094          CC1=C(Cl)C(=NN1C)C(=O)NC=2SC=3CCC(C)C(C)C3C2C#N                                  -5.77      0.18       4.26      
7429  Z978951304           CC=1C=CC=2C(=COC2C1C)CC(=O)NC3CCC4=NC=CN4C3                                      -5.77      0.00       2.11      
7430  Z1845157106          COC1CCCCC1NCC=2C=CC(=CC2)S(=O)(=O)N(C)C                                          -5.77      0.00       1.72      
7431  Z2918566534          CC12CC(C1)CN2S(=O)(=O)C3=CC=NN3CC4CCC4                                           -5.77      0.00       1.83      
