Rank  Ligand               SMILES                                                                           Binding Affinity (kcal/mol) CNNscore   CNNaffinity
4247  Z645859244           CC(C)(CNC=1N=CN=C2SC(=CC12)C=3C=CC=CC3)C(N)=O                                    -6.12      0.00       1.67      
4248  Z2974820056          CC(C)CC=1C=CC(=CN1)CN2CC(C2)NS(C)(=O)=O                                          -6.12      0.03       2.57      
4249  Z605852918           CC=1C=CC(O)=C(C1)S(=O)(=O)NC=2C=CC=CC2N3CCCC3=O                                  -6.12      0.00       2.99      
4250  Z401086284           CC1=CC(=O)N2N=C(CN3CCCC=4C=C(C=CC43)C(C)C)SC2=N1                                 -6.12      0.03       3.76      
4251  Z224582692           CC(C=1C=CC=CC1)N(C)CC2=NC(=NO2)C=3C=CC=C(C3)C(F)(F)F                             -6.12      0.01       3.03      
4252  Z1230290517          CC(=O)NC=1C=CC(F)=C(C1)NC(=O)NC(CO)CC2=CNC3=CC=CC=C23                            -6.12      0.01       2.65      
4253  Z1268840015          CC1=NOC(=N1)C(C)NC2CCCC3=C2C=NN3C(C)(C)C                                         -6.12      0.00       2.37      
4254  Z240301820           CN1C=CC(=N1)NC(=O)CC2SC=3C=CC=CC3NC2=O                                           -6.12      0.02       2.31      
4255  Z2386255401          CNC(=O)CC=1C=CC(=CC1)C2=NOC(=N2)C3(C)CCCO3                                       -6.12      0.05       3.28      
4256  Z428891510           CC(C)(C)C=1C=CC(=CC1)COC=2C=CC=C(C2)S(C)(=O)=O                                   -6.12      0.02       3.01      
4257  Z226844514           CCN1C(=NC=2C=CC=CC21)NC(=O)C=3C=CC=C(C3)S(=O)(=O)NC                              -6.12      0.05       3.10      
4258  Z1441260785          C1=CNC(=N1)C2CCCCN2CC3=NC(=NO3)C=4C=CC=CC4                                       -6.12      0.00       1.51      
4259  Z1285136487          COC=1C=C(CNC(=O)C(NC2CCOCC2)C(C)C)C=3C=CC=CC3N1                                  -6.12      0.00       2.53      
4260  Z1839785106          CCC(C)CC(=O)NC=1C=CC2=C(C1)CCN2C(=O)C3=CC=CN=C3                                  -6.12      0.05       3.40      
4261  Z90839693            CCC=1N=NSC1C(=O)NC=2C=CC=C(C2)C3=NN=C4CCCCCN34                                   -6.12      0.03       3.58      
4262  Z1844091449          CC(C)(C)N1C=C(CN2CCN3C(=NN=C3C2)C=4C=CC=CC4)N=N1                                 -6.11      0.00       2.36      
4263  Z1254443452          CC1=NC(=NN1)C(NC(=O)NC=2C=CC=CC2OCC3CC3)C=4C=CC=CC4                              -6.11      0.01       3.09      
4264  Z317693968           CC1=NC(=CS1)C=2C=CC(=CC2)CNC(=O)CC3=CSC(=N3)NC(=O)C4CC4                          -6.11      0.10       4.32      
4265  Z2493906015          CC=1C=CN=C(C1)C2CCN(CC3=NN=C4CCCCN34)C2                                          -6.11      0.00       1.96      
4266  Z1443932670          O=C(O)C1CC1C(=O)N(CC2CCCO2)C3CCS(=O)(=O)C3                                       -6.11      0.00       1.42      
4267  Z1302470890          CC=1C=CC=CC1C2=NOC(=N2)C(C)OC=3C=CC=C(F)C3F                                      -6.11      0.00       1.93      
4268  Z1491263530          Cl.CCS(=O)(=O)C1=CC=CC(=C1)S(=O)(=O)N2CCNCC2C                                    -6.11      0.06       2.80      
4269  Z109716272           CC1=CC(C)=C(CNC(=O)CC=2C=CC=3C=CC=CC3C2)C(=O)N1                                  -6.11      0.10       3.27      
4270  Z2766394415          CCN1C=C(C=N1)CC(=O)N2CCC(CC2)[C@@H]3CC[C@@H](O3)C(N)=O                           -6.11      0.15       3.70      
4271  Z955271780           COC=1C=CC=CC1NC(=O)C2CCN(CC2)C(=O)C3=CSC(=N3)C4CC4                               -6.11      0.00       3.15      
4272  Z1636470045          O=C(C1=CC=2C=C(Cl)C=CC2N1)N3CCC4=C(C3)N=CN4C=5C=CC(F)=CC5                        -6.11      0.00       2.51      
4273  Z595950542           CN1N=CC=C1CNC(=O)NC=2C=CC(=CC2)C(=O)NC3CCCC3                                     -6.11      0.11       4.72      
4274  Z3899403667          O=C(CC1CCSCC1)N2CCC(CC2)N3N=C(N=C3O)C4CC4                                        -6.11      0.00       0.99      
4275  Z1316684292          CC=1C=C(N=CC1[N+]([O-])=O)SC2=NN3C(C)=C(C)C(C)=NC3=N2                            -6.11      0.00       2.48      
4276  Z2273442035          CCC(NCC1=NC(=NO1)C=2C=C(N=CN2)OC)C=3C=CC(C)=CC3                                  -6.11      0.00       2.59      
4277  Z30973496            CCC=1C=CC=C(C1)NC(=O)CNC=2C=CC(=CC2)C(=O)NC=3C=CC(=CC3)OC                        -6.11      0.00       1.60      
4278  Z64868740            O=C1NC=2C=CC(=CC2O1)C3=CSC(=N3)C=4C=CC(F)=CC4                                    -6.11      0.00       2.74      
4279  Z200656278           CS(=O)(=O)NC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C=3C=CC(=CC3)N4C=CC=N4                  -6.11      0.12       4.27      
4280  Z1371415643          COC1=CC=CC(OC)=C1C(=O)NC(C)C2=NC(=NO2)C3CCCC3                                    -6.11      0.00       2.11      
4281  Z1128320884          CC1=NOC(CNC(=O)C2CCCN2C(=O)CC(C)(C)C)=N1                                         -6.11      0.01       2.77      
4282  Z1938355262          CC(CC1=NC=2C=CC=CC2S1)NC(=O)C=3C=CC(=NC3)NCC4CC4                                 -6.11      0.00       2.14      
4283  Z2912758836          O=C(O)C12CC(C1)(C2)C(=O)N3CCCC(C3)NC=4C=CC=CC4                                   -6.11      0.03       3.27      
4284  Z1196401682          COCC1CCCN(C1)C(=O)NC=2C=CC(F)=CC2C3=NC=4C=CC=CC4S3                               -6.11      0.00       1.31      
4285  Z398911288           CS(=O)(=O)N1CCC(CC1)C(=O)N2CC=3C=CC=CC3CC2C(=O)O                                 -6.11      0.00       2.03      
4286  Z1569779243          CN(CCN1CCCS1(=O)=O)CC=2C=CC=3C=NNC3C2                                            -6.11      0.00       1.44      
4287  Z2404257862          CN1N=CC=C1[C@@H]2[C@H](CCC(=O)N2C)C(=O)NC=3C=C(C=CN3)C4CC4                       -6.11      0.00       2.41      
4288  Z2385605515          CC1=CC=C(OCCC(=O)N2CCCC2C=3C=CC(N)=NN3)C(C)=C1                                   -6.11      0.01       3.69      
4289  Z2790478342          CN1C=CC(=N1)C2=NOC(=N2)C=3C=CC(=CC3)C4(C#N)CC4                                   -6.11      0.00       1.88      
4290  Z56803379            CC1=CC(=NO1)NC(=O)C=2C=CC=CC2NS(=O)(=O)C=3C=CC(F)=CC3                            -6.11      0.03       3.95      
4291  Z4521999800          CC1=NC(=CC(O)=N1)N2CC(CC3(CC3)C2)NC(=O)C4CC4(C)C(C)C                             -6.11      0.00       2.66      
4292  Z335799722           CC1=CC=CN2C(=O)C=C(CN3C(=O)NC(C)(C3=O)C=4C=CC=5CCCC5C4)N=C12                     -6.11      0.00       3.45      
4293  Z1893754432          COC1(CO)CCN(CC1)C(=O)C2(C#N)CCC3=CC=CC=C3C2                                      -6.11      0.00       1.38      
4294  Z2639155473          CC1CCC(C=2C=CC=CC2)N(C1)C(=O)C=3C=CC=C(N3)N4C=NC=N4                              -6.11      0.00       3.09      
4295  Z241403990           CC(=O)NC=1C=CC(=CC1)CNC(=O)C2=NNC=3C=CC=CC23                                     -6.11      0.07       3.33      
4296  Z1223075706          CCC=1C=CC(=CC1)CN(CCO)C=2C(=O)NC(=O)N(CC=3C=CC=CC3)C2N                           -6.11      0.00       1.03      
4297  Z2054873949          CCN1C(=O)NN=C1[C@@H]2C[C@@H](CN2CC=3C=C(C)ON3)OC                                 -6.11      0.00       1.79      
4298  Z2205503355          O=C(O)[C@@H]1CN(C[C@H]1C=2C=CC(Cl)=CC2)C(=O)CC3C=CCC3                            -6.11      0.00       1.52      
4299  Z26303761            CC=1C=CC=C(C1)NC(=O)CN2C(=O)C(=O)N(C2=O)C(C)C3CC4CCC3C4                          -6.11      0.42       4.98      
4300  Z2569002201          CC1=CSC=2NC(C=CC=3C=C4CCCN4N3)=NC(=O)C12                                         -6.11      0.00       2.69      
4301  Z2035300773          COC1(CCN(CC2=CC=C(CO)O2)CC1)C3=NC(CC=4C=CC=CC4)=NO3                              -6.11      0.00       1.83      
4302  Z2062390476          CO[C@H]1C[C@@H](CN2CCCC2)N(C1)C(=O)NC=3C=C(C)C=4C=NNC4C3                         -6.11      0.00       2.26      
4303  Z335998234           CC(C)C1=NOC(CN2C(=O)C(=O)N(C2=O)C(C)C=3C=CC=CC3)=N1                              -6.11      0.00       1.89      
4304  Z2709391366          CN(CC=1C=CC=CC1NC(=O)N2CC[C@H]3CC[C@H](O)[C@H]32)C(=O)C4=CC=CS4 |&1:15,18,20,r|  -6.11      0.00       3.10      
4305  Z2757782966          CC=CC1=CN(C[C@H]2CCC[C@H]2NC(=O)C3CN(C3)C(C)=O)N=N1 |&1:7,11,r|                  -6.11      0.18       4.00      
4306  Z1411784339          COC=1C=CC=C(C1)C2(CC2)NC(=O)CCN3C(=O)NC(=O)C=4C=CC=CC43                          -6.11      0.07       3.69      
4307  Z652981418           CS(=O)(=O)CC1CCCN(C1)C(=O)C2CC(=O)N(C2)C3=CC=CC(F)=C3                            -6.11      0.00       1.56      
4308  Z5255012646          COCCN1CC(CC1=O)C(=O)N2CCN(CC2)C3=CC(C)=NN3                                       -6.11      0.00       1.97      
4309  Z45679583            CC=1C=CC=C(N1)NS(=O)(=O)C=2C=CC(=CC2)C(C)(C)C                                    -6.11      0.03       3.59      
4310  Z1173763821          FC=1C=CC=2C(=CNC2C1)C3CCN(CC3)C=4N=CC=CN4                                        -6.11      0.00       2.46      
4311  Z748558720           O=C(CCN1C(=O)NC2(CCCC2)C1=O)NC=3C=NN(C3)CC4CCCO4                                 -6.11      0.00       2.04      
4312  Z2098300317          COC=1C=CN=C(N1)N2CCN(CC2)C(=O)C(C)CC3=CN=CC4=CC=CC=C34                           -6.11      0.00       3.31      
4313  Z223039572           C=1C=CC(=CC1)OCCSC2=NNC3=NC=4C=CC=CC4N23                                         -6.11      0.00       2.90      
4314  Z1538021146          COC=1C=CC=C(C(=O)NC2=NC(CC=3C=CC=CC3)=NS2)C1F                                    -6.11      0.00       1.45      
4315  Z2194141570          CNC=1C=CC(=NC1)C(=O)N2CCC3(C2)CCN(CC=4C=CC=CC4)CC3                               -6.11      0.06       3.18      
4316  Z3094888895          CN1C(=NN=C1N2CCC(CC2)C=3C=CC=C(F)C3F)C4=CN=C5NN=CC5=C4                           -6.11      0.00       2.75      
4317  Z286893340           CC=1C=CC=C(N1)C(=O)NC2=NC(=CS2)CN3CCC(C)CC3                                      -6.11      0.01       3.23      
4318  Z1726975457          CN1N=C(C=C1C(=O)NCC2=CC=CC(=N2)N3CCOCC3)C(C)(C)C                                 -6.11      0.00       2.63      
4319  Z1447143193          CN1C(=NN=C1C=2C=CC=CC2Cl)SCC=3C=CC=CC3C(C)(C)C#N                                 -6.11      0.00       1.82      
4320  Z126201832           O=C(NC=1C=CC=CC1O)C2CCN(CC3=NC=4C=CSC4C(=O)N3)CC2                                -6.11      0.00       2.91      
4321  Z1213670817          COC=1C(Cl)=CC(=CC1Cl)C(=O)N(CC=2C=CC=C(F)C2)C3CCS(=O)(=O)C3                      -6.11      0.09       4.42      
4322  Z2176634245          CC1=NC=C2CC(CCN12)C(=O)N3CCC=4C=CC=C(C)C4C3                                      -6.11      0.06       3.34      
4323  Z1204853141          CC1=NOC=2N=CC(=CC12)C(=O)NC=3C=CC=C(C3)C4=NN=CN4                                 -6.11      0.00       1.66      
4324  Z424536878           CC=1ON=C(C1C(=O)NC=2C=CC(=CC2)OC=3C=NC=CN3)C=4C=CC(F)=CC4                        -6.11      0.00       3.86      
4325  Z1870087307          O=C(O)C=1C=CC=C(C1)CCNC(=O)C2=CSC(=N2)C3CCCO3                                    -6.11      0.03       2.76      
4326  Z1998476335          C#CC(C)(C)N(C)S(=O)(=O)C1=CC=2CCCN3C(=O)CCC(=C1)C23                              -6.11      0.03       2.64      
4327  Z3008837357          CC1COCC1NS(=O)(=O)C2=CC(=CC=3CCCCC23)C(=O)O                                      -6.11      0.00       1.63      
4328  Z241350938           CC=1N=C2C=C(F)C=CC2=CC1C(=O)NCC=3C=CC(=NC3)N4C=CC=N4                             -6.11      0.00       2.50      
4329  Z2766530169          CCN1CC2(C[C@@H](O)[C@@H](C2)NC(=O)C3=C(C)ON=C3CO)C1C(C)C                         -6.11      0.00       2.11      
4330  Z1564908843          CC1=C(C=NN1C=2C=CC=CC2)C(=O)NC3=CC(C)=CC4=CC=CN=C34                              -6.11      0.00       2.28      
4331  Z62730820            COC=1C=CC(=CC1)C2=NC(=CS2)CC(=O)N3CC(=O)NC=4C=CC=CC43                            -6.11      0.02       3.86      
4332  Z2060685813          CC(C)N1C=C(C=N1)[C@@H]2CN(C[C@H]2CO)C(=O)C3=CC=4C=CC=CC4O3                       -6.11      0.02       3.16      
4333  Z2762780091          CC=1N=CC=C(N1)N2CCC(CC2)[C@@H]3CC[C@@H](O3)C(=O)O                                -6.11      0.01       2.42      
4334  Z2948637634          CCS(=O)(=O)NC1=CC=C(C=C1C)NC(=O)N[C@@H]2CCO[C@H]2C3CC3 |&1:17,21,r|              -6.11      0.17       3.19      
4335  Z1444206152          CC(CN(CC=1C=CC=CC1)C(=O)CN2C(=O)NC(=O)C2(C)C)C(=O)O                              -6.11      0.00       2.46      
4336  Z2897184468          CN1N=CC(C(=O)O)=C1C(=O)NC=2C=CC(=CC2)OC3CCCC3                                    -6.11      0.03       4.22      
4337  Z2761321854          CC1=CNC=C1C(=O)N2CCC(CC2)[C@@H]3CC[C@@H](O3)C(=O)O                               -6.11      0.00       2.48      
4338  Z1498836669          O=C1C=C(CN2CCCC(C2)C3=NC=4C=CC(F)=CC4O3)NC5=CC=NN15                              -6.11      0.00       2.52      
4339  Z2213922384          NC(=O)C1CN(CCO1)C=2C=CN=C3C(=CC=CC23)[N+]([O-])=O                                -6.10      0.00       2.92      
4340  Z145439970           O=C(NCC1(CCCCC1)N2CCOCC2)C3CC=CCC3                                               -6.10      0.00       2.31      
4341  Z1389940617          NC(=O)NCC=1C=CC(=CC1)NC(=O)C2=CNN=C2C=3C=CC=CC3F                                 -6.10      0.00       1.93      
4342  Z2087270752          CC=1C=CC(=CC1N2C(=O)NC3(CCC3)C2=O)C=4C=CC=NC4                                    -6.10      0.00       3.32      
4343  Z1914214839          CC=1C=C(Cl)C=CC1S(=O)(=O)NC=2C=C(C=CC2F)N3CCNC3=O                                -6.10      0.00       3.31      
4344  Z2972540499          CCC1=NN=C(CNC=2C=CC(=CC2)C(=O)N3CCCCC3C)S1                                       -6.10      0.03       3.24      
4345  Z1173287221          O=C(NC=1C=CC=CC1C=2C=CN=CC2)C3=CC=C(O3)C=4C=CC(F)=CC4                            -6.10      0.00       2.22      
4346  Z29084034            NC(=O)C=1C=CSC1NC(=O)C2=NN(C(=O)C3=CC=CC=C23)C=4C=CC=CC4                         -6.10      0.01       3.48      
4347  Z137363926           CC(C)(C)C=1C=CC(=CC1)C(=O)NCC(=O)N2CCN(CC2)S(C)(=O)=O                            -6.10      0.00       1.77      
4348  Z4580569734          C[C@@H](O)CN1[C@@H]2CC[C@H]1[C@H](C2)NC(=O)CCC=3C=CC=CC3Cl |&1:5,8,9,r|          -6.10      0.00       2.01      
4349  Z1173455378          CC1=NC(=NN1C=2C=CC(Cl)=CC2)C(=O)N3CCN(C)C4=CC=CC=C43                             -6.10      0.00       2.54      
4350  Z2218873005          N#CC=1C=NC=C(C1)S(=O)(=O)N2CC3CCCCN3C=4C=CC=CC42                                 -6.10      0.00       1.56      
4351  Z87656894            CC(NC(=O)C=1C=CC(=CC1)S(=O)(=O)NC2CC2)C3=CC=CS3                                  -6.10      0.00       2.54      
4352  Z1772626900          CN(CC1(O)CCOCC1)C(=O)NC=2C=CC=3N=C(OC3C2)C4CC4                                   -6.10      0.00       1.98      
4353  Z2832193055          COCCC1(CCCC1)C2=NC(=NO2)C3=COC(=N3)C(C)(C)C                                      -6.10      0.00       3.20      
4354  Z1721501463          CNS(=O)(=O)C=1C=CC(=CN1)C(=O)NC2=CC(=NN2)C3CC3                                   -6.10      0.05       3.48      
4355  Z2613146587          CN(CC1CCCN(C1)C=2C=C(N=CN2)NC=3C=CC=CC3)S(C)(=O)=O                               -6.10      0.00       1.88      
4356  Z2710651682          CC1=NOC(=N1)C2(CCOCC2)NC(=O)NC3=NC=4CCC(C)(C)CC4S3                               -6.10      0.00       1.93      
4357  Z1782576061          CC1OCCC1NC2CCC(CC2)OC=3N=CC=CC3C#N                                               -6.10      0.00       2.44      
4358  Z2370531962          N#CC=1C=NC=C(N1)N2CCN(CC=3C=CC=CC3)C4CCCCC42                                     -6.10      0.01       2.36      
4359  Z15426616            CC1=NC=2C=C(C=CC2N1C=3C=CC=CC3)C(=O)OCC(=O)N4CCCC4                               -6.10      0.00       2.28      
4360  Z594304932           COC=1C=CC(=CC1F)CN2CCC(CC2)NC(=O)NC3=CC=CC=C3Cl                                  -6.10      0.00       2.84      
4361  Z2438101055          CC1=C(N=NN1C2CCNCC2)C(=O)NC3=NC=4C=CC=CC4N3C5CCCC5                               -6.10      0.00       2.43      
4362  Z131521282           CC(NC(=O)C=1C=CC=2CCCCC2C1)C3=NN=C4C=CC=CN34                                     -6.10      0.01       2.98      
4363  Z1139248681          CC=1C=CC=CC1OCC(O)CN2CCC(CC2)NC3=CC=CN=N3                                        -6.10      0.04       2.30      
4364  Z19871968            COC=1C=CC(=CC1OC)CNC(=O)CSC2=NN=C(C3=CC=CC(C)=C3)N2C                             -6.10      0.00       1.81      
4365  Z192649210           CC1=NN(CC(C)C)C(C)=C1CC(=O)NCC=2C=CC=CC2CN3C=CC=N3                               -6.10      0.00       2.24      
4366  Z3016311747          CC(C)C1CCC(C)CC1OCC(=O)NC2(CC2)C=3N=CON3                                         -6.10      0.01       2.78      
4367  Z89450944            C=CCN(C(=O)C1=CN2C=CC(C)=CC2=N1)C3=NC=4CCCCC4S3                                  -6.10      0.00       2.89      
4368  Z756765686           NC(=O)C1=CC(=CN1)C2=CSC(=N2)NC(=O)CCN3CCCS3(=O)=O                                -6.10      0.00       2.37      
4369  Z1231517076          CC(C)S(=O)(=O)C=1C=CC(=CC1)C(=O)N2CCN(CC3CCOCC3)CC2                              -6.10      0.02       2.68      
4370  Z2222149697          C1=CC=2C(=NC=CC2N1)C3=NOC(=N3)[C@H]4C[C@@H]4C5CC5                                -6.10      0.00       3.06      
4371  Z131337452           COC=1C=CC(=CC1)C2CCCN2C(=O)CN3N=NC=4C=CC=CC4C3=O                                 -6.10      0.01       3.40      
4372  Z929315152           CC1=C(C=NN1C=2C=CC=C(C2)NC(=O)C3CC=4C=CC=CC4O3)C(=O)O                            -6.10      0.00       2.16      
4373  Z1752047774          COCC=1C=CC=C(C1)CNC=2C=CC=C(N2)C(=O)N3CCCC3CO                                    -6.10      0.09       3.50      
4374  Z217301148           CC(NC(=O)C1CCN1S(=O)(=O)C=2C=CC=3OCCOC3C2)C=4C=CC=CC4                            -6.10      0.00       1.44      
4375  Z2301719027          CC(C)(C)C(=O)NCCC(=O)N1CCC(C=2C=CC(F)=CC2)C(N)C1                                 -6.10      0.01       2.87      
4376  Z3077929673          CN1C=NN=C1CC2CCN(CC2)C3=NC=CN4N=NN=C34                                           -6.10      0.00       1.96      
4377  Z165197346           O=S(=O)(C=1C=CC=CC1C(F)(F)F)N2CCN(CC=3C=CC=CN3)CC2                               -6.10      0.02       2.46      
4378  Z229468292           CC=1C=CC(=CC1)C2=NOC(CN3CCN(CC3)C=4C=NC=CN4)=N2                                  -6.10      0.01       3.44      
4379  Z2291379471          CNS(=O)(=O)C=1C=CC=C(C1)NC(=O)N2CCC(OC)C(C)(C)C2                                 -6.10      0.15       3.77      
