Rank	Ligand	SMILES	CNN_affinity	CNN_score
10874	Z115639266	CC1=CC=C(S1)S(=O)(=O)NC=2C=CC=C3C=CC=NC23	6.27248	0.47071
10875	Z2483341188	CCC=1C=CC=CC1CCN2CCC=3C=CC(=CC3C2)C(=O)O	6.27244	0.36226
10876	Z493343536	O=C(NCC1=NN=C2CCCN12)N(CC3=CC=CO3)C4CC4	6.2723	0.59169
10877	Z29325768	CC1=CN=C(NC(=O)COC2=CC=CC=3CC(C)(C)OC23)S1	6.27221	0.52305
10878	Z2232073389	CN(CC=1C(F)=CC=CC1F)C(=O)C=2C=NC(=CN2)OCC=3C=CC=CC3	6.27219	0.2599
10879	Z1984172710	COC=1C=NC=CC1C(C)NC(=O)N2CCCCC2C3=CC=NN3C	6.27219	0.39384
10880	Z1935549097	CCCS(=O)(=O)NC=1C=CC(=CC1)C(=O)N2CCCCC2CC(C)O	6.27209	0.50727
10881	Z739462980	CC=1C=CC=C(C1)C2=NOC(CNC=3C=CC=CC3OC(C)C)=N2	6.27198	0.71575
10882	Z979138962	O=C(COC=1C=CC=CC1F)NC=2C=CC(=CC2)C3=NC=CN3	6.27185	0.58769
10883	Z2945814342	CN1CCN(CC1)S(=O)(=O)N2CCN(CC3=NN=CS3)CC2	6.27184	0.50253
10884	Z26444983	COC=1C=C(C=CC1OC(C)C)C(=O)N2CCN(CC2)C=3N=CC=CN3	6.27176	0.42792
10885	Z1820475189	O=C(NC=1C=CC=C(CO)N1)C2CC32CCCC=4C=CC=CC43	6.27175	0.23921
10886	Z1751847975	CC(C1CC1)N2C=C(C=N2)NC(=O)NC3CCC=4C=NNC4C3	6.27172	0.58959
10887	Z127800542	FC=1C=CC=CC1CN2CCN(CC2)C=3N=CN=C4C=CC=CC34	6.2717	0.28075
10888	Z57735881	CC=1C=C(C=CC1NC(=O)C2=CC=CO2)NC(=O)C3=CC=C(O3)[N+]([O-])=O	6.27161	0.69403
10889	Z1277775561	CS(=O)C=1C=CC=C(C1)NC(=O)N2CCC(CC=3C=CC=CC3)C2	6.27157	0.46996
10890	Z56822615	CCC1=NN=C2C=3C=4CCCCC4SC3N=C(CC)N12	6.27154	0.67152
10891	Z2203217444	COC=1C=CC=C(F)C1C(C)NCC2=CC=3C=CC=CC3N(C)C2=O	6.27143	0.27504
10892	Z2715922460	CNS(=O)(=O)CC1CCCN1CCC=2C=CC=C(C2)C(F)(F)F	6.27138	0.37009
10893	Z2054912389	CC=1C=CN=C(N1)C(=O)N2CCC[C@H]2CN3C=C(N=N3)C4CC4	6.27137	0.59177
10894	Z90920259	O=C(CC1=CSC(=N1)C=2C=CC=CN2)NC3CCOC=4C=CC=CC43	6.27127	0.59774
10895	Z56777025	CC=1C(O)=CC=C2C(=O)C(=COC12)C=3C=CC=4C=CC=CC4N3	6.27126	0.76389
10896	Z17107319	O=C1NC2(CCSC2)C(=O)N1CC=3C=CC=C(Cl)C3	6.27122	0.57586
10897	Z4580521413	COCCN(CC(F)F)C(=O)NC[C@H]1CC[C@H](O1)C=2C=CC=CC2 |&1:13,16,r|	6.27116	0.54534
10898	Z85888685	CC1CN(CC(C)O1)S(=O)(=O)C=2C=CC=C(C2)C(=O)NC3(CCCCC3)C(=O)O	6.27113	0.47282
10899	Z1614947773	O=S(=O)(NC1CCCC=2C=CC=CC21)C=3C=CC=4OCOC4C3	6.27111	0.45437
10900	Z3091707109	CO[C@@H]1C[C@H](COC2=CC=CN=C2)N(C1)C(=O)C3=NOC=C3C	6.27109	0.61051
10901	Z240194914	CC=1OC(=NC1CC(=O)NC=2C=CC(F)=C(F)C2)C3=CC=CS3	6.27108	0.73549
10902	Z1269632918	CCOC=1C=CC(=C(C)C1)S(=O)(=O)NC=2C=CC=C(C2)CC(=O)O	6.27104	0.41463
10903	Z1737137490	CC1=NNC(C)=C1CC(=O)N2CCCC(C2)C3=CC=NN3	6.27084	0.68759
10904	Z383144352	CCC1=NN=C(NC(=O)C2=CSC(CC=3C=CC=CC3)=N2)S1	6.27056	0.65092
10905	Z2292162309	COC=1C=CC=CC1C=2C=CC=C(C2)NC(=O)NCCCC3CCOC3	6.2705	0.45256
10906	Z1241081589	CN1C(=O)N(CCOC=2C=CC=C(C2)S(C)(=O)=O)C=3C=CC=CC31	6.27027	0.31899
10907	Z46262041	O=S(=O)(C=1C=CC(F)=CC1)N2CCN(CCC=3C=CN=CC3)CC2	6.27025	0.44496
10908	Z1684008453	CN(C)S(=O)(=O)C=1C=CC(=CC1)C2=NOC(=N2)C3CCCC3	6.2702	0.58693
10909	Z56890524	CC=1C=CC=2N=C(N=C(C)C2C1)NC3=NC=4CCCCC4C(=O)N3	6.27006	0.38787
10910	Z1260611600	CC1CN(C=2C=CC=CC2N(C)C1=O)S(=O)(=O)C3=CC(=CS3)C(=O)O	6.27004	0.23347
10911	Z65188697	CCN1C(CN(C)CC=2SC=CC2C)=NC=3C=C(C=CC31)S(=O)(=O)N4CCCCC4	6.27003	0.35039
10912	Z2938320078	CC(C)N1N=NN=C1N2CCN(CC2)C(=O)C(=O)NC3CC3	6.26993	0.61234
10913	Z1421637251	CC1=NOC(CCC(=O)N2CCOC=3C=CC(=CC32)C(F)(F)F)=N1	6.26983	0.66305
10914	Z2097231309	CC1=NN(C)C=C1S(=O)(=O)NC[C@H]2CCO[C@@H]2C(C)(C)C	6.26977	0.61002
10915	Z2107498988	COC1C2CC3CN(C(=O)NC4=CC=C(NS(C)(=O)=O)C(Cl)=C4)C1C3C2	6.26977	0.481
10916	Z1568325435	COC1=CC=CC(CN2CCCCC2C(=O)N3CCOCC3)=C1OC	6.26975	0.32131
10917	Z1309421374	CN(CCC=1C=CC=CN1)CC2=NN=C(C3CC3)N2C	6.26966	0.66633
10918	Z16406525	CCN(C(=O)CN1C=C(C=CC1=O)C(F)(F)F)C2CCS(=O)(=O)C2	6.26954	0.40183
10919	Z56982797	COC=1C=CC(=CC1)C(=O)NC=2C=CC=C(C2)C3=CN4C=CC=CC4=N3	6.26954	0.51128
10920	Z1341532360	CC1=CC(=NO1)NC(=O)CCN2C(=O)NC(C)(C2=O)C3=CC=CN=C3	6.26953	0.49042
10921	Z1738367872	CC=1C=CC(=CC1)C(NS(=O)(=O)CC2CCCC2)C(=O)O	6.26944	0.61144
10922	Z85896063	CC=1C=CC(=CC1S(=O)(=O)N2CCCCC2)C(=O)N3CCCCC3C(=O)O	6.26936	0.26382
10923	Z73239933	COC=1C=CC(C)=CC1NC(=O)C=2C=CC=3OCC(=O)NC3C2	6.26926	0.65286
10924	Z253675646	O=C(CCN1C=NC=N1)NC(CC=2C=CC=CC2)C=3C=CC=CC3	6.2692	0.27943
10925	Z339830668	CC1=CN=C(NC(=O)C=2C=CC(=CC2)OCC=3C=CC=NC3)S1	6.26919	0.70755
10926	Z2061427079	O=C(C=1C=CC=2NC=NC2C1)N3CCC(O)(CN4C=CN=N4)C3	6.26917	0.52448
10927	Z99332923	CC=1N=C(SC1C(=O)N(C)CC=2C=CC(Cl)=CC2Cl)C=3C=CC=CN3	6.26915	0.24137
10928	Z603222870	O=C(NC=1C=CC=C2C=NC=CC12)N3CCCC3C4=CC=CC=C4Cl	6.2691	0.40777
10929	Z2446032996	CCCC1(NC(=O)N(CC(=O)NCC(=O)O)C1=O)C=2C=CC=CC2	6.26904	0.50266
10930	Z1408662737	CC=1N=CC=C(N1)NC2CCN(C2)C=3N=CC(=CC3Cl)C(F)(F)F	6.26901	0.47122
10931	Z1245871673	NC(=O)C=1C=CC(=CC1)CNC(=O)C=2C=CN=C(N2)N3CCCC3	6.26898	0.60155
10932	Z1140472687	O=C(CN1CCCN(CC1)C=2C=CC=NN2)NCC3(CC3)C=4C=CC=CC4	6.26887	0.25323
10933	Z1490655028	CCN(C1CCN(CC2=NC=C(S2)C=3C=CC=CC3)CC1)S(C)(=O)=O	6.2688	0.43038
10934	Z2003081205	O=C(NC1=NN=C(N1)C2=CC=CC=C2Cl)C3CCCC(F)(F)C3	6.26875	0.50378
10935	Z811773440	CC(NC(N)=O)C(=O)NCC1(CCOCC1)C=2C=CC=C(C2)C(F)(F)F	6.26861	0.38178
10936	Z3396346284	[O-][N+](=O)C=1C=CC=2N=C(NC(=O)C3CCCCC3C(=O)O)SC2C1	6.2686	0.54066
10937	Z2952554034	CC1=NOC(=N1)[C@@H]2CCCO[C@H]2C3CCN(CC4=CN=NS4)CC3 |&1:6,11,r|	6.26856	0.32282
10938	Z1760785350	CN(CCN1C=CC=N1)C[C@@H]2C[C@H](F)CN2CC=3C=NN(C)C3	6.26842	0.28433
10939	Z2936916779	COC=1C(C)=CC(=CC1C)S(=O)(=O)NC=2N=CC=NC2C(C)C	6.26837	0.38874
10940	Z2947327565	COC1=CC=C2OC(CN3CCC(CC3)C4=NC=CN4)CC2=C1	6.26815	0.36093
10941	Z57728354	O=C1C=C(CO)OC(=C1O)C(NC=2C=CC=CC2Cl)C=3C=CC=CN3	6.26802	0.27135
10942	Z650561062	O=C(CN1C=NC=2SC=CC2C1=O)NCCN3CCCC4=CC=CC=C43	6.26799	0.17282
10943	Z354086002	O=C(C1CCCN(C1)C2=CN=CC=N2)N3CCN(CC4=CC=CS4)CC3	6.26799	0.32893
10944	Z2465541597	O=C(C=1C=CC(=CC1)N2CCC(O)CC2)N3CCC4(CCN4)CC3	6.26789	0.52304
10945	Z107215414	COC=1C=CC(C)=CC1NC(=O)COC2=NN=C3C=CC=CN23	6.26778	0.90035
10946	Z595586304	CCOC=1C=C(F)C=CC1NC(=O)N2CCN(CC(=O)NC3CC3)CC2	6.26778	0.42974
10947	Z1944144837	CNC(=O)C1=CC=2C=C(C=CC2N1)NC(=O)C=3C=CC=C(N3)N4C=CC=N4	6.26752	0.52009
10948	Z199557946	CCC(C)NC(=O)C=1C=C(C=CC1C)S(=O)(=O)NC2=CC=CC=C2C	6.26748	0.49213
10949	Z2987320353	CC1=CN=C2C(C=NN2CC(=O)N3CC(C3)N4CCCC4=O)=C1	6.26742	0.32297
10950	Z993984594	CC=1C=CC=C(C1)N2C(=NN=C2C3=CNC=4C=CC=CC34)SC(C(N)=O)C(C)C	6.26738	0.3322
10951	Z2619375941	CC1OC=2C=CC(=CC2NC1=O)NC(=O)C3CC(=O)NC4CCCCC34	6.26737	0.6709
10952	Z1912976772	O=C(NC1=NC=CN1C=2C=CC=CC2)N3CCC(CN4CCCC4)C3	6.26724	0.57724
10953	Z1728490773	CC1CCN(CC1)C(=O)C=2C=CC=CC2NC(=O)C3=CC=C(C=C3F)C(=O)O	6.26724	0.34776
10954	Z1680686920	O=C1C(CCN1C=2C=CC=CC2F)N3CCCN(CC3)C4=CC=CC=N4	6.26688	0.30901
10955	Z3027219061	OC[C@H]1C[C@H](C1)NC(C2=CC(F)=C(Br)C=C2F)C3CC3	6.26686	0.41094
10956	Z240280846	COC=1C=CC(=CC1F)C(C)NC(=O)C2=CN=C3C=CC=CN3C2=O	6.26681	0.54571
10957	Z335931672	O=C1C=2SC=CC2N=CN1CC3=NOC(=N3)C=4C=CC(F)=CC4	6.26679	0.62123
10958	Z2057563114	COC=1N=CC=CC1CN2CCC(C2)C3=NC(=NO3)C4CC4	6.26673	0.61612
10959	Z89201336	NC(=O)C1CC=2C=CC=CC2CN1CC(=O)NC3=CC=C(F)C(Cl)=C3	6.2667	0.32533
10960	Z2789218318	O=C(CN1C=C2C(=O)NCCCC2=N1)N3CCN(CC3)C=4C=CC=CC4F	6.26647	0.43673
10961	Z1892841939	COCC=1C=CC(=CC1)NC(=O)NCC2CCN(C)C=3C=CC=CC32	6.26641	0.40716
10962	Z2437624001	C=CCN(C1CC1)S(=O)(=O)C2=CC=CC=3C(=NC=CC23)C(=O)O	6.26628	0.26447
10963	Z1822876414	COC=1C=CC(OC)=C(C1)C2CC2C(=O)N(C)CC=3C(C)=NOC3C	6.26598	0.38367
10964	Z1870403994	CC1=CN=C(S1)C(C)(C)NC(=O)CCC=2C=CC=CC2C(=O)O	6.2659	0.35679
10965	Z270270504	CC(C)C1=NOC(CN2C(=O)C(C)N(C2=O)C=3C=CC=CC3)=N1	6.26582	0.73792
10966	Z1905884480	OC1(CCN(CC=2C=NN(C2)CC=3C=CC(F)=CC3)C1)C4CC4	6.26567	0.46153
10967	Z2354998702	N#CC=1C=CC(=CC1)OC=2C=CC=C(C2)NC(=O)N3CCC(C3)N4CCNCC4	6.26557	0.46416
10968	Z2209599601	COCC=1N=C2CCC(CN2N1)NC(=O)C3=CNC(=C3)C(F)(F)F	6.26552	0.43613
10969	Z1368900215	COC=1C=C(C=CC1C)C2(CC2)C(=O)N3CCN4C(=O)NCC4C3	6.26544	0.45956
10970	Z359388146	CC=1C=C(NC(=O)CN2C(=O)CSC=3C=CC=CC32)N(C)N1	6.26531	0.49701
10971	Z408767626	CC=1C=CC=CC1CC(=O)NC2CCN(CC2)C(=O)C3CCCCC3	6.26528	0.43882
10972	Z103879682	CC1CCC=2C=CC=CC2N1CC(=O)NCCC3=CC=CS3	6.26526	0.29129
10973	Z3063545502	CCC1(CNC(=O)CC2=NC(=CS2)C(F)(F)F)CCC1	6.26508	0.58005
10974	Z243210564	O=C(NC1=NC=2C=CC=CC2S1)C=3C=CC=NC3SCC(F)(F)F	6.26507	0.58694
10975	Z1139232259	CC=1N=CC=2CCN(CC(=O)NC3=CC=NN3C4CCCC4)CC2N1	6.26507	0.21999
10976	Z1139212609	CCC1=NN=C2CN(CCN12)C=3N=CN=C4C=CSC34	6.265	0.61366
10977	Z26414119	COC1=CC=C(C=N1)NC(=O)C=2C=CC(=CC2)C(=O)NC=3C=CC(=NC3)OC	6.26495	0.63629
10978	Z2900814022	CCN(CC(OC)OC)C(=O)NC=1C=CC2=NN(C=C2C1)C(C)C	6.26487	0.62777
10979	Z2597422481	O=C(O)C=1C=CC=CC1CN2CCC=3N=CC=NC3C2	6.26485	0.69698
10980	Z2403806067	COC1CCCCN(CC(=O)NC2=NN=CN2C3CC3)C1=O	6.26482	0.50695
10981	Z1443965076	CCOC=1C=C(C=CC1OCC(=O)O)C(=O)N(C)C2CCC=3C=CC=CC32	6.26482	0.40018
10982	Z1744245415	O=S(=O)(C=1C=NN(C1)CC(F)F)N2CCC(CC2)C=3C=CC=CC3	6.26478	0.42657
10983	Z1443117229	CC1=NC(=CN1C)S(=O)(=O)N2CCN(CC2)C(=O)C=3C=NNC3	6.26459	0.462
10984	Z1459953438	Cl.O=C(O)[C@H]1CCCN1CC(=O)NCC2CC=3C=CC=CC3O2	6.26454	0.72244
10985	Z1739438984	CC1=CC=C(O1)S(=O)(=O)N2CCC(CC2)C=3C=CSC3	6.26453	0.60602
10986	Z95764024	CC(C)CC=1C=CC(=CC1)CC(=O)NC=2C=CC=C(C2)C(N)=O	6.2645	0.57359
10987	Z106665464	CN1C=CC=C1C2CCCN2CC3=NC=4SC=C(C5=CC=CS5)C4C(=O)N3	6.26449	0.35509
10988	Z2059061716	CC(C)C1=NOC(CN(C)C[C@@H]2CCCN(C)[C@H]2C3=CC=NN3C)=N1	6.26446	0.28587
10989	Z3000778315	COC=1N=CC(=CN1)C(=O)N2CC(C)OC=3C=C(F)C(F)=CC32	6.26442	0.65527
10990	Z732599776	O=C1NC(CC=2C=CC=NC2)=NC=3SC=C(C4=CC=CO4)C13	6.2644	0.71114
10991	Z738058358	O=C(O)C=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=C(C2)OCC=3C=CN=CC3	6.26425	0.64421
10992	Z2956342713	CN1CCN(C)CCN(CC2=NC=3C=C(C=CC3C(=O)N2)C(F)(F)F)CC1	6.26412	0.23784
10993	Z392484514	COC=1C=CC(=CC1)N2N=NC(C(=O)N3CCC=4SC=CC4C3C)=C2C	6.26407	0.3976
10994	Z89710744	CC=1C=CC(=CC1)SCCNC(=O)CN2C=NC3=C2C(=O)N(C)C(=O)N3C	6.26397	0.47104
10995	Z29977412	CCC=1C=CC=2N=C(NC(=O)C=3C=CC=CC3[N+]([O-])=O)SC2C1	6.26397	0.57884
10996	Z2375800115	CC1CC(CO)CN(C1)C(=O)C(=O)NC2CCC(C)C3=CC=CC=C32	6.26388	0.40667
10997	Z3523612934	CC(C)C(C=1C=CC=CC1Cl)N(C)C(=O)C=2C=C(NN2)C(=O)O	6.26383	0.50338
10998	Z1838377224	CC(C)(CNC(=O)N1CC(CO)C1)C=2C=CC(Cl)=C(Cl)C2	6.26369	0.41003
10999	Z905160872	CC(C)NS(=O)(=O)C=1C=CC(=CC1)NCC=2C=CC=CC2[N+]([O-])=O	6.26366	0.4728
11000	Z195400286	CC(NC(=O)CCN1C(=O)C(C)OC=2C=CC=CC21)C3=NC=4C=CC=CC4N3	6.26363	0.34122
11001	Z288783160	CC1=NC=2C=C(F)C=CC2C=C1C(=O)NCC3CC3	6.26349	0.65696
11002	Z46488754	CC1=CC=CC(C)=C1NC(=O)CN2CCN(CC=3C=CC(Cl)=CC3)CC2	6.26347	0.21035
11003	Z2704600588	COC(=O)CCCCN1CC2=CC=CC=C2OC(C)C1	6.26339	0.67436
11004	Z1213668828	CCCOC=1C=CC=CC1C(=O)NC2=NN=C(SCC)S2	6.26331	0.61347
11005	Z2836651857	COCC1(CN(C1)C(=O)NC=2C=NN(C2)CC=3C=CC=CC3)C4CC4	6.26331	0.59677
11006	Z435647286	COC=1N=CC=CC1NC(=O)N2CC=C(CC2)C=3C=CC(O)=CC3	6.26317	0.69459
11007	Z1144388710	CCOC=1C=CC=C(N1)N2CCN(CC2)C(=O)C=3SC(C)=NC3C	6.26305	0.59581
11008	Z4601327389	CN1N=CC=2C=CC(=CC21)NC3=NC=CN4N=C(C=C34)C5CCC5	6.26301	0.37415
11009	Z1931636360	CC(C)[C@H]1C[C@@H](NC(=O)C(C)CS(C)(=O)=O)C=2C=CC=CC21	6.26282	0.35769
11010	Z812145432	CC=1C=CC2=C(C1)CCC2NC(=O)CC3NC(=O)NC3=O	6.26268	0.54756
11011	Z383140172	CC=1C(Cl)=CC=CC1NC(=O)C2=CC=C(O2)S(=O)(=O)NC3CC3	6.26263	0.61502
11012	Z1312255275	CN1C=C(C=N1)CC2CC(=O)N(CC=3C=CC=C(F)C3)C2=O	6.26262	0.35852
11013	Z2397670022	CC1=NC=2C(=CC=CC2N1)C(=O)N3C[C@@H](C)O[C@H](C3)C4=NN=C(C)O4	6.26249	0.50739
11014	Z2053441024	CCOC=1C=C(N=CN1)N2C[C@H](F)C[C@H]2C(=O)N3CCOCC3	6.26241	0.48383
11015	Z746822312	O=C(NCC=1C=CC=CN1)NC=2C=CC(=CC2)CCN3CCOCC3	6.2624	0.6083
11016	Z73330782	COCC=1C=CC(=CC1)C(=O)NC2CCSC=3C=CC=CC32	6.26229	0.48465
11017	Z126201006	O=C(CN1CCC(CC1)C(=O)NC=2C=CC=CC2O)N(CC=3C=CC=CC3)CC=4C=CC=CC4	6.26222	0.37926
11018	Z335551692	CCC(NCC1=NN=C2C=CC=CN12)C=3C=CC=C(Cl)C3	6.26213	0.73385
11019	Z2735745121	CC=1C=CC(CN(C)C(=O)CN2C=NC(C#N)=N2)=C(C)C1	6.26206	0.615
11020	Z1731503316	CCN1N=CC=2C=CC(=CC21)NC(=O)N3CCCC(CC(N)=O)C3	6.26203	0.82052
11021	Z1889136381	[O-][N+](=O)C=1C=C(C=NC1O)C(=O)NCCC=2C=C(F)C=CC2F	6.26201	0.39218
11022	Z2958193013	CCN1C=C(CC(=O)N2CCC=3C=C(F)C=CC3C2)N=N1	6.26197	0.69513
11023	Z2225875983	CNS(=O)(=O)N1CCN(CC1)C(=O)C2=CN=CN2C=3C=CC=CC3	6.26197	0.32074
11024	Z73320747	O=C(CCC=1C=CSC1)N(CC2=NN=C(O2)C=3C=CC(Cl)=CC3)C4CC4	6.26186	0.25655
11025	Z2234942694	CCOC=1C=CC(=CC1)N(CC)C(=O)NC=2C=CC(OC3CCOCC3)=C(C)C2	6.26179	0.52672
11026	Z220327078	O=C(NC=1C=CC(Cl)=CC1)N2CCCN(CC=3C=CC(F)=CC3)CC2	6.26178	0.20435
11027	Z986414806	CC1=CSC(=N1)C2CN(CC=3C=CC(F)=C4C=CC=NC34)CCO2	6.26171	0.27996
11028	Z57287838	CC1=NC(=CS1)C=2C=CC(=CC2)NC(=O)C=3C=CC=CC3C	6.26165	0.51284
11029	Z1695369439	O=C(NCC=1C=NC(=C(F)C1)N2CCOCC2)NC3CCOC4(CCCC4)C3	6.26158	0.49325
11030	Z2231339547	CC(C)CC1C(=O)NCCCN1C(=O)COC2CCC(C)CC2	6.26153	0.33925
11031	Z641574930	N#CC=1C=CC(=CC1)CN2CCCN(CC(O)CN3C=CC=N3)CC2	6.26147	0.39393
11032	Z2396573565	COC=1C=CC(C(=O)NC[C@@H]2CCCO[C@H]2C=3C=NNC3)=C(F)C1	6.26144	0.41201
11033	Z1396665604	CC=1C=CC(CNC=2C=CC(=NN2)C(N)=O)=C(C1)OCC3CC3	6.26143	0.71429
11034	Z1517924821	CC(C)OC=1C=C(C=CN1)CNC(=O)C2=CSC(=N2)C3CCCO3	6.26141	0.59954
11035	Z246494828	CS(=O)(=O)N1CCC(CC1)NC=2N=CN=C3C=CC=CC23	6.26118	0.43538
11036	Z2062348718	CO[C@H]1C[C@@H](CN2CCCC2)N(C1)C(=O)CCC=3C=CC(C#N)=CC3	6.26113	0.59359
11037	Z759005828	CN(C)C=1C=CC=C(C1)C(=O)NC2=CC(=NN2)C(C)(C)C	6.26095	0.72121
11038	Z1874473238	CC1CCN(CC1N2C=CN=C2)C(=O)CCC(=O)OC(C)(C)C	6.26086	0.425
11039	Z4358499329	CN1C(=O)COC=2C=CC(=CC21)NC(=O)NC3CC4CC(CC34)C(N)=O	6.26079	0.61625
11040	Z28111396	CC=1C=CC=CC1C(C)NC(=O)C=2C=CC(=CC2)NC(=O)C3CC3	6.26075	0.47903
11041	Z3137004878	CN1N=C(C=C1C(F)(F)F)C(=O)N[C@@H]2CC=3C=CC=CC3[C@H]2N	6.26063	0.47039
11042	Z16523464	CC(SC=1N=CC(=CC1Cl)C(F)(F)F)C(=O)NC2CC2	6.26061	0.63577
11043	Z2053832587	CN1C(=O)C[C@@H](CNC=2C=CC(C#N)=NC2)[C@@H]1C=3C=CN=CC3	6.26042	0.25946
11044	Z29537476	O=C(C=1C=CC=CC1)N2CCN(CC2)S(=O)(=O)C3=CC=CC(Cl)=C3	6.26037	0.459
11045	Z118332946	CC=1C=CC=C(C1)OCCNC=2N=CN=C3C=CC=CC23	6.26024	0.53961
11046	Z1144445391	CC1=CN(N=C1NS(=O)(=O)C=2C=CC(=CC2)C(=O)O)C=3C=CC=CC3	6.26023	0.61367
11047	Z1246038768	COC=1C=CC(=CN1)N(C)C(=O)C=2C=CC=C(C2)C3=NC(C)=CS3	6.26019	0.55148
11048	Z4669240188	COC1=CC=C(O1)C(=O)NCC2(C)CCN(C2)C(=O)C=3C=C(C)OC3C	6.26015	0.61223
11049	Z356532396	CC=1C=CC=CC1N2N=CC(C(=O)NCC3=NN=C4CCCN34)=C2C5CC5	6.2601	0.46332
11050	Z1264846603	O=C(C1=CC=2C=CC=C(F)C2O1)N3CCCCC3C=4N=CON4	6.26009	0.5431
11051	Z2623415340	CC=1C=CC(=CC1NC(=O)N2CCOC(C)(C2)C3CC3)N4CCNC4=O	6.26002	0.47997
11052	Z126052578	O=C(NC=1C=CC(Cl)=CC1)N2CCC(CC2)C(=O)N3CCCCCC3	6.26	0.35502
11053	Z183973860	CC=1C=CC(=CC1)OCC2=NC(=CS2)C(=O)NC=3C=C(C)C=CN3	6.25999	0.60841
11054	Z2607194550	CC1=CSC=2N=CN=C(C12)N3C[C@H](C(=O)O)[C@H](C3)C=4C=CC=CC4 |&1:12,16,r|	6.25998	0.30172
11055	Z1481668097	CN(C)C=1N=CN=CC1NC(=O)C2=CN=C(S2)C=3C=CC=4OCCC4C3	6.25987	0.44566
11056	Z744507556	CC=1C=CC=C(C1)NC(=O)N2CCC(CC2)C(=O)NC(C3CC3)C4CC4	6.25982	0.43863
11057	Z1824332846	CC=1C=CC=CC1CC(=O)N[C@H]2CCCC[C@H]2N3C=C(CO)N=N3	6.25982	0.27891
11058	Z2699180717	CCS(=O)(=O)C=1C=CC=C(C1)CNC(=O)NCC2CCCCN(C)C2	6.25981	0.62702
11059	Z1144445562	CC1=CN(N=C1NS(=O)(=O)C=2C=C(C(=O)O)C(C)=CC2C)C=3C=CC=CC3	6.25974	0.32498
11060	Z1459071695	Cl.CCC(COC=1C=CC=CC1)NC(=O)CC2CCNCC2	6.25962	0.43782
11061	Z2058847924	O=C(NCC=1N=CC=CC1O)C2CCC=3NN=NC3C2	6.25961	0.66608
11062	Z2762821973	CC1=CC(C(=O)N2CCC(C2)C=3NN=CC3N)=C(C)O1	6.25952	0.60721
11063	Z1252293155	O=C(NC1=NC=2C=CC=CC2N1C3CCCC3)C=4C=CC=5NC(=O)CCC5C4	6.25947	0.58812
11064	Z2308657567	CCC1=NC(CNC(=O)N2CCC(CC2)C=3C=CC(F)=CC3C)=NN1	6.25932	0.72172
11065	Z85906141	CC=1C=CC(=CC1)C(CC(=O)O)NC(=O)C2=NN(C)C(=O)C=3C=CC=CC23	6.25931	0.49816
11066	Z1831591686	[O-][N+](=O)C=1C=NC=2CCN(CC(O)CC3CCCC3)CC2C1	6.2592	0.58968
11067	Z2183795123	CN(C)C1=NOC(CNC(=O)N2CCCN3C=4C=CC=CC4C=C3C2)=N1	6.25892	0.44682
11068	Z1419840419	CC=1N=C(C=CC1[N+]([O-])=O)N2CCC(CC2)C3=NN=CN3	6.25889	0.58722
11069	Z2832190605	O=S(=O)(CC1CC2(CCC2)CO1)NCC3=NC=CN3C(F)F	6.25884	0.61762
11070	Z1139195197	OCC1CCCN1C=2C=C(N=CN2)NCC=3C=CC=4OCCOC4C3	6.25883	0.31703
11071	Z1967147400	CNC(=O)C1(C)CCN(CC(=O)NC2=CC(C)=NN2C3=CC=CC=C3F)C1	6.25873	0.25393
11072	Z2434393951	CC1(CC(F)F)CN(C1)C(=O)NC2CCN(C2)C(=O)CCC=3C=CC=CC3	6.25868	0.34972
11073	Z2971838911	COCC=1N=C(O)C=C(N1)N2CCC(O)(CC=3C=CC=C(C)C3)CC2	6.25861	0.44564
11074	Z2770653926	CCC=1C=C(N=CN1)N2CCCC3(CCS(=O)(=O)C3)C2	6.25856	0.51267
11075	Z1268945068	CC(C)N1C(=O)NC2(CCN(CCC=3C=CN=CC3)C2)C1=O	6.25821	0.50416
11076	Z18677539	CN(C)C(=O)COC(=O)C=1C=CC(=CC1)S(=O)(=O)NCC2=CC=CO2	6.25819	0.60681
11077	Z1341828903	NC(=O)C1CCCCC1NC(=O)C2CCCN(C2)C(=O)C=3C=CC(F)=CC3	6.25809	0.4271
11078	Z2439533715	CC(C=1C=CC=CC1)N2C=C(C=N2)NC(=O)N3CC(C3)C4CC4	6.25802	0.57123
11079	Z2761350199	COC=1C=C(C=CC1F)C(C)NCC=2C=NN3CCN(C)CC23	6.25774	0.31417
11080	Z30387280	CCOC(=O)C=1SC(=NC1C)NC(=O)C=2C=C(C)N=C3C=CC=CC23	6.25767	0.60935
11081	Z1084480186	CC1=NN(C)C=2N=CC(=CC12)S(=O)(=O)N3CCN(C)C=4C=CC=CC4C3	6.25762	0.34154
11082	Z1127660812	NS(=O)(=O)CCCS(=O)(=O)CC=1C=CC(Cl)=CC1Cl	6.25753	0.52303
11083	Z2951845102	CC1CN(CC2=NC(=NO2)C=3C=CC(F)=CC3)CC4=CNN=C41	6.25752	0.66732
11084	Z1693245589	CC(C=1C=CC=CN1)N2CCN(CC2)C(=O)CCC=3C=C(F)C=CC3F	6.25743	0.18327
