Rank	Ligand	SMILES	CNN_affinity	CNN_score
5847	Z55176013	CC=1C=CC=C(C1)C2N=C(N)NC3=NC=4C=CC=CC4N32	6.58027	0.42426
5848	Z31735072	CC(=O)NC=1C=CC=C(C1)NC(=O)C=2C=CC(=CC2)NS(=O)(=O)C=3C=CC(F)=CC3	6.58026	0.60306
5849	Z1480982409	CCC=1N=CC(=CN1)NS(=O)(=O)C=2C=CC(OC)=C(Cl)C2	6.58016	0.70918
5850	Z2053177346	CN(C)C1=NOC(CN2CCCC(C2)C3=NC(=CN3C)C(F)(F)F)=N1	6.58015	0.78338
5851	Z1444341250	O=C(O)C1CC=2C=CC=CC2CN1C(=O)C=3C=C(C=CC3F)N4CCNC4=O	6.58003	0.49723
5852	Z1268841516	CCN1N=CC2=C1CCCC2NC(C)C3=NC(=NO3)C(C)(C)C	6.58002	0.54881
5853	Z1983637390	CC1=NSC=2N=CN(CCC(=O)NC=3C=CC=C(F)C3)C(=O)C12	6.57998	0.64952
5854	Z94841115	N#CC=1C=CC=NC1N2CCC(CC2)C3=NN=C4C=CC=CN34	6.57997	0.44259
5855	Z218345648	CC=1C=CN2C=C(N=C2C1)C(=O)NC3=NC(=CS3)CN4CCCC(C)C4	6.57994	0.58126
5856	Z1755775880	COC1=CC=C(NC(=O)N[C@H]2CCCO[C@@H]2C=3C=NN(C)C3)C4=CC=CN=C14	6.57988	0.5422
5857	Z398917076	CN1N=CC(C(=O)NCC=2C=CC(=CC2)C(=O)O)=C1N3C=CC=C3	6.57988	0.68059
5858	Z91650873	CCOC=1C=CC=CC1NC(=O)CN2N=CC=3C=CC=CC3C2=O	6.57986	0.47242
5859	Z15902646	COC=1C=CC(=CC1Cl)N2C(=NN=C2C=3C=C(Cl)C=CC3OC)SCC(=O)N(C)C	6.5798	0.51859
5860	Z2378719574	CC1=C(N=NN1C)C(=O)N2CCNCC2C=3C=CC=CC3	6.57977	0.64032
5861	Z3079105075	CN1N=CC=C1[C@@H]2OCC[C@H]2CNC=3C=CC(=NN3)C(F)(F)F |&1:6,10,r|	6.57971	0.58677
5862	Z4464548789	CCC=1N=CN=C(C1F)N(C)CC2CCN(C2)C(=O)C=3NC=4C=CC=CC4C3Cl	6.57969	0.25615
5863	Z1751108672	COC=1C=CC(NC(=O)N2CCN(CC2)C3=CC(=NN3)C4CC4)=C(C)N1	6.57958	0.60538
5864	Z960271230	CCCN1C=CC=2C=C(C=CC21)NS(=O)(=O)C=3C=CC4=C(C3)N(C)C(=O)N4C	6.57939	0.47803
5865	Z2460807475	CC=1C=C2N=CC(C(=O)N3CCC=4C=CC=C(C(=O)O)C4C3)=C(C)N2N1	6.57929	0.44136
5866	Z1192275944	CCN(CC)C(=O)C1CCCN1CC(=O)NC=2C=CC(Cl)=CN2	6.57918	0.47122
5867	Z929792246	NS(=O)(=O)C=1C=CC2=C(C1)CCN2CC3=CC=C4OCCOC4=C3	6.5791	0.50195
5868	Z2850895453	CCNS(=O)(=O)C1=CC=CC=C1N2CCC(C2)C3CCOC3	6.57903	0.48863
5869	Z1798181064	CC=1C=C(C=CC1CNC2=NN=C(O2)C3CC3)C(F)(F)F	6.57901	0.60784
5870	Z2527330990	CC1=CC=C(CN2C=C(CN3CCN(CC3)C=4C=CC=CC4)N=N2)O1	6.57897	0.45441
5871	Z165031910	NC(=O)C=1C=CC(=C(C1)NC(=O)COC2=CC=C3C=CC=CC3=C2)N4CCCC4	6.57897	0.33193
5872	Z1849712088	CC1=NOC(CCNC(=O)[C@H]2CCO[C@@H]2C3=CC=NN3C=4C=CC(F)=CC4)=N1	6.57894	0.3413
5873	Z940577830	CCOC(=O)C1CCN(CC1)C(=O)CN2C(=O)ON=C2C3=CC=CS3	6.57891	0.5099
5874	Z3416728197	COC=1C=CC=C(C(=O)N2CCC3=C(C=NN3C)C2C(=O)N(C)C)C1OC	6.57881	0.37752
5875	Z4635071388	CC(NC(=O)N1CCN2C(CC=3C=CC=CC3Cl)=NN=C2C1)C=4C=CSC4	6.57872	0.35139
5876	Z108906062	O=C(CCC1=NC(=NO1)C=2C=CSC2)NC3=NN=C(S3)C4CC4	6.57866	0.57876
5877	Z4119259631	O=C(NCCN1C=C(N=N1)C=2C=CC=CC2)C=3C=CC(=C(F)C3)C(F)(F)F	6.57861	0.58117
5878	Z1411501335	CC(C)(C)C1=NN=C(CNC(=O)C2CCCC=3C=CC=CC32)S1	6.57834	0.55324
5879	Z190316048	CC=1C=CN=C(C1)NC(=O)C=2C=CC=C(C2)OCC3=CN4C=CC=CC4=N3	6.5783	0.52528
5880	Z4252259171	O=C(NCC1=NC=2C=NC=CC2S1)C=3C=CC=C4OCC(=O)NC34	6.57828	0.57803
5881	Z28289025	O=C(CN1C=NC=2C=CC=CC2C1=O)NC=3C=CC=CC3F	6.57826	0.61194
5882	Z2225885231	O=C(NC=1C=CC=CC1N2CC3CCC2C3)C=4N=COC4C5CC5	6.57813	0.39554
5883	Z2362266195	O=C(O)C1CCCN(C1)C(=O)NC=2C=CC(F)=CC2C3=NC(=NO3)C4CC4	6.57808	0.37891
5884	Z768342946	CC1=CC2=C(CC(C)(C)CC2NC(=O)C=3C=NN(C)C3C)O1	6.57798	0.71984
5885	Z1823942510	FC=1C=C(C=CC1Cl)C2OCCC2C3=NC(=NO3)C4=CC=CC(Cl)=C4	6.57785	0.50295
5886	Z3873359259	FC=1C=CC=2N=C(OC2C1)N3CCOC(C3)C=4C=CC=C(C4)OC(F)(F)F	6.57783	0.29603
5887	Z1849427412	CCNC(=O)C1(CNS(=O)(=O)C=2C=CC=C(C2)[N+]([O-])=O)CCC1	6.57763	0.64593
5888	Z1449937221	COC=1C=CC(=CC1)C2=NC(=CS2)CN3CCC(C3)OC4=CC=CN=C4	6.57754	0.53252
5889	Z2950567491	CC=1N=CC=C(N1)NC(=O)NC2(C)CCOC=3C=CC=CC32	6.57747	0.6835
5890	Z2358848348	COC=1C=NC=C(C1)S(=O)(=O)N2CCC(CC2)OC3=NC=CC=C3C	6.57744	0.44225
5891	Z2054483858	CC1=NOC(=N1)C2CN(CCN2C)C(=O)C3=C(C)NC=4C=CC=CC34	6.57724	0.56751
5892	Z2587642358	CN(CC=1C=NN(C1)CC=2C=CC=CC2)C(=O)C3CCC(NC3)C(=O)O	6.57717	0.36803
5893	Z2866905947	C#CCCC1(CCC(=O)N2CC(C)(C)C2C=3C=CC=NC3)N=N1	6.57696	0.45739
5894	Z27682988	NS(=O)(=O)C=1C=CC(=CC1)NC(=O)C=2SC=3C=CC=CC3C2Cl	6.57693	0.70016
5895	Z1757080023	CN(C)C=1N=CC=C(N1)C2CN(CCO2)C(=O)C=3C=CC=C4NN=CC34	6.57662	0.38263
5896	Z1867061178	O=C(CC=1C=CN=CC1)NCC2(CC=3C=CC(F)=CC3)CCCC2O	6.57658	0.2725
5897	Z808651136	CCN(CC)C(=O)C=1C=CC=CC1NC(=O)NCC2=CC=CS2	6.57655	0.53895
5898	Z27166924	CC=1C=C(C)N(N1)C=2C=CC(=CC2)C(=O)NC3=NN=C(S3)C4CC4	6.57646	0.45909
5899	Z399107138	CC(C)N(CC(N)=O)CC1=CC=C(F)C2=CC=CN=C12	6.57645	0.68927
5900	Z1554734464	O=C(NC=1C=C(ON1)C=2C=CC=CC2)N3CCOC4(CCC4)C3	6.57645	0.75114
5901	Z91896035	CC=1C=C(C)C2=C(N1)SC=3C(=O)N(C=NC32)C(C(=O)N(C)C)C=4C=CC=CC4	6.5763	0.35966
5902	Z2793433933	CCC(CC)(CC(=O)N1CCN(CC1)C(=O)C=2C=CC=3OCOC3C2)C(=O)O	6.57626	0.53176
5903	Z811277528	CC1=NN(C)C=2N=CC(=CC12)C(=O)NC=3C=CC=C(C(=O)N4CCOCC4)C3C	6.57622	0.32676
5904	Z207321584	CCC=1C=CC=C(C)C1NC(=O)CSC2=NN3C=CC=NC3=N2	6.57616	0.44683
5905	Z44449303	CC1=CSC2=NC(=CC(=O)N12)CN(C)CC(=O)NC3=CC=CC=C3Cl	6.57603	0.39447
5906	Z4416748853	CC(C)C(NC(=O)C=1C=NC=C(F)C1)C2=CN(N=N2)C=3C=NC=C(C3)C(=O)O	6.57597	0.41631
5907	Z48863404	CC=1C=CC=CC1NC(=O)CC2=NC(=CS2)C3=CC4=CC=CC=C4O3	6.57597	0.54766
5908	Z1102774781	CN1C=C(C(=O)N2CCCC(C2)N3C=CN=C3)C(=N1)C=4C=CN=CC4	6.57596	0.38611
5909	Z1103054983	CCN1C(CN2CCCC(C2)C3=CC=NN3)=NC4=C(F)C=CC=C41	6.57586	0.37596
5910	Z1547425097	CC1=NN(CC(F)(F)F)C(C)=C1CC(=O)N2CCC=3C=NC=CC32	6.57579	0.56575
5911	Z2358680845	CC=1C=CC=C(N1)N(C)S(=O)(=O)C2=CN3C(CCCC3C)=N2	6.57569	0.52421
5912	Z595037864	O=C(NC=1C=CC(=CC1)C(=O)N2CCCC2)N3CCC(CC3)N4CCCC4	6.57567	0.52695
5913	Z1661177574	COC1=CC=2CCN(CC3=CN(CC=4C=CC=NC4)N=N3)CCC2C=C1OC	6.57545	0.45389
5914	Z2201978560	CC1=CN=C(O1)C(=O)N2CCC(CC2)OC=3N=CC=CC3C	6.57537	0.80079
5915	Z2677429191	CC(C)=CCNS(=O)(=O)C=1C=CC(=CC1[N+]([O-])=O)C2=NN=NN2	6.57535	0.70922
5916	Z24330873	CN1C(=O)C=2C=CSC2N=C1SCC=3C(F)=CC=CC3Cl	6.57527	0.48304
5917	Z221594232	COC(=O)C=1C=CC(=CC1)C(=O)NC2=NC(=NN2)C=3C=CC=CC3	6.57519	0.78977
5918	Z52201602	O=C(CC=1C=CC=2CCCCC2C1)N3CC(=O)NC4=CC=CC=C43	6.57515	0.3635
5919	Z2410281808	O=C(CC1=NSC=2C=CC=CC12)N3CCC(CC4=NC=CN4)CC3	6.57508	0.45064
5920	Z90713004	CC=1N=C2C=CC(=CC2=NC1C)C(=O)NC=3C=CC=C(C3)C(F)(F)F	6.57505	0.4623
5921	Z199889332	CC=1N=C2C=C(F)C=CC2=CC1C(=O)NC=3C=CC=C(C3)C(=O)NC4CC4	6.57495	0.53824
5922	Z2806279799	CC1=CC=C(O1)C2=NN(C)C=C2C(=O)NC=3C(C)=CC=CC3C(C)C	6.57488	0.60951
5923	Z1309373552	COC(=O)C=1C=CSC1N2CCC(C2=O)N3CCN(CC3)C4CCCC4	6.57488	0.40891
5924	Z2476505770	O=C(O)CC=1C=CC=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)C3CCCCC3	6.57486	0.58373
5925	Z1691985004	NC(=O)C=1C=CC=CC1OC=2C=CC(=CC2)NC(=O)NC(CCO)C3CCOCC3	6.57475	0.45768
5926	Z25777485	NC(=O)C=1C=CC=CC1OCC2=CSC(=N2)C=3C=CC=CC3	6.57469	0.6405
5927	Z90890919	O=C(CCN1C(=O)COC=2C=CC=CC21)NCC=3C=CC=4OCCOC4C3	6.57463	0.44673
5928	Z18356967	CC=1C=CC=2N=C(SC2C1)C=3C=CC(=CC3)NC(=O)CSC4=NN=C(N)N4	6.57462	0.65204
5929	Z319845430	O=C(NC1CCCC=2OC=CC21)C3(CCC3)C4=CC=CC(F)=C4	6.57462	0.60789
5930	Z1988034295	CC1CCC(O)C(C1)C2CCCN2C(=O)C3(C)CCCN3C(=O)C=4C=CC=CC4	6.57456	0.3273
5931	Z2910793516	CN1C(=O)C[C@H](C(=O)NOCC=2C=CC=CN2)[C@H]1C3=CC=CN=C3 |&1:5,17,r|	6.57448	0.48211
5932	Z44454779	CSC=1C=CC(=CC1)CN(C)CC2=NC=3C=CSC3C(=O)N2	6.57443	0.32789
5933	Z2074105452	CC=1ON=C(C1C(=O)N2CCN(CC2)C(=O)NC(C)(C)C)C3=CC=CN=C3	6.57424	0.32881
5934	Z1587351575	O=C1NC(=NC=2C=C(F)C(F)=CC12)C=3C=C(C=CN3)OCC(F)F	6.57418	0.71868
5935	Z413387856	CC=1C=CC=C(C1)N2CCN(CC2)C(=O)NC=3C=CC=CC3CN4C=CC=N4	6.57415	0.16808
5936	Z14060121	COC=1C=CC(=CC1)OCCN2C(=O)NC(C)(C2=O)C=3C=CC(C)=CC3	6.57413	0.60064
5937	Z218344580	CC=1C=C(C)N2N=C(N=C2N1)C(=O)NC3=NC(=CS3)CN4CCCC(C)C4	6.57391	0.55257
5938	Z2000038670	COC(=O)CN(CCC=1C=CC=CC1)C=2N=CN=C3ON=C(C)C23	6.5739	0.41653
5939	Z352305988	O=C(NCCN1CCOCC1)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F	6.57387	0.60511
5940	Z1139743105	CCN1C=NN=C1C2CCN(CC(=O)N(C)C=3C=CC=CC3)CC2	6.5738	0.37253
5941	Z2054871135	COC=1C=C(C=C(C)N1)C(=O)N2CCC[C@H]2CN3C=CN=N3	6.57377	0.62704
5942	Z2866906520	C#CCCC1(CCC(=O)N2C3=CC=CC=C3CCC2C)N=N1	6.57368	0.53604
5943	Z48950741	Cl.CC=1N=C2C=CC(Cl)=CC2=C(C=3C=CC=CC3)C1C(N)=O	6.57362	0.518
5944	Z29725050	CCOC=1C=CC(=CC1)C2=NN=C(NC(=O)C=3C=CC=C(C)C3)O2	6.57357	0.70307
5945	Z1135093466	CCN1N=C(C)C(CNCC2=CC=CC=C2CN3CC(C)OC(C)C3)=C1C	6.57356	0.19066
5946	Z1494003834	CC(C)C(O)CC(=O)N(CC1=CC=CC=C1F)C2CCN(C)CC2	6.57355	0.36762
5947	Z1511000354	CC1C=2C=CC=CC2OC1C(=O)NC=3C=CC=C(C3)C4=NC=CO4	6.57341	0.5287
5948	Z281162438	CN(C)C(CNC(=O)C1=CNN=C1C=2C=CC(F)=CC2)C3=CC=CC=C3Cl	6.57336	0.25639
5949	Z2984217544	CC(C)C1=NN=C2C(=NC=CN12)NC[C@@H]3CC[C@H](N)C3 |&1:14,17,r|	6.57332	0.67259
5950	Z428662234	CC1=CC(=CC(C)=C1Cl)OCC2=NN=NN2C=3C=CC=CC3	6.57331	0.46001
5951	Z1996796545	CC1=CNN=C1C(=O)NC2=NNC3=C2C(=NN3C)C=4C=CC=CC4	6.57316	0.55696
5952	Z25713930	OCCNC1=NC=2C=CC=CC2N1CC=3C=CC(Cl)=CC3	6.57296	0.54833
5953	Z1759891421	O=C(NC1CC1)C2=NOC(=N2)C3CCCN3CCCOC=4C=CC(F)=CC4	6.57292	0.58235
5954	Z135321118	O=C(NC=1C=CC(Cl)=C(Cl)C1)N2CCCC2C3=NN=C4C=CC=CN34	6.57289	0.49563
5955	Z287751338	CC=1C=CC=C(N1)C(=O)NC2=CC=NN2CC=3C(Cl)=CC=CC3Cl	6.57283	0.30395
5956	Z154318250	CN1C=CN=C1C(NC(=O)C=2C=CN=CC2)C=3C=CC(F)=CC3	6.57276	0.51711
5957	Z2110057064	CC=1C=C2C=CNC2=CC1NC(=O)N3CCC4(CCN(CC=5C=CC=CC5)C4)C3	6.57271	0.41472
5958	Z1139518699	CC=1C=NN(C1)C2CCCN(C2)C(C)C(=O)NC=3C=C(F)C=CC3F	6.57271	0.54019
5959	Z2171209102	CCC=1C(=NNC1NC(=O)C=2C=CC(=CC2)C3=CCCC3)C=4C=CN=CC4	6.57265	0.51829
5960	Z98665024	O=C(COC(=O)C1=CN=C2SC=CN2C1=O)NC=3C=CC(=CC3)OC(F)F	6.57255	0.451
5961	Z1389358310	O=C(NC=1C=CC(=CC1)N2C=NN=N2)C3=CNN=C3C=4C=CC=CC4Cl	6.57253	0.52736
5962	Z2150738266	COC(=O)CC1CCN(CC1)C(=O)NC=2C=CC=3C(=O)N(CC4CC4)C(=O)C3C2	6.57251	0.50377
5963	Z67722193	COC=1C=CC=CC1C(=O)NC2=NC(=CS2)C=3C=CC(=CC3)N(C)S(C)(=O)=O	6.57242	0.50801
5964	Z3689325622	O=C(O)C1=NNC=2C=CC(=CC12)C(=O)N3CCC(CC3)OCC=4C=CC(F)=CC4	6.57241	0.64374
5965	Z2684568269	CN1C(CN[C@@H]2CCO[C@H]2C=3C=CC=NC3)=NC4=CC=C(Cl)C=C41 |&1:5,9,r|	6.57232	0.33608
5966	Z2384923357	CN1C=C(C=N1)O[C@@H]2COC[C@@H]2NCC3=CN=NN3CC=4C=CC=CC4	6.5723	0.57505
5967	Z1126929688	O=C(C1CC(=O)N(CC2CC2)C1)N3CCCCC3C4=NC=CS4	6.57224	0.6005
5968	Z109012480	CC1=CC=2C=CC=CC2N1CC(=O)N3CCN(CC3)S(=O)(=O)C4=CC=CC=C4F	6.57219	0.367
5969	Z45507211	O=S(=O)(NCC=1C=CC=2OCOC2C1)C=3C=CC=C(F)C3	6.57218	0.78458
5970	Z1863676847	CC=1C=C(Cl)C=CC1NC(=O)C=2C=NC(=CN2)OCC=3C=CC=CC3	6.57216	0.54726
5971	Z1629605946	CC(C)N1C=C2CCCC(NC(=O)NC=3C=CN=CC3)C2=N1	6.57214	0.55736
5972	Z27434582	CC=1C=CC=C(C(=O)NC=2C=CC=C(C2)S(=O)(=O)NC=3CCCN3)C1C	6.57208	0.52269
5973	Z3366493196	C[C@@H]1COC[C@@](CO)(CNCC2=CC=CNC2=O)N1CC=3C=CC=CC3	6.57206	0.32056
5974	Z1637607362	COC=1C=C(C=CC1CN2CCC3=NN(C)C(=O)C=C3C2)C=4C=CC=CC4	6.57202	0.49704
5975	Z1534116899	CC=1C=C(C(=O)NC=2C=CC3=C(C2)N=C(C4CC4)N3C)N(C)N1	6.57199	0.5533
5976	Z2898103622	O=C(O)CCC1CC(CO1)C(=O)NC2=CC=NN2C=3C=CC(F)=CC3	6.57197	0.40248
5977	Z1139233012	CC=1N=CC=2CCN(CCC(=O)NC3CCCC3)CC2N1	6.57195	0.71419
5978	Z1677768568	CCCC=1C=C(NC(=O)N2CCN(CC2)C=3C=CN=C(C)N3)N(C)N1	6.57192	0.50411
5979	Z2368050468	O=C(CN1C(=O)CCC=2C=CC=CC21)N3CCCCC3C4=NC(=O)NN4	6.57191	0.49173
5980	Z2396591662	O=C(NC[C@@H]1CCCO[C@H]1C=2C=NNC2)C=3C=CN=CC3C(F)(F)F	6.57183	0.44219
5981	Z1751114253	O=C(NC=1C=CC=CC1OCC(F)F)N2CCN(CC2)C3=CC(=NN3)C4CC4	6.57178	0.56324
5982	Z1082286584	CN(C)S(=O)(=O)CCCN1C(=O)NC(C)(C1=O)C2=CC=CS2	6.57173	0.70482
5983	Z45634882	CC=1C=CC(=CC1Cl)NS(=O)(=O)C=2C=CC=CC2[N+]([O-])=O	6.57163	0.61447
5984	Z45635557	NS(=O)(=O)C=1C=CC=C(C1)NS(=O)(=O)C=2C=CC(=CC2)C3CCCCC3	6.57157	0.59773
5985	Z1754144781	CO[C@H]1C[C@H](C2=NN=C(C)O2)N(C1)C(=O)C3=CC=4CCCC4S3	6.57156	0.57501
5986	Z73707313	CC1=CSC2=NC(=CC(=O)N12)COC=3C=CC(F)=CC3Cl	6.57154	0.69748
5987	Z2158067840	O=S(=O)(C=1C=C(C=CC1O)C(F)(F)F)N2CCN(CC=3C=CC=CN3)CC2	6.57152	0.3435
5988	Z1815381641	CCC=1C=CC=C(C1)CN2C(=O)NC(CC)(C=3C=NN(C)C3)C2=O	6.57142	0.56962
5989	Z1359758815	CC1=NN(C)C=2N=CC(=CC12)S(=O)(=O)N3CC=4C=CC=CC4N(C)CC3C	6.57133	0.46385
5990	Z382842040	O=C(NC=1C=CC=2OCOC2C1)C3=CSC(CC=4C=CC=CC4)=N3	6.57107	0.6158
5991	Z1736382604	CC1=NNC(C)=C1CCC2=NC(=NO2)C=3C=CN=CC3	6.571	0.78191
5992	Z356183816	CN1C=CN=C1C(NC(=O)NCCOC=2C=CC=CC2F)C=3C=CC(F)=CC3	6.57094	0.28694
5993	Z859549754	O=C(NC=1C=CC=2C(=O)NC(=O)C2C1)N3CCCC3C4=CC=CC5=CC=CC=C45	6.57077	0.44826
5994	Z15685902	CCC1=CC=CC(CC)=C1NC(=O)COC=2C=CC=CC2C(N)=O	6.57075	0.58919
5995	Z1653137140	O=S(=O)(C=1C=CC(Cl)=CC1)N2CCC(C2)OC=3C=CC=C(F)C3	6.57071	0.44308
5996	Z31670100	CC(NC(=O)C=1C=CC=C(C1)NS(=O)(=O)C=2C=CC=CC2)C=3C=CC(F)=CC3	6.57065	0.42616
5997	Z2053187682	COCC1=NOC(CN2CCCC(C2)C3=NC(=CN3C)C(F)(F)F)=N1	6.57056	0.81719
5998	Z1845124601	CC=1C=C(C=CC1CN2CCCCC2(C)C(N)=O)N3C=CN=C3	6.57055	0.54433
5999	Z1139447163	CC=1C=NN(C1)CC2CCCN2C(=O)C3=CNN=C3C=4C=CN=CC4	6.57031	0.3869
6000	Z94862105	CC=1C=C2N=C(NCC=3C=CC=CC3CN4CCOCC4)C=5C=CC=CC5N2N1	6.5703	0.31164
6001	Z1841894540	CC(C)[C@H](NC(=O)C=1C=CC(=CC1)N2CCNC2=O)C(C)(C)O	6.57028	0.78509
6002	Z403115246	O=C(NC=1C=CC=C2C=NNC12)C3CCCN(C3)C(=O)C4CC4	6.57028	0.51508
6003	Z2092710629	CCOC1CC2(C1)CCN(C2)C(=O)C3CCCN3C=4C=CC=CC4	6.57025	0.39144
6004	Z56865277	COC=1C=CC=CC1NC(=O)CC2NC=3C=C(C)C(C)=CC3NC2=O	6.57018	0.40796
6005	Z2866903938	C#CCCC1(CCC(=O)N2CC3(CC(C3)C(F)(F)F)C2)N=N1	6.57017	0.43334
6006	Z99121627	COC=1C=CC(C)=CC1NC(=O)C=2SC(=NC2C)C=3C=CC=CN3	6.57013	0.63168
6007	Z226354570	CC=1C=CC2=C(C1)C3CN(C)CCC3N2C(=O)CCNC(=O)C=4C=CC=CC4	6.57009	0.34613
6008	Z1285730656	CN1C(CNC(=O)C2CC32CCC=4C=CC=CC43)=NC=5C=CC=CC51	6.57009	0.21342
6009	Z89201997	CC=1C=C(Cl)C=CC1NC(=O)CN2CC=3C=CC=CC3CC2C(N)=O	6.57007	0.23602
6010	Z1341941808	CCN(C)CC1CCN(C1)C(=O)NCC(C)(C)C2=CC=CC(=C2)C(F)(F)F	6.56999	0.49205
6011	Z2382206528	CN1C=CN=C1[C@@H]2OCCC[C@H]2CNCC3=CN=C4C=CC(Cl)=CN34	6.56983	0.2459
6012	Z193663186	CC1CCC2=C(C1)SC=3N=C(CSC4=NN=NN4C)N=C(N)C23	6.56971	0.53094
6013	Z1321608597	COC=1C=CC=CC1C(CC(C)C)NC(=O)N(C)C2CCOC2	6.56965	0.51395
6014	Z70812614	CC1CCC=2N=C(NC(=O)C3CCCN3S(=O)(=O)C=4C=CC(F)=CC4)SC2C1	6.5696	0.27588
6015	Z1699462761	CC=1OC=2C=CC=CC2C1CC(=O)NC3CCN(CC3)C(=O)C4=CN=CC=N4	6.56957	0.46721
6016	Z270221924	CC1=NOC(CN2C(=O)NC(C)(C2=O)C=3C=CC=4OCOC4C3)=N1	6.56955	0.83631
6017	Z1433550199	CC1=NN(C)C(C)=C1CC(C)C(=O)N2CCOC3=CC=C(C=C32)S(C)(=O)=O	6.56955	0.41074
6018	Z1393548185	CC=1N=C(OC1C)C=2C=CC=C(C2)NC(=O)NC3CCN(C3)C=4N=CC=CC4F	6.56938	0.531
6019	Z240700942	[O-][N+](=O)C=1C=C(C=CC1N2CCOCC2)C(=O)NC(C3CC3)C4CC4	6.56936	0.49991
6020	Z1736576452	C#CCN(C(=O)NC1=CC(OC)=C(Cl)C=C1OC)C2CCCC2	6.56934	0.63889
6021	Z2277839160	CN(C)S(=O)(=O)C=1C=CC=C2CN(CCC12)C(=O)C=3C=C4CCCN4N3	6.56928	0.51353
6022	Z1987437491	CN1C=C(C=N1)C2CS(=O)CCN2C(=O)CN3C=CC(=N3)C(F)(F)F	6.5692	0.5221
6023	Z970278322	O=S(=O)(CC1=NN(C=2C=CC=CC2)C=3CCCC13)C=4C=CC=CC4	6.56919	0.3062
6024	Z2063306658	CCCN1CCN(CC2=NN=NN2CC3CCOCC3)C=4C=C(F)C=CC41	6.56913	0.30561
6025	Z1554188459	COC=1C=CC=CC1CNC(=O)C2=NN(C=C2C)C3=CC=CC=C3Cl	6.56912	0.67861
6026	Z56769403	O=C(CN1N=NC=2C=CC=CC21)NC=3C=CC=CC3Cl	6.5691	0.75362
6027	Z2379491242	CC(C(=O)NCC(NC(=O)C(C)C1CC1)C(F)(F)F)C2CC2	6.56903	0.83977
6028	Z229311804	O=C(CN1C=NC=2C=C(F)C=CC2C1=O)N3CCC=4SC=CC4C3	6.56903	0.37185
6029	Z1318769163	CC(C)C1=CC(=NN1C)C(=O)NCC2CCN(CC2)C(=O)C=3C=CC=CC3	6.56903	0.39888
6030	Z2866903836	C#CCCC1(CCC(=O)NC2(CC2)C=3C=CC=CC3Cl)N=N1	6.56887	0.55349
6031	Z1599210072	CC=1C=CC=C(NCCN2C(=O)NC3(CCCC3)C2=O)C1F	6.56882	0.73198
6032	Z969575898	CCOC=1C=C(C)C(C)=CC1S(=O)(=O)NC=2C=CC=NC2	6.56866	0.71913
6033	Z1615584367	CC1=C(C=NN1C=2C=C(C)C=CC2C)NCC3=CN=C4C=CC(C#N)=CN34	6.56865	0.25404
6034	Z1575972318	O=C(NCCNC(=O)N1CCC(CC=2C=CC=NC2)CC1)C=3C=CC(F)=CC3	6.56864	0.4777
6035	Z1849371248	CC=1C(=CC=CC1C(N)=O)NC(=O)[C@@H]2C[C@@]32CCOC=4C=CC(=CC43)C(C)C	6.56855	0.55146
6036	Z2055631851	O=C(O)[C@@H]1CN(C[C@H]1C(F)(F)F)C(=O)C2=CC=C3N=CC=CC3=C2	6.56848	0.54712
6037	Z3686086420	CC=1N=C(N=C(C1C)N2CC[C@H](C2)NC3CCC(CC3)=C4CCC4)C(=O)N(C)C	6.56846	0.58621
6038	Z27769018	COC(=O)C1=C(C)NC(C(=O)N2CCN(CC2)C=3C=CC=CC3)=C1C	6.56844	0.60366
6039	Z2053969654	CN(C[C@@H]1CCCN(C)[C@H]1C2=CC=NN2C)C=3C=CN=C4C3C=NN4C	6.5684	0.24155
6040	Z1902056509	ClC1=CSC(=C1)CNC=2C=NN(C2)CC3=NN=C4CCCCN34	6.5684	0.70236
6041	Z740516578	O=C(CN1C(=O)OC=2C=CC=CC21)NC=3C=CC=CC3COC=4C=CC=CC4	6.56829	0.2903
6042	Z162809520	C=1OC(=NC1CN(CC=2C=CC=CN2)C3CC3)C=4C=CC=CC4	6.56822	0.47187
6043	Z3074165566	CNC(=O)C1=CC=C(NC(=O)[C@H](N)COCC=2C=CC=CC2)C(C)=C1	6.56814	0.53311
6044	Z28173735	O=C(NC1=NC=CS1)C2C=3C=CC=CC3OC=4C=CC=CC42	6.56797	0.52314
6045	Z2582963173	CN(C)C1CC(NC=2N=CC(=CC2C(N)=O)[N+]([O-])=O)C1(C)C	6.56791	0.71253
6046	Z1568847546	O=C(CC1CCCC1)NC2CCN(CC=3C=CC=C4C=NNC34)CC2	6.56776	0.45195
6047	Z1686913225	N#CC=1C=CN=C(C1)N2CCN(CC2)C(=O)NC3CC=4C=CC=CC4C3	6.56751	0.5135
6048	Z970858292	CCC(=O)NC1CCCN(C1)C(=O)C2CC(=O)N(C2)C=3C=CC(Cl)=CC3	6.56748	0.26998
6049	Z2766071061	CC=1NC=CC1C(=O)N[C@H]2COC[C@H]2OC=3C=NN(C3)C=4C=CC=CC4	6.56741	0.37548
6050	Z1689306151	CCN1C(=NC=2C=CC=CC21)NCC=3C(C)=NNC3C	6.56739	0.82819
6051	Z109413530	CN(CC1=CC=CO1)C(=O)CCC2=C(NC=3C=CC=CC23)C=4C=CC(F)=CC4	6.56736	0.26153
