Rank	LigandID	SMILES	AutoDockAffinity(kcal/mol)	GNINAaffinity(kcal/mol)	CNNscore
5010	Z2053342858	COC=1C=C(C)C(CN2C[C@H](C[C@H]2C(N)=O)OC)=C(C)N1	-5.010000	5.616700	0.539530
5011	Z2059374725	CC=1N=CC=CC1C(=O)N2C[C@@H](C(N)=O)[C@@H](C2)C(F)(F)F	-4.690000	5.943400	0.539400
5012	Z435723270	CS(=O)(=O)CC1CCCN(C1)C(=O)C2CC(=O)N(C2)C3=CC=C(F)C=C3F	-6.230000	6.325890	0.539400
5013	Z992051342	COC=1C=CC=C(C1)NC(=O)NC2CCC(=O)NC2	-5.450000	5.670060	0.539370
5014	Z2043654013	ClC=1C=CC=CC1CNCCC=2C=CC=3C=NNC3C2	-6.510000	6.253510	0.539330
5015	Z2073354432	CCN(CCCO)C(=O)C1(CC2(CCC2)C1)C=3C=CC(=CC3)OC	-5.570000	6.181100	0.539330
5016	Z1413237183	CC1=CC(=NN1)OC=2C=CC(=CC2)NC(=O)C3CC3C=4C=CC(F)=CC4	-6.080000	6.634730	0.539290
5017	Z856541732	O=C(NC=1C=CC(=NC1)N2CCNC(=O)C2)C3=CC=4CCCCC4C=C3O	-5.990000	6.416290	0.539190
5018	Z745063116	O=C(C=1C=CNN1)N2CCN(CC3=CSC(=N3)C=4C=CC(F)=CC4)CC2	-5.810000	6.198900	0.539070
5019	Z31086600	CC=1C=CC(C)=C(C1)S(=O)(=O)NC=2N=CN=C3SC=4CCCC4C23	-6.290000	6.105770	0.539050
5020	Z2027904921	CC(=O)N1CCN(CC=2C(F)=CC=CC2OC(F)(F)F)C(C)(C)C1	-4.580000	5.805750	0.539020
5021	Z1537404466	O=C(O)C=1C=CC=C(C1)C(=O)NC2CCN(CC(F)(F)F)C2=O	-4.450000	4.732560	0.538920
5022	Z2192832164	CCC1=NC(C)=C(S1)C(=O)N(CC)C2CCOC(C)(C)C2	-5.400000	6.036360	0.538890
5023	Z370728410	NC(=O)C=1C=CC=C(C1)COC=2C=CC=C(Cl)C2Cl	-5.300000	5.929930	0.538880
5024	Z1282165188	CCOC1CC(NC(C)C(=O)NCC=2C=CC(F)=CC2)C31CCCC3	-5.820000	6.130070	0.538860
5025	Z1994185085	CCN(C=1N=CC(Cl)=CC1[N+]([O-])=O)C2CCNC2=O	-4.860000	5.818830	0.538810
5026	Z3016338270	COCC1(CC1)S(=O)(=O)N2CCCC(O)(C2)C3(CCC3)C(=O)O	-6.120000	5.760620	0.538800
5027	Z4439098570	CN1CCC(=CC(=O)NCCC2CC(C2)NC3=NC=NN4C=CC=C34)C1	-6.860000	6.123290	0.538720
5028	Z101266868	O=C(CCC1=NC(=NO1)C=2C=CC(F)=CC2)NCC3=CC=CC=C3F	-5.860000	6.479790	0.538690
5029	Z2710523077	COC=1C=CC(=CN1)C(NC(=O)NC2=CC=CC(C3=NC=CO3)=C2C)C4CC4	-5.780000	6.960430	0.538660
5030	Z26885099	CN(CC=1C=CC(Cl)=CC1Cl)C(=O)C=2C=CC(=CC2)NC(=O)C3CC3	-6.820000	6.516510	0.538650
5031	Z1137566015	O=C(NCC1=NC(=NN1)C=2C=CC(F)=CC2)C=3C=CC=4NN=NC4C3	-6.660000	6.561530	0.538630
5032	Z99600640	CC1=CC(=O)N2C(C(=O)NC=3C=CC=C(Cl)C3)=C(SC2=N1)C(=O)NC=4C=CC=CC4	-6.030000	6.750120	0.538610
5033	Z1220136547	CC=1C=CC=2NC(=CC2C1C)C(=O)NC=3C=CC=C(C3)N4CCNC4=O	-6.200000	6.540050	0.538570
5034	Z2732435259	O=C(NC1=CC=NC2=CC=CN=C12)[C@H]3CCCO3	-4.490000	5.898690	0.538490
5035	Z1277358957	COCC1CN(CCO1)C(=O)NC=2C=CC=C(C2)C(=O)NC=3C=CC=C(F)C3	-4.920000	5.937430	0.538450
5036	Z1102779341	O=C(C1=CC=2C=CC=CC2N1)N3CCCC(C3)N4C=CN=C4	-5.660000	6.073500	0.538370
5037	Z997337462	CCCC(=O)NC1CCCN(C1)C(=O)C2CCCCN2C(=O)C3=CC=CS3	-6.100000	6.431730	0.538340
5038	Z164699648	O=C(OCC=1C=CC=CN1)C2=NNC=3C=CC=CC23	-4.880000	5.324080	0.538320
5039	Z1451000073	O=C(N[C@H]1CC[C@H](CO)CC1)C=2C=C3C=CC=CN3C2	-5.400000	5.652030	0.538310
5040	Z3099590557	N/A	-5.420000	5.764090	0.538130
5041	Z2295858323	CC1=COC(CC(=O)O)=C1C(=O)NC2CCC3=CC(F)=CC=C32	-4.590000	5.294720	0.538100
5042	Z29336143	COC(=O)C=1C=CC(C)=C(C1)NC(=O)CC2=CN3C=CSC3=N2	-4.920000	5.529200	0.538090
5043	Z2397274433	CC1=NOC(COC2CN(C2)C(=O)C(C)OC=3C=CC=CC3Cl)=N1	-5.490000	5.850300	0.538050
5044	Z2448529326	CC(C)CN1N=CC=C1CN2CCC(CC2)NC(=O)C=3C=CC=CC3	-5.700000	6.457520	0.538040
5045	Z1982947861	CCC(CSC)N(C)C(=O)C=1C=CC(=CC1)S(N)(=O)=O	-5.150000	5.505790	0.537880
5046	Z3351673564	O=C(O)[C@H]1CC(F)(F)CN1CC2=CSC(=N2)C=3C=CC=CN3	-5.190000	6.191250	0.537840
5047	Z3499566890	CC1=NNC=2CCC(CC12)C3=NC(=NO3)C=4C=CC=C(C4)CN5C=CN=C5	-7.860000	7.014390	0.537830
5048	Z1644492863	CC1=CN2CCN(CC2=N1)C(=O)C=3C=NN(CC(C)C)C3C(F)F	-5.090000	6.649390	0.537760
5049	Z1428724943	COC=1N=CC(=CC1C(N)=O)NC(=O)C2CCN2CC=3C=CC=CC3	-4.960000	6.390770	0.537670
5050	Z2996524672	CC1CN(CC2=NC(=NO2)C(C)(C)N)CCN1C=3C=CC=CC3	-5.820000	5.495270	0.537630
5051	Z223714622	CC(SC1=NC(=NN1)C2CCCO2)C(=O)NC3=CC=C(F)C=C3Cl	-5.100000	6.406850	0.537560
5052	Z352521858	O=C(NC1=NN=CN1)C2CC(=O)N(C2)C3=CC=C4CCCC4=C3	-5.630000	5.967030	0.537460
5053	Z198194472	CCN(CC1=NC=2C=C(Cl)C=CC2C(=O)N1)C(N)=O	-5.420000	5.961190	0.537390
5054	Z91189469	O=C(NCCC1=NN=C2C=CC=CN12)C=3C=CC=NC3OC=4C=CC=CC4	-5.360000	6.529280	0.537380
5055	Z510837816	CC1=CC=C(CN(C(=O)CSC=2C=CC=CC2)C3CC3)O1	-5.320000	5.139350	0.537270
5056	Z2053813275	CC1=NOC(=N1)C2CN(CC3=NC(C)=C(C)O3)CCN2C	-5.400000	5.600510	0.537250
5057	Z422266628	O=C(NC=1C=CC(=CC1)OC=2C=NC=CN2)C3CC3C=4C=CC(F)=CC4	-5.260000	6.541350	0.537140
5058	Z1889215476	CCOC(CNC(=O)NC=1C=CC=2COCC2C1)C=3C=CC=CC3	-5.330000	6.041760	0.537100
5059	Z2186151633	CC1CCCN(C1)C=2C=C(C=CN2)C(=O)NC3=CC=NN3C	-6.030000	6.212000	0.537050
5060	Z212762512	CC1=NC=2C=CC(=CC2S1)NC(=O)C=3C=CC=4NN=NC4C3	-6.130000	6.411460	0.537040
5061	Z2010276734	CC1=CC(=O)OC=2C=C(C=CC12)OCC3CCN(C3)C(=O)C=4C=CC=CC4	-6.820000	5.331560	0.536930
5062	Z2273864841	CNS(=O)(=O)C1=CC=C(C(F)=C1)N2CCC(C2)C3=NC(C)=NO3	-5.750000	6.387700	0.536850
5063	Z52743997	CN(CC1=NC=2C=CSC2C(=O)N1)C3CCCC=4C=CC=CC43	-5.370000	5.992650	0.536750
5064	Z985630960	CC(C)C1=NN=C2CCC(CN12)NC(=O)C3=CC=C4N=CSC4=C3	-5.890000	5.711420	0.536750
5065	Z2027430125	CC(CC(N)=O)C(=O)NCC=1C=CC(=CC1)OC=2C=CC(F)=CC2	-5.370000	5.234070	0.536660
5066	Z1155132299	O=C(NC=1C=CC(F)=CN1)C=2SC=CC2S(=O)(=O)C(F)F	-4.120000	6.358640	0.536610
5067	Z221227454	COC=1C=CC(=CN1)CNC(=O)C=2SC=CC2C	-4.270000	5.361460	0.536610
5068	Z2781685676	O=C(NC1CC1)C=2C=CC(=CC2)C(=O)N3CC(C3)C=4C=CC=CC4	-6.330000	5.513600	0.536370
5069	Z2466640262	NC=1N=CC=C(N1)C=2C=CC=CC2OCC(=O)NC3CCCC3	-4.940000	6.037380	0.536320
5070	Z1157835617	CC=1C=C(NC(=O)NC2=CC=C(F)C=C2F)NN1	-4.570000	5.501150	0.536310
5071	Z1931271378	CC(C)(O)CNC(=O)NC=1C=CC=CC1N2CC3CCC2C3	-5.870000	6.433510	0.536230
5072	Z2453049841	O=C(NCC1CCCO1)C=2C=CC(=CC2)C3=CNC=N3	-5.570000	4.913610	0.536230
5073	Z1983637415	CC1=NSC=2N=CN(CCC(=O)NC=3C=CC(C)=CN3)C(=O)C12	-5.150000	6.230740	0.536210
5074	Z1787637438	CN1N=CC=2C(N)=NC(=NC21)N3CCC(CN4C=CN=N4)CC3	-5.810000	5.882000	0.536130
5075	Z228782168	N#CC=1C(=CN2C=CC=CC12)CN3CCN(CCO)CC3	-5.080000	5.445430	0.536130
5076	Z2334882456	CN1N=CC=2CN(CCCC21)C(=O)C=3N=CC=CC3C(F)(F)F	-2.490000	6.021670	0.536120
5077	Z300196024	CC(NC(=O)C1=CC=2C=C(F)C=CC2N1)C=3C=CN=CC3	-5.040000	6.180160	0.536110
5078	Z2953190905	CC1=NON=C1CN2CCC(CC2)OC=3C=CC(=CN3)C(F)(F)F	-5.570000	5.518850	0.536050
5079	Z3008512292	CC=1C=CC(=CC1C(=O)O)S(=O)(=O)N2CCCC(C2)OC(F)F	-5.230000	5.392160	0.536040
5080	Z216782396	CCOC=1C=CC(=CC1)C2=NN=C(CNC(C=3C=CC=CC3)C4CC4)O2	-6.480000	6.359920	0.536020
5081	Z1211623785	CC=1C=CC=C(C1C)C(C)NC(=O)C2(C#N)CCOCC2	-5.100000	5.782690	0.535920
5082	Z1681213043	CCC(CC(F)(F)F)NC(=O)C=1C(C)=NSC1NC	-3.600000	5.865130	0.535910
5083	Z1411494018	CC=1C=CN(C)C(=O)C1NC(=O)NCC=2C=NN(C)C2	-4.900000	5.333850	0.535880
5084	Z4119259643	O=C(NCCN1C=C(N=N1)C=2C=CC=CC2)C=3C=CC(Cl)=C(C3)C(F)(F)F	-5.840000	6.767980	0.535870
5085	Z3359593694	CC(C)NC(=O)CC=1C=CC(=CC1)NC2CCOCC2(C)C	-6.130000	6.004280	0.535860
5086	Z19508891	CC(C)CSC1=NN=C(O1)C2=CC=CC(=C2)S(=O)(=O)N3CCCCC3	-7.410000	6.284270	0.535830
5087	Z1993800811	Cl.CC(CN)N(C)S(=O)(=O)C=1C=CC(=CC1)CC(F)(F)F	-4.720000	5.660810	0.535650
5088	Z2721529980	O=C(O)CC=1C=CC(=CC1F)S(=O)(=O)N2CCCC3(CC3)CC2	-4.320000	5.467860	0.535560
5089	Z15780623	CC1=NNC(C)=C1NC(=O)CSC2=NN=C(C=3C=CC=CC3F)N2CC=4C=CC=CC4	-5.400000	6.472360	0.535500
5090	Z2385202510	CCC1=NOC(C)=C1CN2CCCC(O)(CC(=O)N(C)C)C2	-5.150000	5.914280	0.535480
5091	Z89606306	CC(NC(=O)C=1C(Cl)=CC=CC1F)C2=CC=CO2	-4.270000	5.486280	0.535400
5092	Z898990990	[O-][N+](=O)C=1C=CC=C(C1)C(=O)NC=2C=CC(F)=C(C2)C(F)(F)F	-4.710000	5.138770	0.535400
5093	Z1458002270	Cl.CCC=1C=CC(=CC1)CN(C)C(=O)C2CCCC2N	-5.980000	5.471970	0.535330
5094	Z222980380	CC(C)C=1C=CC=CC1NC(=O)CC=2C=CC=C3C=CC=NC23	-5.220000	6.158820	0.535260
5095	Z1690438030	CCC1CN(CCN1C(=O)C2=NNC=3C=CC=CC23)C=4C=CC=CC4	-6.220000	6.299950	0.535230
5096	Z18430759	O=C(COC1=CC=C(F)C(Cl)=C1)N2CCOCC2	-4.320000	5.169750	0.535050
5097	Z2917503532	C[C@H](O)CNS(=O)(=O)C=1C(O)=CC=CC1OC(F)(F)F	-4.380000	5.524280	0.535030
5098	Z2755408141	O=C(O)C1CCCN1C(=O)C=2C=CC(=CC2)C3CCOCC3	-6.000000	5.503710	0.535000
5099	Z109817898	CC1=CC(C(=O)NCC=2C(C)=NN(CC=3C=CC=CC3)C2C)=C(C)N1C4CC4	-5.840000	6.675540	0.534970
5100	Z1966771705	COC=1C=C2NC(=O)COC2=CC1S(=O)(=O)NC3CCCCC3CO	-5.140000	5.828300	0.534860
5101	Z27795590	COC=1C=CC=C(C1)NC(=O)COC=2C=CC=CC2O	-5.690000	5.640650	0.534810
5102	Z117918816	CC=1C=CC(=CC1)C(CN2CCOCC2)NC(=O)C=3C=CC=4C=CC=CC4N3	-6.540000	6.309530	0.534750
5103	Z2379555151	CCN1N=CC(CSC2=NN=C(C3=CC=CO3)N2CC)=N1	-4.700000	6.096830	0.534730
5104	Z328261904	COC=1C=CC=C(C(N)=O)C1OCC(=O)N(C)CC2COC3=CC=CC=C3O2	-4.440000	5.623790	0.534720
5105	Z1267801432	NS(=O)(=O)C=1C=CC(=CC1)CCNC(=O)C=2C=CC=C3C=CNC23	-6.590000	6.001360	0.534590
5106	Z2298841135	O=C(NC[C@@H]1CCC[C@H]1O)C2=CC=C3NC(=O)OC3=C2	-5.930000	5.812800	0.534550
5107	Z2402428189	CC(=O)N1CC(C1)OCC(=O)NC=2C=CC(O)=C(C2)C3=NC=4C=CC=CC4S3	-6.070000	6.466440	0.534540
5108	Z3001986914	C=C1CCC(CC1)C(=O)NC=2N=CC=NC2C(C)C	-4.800000	5.441900	0.534540
5109	Z146331430	CC=1C=CC(=CC1)OC(C)C(=O)NC2=CN=C3C(C=NN3C(C)C)=C2	-5.650000	6.525250	0.534490
5110	Z372559866	O=C(NC=1C=CC=C(C1)C2=CC=NN2)C=3C=CC=C(Cl)C3	-5.880000	5.992740	0.534490
5111	Z1989620384	CCCOC1CCCN(CC(C)(O)C(F)(F)F)CC1	-2.310000	4.875240	0.534370
5112	Z803953244	CC1=NC=C(CN(C)C(=O)C2(CC2)C=3C=CC=C(C)C3)S1	-5.430000	5.401590	0.534370
5113	Z1514523303	CC=1C(=CC=CC1C(=O)NC=2C=CC=3OC(=NC3C2)C(C)C)C4=CC=CC=N4	-6.080000	6.971630	0.534320
5114	Z165420976	NC(=O)C=1C=CC(=CC1)COC=2C=CC=CC2C(N)=O	-5.410000	5.129540	0.534270
5115	Z1081529544	CN(CC1=NN=C2CCCN12)C(=O)CC3=CNC4=CC(Cl)=CC=C34	-5.670000	5.924030	0.534250
5116	Z2495883751	CC1=CC=C(CCNC(=O)C2(CC2)C(=O)NC=3C(F)=CC=CC3F)O1	-4.180000	6.744750	0.534220
5117	Z227901974	O=S(=O)(NC=1C=CC=2N=C(SC2C1)N3CCCC3)C=4C=CC(F)=CC4	-6.450000	6.533820	0.534150
5118	Z1443623855	CC(NC(=O)C1=CC=CC(Cl)=C1Cl)C(=O)N2CCCC(C2)C(=O)O	-5.410000	5.586950	0.534140
5119	Z2856094241	CC1(CCCN1C(=O)C2CCC=CCCC2)C(=O)O	-3.610000	5.403110	0.534130
5120	Z2999663367	N/A	-5.710000	5.927960	0.533980
5121	Z1868569880	CC1=CC(C)=CC(=C1)C2NC(=O)N(CC3CC3)C2=O	-5.220000	5.635020	0.533950
5122	Z1919209518	CC(C)NC(=O)NC=1C=C(ON1)C2(C)CCCC2	-5.940000	5.834230	0.533820
5123	Z1891801136	CN(C)S(=O)(=O)C1=CC=CC(=C1)N2C(=O)NC3(CCCC3)C2=O	-6.310000	5.734270	0.533750
5124	Z2297640755	CCN1N=NC(C)=C1C(=O)N2CC(C3CC3)C2C4CC4	-5.700000	6.129330	0.533730
5125	Z873196964	CC1CCC(CN1S(=O)(=O)C=2C=NN(C2)C=3C=CC=CC3)C(N)=O	-7.430000	6.515130	0.533630
5126	Z89714298	CC1=CC(CN2C(=O)NC3(CCC=4C=CC=CC43)C2=O)=NO1	-6.220000	5.818480	0.533610
5127	Z285606870	CC(C1=NC(=NO1)C(C)(C)C)N2CCN(CC2)C=3N=CC=CN3	-5.540000	6.352760	0.533530
5128	Z2266835050	COC=1C=CC(=CC1)NS(=O)(=O)CCCS(=O)(=O)NCC2CC2	-5.130000	5.478900	0.533480
5129	Z2011240141	CC=1C=C(C=CC1S(=O)(=O)NC2=NN=CN2)C(F)(F)F	-5.210000	5.624280	0.533340
5130	Z1139326333	CC1=NN(C)C(C)=C1C2CCCN2C(=O)C3=CC=C4NN=NC4=C3	-6.670000	6.678610	0.533270
5131	Z1743214992	CCC(O)CN1C=NC2=CC(=CC=C2C1=O)OC	-4.990000	5.230230	0.533170
5132	Z288484374	NC(=O)C(NC(=O)C=1C=C(C2=CC=CS2)N(N1)C3=CC=C(F)C=C3F)C(N)=O	-4.770000	7.207110	0.533130
5133	Z52653571	COC=1C=CC=CC1C(=O)NC=2C=CC(=CC2)OCC=3C=CC(C#N)=CC3	-4.710000	4.930680	0.533130
5134	Z28881130	CC(NC(=O)CC1=CN2C=CSC2=N1)C3=CC=CS3	-4.450000	6.261980	0.533110
5135	Z232445842	CC=1C=C(C=CC1F)CNC(C(=O)NC2CC2)C=3C=CC(F)=CC3	-5.670000	6.174050	0.533020
5136	Z2054564137	CO[C@H]1C[C@@H](CN(C)C(=O)CC2=CC=NN2C)N(C)C1	-4.640000	5.851880	0.532920
5137	Z1816585158	CC1CC=2C=CC=CC2C1NC(=O)C3=CNC(=O)C4=CC=CC=C34	-6.290000	6.118380	0.532910
5138	Z3027219364	CCN1C(CC2=CN3C=CC=CC3=N2)=NN=C1N4CCOC(C)(C)C4	-5.330000	6.399680	0.532760
5139	Z1731217795	N#CC=1C=NC=CC1N2CCC(CC2)N3CCCC3C(N)=O	-5.150000	6.322440	0.532700
5140	Z30934427	COC=1C=CC(C)=CC1NC(=O)C=2C=CC(C)=CC2	-4.770000	5.410390	0.532680
5141	Z1958320225	C#CCN(C)S(=O)(=O)C=1C=CC(=CC1)CC(F)(F)F	-4.390000	5.424750	0.532670
5142	Z2802431082	N/A	-5.450000	6.194020	0.532650
5143	Z271132800	CC=1C=C(C=CC1Br)S(=O)(=O)NC=2C=CC(=CC2)CS(N)(=O)=O	-6.990000	5.421720	0.532470
5144	Z1572898253	CC1=C(C=NN1C)CNC=2C=CC(=CC2)C3=CN4C=CC=CC4=N3	-5.870000	6.380800	0.532370
5145	Z2124196761	CC=1NN=CC1C2=NN=C(NC(=O)C3(CC3)C(=O)N(C)C)S2	-4.780000	6.329350	0.532360
5146	Z1838512814	COC=1C=C(C=C(C1C)[N+]([O-])=O)C(=O)NCCN2C=CN=C2	-4.250000	5.539210	0.532350
5147	Z3717961414	NC1CC(CN(C1)C(=O)C=2C=CC=CC2NC=3C=CC=CC3)C(=O)O	-6.240000	5.566510	0.532340
5148	Z1688696342	O=C(NC=1C=C(F)C(F)=C(F)C1)N2CCC(CC2)N3C=CN=N3	-4.540000	6.031890	0.532320
5149	Z281849868	CS(=O)(=O)NC=1C=CC=C(C1)C(=O)NC2CCCC(C2)C(F)(F)F	-5.390000	5.900600	0.532310
5150	Z1786261392	CC(=O)NC=1C=CC(C)=C2C1CCCN2C(=O)C=3C=CC(C#N)=C(C)N3	-6.110000	6.726040	0.532230
5151	Z30227937	O=C(CC=1C=CC=CC1F)NC=2C=CC(=CC2)S(=O)(=O)N3CCCCC3	-6.850000	6.462420	0.532190
5152	Z99565576	CC1CC(C)CN(C1)S(=O)(=O)C=2C=CC(=CC2)NC(=O)C=3C=CC(=O)NC3	-6.700000	6.255650	0.532190
5153	Z2699921681	CN1C(=O)OC=2C=CC(=CC21)CNC(=O)NC[C@H]3C[C@@H]3C=4C=CC=CC4	-6.660000	6.273280	0.532180
5154	Z372120410	O=C(NC=1C=CC(=CC1)C=2C=CNN2)C3CCCC3	-6.090000	5.418040	0.532170
5155	Z1259936342	NC(=O)C=1C=CN(N1)C=2C=CC=CC2NC(=O)C=3C(F)=CC=CC3F	-5.210000	6.714600	0.532140
5156	Z1845601035	CCC=1C=CC(=CC1F)NC(=O)N2CC(=O)N(CC)C2	-4.640000	4.824390	0.532120
5157	Z362663036	O=C(NC=1C=CC=C(C1)CN2C=CN=C2)C=3C=CC=C(F)C3	-5.160000	5.863010	0.532110
5158	Z1116972187	CCC=1C=CC=C(C)C1NC(=O)N2CCCC(CC3=NOC(C)=N3)C2	-6.130000	6.323780	0.532090
5159	Z336487018	NC(=O)C=1C=CC=C(C1)C2=NC=3SC(=CC3C(=O)N2)C=4C=CC=CC4	-6.540000	6.279910	0.532090
5160	Z1985084385	C#CC(NC(=O)NCC1=CC=C(S1)S(=O)(=O)CC)C(C)C	-5.440000	5.329310	0.531930
5161	Z4030810106	COC(=O)C=1C=CC(=CC1C)CNC2=NC(C)=NN2	-5.030000	5.674440	0.531800
5162	Z3102851136	CN(C)CC1=CSC(CNC(=O)NC2CC32CCCCC3)=N1	-6.540000	6.440050	0.531770
5163	Z28345066	COC=1C=CC(=CC1)C=2N=C(NC(=O)CC(NC(C)=O)C=3C=CC=CC3)SC2C	-6.310000	6.376380	0.531750
5164	Z57515009	COC=1C=CC=C(C1)C(=O)NC2CC(C)(C)NC(C)(C)C2	-6.030000	5.273590	0.531730
5165	Z2193623092	CC(C)N(C(=O)C=1C=NN(C)C1C(F)F)C2CCOC2	-3.900000	5.820310	0.531510
5166	Z2003443141	COC=1C=CC=C(CN2CCCC3(C2)NC(=O)NC3=O)C1F	-5.260000	6.056830	0.531430
5167	Z381733524	CC=1C=CC(C)=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)C=3C=CNN3	-6.130000	6.109760	0.531410
5168	Z646145522	N#CC=1C=CC=NC1NCCNC=2N=CC=CC2C(F)(F)F	-4.080000	5.919190	0.531400
5169	Z1144305809	CN1C=CC(=CC1=O)C(=O)NC=2C=NN(C2)C=3C=CC=CC3Cl	-5.250000	6.204270	0.531280
5170	Z27518678	CN1N=C(C(=O)NC=2C=C(Cl)C=CC2N3CCCCCC3)C=4C=CC=CC4C1=O	-4.590000	6.685030	0.531230
5171	Z1653417383	O=C(CCN1CCNC(=O)C1C=2C=CC=CC2F)N3CCOCC3	-5.460000	5.756520	0.531200
5172	Z226791134	O=C(CC=1C=CC=2CCCCC2C1)NC=3C=CC(=NC3)N4CCOCC4	-6.720000	6.083930	0.531160
5173	Z3823232227	BrC=1C=CC(=CC1)OCC2=NN=C3CC4CCC(CN23)N4	-4.620000	6.290440	0.531130
5174	Z1401667606	O=C(C=1N=NN(C1C(F)(F)F)C=2C=CC(F)=CC2)N3CCC4(CCOC4)C3	-5.370000	6.937240	0.531080
5175	Z31655808	COC=1C=CC(=CC1)C(CNC(=O)COC=2C=CC=C(C)C2C)N3CCCC3	-6.070000	6.250420	0.531070
5176	Z2710727792	COC=1C=C(C)C(C)=CC1NC(=O)NC2(CCOCC2)C=3C=CC(C#N)=CC3	-5.490000	6.704410	0.531030
5177	Z104387054	CC=1C=CC(=CC1)OC=2C=CC(=CC2)NC(=O)C3(C#N)CCCC3	-6.220000	5.602310	0.530990
5178	Z4617169306	O=C(C1=CC(NC(=O)N1)C=2C=CC=CC2)N3CCC4(CCOC4)C3	-6.340000	6.590380	0.530950
5179	Z56865216	CC=1C=CC=C(C1)N2N=CC=3C(=NC=NC32)N4CC(C)OC(C)C4	-5.530000	6.391660	0.530910
5180	Z200522856	CS(=O)(=O)N1CCCC=2C=C(C=CC21)C(=O)NCC3(CCCC3)C=4C=CC=CC4	-6.610000	6.595330	0.530890
5181	Z92120872	CC=1OC=CC1C2=NN=C(SC(C(=O)N(C)C)C=3C=CC=CC3)N2C	-5.330000	5.990380	0.530850
5182	Z1637314679	CC1=NC(CN(C)C(=O)C=2C=NC3=C(C=NN3C(C)C)C2)=NO1	-5.330000	6.234330	0.530820
5183	Z316497894	CC1=CN2C(CN(C)C(=O)C=3C=CN(C)C(=O)C3)=C(C)N=C2S1	-5.150000	6.298480	0.530710
5184	Z109331940	CN(CC=1C=CC=C(F)C1)C(=O)C=2C=CC(=CC2)CN3N=NC4=CC=CC=C43	-6.590000	6.409130	0.530680
5185	Z2358718454	CN(CCC(=O)O)C=1C=CC(=CC1C(F)(F)F)S(C)(=O)=O	-4.750000	5.447940	0.530630
5186	Z1692558291	FC1=CC(F)=C(F)C=C1CNC2=NN=C(O2)C=3C=CN=CC3	-5.330000	6.460570	0.530530
5187	Z1139471753	COC=1C=CC(=CC1)C2=CN=C(CN3CCCC3CN4C=NC=N4)O2	-5.470000	6.469410	0.530460
5188	Z728942170	COC=1C=CC(=CC1OC)CCNC=2N=CN=C3C=CC(C)=CC23	-5.360000	6.144650	0.530440
5189	Z3668902515	C1=CC(=NN1)C=2C=CC=C(C2)NCC=3C=CC(=NC3)C4CC4	-5.940000	6.679840	0.530330
5190	Z453707472	CCC(=O)NC1CCN(CC1)C(=O)C=2C=CC(=CC2Cl)[N+]([O-])=O	-5.850000	6.073570	0.530330
5191	Z1139518698	CC=1C=NN(C1)C2CCCN(C2)C(C)C(=O)NC=3C=CC(F)=CC3F	-5.880000	6.298810	0.530280
5192	Z3181437075	OCC1=NN=C(N2CCC(C2)C3CCOC3)N1CC4CC4	-5.450000	5.943250	0.530190
5193	Z3294503998	CCOCC=1C=CC=C(C1)S(=O)(=O)NC=2C=NC(O)=CC2C	-5.700000	6.073270	0.530170
5194	Z60462372	CC1=NN(C=2N=C(C=C(C(=O)NC=3C=CC=C(Br)C3)C12)C4CC4)C5CCS(=O)(=O)C5	-6.650000	7.279670	0.530160
5195	Z1282097700	CCC(NC=1C=CC(=CC1)OC=2C=CC(Cl)=CN2)C(N)=O	-5.450000	5.706430	0.530050
5196	Z1613074411	CC1=CC(=NN1C=2C=C(C)C=C(C)C2)NC(=O)N3CCN(CC3)C=4C=NN(C)C4	-6.010000	6.812280	0.530000
5197	Z1362997775	CCC1=NC=2C=C(C=CC2O1)NC(=O)N3CCC(CC3)C4=NN=CN4	-5.290000	5.999140	0.529990
5198	Z1912358095	COC1=CC=NC(CS(=O)(=O)CC=2C=C(Cl)C=CC2OC)=C1OC	-5.500000	4.718640	0.529950
5199	Z1348011350	O=C1NC(=NC=2SC=C(C=3C=CC(F)=CC3)C12)C4=CN=CS4	-4.860000	6.177240	0.529910
5200	Z1261568789	CC=1C=CC=C2C(=CNC12)CCNC(=O)C3=NNC4=CC=CC=C34	-6.540000	6.137310	0.529890
5201	Z2055070501	CN1C=NC=C1[C@@H]2NC(=O)CC[C@H]2NC(=O)CN3N=CC4=CC=CC=C43	-5.630000	6.317890	0.529870
5202	Z2408255062	CN1C(=O)NCC21CCN(CC2)C(=O)CC=3C(F)=CC=CC3F	-5.320000	6.279840	0.529840
5203	Z51620395	CC=1C=CC(=CC1)NC(=O)CN2N=NC(=N2)C=3C=CC(Br)=CC3	-6.900000	6.253410	0.529720
5204	Z1646096184	CCN1C(=NC2=C1C(=O)NC(=O)N2CC)C=3C=CC=C4C=NC=CC34	-5.370000	6.638340	0.529670
5205	Z666645730	CC(NC(=O)C=1C=CC=NC1O)C=2C=CC=3NC(=O)NC3C2	-5.620000	6.384810	0.529660
5206	Z56758430	CC1(NC(=O)NC1=O)C=2C=CC3=CC=CC=C3C2	-5.500000	5.432330	0.529630
5207	Z194885056	O=C(CCN1C(=O)NC(=O)C=2C=CC=CC21)N3CCC=4C=CC=CC43	-6.470000	5.998410	0.529560
